Values,Values_06_01_55,Values_06_11_26,Values_06_20_56,Values_06_30_24,Values_06_39_53,Values_06_50_08,Values_07_00_37,Values_07_11_06,Values_07_21_58,Values_07_32_36,Values_07_43_12,Values_07_53_24,Values_08_03_32,Values_08_13_44,Values_08_23_54,Values_08_34_03,Values_08_44_25,Values_08_54_43,Values_09_05_00,Values_09_14_34,Values_09_24_16,Values_09_34_02,Values_09_43_45,Values_09_53_32,Values_10_03_39,Values_10_13_27,Values_10_23_14,Values_10_33_27,Values_10_43_37,Values_10_53_41,Values_11_02_32
0.0069180486463526,-0.0236803104631241,-0.0245005721625855,-0.0296936091072391,-0.0173511996676738,0.0300060319806222,0.1262951833028259,0.2838479393213633,0.4563111325423745,0.5902479862836769,0.6873869467568039,0.759843857516462,0.8159836309225493,0.8610560088422373,0.8984723975050044,0.930472746704528,0.9585184469132324,0.9835616772865436,1.006231416761448,1.0269555538882147,1.04603719570997,1.0637008953959586,1.0801202893825517,1.0954346285724683,1.1097587936590096,1.1231895303923871,1.1358095033692337,1.1476900815208195,1.1588933650790565,1.1694737349049025,1.1794790802701614,1.187656226218255
0.0103930040416444,-0.0201456259479675,-0.0209647272406106,-0.0261484097205984,-0.0138266413895905,0.0334476229536198,0.129563341832966,0.2868250106557628,0.4589651368660045,0.5926491384490489,0.6896025811842624,0.7619193289831989,0.8179491925883071,0.8629323802135249,0.900274050313103,0.9322100202306528,0.9601989691628476,0.9851913015520186,1.0078148183022466,1.0284966014141597,1.0475391816436348,1.065166680699697,1.0815523975654324,1.0968353095175254,1.1111300692966168,1.1245332291180012,1.1371272871298306,1.1489834678181976,1.160163745220237,1.170722389335913,1.1807071915616305,1.1888675497698857
0.0163869983989845,-0.0140896007262114,-0.0149076844791739,-0.0200815915997282,-0.0077805830043703,0.0394102351414532,0.1353521223090021,0.2923234960976777,0.4641420408027265,0.5975690178736575,0.6943238366471467,0.7664786324862183,0.8223692980883961,0.867228007471598,0.9044552685837456,0.9362842811269536,0.964172317626817,0.9890690457791388,1.0116018614750055,1.0321975829840997,1.0511585240442125,1.0687085964312324,1.0850208845792708,1.100234147188787,1.114462819096541,1.1278032402709397,1.14033770607359,1.1521372499949591,1.1632636679332842,1.1737710647575168,1.1837070793066735,1.1918273396986037
0.0263828798528924,-0.0040257050092218,-0.0048426709716697,-0.0100073379750273,0.0022717652520316,0.0493777568111953,0.1451447294449106,0.3018266646307641,0.4733269418973861,0.6064959334844557,0.7030429914445371,0.7750185910126597,0.830745789671061,0.8754501108122636,0.9125288823314316,0.9442140796766622,0.9719627692380156,0.996724838531812,1.019127992797653,1.039599290538053,1.0584411646016014,1.0758775268464071,1.092081366658778,1.1071912811501812,1.1213215025446268,1.1345681469822333,1.1470132787794978,1.158727702313947,1.1697729918271365,1.1802030409994837,1.1900652893189696,1.1981248321446032
0.0410177764669665,0.010689092270483,0.0098736813935046,0.0047161743553584,0.0169705656336862,0.063988884142473,0.1595787358925874,0.3159721225877928,0.487160128089792,0.6200747301448609,0.716410240462399,0.7881952382113502,0.843740905187188,0.8882673783339392,0.9251701512464592,0.956681252845087,0.9842586482342374,1.0088533297294098,1.0310939777734882,1.0514083659367748,1.0700993680362143,1.0873911023492815,1.1034565860921322,1.1184343195061714,1.132438357653127,1.1455645925530746,1.1578948408149243,1.16949965099736,1.1804403431238302,1.1907705639989925,1.2005375167030947,1.208518559050505
0.0607998941461234,0.0305699269852209,0.0297568386888012,0.0246026087588064,0.0368275306040558,0.0837535796866968,0.179162721836499,0.3352683475462581,0.5061529144928182,0.6388215757050549,0.7349473658495836,0.8065363944726908,0.8618888084065782,0.9062205117546264,0.942926393487742,0.9742397062140096,1.001620330407024,1.0260211831349682,1.048072542867417,1.0682033483324789,1.0867172253041169,1.103838703721684,1.1197409568192878,1.134562461854237,1.1484171333959343,1.1614006511229882,1.1735945794434788,1.185069196221381,1.1958855459600293,1.2060970034873313,1.2157505083059144,1.2236380438680536
0.0863821277646243,0.0562775097491393,0.0554678124468436,0.0503109584153577,0.0624994535603308,0.1093266307492627,0.2045498418872261,0.3603682158047452,0.5309610400996264,0.6633971738830633,0.7593207565914286,0.8307144985299371,0.8858682431018067,0.9299947155989314,0.9664893234501034,0.9975876138460564,1.0247523180554523,1.0489390385072148,1.0707802358942609,1.09070644270244,1.1090223390833225,1.125953072345255,1.1416721062497432,1.156317978743586,1.1700045121436942,1.1828271978032665,1.194867355650223,1.2061949897717947,1.2168708590195183,1.226948051606747,1.2364732260310674,1.2442549364862747
0.1184492785632766,0.0885056231550319,0.0877006569990909,0.0825329721567999,0.0946755545934433,0.141394917199022,0.2364250224624769,0.3919561656082005,0.5622718860199247,0.6944940908544522,0.7902288509533092,0.8614341625799686,0.916390196328558,0.960307463643494,0.9965829158619436,1.027455374136071,1.0543912815545102,1.078349632948333,1.099965621479263,1.1196717841275032,1.1377741519919726,1.154498697903399,1.1700193183975205,1.184474706567564,1.1979786529779328,1.2106264973808,1.2224993354724127,1.233666906476522,1.2441896847521616,1.254120467785643,1.263505625404199,1.2711718193090658
0.1576847879934619,0.1279479876120743,0.1271493220374666,0.1219599761797757,0.1340442639626898,0.1806441502446058,0.2754716502894235,0.4307148352242848,0.6007710784839705,0.7328033335742291,0.8283686906407143,0.8993987029938502,0.9541644081755088,0.9978749909980296,1.0339298835456878,1.0645720763106283,1.0912725172478817,1.1149942524283247,1.136375728070406,1.155851881815829,1.173730388864919,1.190238259917124,1.2055499754888326,1.2198044898968872,1.233115635273801,1.2455786495683707,1.2572744372488471,1.2682724937147716,1.278633021345443,1.2884085333272532,1.297645112893928,1.3051886669928687
0.2047108475250737,0.1752384777598692,0.1744478503567051,0.1692230479191762,0.1812333639736197,0.2276989724547296,0.3223116205079745,0.4772650490203501,0.6470824104475251,0.7789542078309291,0.8743757150043662,0.9452498732818276,0.9998390486603792,1.0433519211305506,1.0791912608185497,1.109605046026122,1.1360694604507735,1.159552216741538,1.1806955087670563,1.1999370591516747,1.2175864788712645,1.233872034351251,1.248968951113309,1.2630165629261962,1.2761288299357114,1.2884009513083312,1.29991368609071,1.310736319003207,1.3209288042471037,1.3305433875824977,1.339625877357538,1.3470421742653773
0.2600332373382546,0.2308960050101861,0.2301152349593424,0.2248378657348634,0.2367548229788256,0.2830677615485147,0.3774500936633286,0.5321105011054479,0.7017124177432548,0.8334587707421091,0.9287680883749004,0.9995120721680768,1.053944816020228,1.0972752650860145,1.1329103143365966,1.163103677890193,1.1893374487673838,1.2125845817120549,1.2334914894956903,1.2524990539900145,1.2699191132432115,1.2859814133660254,1.3008620959619146,1.314701004629086,1.3276123269485112,1.339691299316757,1.3510185936921553,1.3616633290724007,1.3716852462739817,1.3811363506590113,1.390062196747643,1.3973490498754515
0.3239855193933432,0.2952687010676816,0.2944995715744243,0.2891488671201093,0.3009489507592769,0.3470867643147126,0.4412195860036432,0.5955817621069086,0.7649942428499193,0.8966555223445144,0.9918902179943132,1.0625356972364115,1.1168381395833389,1.1600074882897489,1.1954554882971429,1.2254422725772205,1.2514564633502023,1.274476795442979,1.295154349745177,1.3139335321300265,1.3311286986332158,1.3469713047395149,1.3616385886679214,1.3752710456651198,1.3879832023992014,1.39987042076149,1.4110133557769249,1.421481016829966,1.4313329765295228,1.440621036465891,1.4493905272295389,1.4565480865384035
0.3966770880289283,0.3684819053118059,0.3677260103988515,0.3622772183103248,0.3739323771768108,0.4198680618204801,0.5137278940129582,0.6677841111681553,0.8370352920575408,0.9686568474271506,1.0638599797551027,1.1344441676246535,1.1886480168939555,1.2316831805601245,1.26696692523731,1.296766424996019,1.322577399367016,1.345384864275275,1.3658449955391765,1.3844060772979212,1.4013852727561888,1.4170159806499798,1.4314767242100397,1.4449088020340173,1.4574272022923576,1.4691275115398943,1.480090448624021,1.4903849794824402,1.5000705630980116,1.5091988426382932,1.517814962720929,1.5248455960713319
0.4779469133634259,0.4503917958100428,0.4496503480429887,0.4440744337885512,0.455551690055638,0.5012531998134971,0.5948116858904771,0.7485510272374659,0.9176705262522116,1.0493020567538494,1.1445215104279651,1.2150864838352085,1.2692283620960378,1.312161214685344,1.347308455476277,1.37694486357508,1.4025737720995186,1.4251869406176525,1.44544604197485,1.46380357962222,1.480579808496216,1.4960103057894447,1.51027507328427,1.523516372005323,1.5358497825331852,1.5473712241322095,1.5581615690346575,1.5682898143730293,1.5778153680967062,1.5867897677942782,1.595258017040413,1.6021661632967814
0.5673254661498832,0.5405471565349951,0.5398207536976439,0.5340841371353701,0.54534522110786,0.5907749710696375,0.6839982456489188,0.8374058269927818,1.0064238792799318,1.138118530852298,1.233406079105761,1.3039978465375133,1.358118395950906,1.4009849317029406,1.4360276003478625,1.4655292920841727,1.49100141567385,1.5134428945985794,1.5335212716651014,1.5516935928263715,1.5682834801541314,1.5835289215566084,1.5976115921348113,1.610674878269985,1.6228350892321186,1.6341885911752727,1.6448165056867248,1.6547879421167306,1.6641623261566756,1.672991148554744,1.681319322340746,1.68811131337913
0.6640070454407383,0.6381615049522205,0.6374498553224024,0.6315141864786111,0.6425152006123416,0.6876295685110853,0.7804775878672244,0.9335336695552152,1.1024800311063083,1.2342932029914997,1.3297032839254888,1.400370589210315,1.454513340282127,1.4973526227470575,1.5323258653157903,1.5617245155267137,1.587068460688866,1.6093641599076942,1.6292853630030295,1.6472939571335143,1.6637171914989255,1.6787956883113424,1.6927129868475952,1.70561376108424,1.717615186650391,1.728814193438272,1.7392922517600915,1.7491186679791109,1.7583529582208477,1.7670466290523883,1.7752445572989126,1.7819284066431618
0.7668346752085906,0.7420977454920591,0.7413993531791038,0.735221330000732,0.7459124445508092,0.790661271758998,0.8830871058379908,1.0357660935099928,1.2046687082001324,1.336656562295918,1.4322447632368618,1.5030376211788312,1.5572476198392873,1.6001005159673576,1.6350415361403303,1.6643710671835696,1.6896178110805016,1.7117960768629017,1.731586113509234,1.7494549149706071,1.7657335942042944,1.7806656154889455,1.7944365628905434,1.807192553983558,1.8190517649976807,1.8301118049112235,1.8404545919309545,1.8501497148907555,1.859256854266956,1.8678275966873632,1.8759068389154208,1.8824919947713554
0.8742995678942425,0.8508673406407385,0.8501791544523918,0.8437103846976133,0.8540355671442922,0.8983616605641868,0.9903107481270628,1.142580085026232,1.3114635163260644,1.4436811890860104,1.539502439588837,1.6104704047776337,1.6647925997038695,1.7077003001408522,1.7426470124368014,1.7719423732120168,1.7971241581480129,1.819214771710338,1.838901197994652,1.8566557596442816,1.8728136370536503,1.88762131998608,1.901266600196378,1.913897182131581,1.9256323678257807,1.936570554358697,1.9467942026421192,1.956373266517292,1.9653676628572667,1.973829121491133,1.981802614728685,1.9882996747000112
0.984556917749313,0.9626457485261062,0.9619627801292776,0.9551496910342824,0.9650464734859292,1.0088851126675868,1.1002944849527714,1.252113443789099,1.4209970782635666,1.5534965998810977,1.6496030780047937,1.7207932512511852,1.775270645101389,1.8182729733028773,1.853262467763058,1.88255824423579,1.907707321085133,1.9297403611131108,1.949351249889467,1.9670178045733893,1.9830794326169177,1.9977857985576195,2.0113270385058417,2.023852566963757,2.03548292159789,2.046317384828272,2.056439046047628,2.065918299698446,2.074815365755363,2.0831821762815697,2.091063831589453,2.0974842154837625
1.0954594151939672,1.0753054949915546,1.0746204149276382,1.0674042184122918,1.0768035122810216,1.1200819721413364,1.210879457445967,1.3621978474330576,1.5310938828607945,1.6639218118286343,1.7603605706393954,1.8318153490690856,1.886486918149704,1.929620431131232,1.964687250663406,1.994016107675053,2.019163326830458,2.04116789354032,2.0607306762409667,2.0783350823099425,2.0943248493267346,2.108952920835277,2.1224118782676262,2.134852941118815,2.1463979701424103,2.1571472125622524,2.1671844578474566,2.176580605269261,2.1853962354522345,2.19368353431356,2.2014877765951257,2.2078433528054764
1.2046093142471064,1.1864676797014908,1.1857704034520573,1.178087131813298,1.1869131077426238,1.2295502172000317,1.3196536498114608,1.470410465479548,1.639321703329851,1.7725164877931383,1.869326811407369,1.941081390094315,1.995979778250704,2.0392756625223813,2.0744498944121177,2.1038408485572995,2.129014096770359,2.151016894751441,2.1705570731569903,2.188123639658193,2.2040646947682347,2.2186365082702832,2.2320341618768387,2.244410737916463,2.255889477726935,2.266571648529242,2.276541791715521,2.285871359460536,2.294621337301218,2.30284420563664,2.310585450917604,2.316888111462722
