Values,Values_10_20_09,Values_10_31_10,Values_10_41_31,Values_10_51_46,Values_11_02_02,Values_11_12_16,Values_11_23_26,Values_11_34_07,Values_11_44_45,Values_11_55_23,Values_12_06_00,Values_12_16_36,Values_12_27_12,Values_12_37_04,Values_12_46_44,Values_12_56_40,Values_13_07_48,Values_13_20_05,Values_13_32_18,Values_13_44_00,Values_13_56_25,Values_14_08_55,Values_14_20_38,Values_14_33_05,Values_14_45_36,Values_14_57_50,Values_15_07_17,Values,Values_15_17_12,Values_15_27_03,Values_15_36_48,Values_15_46_33,Values_15_56_15,Values_16_05_57,Values_16_15_39,Values_16_25_19,Values_16_35_00,Values_16_44_39,Values_16_54_22,Values_17_04_02,Values_17_13_45,Values_17_23_24,Values_17_33_03,Values_17_42_41,Values_17_52_23,Values_18_02_02,Values_18_11_41,Values_18_21_21,Values_18_30_59,Values_18_40_35,Values_18_50_12,Values_18_59_52,Values_19_09_32,Values_19_19_11,Values_19_28_47,Values_19_38_25,Values_19_48_03,Values_19_57_42,Values_20_07_21,Values_20_16_59,Values_20_26_36,Values_20_36_15,Values_20_45_51,Values_20_55_27,Values_21_05_04,Values_21_14_42,Values_21_24_20,Values_21_33_57,Values_21_43_33,Values_21_53_10,Values_22_02_51,Values_22_12_30,Values_22_22_12,Values_22_31_49,Values_22_41_23,Values_22_50_59,Values_23_00_35,Values_23_10_13,Values_23_19_50,Values_23_29_25,Values_23_39_03,Values_23_48_40,Values_23_58_14,Values_00_07_49,Values_00_17_25,Values_00_27_00,Values_00_36_35,Values_00_46_10,Values_00_55_47,Values_01_05_22,Values_01_14_59,Values_01_24_35,Values_01_34_09,Values_01_43_44,Values_01_53_20,Values_02_02_56,Values_02_12_31,Values_02_21_41,Values_02_30_43,Values_02_39_31,Values_02_48_21
1.014406669,1.291539986,1.116755909,1.012948477,0.980066787,0.981797655,0.979740852,0.950985765,0.947052554,0.939022125,0.909582992,0.87636993,0.877563093,0.921849299,1.001902669,1.095907063,1.177937561,1.24374304,1.297794257,1.344248923,1.385563454,1.423114916,1.457701485,1.489783296,1.519619738,1.547368262,1.573153543,1.597106607,1.611544126,1.619378961,1.640140809,1.65957206,1.677852059,1.695151083,1.7116246,1.727410194,1.74262662,1.757374341,1.771737,1.785783384,1.799569563,1.813141002,1.826534509,1.839779966,1.8529018,1.865920209,1.878852161,1.891712174,1.904512933,1.91726574,1.929980857,1.942667724,1.955335117,1.96799122,1.980643658,1.99329948,2.005965118,2.018646318,2.031348066,2.044074499,2.056828821,2.069613226,2.082428827,2.095275609,2.108152387,2.121056799,2.133985309,2.146933238,2.159894805,2.17286319,2.185830603,2.198788351,2.211726911,2.224635986,2.237504553,2.250320878,2.26307253,2.275746355,2.28832845,2.300804113,2.313157808,2.325373129,2.337432806,2.349318731,2.361012056,2.372493328,2.38374271,2.394740241,2.405466168,2.415901308,2.426027438,2.435827688,2.445286901,2.454391968,2.463132081,2.471498924,2.479486771,2.487092499,2.49431552,2.501157641,2.507622868,2.513717158
1.014776201,1.301640465,1.123254894,1.015236876,0.978983479,0.977460491,0.971062813,0.937565891,0.93157078,0.922874033,0.893113709,0.859798606,0.861175778,0.90588677,0.986594159,1.080913217,1.162342044,1.226640354,1.278555819,1.322511914,1.361158176,1.395999677,1.427910434,1.457387489,1.48470189,1.510009085,1.533425983,1.555074535,1.568066782,1.575097919,1.593659452,1.61093364,1.627095697,1.642312771,1.656737954,1.670507012,1.683737279,1.696528083,1.708962138,1.721107442,1.733019383,1.744742811,1.756313974,1.767762229,1.779111505,1.790381526,1.8015888,1.812747402,1.823869585,1.834966237,1.846047212,1.857121566,1.868197702,1.879283454,1.890386117,1.901512438,1.912668575,1.923860038,1.935091614,1.946367286,1.95769016,1.969062383,1.980485091,1.991958358,2.003481168,2.01505141,2.026665889,2.038320359,2.050009574,2.061727347,2.073466622,2.085219542,2.09697752,2.108731288,2.120470932,2.132185909,2.143865036,2.155496454,2.167067583,2.17856505,2.189974631,2.201281196,2.212468679,2.223520091,2.234417584,2.245142569,2.255675907,2.265998159,2.2760899,2.285932071,2.295506361,2.304795602,2.313784138,2.322458159,2.330805981,2.338818243,2.346488033,2.353810921,2.360784912,2.367410334,2.373689658,2.379627278
1.01513837,1.311772883,1.130000096,1.017748252,0.978001597,0.9730292,0.962010436,0.923499191,0.915286611,0.905854839,0.875754311,0.84230763,0.843741872,0.888633467,0.969665419,1.063936407,1.144415224,1.206883311,1.256365059,1.297551045,1.333286327,1.365205292,1.394257302,1.420974437,1.445636864,1.468395311,1.489356281,1.508630179,1.520140339,1.526349585,1.54266888,1.557755335,1.571778426,1.584900779,1.597271923,1.609024797,1.620274473,1.631118446,1.641637921,1.651899633,1.661957891,1.671856608,1.681631202,1.69131028,1.700917085,1.710470703,1.719987044,1.729479615,1.738960129,1.748438957,1.757925457,1.767428209,1.776955164,1.786513724,1.796110778,1.805752695,1.815445285,1.825193746,1.835002594,1.844875586,1.854815649,1.864824816,1.874904166,1.885053786,1.895272751,1.905559123,1.915909965,1.926321384,1.936788581,1.947305914,1.957866976,1.968464655,1.979091208,1.9897383,2.000397041,2.011057983,2.021711104,2.032345758,2.042950603,2.053513528,2.064021556,2.074460777,2.084816293,2.095072203,2.105211646,2.115216897,2.125069535,2.134750674,2.144241265,2.153522429,2.162575846,2.17138413,2.179931214,2.188202688,2.196186088,2.203871112,2.21124976,2.218316392,2.2250677,2.231502617,2.237622161,2.243429236
1.015492911,1.321939315,1.137017044,1.020523419,0.977173204,0.968564848,0.952652745,0.908862285,0.898281567,0.888050072,0.857594658,0.823989941,0.825353869,0.870177457,0.951196683,1.045049307,1.124226788,1.184544279,1.231301967,1.269457816,1.302053853,1.330854249,1.356882526,1.380703434,1.402603373,1.42272542,1.441162894,1.458012091,1.468016243,1.473392661,1.487447939,1.50033609,1.512219204,1.523253964,1.533585117,1.54334175,1.552635812,1.561562253,1.570200177,1.578614571,1.586858265,1.594973906,1.602995807,1.610951598,1.618863645,1.626750233,1.634626531,1.642505357,1.650397773,1.65831353,1.666261402,1.674249406,1.682284959,1.690374954,1.698525799,1.706743411,1.71503318,1.723399922,1.731847808,1.740380299,1.749000077,1.757708984,1.766507972,1.775397068,1.784375366,1.793441019,1.802591275,1.811822509,1.821130287,1.830509429,1.839954082,1.849457792,1.85901356,1.868613895,1.878250826,1.887915906,1.897600177,1.907294108,1.916987511,1.926669444,1.936328106,1.945950736,1.955523546,1.965031682,1.974459238,1.983789339,1.993004283,2.002085757,2.011015115,2.019773713,2.028343275,2.036706278,2.044846324,2.052748496,2.060399644,2.067788628,2.074906461,2.081746393,2.088303903,2.094576624,2.10056421,2.106268156
1.015839553,1.332142318,1.144333115,1.02360638,0.976554721,0.964134032,0.943065743,0.893740316,0.880646668,0.869555497,0.838735577,0.804950309,0.806117286,0.850621443,0.931284738,1.024343222,1.101867249,1.159718755,1.203472011,1.238351516,1.267596647,1.29310091,1.315960081,1.336768681,1.355816129,1.373234716,1.389101685,1.403496592,1.411983832,1.416523779,1.428313398,1.439012609,1.448774453,1.457748227,1.466072668,1.473871971,1.481254099,1.488310733,1.495118284,1.501739502,1.508225336,1.514616835,1.520946935,1.527242062,1.533523512,1.539808606,1.546111634,1.552444602,1.55881781,1.565240299,1.571720161,1.578264772,1.584880935,1.591574959,1.598352699,1.60521955,1.612180417,1.619239662,1.626401051,1.63366768,1.64104192,1.648525356,1.656118747,1.663821996,1.671634139,1.679553357,1.687577003,1.695701648,1.703923143,1.712236683,1.720636887,1.729117864,1.737673271,1.746296356,1.754979975,1.763716576,1.772498163,1.781316219,1.790161612,1.799024477,1.807894095,1.816758779,1.825605781,1.834421234,1.843190146,1.851896463,1.860523187,1.86905258,1.877466424,1.885746339,1.893874147,1.901832247,1.90960399,1.917174031,1.924528632,1.931655908,1.938545989,1.945191117,1.951585658,1.957726045,1.963610668,1.969239705
1.01617802,1.34238488,1.151977399,1.027044176,0.976206763,0.959808715,0.933332261,0.878226802,0.862482269,0.850476902,0.819288575,0.785304982,0.78615027,0.830082367,0.910042569,1.001927812,1.077447735,1.132525183,1.173005938,1.204378939,1.230080137,1.252130937,1.271696687,1.289398255,1.305524534,1.320193724,1.333464009,1.345395537,1.352367897,1.356074942,1.365617054,1.374156125,1.381834481,1.388792592,1.39516196,1.401060853,1.40659238,1.411844237,1.416889552,1.421788352,1.426589307,1.431331541,1.436046342,1.440758707,1.445488674,1.450252445,1.455063293,1.459932292,1.46486888,1.469881286,1.474976843,1.480162203,1.48544348,1.490826332,1.496315994,1.501917274,1.507634527,1.513471606,1.519431806,1.525517803,1.531731596,1.538074457,1.544546891,1.551148613,1.557878546,1.56473483,1.57171486,1.578815331,1.586032305,1.593361277,1.600797256,1.608334827,1.615968211,1.623691303,1.631497682,1.639380594,1.6473329,1.655346993,1.663414691,1.671527108,1.679674514,1.687846205,1.696030394,1.704214134,1.712383292,1.720522592,1.728615716,1.736645491,1.744594131,1.752443548,1.760175698,1.767772954,1.775218481,1.782496586,1.789593026,1.796495265,1.803192647,1.809676509,1.815940207,1.821979078,1.827790344,1.833372969
1.016508025,1.352670361,1.159980537,1.030886693,0.976193937,0.955666025,0.92354177,0.862423445,0.843897829,0.830929816,0.799375485,0.765181259,0.765583122,0.808690924,0.887598909,0.977930692,1.051099633,1.103104593,1.140059356,1.167713861,1.189698603,1.208160388,1.224330659,1.238852676,1.25201096,1.263906158,1.27457436,1.284053628,1.289525784,1.292410507,1.299742378,1.306168706,1.311819456,1.316824853,1.32130795,1.325380069,1.329138613,1.33266659,1.336033265,1.339295465,1.342499193,1.345681327,1.348871247,1.352092303,1.355363097,1.358698555,1.362110805,1.365609877,1.369204248,1.37290125,1.376707372,1.380628472,1.38466991,1.388836627,1.393133176,1.397563724,1.40213202,1.406841352,1.411694496,1.416693654,1.421840405,1.427135654,1.432579604,1.438171731,1.443910789,1.449794825,1.455821217,1.461986723,1.468287552,1.47471943,1.481277678,1.487957281,1.494752937,1.501659099,1.508669974,1.515779504,1.522981307,1.530268582,1.537633993,1.545069529,1.55256635,1.560114643,1.567703495,1.575320803,1.58295323,1.590586224,1.598204115,1.605790273,1.61332734,1.62079753,1.628182961,1.635466024,1.642629751,1.64965817,1.656536612,1.663251976,1.669792917,1.676149961,1.682315558,1.68828405,1.694051598,1.699616051
1.016829276,1.363002426,1.168374532,1.035186436,0.9765846,0.951788007,0.913790136,0.846439883,0.825011634,0.811039171,0.77912805,0.744716989,0.744557736,0.786590971,0.864097663,0.952496899,1.022974072,1.071620055,1.104812102,1.128556263,1.146674195,1.161434498,1.174130413,1.185423115,1.195588631,1.204706482,1.212787609,1.219845331,1.223844091,1.225923767,1.231100775,1.235479197,1.239175036,1.242306889,1.24498818,1.247322294,1.249400104,1.251299246,1.253084561,1.254809218,1.256516178,1.258239769,1.260007211,1.261840002,1.263755136,1.265766122,1.26788382,1.270117113,1.272473426,1.274959113,1.277579751,1.280340336,1.283245414,1.286299153,1.289505376,1.292867556,1.296388791,1.300071761,1.303918676,1.307931224,1.312110522,1.316457071,1.320970727,1.325650688,1.330495496,1.335503061,1.340670693,1.345995167,1.35147278,1.35709943,1.362870687,1.368781861,1.374828053,1.381004187,1.387305012,1.393725073,1.400258644,1.40689963,1.41364144,1.420476833,1.427397759,1.434395201,1.441459032,1.44857791,1.455739222,1.462929088,1.470132436,1.47733315,1.484514288,1.491658366,1.498747681,1.505764675,1.512692294,1.519514343,1.526215801,1.53278308,1.53920423,1.545469067,1.551569228,1.557498164,1.563251077,1.568824806
1.017141471,1.373384974,1.177192534,1.039998261,0.977450571,0.948261327,0.904179335,0.830393386,0.805950451,0.790938896,0.758687431,0.724059989,0.723226954,0.763938856,0.839697236,0.92578824,0.993241265,1.038255964,1.067467402,1.087131302,1.101255677,1.11222615,1.121392634,1.129429251,1.136599163,1.142957127,1.148485891,1.153171446,1.155735051,1.157033218,1.160127548,1.162538894,1.164367757,1.16571978,1.16669763,1.167395806,1.167897861,1.168275408,1.168588332,1.168885708,1.169207102,1.169584005,1.170041241,1.170598267,1.171270309,1.172069328,1.173004809,1.174084393,1.175314371,1.176700053,1.178246038,1.179956407,1.18183484,1.183884688,1.186108998,1.188510512,1.19109164,1.193854416,1.196800456,1.1999309,1.203246373,1.206746941,1.210432084,1.214300692,1.218351063,1.222580934,1.226987517,1.231567556,1.236317398,1.24123306,1.246310307,1.251544713,1.256931714,1.262466632,1.268144677,1.273960907,1.279910163,1.285986959,1.29218535,1.298498767,1.304919852,1.311440287,1.318050638,1.324740246,1.331497145,1.338308064,1.345158477,1.352032748,1.358914327,1.365786023,1.372630324,1.379429742,1.386167176,1.392826259,1.399391675,1.405849425,1.412187036,1.418393696,1.424460329,1.430379591,1.436145826,1.441754962
1.017444301,1.383822053,1.186468591,1.045379071,0.978866796,0.945176929,0.894817103,0.814408492,0.786849126,0.770771446,0.738203649,0.703367403,0.701753842,0.740902641,0.814569745,0.897982501,0.96208969,1.003217133,1.028250813,1.043688051,1.053716899,1.060834048,1.066440142,1.07121681,1.07540979,1.079045398,1.082075218,1.084455422,1.085632663,1.086178596,1.087277669,1.087817057,1.087880307,1.087558855,1.086943551,1.086119113,1.085161032,1.084134291,1.083093318,1.082082691,1.081138254,1.080288394,1.079555327,1.078956295,1.078504615,1.078210585,1.078082216,1.078125829,1.078346512,1.07874847,1.079335277,1.080110051,1.081075568,1.082234326,1.083588565,1.085140266,1.086891123,1.088842504,1.090995405,1.093350401,1.095907602,1.09866662,1.101626545,1.104785936,1.10814283,1.111694766,1.115438833,1.11937172,1.123489788,1.127789136,1.13226568,1.136915209,1.141733435,1.146716013,1.151858542,1.157156519,1.162605265,1.168199816,1.173934777,1.17980416,1.185801203,1.191918192,1.198146302,1.204475467,1.210894297,1.21739006,1.223948726,1.230555092,1.237192974,1.24384546,1.250495226,1.257124872,1.263717274,1.270255935,1.276725299,1.283111018,1.28940017,1.295581399,1.301644999,1.307582928,1.313388767,1.319057637
1.01773745,1.394317768,1.196237382,1.051387467,0.980910971,0.942629639,0.88581654,0.798616589,0.767850112,0.750687272,0.717834968,0.682804974,0.680310893,0.71766125,0.788900139,0.869272552,0.929725138,0.966727719,0.987408972,0.998497996,1.004355021,1.007580638,1.00961949,1.011154852,1.012410334,1.013380159,1.013981882,1.014139507,1.01398868,1.013816777,1.013021458,1.011796383,1.010206805,1.008328797,1.006240408,1.004015751,1.001721574,0.999415668,0.997146549,0.994953931,0.992869637,0.990918716,0.989120586,0.987490117,0.9860386,0.984774567,0.983704477,0.982833263,0.982164758,0.981702014,0.981447541,0.981403464,0.981571625,0.981953645,0.982550937,0.983364702,0.984395906,0.985645235,0.987113054,0.988799363,0.990703753,0.992825375,0.995162917,0.997714602,1.000478196,1.003451035,1.006630069,1.010011914,1.013592924,1.017369258,1.021336947,1.025491957,1.029830228,1.034347699,1.039040293,1.043903878,1.048934181,1.054126679,1.059476444,1.064977979,1.070625028,1.076410396,1.082325777,1.088361618,1.09450703,1.100749752,1.107076192,1.113471537,1.119919931,1.126404725,1.132908774,1.13941477,1.14590559,1.152364639,1.158776164,1.165125525,1.171399414,1.177586008,1.183675053,1.189657893,1.195527442,1.201278106
1.018020594,1.404876184,1.206533904,1.058083359,0.983663108,0.940717715,0.877295649,0.783155421,0.749102943,0.730844214,0.697747193,0.662546256,0.659079147,0.694403528,0.762885213,0.839865319,0.896369609,0.929029986,0.94520814,0.951853331,0.953488505,0.95280979,0.951298332,0.949632835,0.948009987,0.946388349,0.944648731,0.942680804,0.941268543,0.940417643,0.93784027,0.934968541,0.931848204,0.928538925,0.925105062,0.921609384,0.918109277,0.914654841,0.911288273,0.908044095,0.904949853,0.902027047,0.899292136,0.896757491,0.894432271,0.892323166,0.890435019,0.888771324,0.887334619,0.886126774,0.885149207,0.88440303,0.883889138,0.88360826,0.883560974,0.883747697,0.88416866,0.884823866,0.885713054,0.886835647,0.888190719,0.889776965,0.891592678,0.893635748,0.895903674,0.898393588,0.901102298,0.904026348,0.907162073,0.910505674,0.914053281,0.917801005,0.921744984,0.925881394,0.930206434,0.934716285,0.939407015,0.944274469,0.949314113,0.954520857,0.959888873,0.965411398,0.971080564,0.976887256,0.982821008,0.988869967,0.995020921,1.001259395,1.007569829,1.013935808,1.020340354,1.026766254,1.033196396,1.039614111,1.046003487,1.05234964,1.058638936,1.064859145,1.070999543,1.077050943,1.083005676,1.088857525
1.018293402,1.415501218,1.217393145,1.065527531,0.98720505,0.939542337,0.869376819,0.768168541,0.730763629,0.711406838,0.678112918,0.642771751,0.638247242,0.671327213,0.736732528,0.809980651,0.86226008,0.890382902,0.901932583,0.904065058,0.901454917,0.896884282,0.891862613,0.887057523,0.882633968,0.878511408,0.874531399,0.870547331,0.867947345,0.86646,0.862222292,0.857829871,0.853307912,0.848698757,0.844052296,0.839419298,0.834847257,0.830378138,0.826047471,0.821884306,0.817911688,0.814147402,0.810604808,0.80729368,0.804220964,0.801391449,0.798808316,0.79647359,0.794388488,0.792553681,0.790969485,0.789635991,0.788553144,0.787720782,0.787138651,0.786806389,0.7867235,0.786889316,0.787302955,0.787963282,0.788868868,0.790017964,0.791408486,0.793038004,0.794903765,0.797002707,0.799331513,0.801886651,0.804664445,0.807661133,0.810872933,0.814296088,0.817926906,0.821761769,0.825797116,0.830029388,0.834454944,0.839069935,0.84387015,0.84885084,0.854006525,0.859330802,0.864816165,0.870453859,0.876233774,0.882144401,0.888172848,0.894304933,0.900525349,0.906817889,0.913165724,0.919551729,0.925958811,0.932370245,0.93876999,0.945142955,0.951475228,0.957754239,0.963968855,0.970109432,0.976167797,0.982137198
1.018555533,1.426196528,1.228849718,1.073781159,0.991619934,0.93920704,0.862186238,0.75380469,0.712993984,0.692545696,0.659110693,0.623667984,0.618010395,0.64863784,0.710659247,0.779850079,0.827647144,0.851060594,0.857882779,0.855460917,0.848608556,0.840183139,0.831713622,0.823849794,0.816720112,0.81020169,0.804094568,0.798214166,0.794505916,0.79242763,0.786658538,0.780877334,0.775087724,0.769313946,0.763590764,0.757956398,0.752447992,0.747099013,0.741938032,0.736988396,0.732268474,0.727792196,0.723569724,0.719608157,0.715912177,0.712484631,0.709327015,0.706439868,0.703823077,0.701476114,0.699398196,0.697588399,0.696045726,0.694769139,0.693757566,0.693009881,0.692524881,0.692301247,0.692337502,0.692631971,0.693182749,0.69398767,0.695044293,0.696349898,0.697901501,0.699695873,0.701729583,0.703999048,0.706500588,0.709230487,0.71218505,0.715360646,0.71875374,0.722360901,0.726178774,0.730204028,0.734433265,0.738862891,0.743488964,0.748307008,0.753311829,0.758497312,0.763856245,0.769380165,0.775059254,0.780882281,0.786836622,0.792908337,0.799082334,0.80534258,0.811672379,0.818054681,0.824472412,0.830908805,0.837347709,0.843773862,0.850173116,0.856532607,0.862840858,0.869087832,0.875264928,0.881364934
1.018806642,1.43696539,1.24093747,1.082905288,0.996991595,0.939817085,0.855853243,0.740217102,0.695960892,0.674436517,0.64092413,0.6054265,0.598569306,0.626547562,0.684890877,0.749715475,0.792793531,0.811350678,0.813373499,0.806383177,0.795317951,0.783098856,0.771264975,0.760441402,0.750715463,0.741918921,0.733808332,0.726159743,0.721427092,0.718805554,0.711639099,0.704604785,0.697684129,0.690882643,0.684219432,0.677719722,0.671409946,0.665314785,0.659455615,0.65384991,0.648511226,0.643449541,0.638671751,0.63418223,0.629983368,0.626076055,0.622460093,0.619134539,0.61609796,0.61334864,0.610884712,0.608704259,0.606805365,0.605186139,0.603844714,0.602779231,0.601987809,0.601468507,0.601219284,0.601237961,0.601522188,0.602069417,0.602876887,0.60394162,0.605260433,0.60682996,0.60864669,0.610707009,0.613007257,0.615543779,0.618312977,0.621311349,0.624535515,0.627982216,0.631648288,0.6355306,0.63962596,0.64393099,0.648441965,0.653154635,0.658064028,0.663164258,0.668448345,0.673908057,0.679533804,0.685314579,0.691237969,0.697290233,0.70345645,0.709720732,0.71606649,0.722476736,0.728934413,0.735422714,0.741925398,0.748427054,0.754913337,0.761371131,0.767788665,0.774155571,0.780462884,0.786703003
1.019046375,1.447810577,1.253689065,1.092960261,1.003403919,0.941478766,0.850509602,0.727562738,0.679835481,0.657259324,0.62374093,0.588242799,0.580128999,0.605273902,0.659659934,0.719827613,0.757972525,0.771552456,0.768731746,0.757186306,0.741963271,0.726034548,0.710939547,0.697271756,0.685072919,0.674126761,0.664144709,0.65486236,0.649192231,0.646076557,0.637649716,0.629499613,0.621585044,0.613892334,0.606424532,0.599193541,0.592214815,0.585504031,0.579075216,0.57293984,0.567106565,0.561581353,0.556367801,0.55146754,0.546880659,0.542606098,0.538641982,0.534985901,0.531635129,0.528586787,0.525837957,0.523385759,0.521227392,0.519360145,0.517781395,0.516488588,0.515479201,0.514750711,0.514300555,0.514126091,0.514224565,0.51459309,0.515228626,0.51612798,0.517287811,0.518704656,0.520374957,0.522295104,0.524461486,0.526870533,0.529518762,0.532402813,0.535519465,0.53886563,0.542438324,0.546234596,0.55025144,0.554485658,0.558933704,0.563591507,0.56845427,0.573516285,0.578770744,0.584209593,0.589823414,0.595601371,0.601531213,0.60759935,0.613790997,0.620090374,0.626480975,0.63294586,0.639467977,0.646030485,0.652617058,0.659212161,0.665801274,0.672371069,0.678909527,0.685405998,0.691851212,0.698237247
1.019274371,1.45873423,1.267135536,1.1040051,1.010940128,0.944298646,0.846288716,0.716001444,0.664792234,0.641197479,0.607751846,0.572315203,0.562897597,0.585038429,0.635204531,0.690444644,0.723466271,0.731975016,0.724294612,0.708234561,0.688933652,0.669401077,0.651166431,0.634784738,0.620247989,0.607289523,0.59557437,0.584796941,0.578278021,0.574718023,0.565168709,0.556039779,0.547266983,0.53881716,0.530677047,0.522845013,0.515325357,0.508124626,0.501249393,0.494705065,0.488495361,0.482622216,0.477085916,0.471885362,0.467018362,0.462481933,0.458272553,0.454386383,0.450819443,0.447567732,0.444627322,0.441994416,0.439665369,0.437636697,0.435905069,0.434467276,0.433320204,0.432460796,0.431886013,0.431592799,0.431578046,0.431838576,0.432371121,0.433172317,0.434238716,0.435566801,0.43715301,0.438993779,0.441085578,0.443424954,0.446008566,0.448833216,0.451895852,0.455193566,0.458723548,0.462483023,0.466469149,0.470678886,0.47510884,0.479755078,0.484612941,0.48967685,0.494940126,0.50039484,0.506031697,0.511839983,0.517807565,0.52392096,0.530165479,0.536525421,0.542984336,0.549525311,0.55613129,0.562785394,0.569471218,0.576173115,0.582876414,0.589567605,0.596234457,0.602866084,0.609452963,0.615986903
1.019490263,1.469737721,1.281305821,1.116096846,1.019682015,0.948382733,0.843324753,0.705695022,0.651008011,0.626436647,0.593149571,0.557843646,0.547085022,0.566065373,0.611766886,0.661830484,0.689564,0.69293524,0.680407032,0.659899503,0.636624502,0.61361417,0.592377929,0.573425633,0.556695678,0.541869081,0.528563599,0.516432083,0.50915359,0.505199088,0.494664261,0.484691265,0.475192673,0.466115717,0.457430708,0.449122381,0.441183813,0.433612363,0.426407124,0.419567425,0.41309205,0.406978919,0.401225043,0.395826624,0.390779236,0.386078016,0.381717847,0.377693516,0.373999836,0.370631742,0.36758435,0.364852995,0.362433246,0.360320901,0.358511968,0.357002645,0.355789276,0.354868325,0.354236332,0.353889879,0.353825563,0.354039966,0.354529646,0.355291124,0.356320895,0.357615436,0.359171233,0.36098481,0.363052761,0.365371785,0.367938717,0.370750541,0.3738044,0.377097573,0.380627434,0.384391379,0.388386724,0.392610571,0.397059653,0.401730149,0.406617505,0.411716233,0.417019741,0.422520184,0.428208347,0.434073594,0.440103865,0.446285747,0.45260461,0.459044801,0.465589898,0.472222996,0.478927022,0.485685049,0.492480599,0.499297916,0.506122199,0.512939777,0.519738239,0.5265065,0.533234827,0.539914814
1.019693678,1.480821527,1.296226274,1.129289858,1.029709117,0.953835578,0.841751698,0.696806222,0.638660991,0.61316368,0.580127543,0.545028403,0.532901628,0.548580165,0.589591761,0.634253124,0.656560164,0.654755726,0.637419486,0.612557479,0.585434797,0.559091579,0.535006627,0.513638162,0.49486755,0.478321988,0.463571501,0.450227391,0.442277939,0.437978132,0.426592085,0.415905918,0.405809104,0.396229315,0.387120466,0.378453681,0.370210835,0.36238013,0.354953211,0.347923373,0.341284514,0.335030595,0.329155408,0.323652523,0.318515342,0.313737191,0.309311423,0.305231515,0.301491142,0.298084237,0.295005024,0.292248037,0.289808118,0.287680407,0.285860316,0.284343503,0.283125837,0.282203357,0.281572245,0.281228779,0.281169318,0.281390264,0.281888058,0.282659164,0.283700073,0.285007313,0.286577469,0.288407199,0.290493268,0.29283257,0.295422146,0.2982592,0.301341089,0.304665301,0.308229404,0.312030971,0.316067472,0.320336145,0.324833833,0.329556811,0.334500599,0.339659772,0.345027792,0.35059686,0.356357804,0.362300026,0.368411503,0.374678856,0.381087478,0.387621734,0.394265203,0.401000969,0.407811923,0.414681083,0.421591894,0.428528499,0.435475971,0.4424205,0.449349517,0.456251773,0.463117362,0.469937704
1.019884235,1.491985088,1.311920159,1.143635068,1.041097832,0.960759312,0.84170233,0.689497649,0.627929525,0.601565415,0.568878682,0.534068734,0.520556771,0.53280791,0.568924831,0.607982867,0.624752502,0.617762647,0.595685639,0.566587071,0.53576438,0.506250287,0.479482564,0.45586167,0.435208972,0.417096817,0.401047483,0.386631114,0.378097687,0.37350059,0.361393431,0.350119671,0.339545969,0.32958065,0.320161405,0.311245885,0.302804879,0.29481754,0.287268164,0.280144104,0.273434465,0.267129341,0.261219391,0.255695642,0.250549408,0.245772287,0.241356185,0.237293348,0.233576389,0.230198316,0.227152532,0.22443284,0.222033425,0.219948835,0.218173953,0.216703965,0.215534323,0.214660711,0.214079008,0.213785259,0.213775639,0.214046436,0.214594033,0.215414893,0.216505566,0.217862686,0.219482985,0.221363314,0.223500652,0.225892132,0.228535043,0.231426842,0.234565129,0.237947624,0.241572108,0.245436338,0.249537948,0.253874304,0.258442354,0.263238454,0.268258179,0.273496146,0.278945841,0.284599483,0.290447908,0.296480526,0.302685316,0.309048896,0.315556656,0.322192946,0.328941324,0.335784837,0.342706327,0.349688745,0.356715448,0.36377048,0.370838798,0.377906463,0.384960769,0.391990324,0.398985081,0.405936324
1.020061551,1.503226681,1.328407132,1.159179201,1.053920479,0.969252602,0.843307108,0.683930572,0.618990896,0.591827392,0.559594038,0.525161465,0.510257304,0.518971796,0.550010984,0.583290489,0.594440023,0.582283541,0.555559947,0.52236654,0.488011294,0.455503786,0.426230507,0.400528457,0.378156537,0.358631722,0.341428974,0.326078052,0.317045109,0.312197065,0.299493414,0.287751104,0.276814458,0.26657284,0.25694802,0.24788443,0.239341985,0.231290964,0.223708478,0.21657608,0.209878215,0.203601232,0.197732776,0.192261437,0.187176547,0.182468077,0.178126578,0.174143155,0.170509449,0.167217623,0.16426034,0.161630749,0.159322453,0.15732948,0.155646254,0.154267556,0.153188491,0.152404453,0.151911085,0.151704258,0.151780031,0.152134639,0.152764466,0.153666039,0.154836021,0.156271209,0.157968542,0.159925111,0.162138162,0.164605109,0.167323536,0.170291184,0.173505934,0.176965762,0.180668682,0.184612654,0.18879548,0.193214664,0.197867254,0.202749678,0.207857556,0.213185527,0.218727084,0.224474433,0.230418399,0.236548366,0.242852287,0.249316749,0.255927108,0.262667674,0.269521957,0.276472946,0.283503417,0.290596236,0.297734672,0.304902659,0.312085042,0.319267761,0.326437986,0.333584204,0.340696252,0.347765305
