Values,Values_10_08_38,Values_10_17_14,Values_10_25_44,Values_10_34_18,Values_10_42_55,Values_10_51_35,Values_10_54_55
-0.357902892,-0.316410199,-0.252822452,-0.19842294,-0.151794885,-0.111660689,-0.077028566,-0.065145476
-0.265612233,-0.223650779,-0.160731971,-0.107857471,-0.062633935,-0.02363594,0.010097102,0.021689675
-0.169534727,-0.127142268,-0.065103355,-0.013904765,0.029795425,0.067559556,0.100311871,0.111586424
-0.070230587,-0.027450097,0.033523335,0.082922708,0.125004158,0.16145577,0.193161097,0.20409519
0.031713947,0.074835698,0.13458464,0.182089249,0.222479936,0.257559275,0.288166644,0.298742871
0.135690394,0.179104307,0.237496973,0.283038644,0.321689381,0.35535512,0.384828449,0.395034303
0.241072387,0.284728508,0.341660426,0.385197452,0.422080944,0.454309368,0.482626794,0.492454447
0.347220561,0.391069503,0.446463093,0.487978889,0.523088425,0.553872342,0.581025337,0.590471345
0.453487915,0.497482186,0.551285874,0.59078725,0.624135125,0.653482568,0.679474884,0.688539843
0.559225569,0.60332075,0.655507687,0.693022855,0.724638588,0.752571373,0.777417881,0.786106047
0.663788836,0.707944581,0.758511033,0.794087417,0.824015862,0.850568063,0.874293547,0.882612441
0.766543505,0.810724315,0.859687811,0.893389768,0.921689179,0.9469056,0.969543543,0.977503559
0.86687225,0.911048008,0.958445306,0.990351827,1.017091954,1.041026639,1.062618054,1.070232081
0.964181062,1.008327302,1.054212251,1.084414712,1.109674979,1.132389799,1.152982138,1.16026521
1.057905615,1.102003522,1.14644487,1.175044883,1.198912687,1.22047604,1.240122187,1.247091162
1.147517479,1.191553629,1.234632819,1.261740213,1.284309352,1.304794979,1.323552354,1.330225629
1.232530105,1.276495947,1.318304932,1.344035877,1.36540513,1.384891049,1.402820798,1.409218055
1.312504501,1.356395607,1.3970347,1.421509977,1.441781804,1.460349349,1.477515619,1.483657594
1.387054526,1.430869648,1.470445413,1.493788799,1.51306816,1.530801096,1.547270368,1.553178642
1.455851736,1.49959169,1.538214875,1.560551639,1.57894488,1.595928577,1.611769031,1.617465825
1.518629688,1.562296126,1.60007963,1.621535098,1.639148896,1.65546952,1.670750407,1.676258386
1.575187632,1.618781751,1.655838625,1.676536788,1.693477107,1.70922081,1.724011807,1.729353863
1.625393487,1.668914725,1.705356202,1.725418349,1.741789392,1.757041473,1.771412003,1.776611034
1.669186003,1.712630791,1.748564357,1.76810771,1.784010847,1.798854874,1.812873375,1.817952036
1.706576012,1.749936642,1.78546415,1.804600497,1.82013316,1.834650042,1.848383181,1.853363624
1.73764665,1.780910308,1.816126169,1.834960506,1.850215052,1.86448207,1.877993912,1.8828975
1.762552448,1.805700493,1.840689961,1.859319146,1.87438171,1.888471512,1.901822652,1.906669658
1.781517222,1.824524728,1.859362329,1.877873783,1.892823132,1.906802725,1.9200494,1.924858706
1.794830664,1.837666291,1.872414432,1.890884917,1.905791345,1.919721102,1.932914316,1.937703106
1.802843628,1.845469832,1.88017763,1.898672144,1.913596443,1.927529163,1.940713849,1.945497322
1.805962083,1.848335677,1.883038064,1.901608899,1.916601442,1.930581502,1.943795758,1.948586857
1.804639789,1.846712855,1.881429992,1.900115995,1.915215975,1.929278608,1.942553038,1.947362221
1.799369781,1.841090899,1.875827931,1.89465401,1.909888881,1.924059615,1.937416804,1.942251856
1.79067479,1.83199055,1.866737742,1.885714653,1.901099791,1.915394082,1.92884824,1.933714145
1.779096802,1.819953532,1.854686779,1.873811217,1.889349846,1.903772933,1.917329721,1.922228594
1.76518596,1.805531604,1.840213326,1.859468348,1.875151737,1.88969873,1.903355292,1.908286383
1.749489085,1.789275141,1.82385555,1.843211312,1.859019265,1.873675479,1.887420685,1.892380451
1.732538095,1.771721534,1.806140229,1.825555056,1.841456677,1.856198218,1.870013116,1.874995371
1.714838627,1.753383691,1.787571552,1.8069933,1.822948034,1.837742615,1.851601092,1.856597222
1.696859167,1.734738965,1.768620285,1.787987971,1.80394689,1.818754869,1.832624499,1.837623745
1.67902099,1.716218812,1.749713601,1.768959256,1.784866558,1.799642169,1.813485228,1.818475024
1.661689188,1.698199467,1.731225855,1.75027655,1.76607124,1.780763977,1.794538599,1.799504961
1.645165033,1.680993912,1.713470583,1.732250572,1.747868258,1.762424387,1.776085826,1.781013773
1.629679902,1.664845368,1.696693947,1.715126864,1.730501641,1.744865784,1.758367747,1.763241755
1.615390934,1.649922506,1.681069835,1.699080882,1.714147241,1.728263995,1.741560012,1.746364473
1.602378534,1.636316522,1.666696753,1.684214835,1.698909542,1.71272509,1.72576988,1.730489566
1.590645821,1.62404017,1.65359663,1.670556362,1.68482027,1.698283948,1.711034748,1.715655257
1.580120021,1.613028793,1.641715576,1.658059127,1.671838871,1.684904634,1.697322458,1.701830645
1.570655784,1.603143321,1.630926571,1.646605306,1.659854844,1.672482619,1.684533414,1.688917786
1.562040337,1.594175185,1.621034051,1.63600993,1.648691893,1.660848776,1.672504457,1.676755519
1.554000329,1.585852978,1.611780234,1.62602695,1.638113779,1.649775058,1.661014392,1.665124951
1.54621019,1.577850705,1.602853036,1.616356865,1.627831723,1.638981699,1.649791022,1.653756435
1.538301755,1.569797373,1.593895321,1.606655695,1.617513118,1.628145725,1.638519484,1.642337839
1.529874898,1.56128764,1.584515246,1.596545021,1.606791324,1.61691052,1.626851625,1.630523865
1.52050885,1.551893219,1.574297365,1.585622803,1.595276217,1.604896153,1.614416135,1.617946111
1.509773897,1.541174695,1.562814171,1.573474633,1.582565188,1.591710149,1.600829121,1.604223579
1.497243107,1.528693413,1.54963774,1.559685104,1.568254252,1.576958367,1.585704784,1.588973286
1.482503758,1.514023103,1.534351129,1.54384894,1.551948923,1.560255653,1.568665876,1.57182065
1.465168164,1.496760902,1.516559202,1.525581573,1.533274553,1.541235956,1.54935363,1.552409356
1.444883601,1.476537514,1.495898613,1.504528888,1.511885835,1.519561624,1.527436862,1.530410394
1.421341101,1.453026228,1.47204668,1.480375871,1.487475245,1.494931641,1.502620038,1.505530066
1.394282934,1.425950642,1.444728972,1.452854002,1.459780216,1.467088621,1.474650102,1.477516755
1.36350864,1.395090932,1.413725489,1.421747251,1.428588957,1.435824451,1.443321969,1.446166373
1.328879559,1.360288636,1.378875361,1.386896616,1.393744826,1.400984522,1.408482629,1.411326414
1.290321849,1.321449922,1.340080073,1.348203225,1.3551493,1.362470567,1.370033878,1.372898652
1.247828048,1.278547422,1.297305277,1.305630051,1.312763579,1.320242184,1.327933758,1.330840552
1.201457283,1.231620712,1.250581299,1.259202358,1.266608975,1.274317152,1.282196829,1.285165528
1.151334248,1.18077559,1.200002468,1.209007022,1.216766199,1.224770712,1.232893429,1.235942201
1.097647114,1.126182292,1.145725445,1.155190888,1.16337375,1.17173397,1.180148109,1.183292837
1.04064453,1.068072821,1.087966698,1.097958338,1.106625558,1.115391618,1.124137421,1.127391167
0.980631865,1.00673753,1.026999296,1.037568237,1.046768062,1.05597913,1.065087223,1.068459727
0.917966845,0.9425211,0.963149158,0.974330387,0.984096849,0.993779583,1.003269663,1.0067669
0.853054687,0.87581804,0.896790859,0.908601611,0.918952999,0.92912022,0.93899994,0.942623745
0.786342851,0.807067772,0.828343105,0.840781554,0.851719179,0.862368828,0.872632926,0.876380708
0.718315469,0.736749395,0.758263908,0.771308252,0.782815573,0.793929977,0.804559695,0.808424244
0.649487502,0.66537614,0.687045507,0.700653489,0.712695632,0.724241132,0.735203935,0.739173342
0.580398689,0.59348957,0.615209055,0.629317945,0.641841659,0.653768616,0.665018252,0.669075938
0.511607284,0.521653514,0.543299058,0.557826136,0.570760187,0.583003384,0.594480288,0.598605153
0.443683646,0.450447775,0.471877574,0.48672111,0.499977131,0.512456575,0.524088612,0.528255303
0.377203686,0.38046162,0.401518182,0.416558893,0.430032677,0.442654779,0.454358322,0.458537614
0.31274223,0.312287085,0.332799715,0.347902686,0.361475883,0.374135,0.385816311,0.389975592
0.250866337,0.246512132,0.266299797,0.281316806,0.294858993,0.307439285,0.31899617,0.323100012
0.192128633,0.183713736,0.202588228,0.217360414,0.230731475,0.24310903,0.254432711,0.258443523
0.137060731,0.124450942,0.142220257,0.156581066,0.169633817,0.181678977,0.192656139,0.196534873
0.086166804,0.069257999,0.085729848,0.099508156,0.112091136,0.123670964,0.134185911,0.137892804
0.039917396,0.018637648,0.03362298,0.046646331,0.058606681,0.069587494,0.07952435,0.083019682
-0.001256464,-0.026945353,-0.01362888,-0.001531046,0.009655308,0.019905205,0.029150107,0.032394952
-0.036968775,-0.067070365,-0.055595085,-0.044588266,-0.034322966,-0.024931644,-0.016488425,-0.013531478
-0.066883626,-0.101366587,-0.091891763,-0.082133396,-0.07292922,-0.064517571,-0.056979636,-0.0543458
-0.090719765,-0.12951828,-0.122187358,-0.113824051,-0.105811609,-0.098492034,-0.091955036,-0.08967671
-0.108254615,-0.151269426,-0.146207658,-0.139372706,-0.132670941,-0.126545246,-0.121095278,-0.119201501
-0.119327691,-0.16642775,-0.163740237,-0.158551485,-0.153265765,-0.148423535,-0.144135764,-0.142651755
-0.123843379,-0.174868059,-0.174638235,-0.171196318,-0.167416858,-0.163934132,-0.160871694,-0.159818485
-0.121773044,-0.176534834,-0.178823416,-0.177210391,-0.175011041,-0.172949302,-0.171162474,-0.170556639
-0.113156406,-0.171444039,-0.17628843,-0.176566828,-0.176004221,-0.175409704,-0.174935363,-0.174788838
-0.098102166,-0.159684073,-0.167098231,-0.169310513,-0.170423578,-0.171326907,-0.172188261,-0.172508269
-0.076787824,-0.141415848,-0.151390577,-0.155558996,-0.158368831,-0.160784962,-0.16299156,-0.163780621
-0.049458635,-0.116871914,-0.129375567,-0.13550241,-0.140012495,-0.143940962,-0.147488954,-0.14874499
-0.016425677,-0.086354606,-0.101334151,-0.109402343,-0.115599074,-0.121024506,-0.125897145,-0.127613659
0.021937044,-0.050233156,-0.067615579,-0.077589609,-0.085443116,-0.092336012,-0.098504368,-0.1006707
0.065196469,-0.008939739,-0.028633726,-0.040460866,-0.049926098,-0.058243818,-0.065667682,-0.068269329
0.112865385,0.037035569,0.015137707,0.001525935,-0.009492092,-0.019180038,-0.027808987,-0.030827975
0.164408348,0.087150926,0.063171144,0.047857286,0.035357788,0.024364829,0.014590239,0.011174939
0.219248631,0.140819932,0.114892194,0.097971032,0.084072143,0.071848541,0.060995483,0.057207504
0.276776141,0.197419859,0.169687796,0.151264381,0.136057207,0.122684947,0.110826957,0.106692064
0.33635623,0.25630082,0.226915336,0.207102958,0.190685827,0.176252914,0.163468494,0.159014103
0.397339293,0.316795739,0.285912625,0.264830748,0.247307388,0.231906235,0.218277451,0.213532145
0.459070974,0.378230972,0.346008558,0.323780765,0.305258489,0.288984335,0.274595429,0.269588479
0.520902789,0.439937346,0.406534243,0.383286231,0.363874176,0.346823542,0.3317596,0.326520512
0.58220293,0.50126139,0.466834351,0.442692012,0.422499457,0.404768682,0.38911437,0.383672448
0.642366953,0.561576461,0.526278402,0.501366021,0.480500806,0.462184687,0.446023082,0.440407034
0.700828083,0.620293467,0.584271667,0.558710265,0.537277352,0.518467904,0.501879431,0.496117003
0.757066798,0.67687087,0.64026539,0.614171234,0.59227141,0.573056759,0.556118257,0.550235921
0.810619395,0.730823653,0.693765978,0.667249277,0.644978027,0.625441459,0.608225376,0.602248057
0.86108525,0.781730953,0.744342884,0.717506682,0.694953241,0.675172404,0.657746131,0.651696981
0.908132493,0.829242099,0.791634892,0.764574171,0.741820749,0.721867015,0.704292361,0.698192588
0.951501907,0.873080815,0.835354587,0.80815558,0.785276776,0.765214763,0.74754757,0.741416313
0.991008877,0.913047461,0.875290844,0.848030549,0.825092942,0.804980195,0.787270089,0.781124333
1.026543311,0.949019178,0.911309221,0.884055131,0.861117045,0.841003862,0.823294131,0.817148675
1.058067519,0.980947949,0.943350258,0.916160276,0.893271709,0.873201111,0.855528703,0.849396164
1.085612115,1.008856626,0.97142571,0.944348249,0.921550955,0.901558784,0.883954416,0.877845273
1.109270086,1.032833041,0.995612858,0.968687103,0.946014815,0.926129948,0.908618316,0.902540981
1.129189221,1.053022427,1.016047086,0.989303411,0.966782187,0.947026856,0.929626926,0.923587852
1.145563178,1.069618392,1.032912989,1.006373499,0.984022177,0.96441238,0.947137755,0.941141567
1.158621492,1.082852757,1.046434314,1.020113496,0.997944244,0.978490227,0.961349581,0.955399221
1.168618865,1.092984611,1.056863077,1.030768541,1.00878748,0.989494286,0.972491841,0.966588736
1.175824092,1.100288939,1.064468227,1.038601504,1.016809392,0.997677456,0.980813502,0.974957743
1.180508991,1.105045185,1.069524205,1.043881603,1.022274561,1.003300337,0.986571771,0.980762301
1.182937684,1.107526133,1.072299801,1.046873268,1.02544353,1.006620139,0.990021032,0.98425583
1.183356552,1.107987426,1.073047614,1.047825615,1.02656229,1.007880179,0.991402328,0.98567861
1.181985179,1.106658066,1.071994472,1.046962844,1.025852669,1.00730026,0.990933752,0.985248152
1.179008528,1.103732148,1.069333073,1.044475849,1.023503928,1.005068249,0.988802,0.983150759
1.174570587,1.099362086,1.065215104,1.040515288,1.019665789,1.001333085,0.985155355,0.979534493
1.168769635,1.093653513,1.059746024,1.035186307,1.014443126,0.996199425,0.980098304,0.974503786
1.161655278,1.086661994,1.052981669,1.028545071,1.007892436,0.989724075,0.97368793,0.968115817
1.153227292,1.07839164,1.044926747,1.020597192,1.000020205,0.981914306,0.965932186,0.96037877
1.143436333,1.068795642,1.035535287,1.01129809,0.990783211,0.972728097,0.956790089,0.951252018
1.13218644,1.05777872,1.024712991,1.000555275,0.980090728,0.96207629,0.946173831,0.94064821
1.11933928,1.045201382,1.012321437,0.988232464,0.967808585,0.949826584,0.933952721,0.928437204
1.104719994,1.030885877,0.998183978,0.974155416,0.953764929,0.935809243,0.919958849,0.914451713
1.088124444,1.014623643,0.982093164,0.958119289,0.93775752,0.919824339,0.903994284,0.898494486
1.069327681,0.996184023,0.963819455,0.939897294,0.919562329,0.901650302,0.885839578,0.880346798
1.048093324,0.975323972,0.943120941,0.919250369,0.89894316,0.881053491,0.865263305,0.85977798
1.024183598,0.951798451,0.91975376,0.895937561,0.875661986,0.857798495,0.842032325,0.836555673
0.997369696,0.925371166,0.893482885,0.869726783,0.849489671,0.831658818,0.815922443,0.810456468
0.967442134,0.895825319,0.864092922,0.840405593,0.820216711,0.802427593,0.786729094,0.781276594
0.93422077,0.862974009,0.831398571,0.807791632,0.787663657,0.769927978,0.75427772,0.74884228
0.897564173,0.826669945,0.795254395,0.771742399,0.751690856,0.73402288,0.718433474,0.713019456
0.857378016,0.78681417,0.755563602,0.732164015,0.712207207,0.694623684,0.679109938,0.673722463
0.813622246,0.74336349,0.712285524,0.689018703,0.669177624,0.651697712,0.636276556,0.630921484
0.766316782,0.696336406,0.665441586,0.642330753,0.622628988,0.605274151,0.589964556,0.584648456
0.715545588,0.645817332,0.615119558,0.592190776,0.572654386,0.555448281,0.540271161,0.535001279
0.661458991,0.591959027,0.561476,0.538758134,0.519415531,0.502383879,0.487361975,0.482146195
0.604274201,0.534983148,0.50473682,0.482261495,0.463143303,0.446313745,0.431471494,0.426318292
0.544274044,0.475178981,0.445195986,0.422997532,0.404136433,0.387538367,0.372901755,0.367820145
0.481803984,0.412900395,0.383212458,0.361327839,0.342758401,0.326422802,0.312019192,0.307018671
0.417267577,0.34856119,0.319205488,0.297674211,0.279432698,0.263391918,0.249249868,0.244340343
0.351120525,0.282629002,0.253648469,0.232512466,0.214636632,0.198924182,0.185073234,0.180264956
0.283863565,0.215618006,0.187061572,0.166365063,0.148893918,0.13354423,0.120014685,0.115318162
0.216034436,0.148080678,0.12000342,0.099792736,0.082766304,0.06781447,0.054637146,0.050063057
0.148199194,0.080598866,0.053062075,0.033385454,0.016844498,0.002326,-0.010468032,-0.014908928
0.080943135,0.013774462,-0.013154392,-0.032247039,-0.048261303,-0.062310887,-0.074690576,-0.078987542
0.014861605,-0.051780061,-0.078027465,-0.096484833,-0.111931043,-0.125476342,-0.13741094,-0.141553361
-0.049449083,-0.115451009,-0.140937654,-0.158707345,-0.173544314,-0.186550476,-0.198009837,-0.201987324
-0.111400386,-0.176632496,-0.201273627,-0.218302492,-0.23248954,-0.244922554,-0.255877424,-0.259679924
-0.170419741,-0.23473494,-0.258440816,-0.274675324,-0.288172623,-0.299999638,-0.31042196,-0.314039856
-0.225958104,-0.289192892,-0.311869345,-0.327255976,-0.340024897,-0.351214549,-0.36107775,-0.36450197
-0.277496689,-0.339472056,-0.361021146,-0.375506815,-0.387510277,-0.398032997,-0.407312278,-0.410534391
-0.324552838,-0.385075431,-0.405396192,-0.418928681,-0.430131497,-0.439959818,-0.448632423,-0.451644737
-0.36668498,-0.425548525,-0.44453778,-0.457066188,-0.4674354,-0.476544248,-0.484589721,-0.487385374
-0.403496659,-0.460483625,-0.478036871,-0.489512064,-0.499017269,-0.50738423,-0.514784649,-0.517357688
-0.43463966,-0.489523133,-0.505535474,-0.515910536,-0.524524187,-0.532129755,-0.538869947,-0.541215399
-0.459816262,-0.512362017,-0.526729131,-0.535959808,-0.543657498,-0.550485292,-0.556553012,-0.558666951
-0.478780692,-0.528749418,-0.541368553,-0.549413675,-0.55617439,-0.562211344,-0.567597428,-0.569477023
-0.491339838,-0.538489502,-0.549260478,-0.556082366,-0.561888707,-0.567125222,-0.571823708,-0.573467263
-0.497353316,-0.541441625,-0.550267836,-0.555832681,-0.560671049,-0.565101112,-0.569109326,-0.570516308
-0.496732971,-0.53751991,-0.544309314,-0.548587522,-0.552448273,-0.556069538,-0.55938814,-0.560559192
-0.489441898,-0.526692315,-0.531358401,-0.53432491,-0.53720247,-0.540016299,-0.542649303,-0.543586244
-0.475493079,-0.508979286,-0.511442019,-0.513076583,-0.514969522,-0.516980996,-0.518935743,-0.519641561
-0.454947709,-0.484452082,-0.484638814,-0.484926249,-0.485837327,-0.487055215,-0.488342323,-0.488821148
-0.427913277,-0.453230834,-0.451077189,-0.450007593,-0.449943769,-0.450380466,-0.451013742,-0.451270813
-0.394541491,-0.415482432,-0.410933149,-0.408502091,-0.407474501,-0.407145939,-0.407142268,-0.407183887
-0.35502607,-0.371418266,-0.36442802,-0.360636703,-0.358660618,-0.357586144,-0.356965345,-0.356798824
-0.309600488,-0.321291906,-0.311826087,-0.30668149,-0.303776243,-0.301978481,-0.300763145,-0.300396743
-0.25853567,-0.265396725,-0.25343219,-0.246947192,-0.243136092,-0.240640779,-0.238856085,-0.238298939
