Values,Values_05_59_58,Values_06_09_24,Values_06_18_50,Values_06_28_14,Values_06_37_39,Values_06_47_36,Values_06_57_58,Values_07_08_24,Values_07_19_11,Values_07_29_30,Values_07_40_14,Values_07_50_20,Values_07_52_20
-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243,-0.0008789892969243417
0.0008970258545336,0.0007305990538558,-0.0015806512939693,-0.005684162146005,-0.0100252849575325,-0.0139257715877103,-0.0172716843026915,-0.0200640583511223,-0.0223368588445361,-0.0241531548913622,-0.0255905325672794,-0.0267243387866589,-0.0276190262510997,-0.027758863788014086
0.0039723953883566,0.0038149295529382,-0.0006457017842425,-0.0087228674853334,-0.0172917948801007,-0.0249924091494116,-0.0315974837807753,-0.0371090341936058,-0.0415940558105656,-0.0451773719087471,-0.0480125971372599,-0.0502487733227348,-0.0520132487256307,-0.052289028538328695
0.009101381724829,0.0091296557979759,0.0026795905114894,-0.0092458822745883,-0.0219339555806321,-0.0333382910187079,-0.0431189892950233,-0.0512790768162696,-0.0579177382045152,-0.0632203385815161,-0.0674150639245501,-0.0707230843048083,-0.0733331529603288,-0.07374108889305288
0.0165988820839746,0.016992539848254,0.008710568342769,-0.006944502168382,-0.023650031337054,-0.0386676193422295,-0.0515452552149674,-0.0622871300224125,-0.0710239082732653,-0.0780004315930475,-0.0835181457801214,-0.0878689076137146,-0.0913014830779258,-0.09183796108869073
0.0267097534936667,0.0276532461439917,0.0176954576678754,-0.0015771444331862,-0.0222056603506281,-0.0407522084266986,-0.0566531457193392,-0.0699141067947838,-0.0806966611003269,-0.0893042144560411,-0.0961103141745587,-0.1014761935188947,-0.1057093416344225,-0.10637092671548237
0.0397504758082184,0.0414352916233991,0.0299577469873536,0.0071735141950445,-0.0172905477543863,-0.0392878004897947,-0.0581433373942821,-0.0738646356402075,-0.0866437243891311,-0.0968418128201142,-0.1049035444875568,-0.1112583494623888,-0.1162712515611437,-0.11705468202907239
0.0560503759189382,0.058677652965927,0.0458379723139784,0.0196422897307336,-0.0085767940643315,-0.0339524654278971,-0.0556987755271873,-0.073825560104168,-0.0885549898184153,-0.1003054688800637,-0.1095918872458398,-0.1169108238525601,-0.1226837495373418,-0.12358593280079791
0.0759347464832866,0.0797183026278917,0.0656776037499899,0.036165608849078,0.0042654003779326,-0.0244221566448335,-0.0490001046045714,-0.0694812645175389,-0.0861177522612393,-0.0993847101274408,-0.1098665802287154,-0.1181261730297509,-0.1246404171367181,-0.12565841985507578
0.0996948309586361,0.1048646311257196,0.0897898801344909,0.0570526600151456,0.0215391461189333,-0.0103990816840946,-0.0377538551744149,-0.0605417081107152,-0.0790446186825473,-0.0937941570455572,-0.1054437752785512,-0.1146217238538013,-0.1218594925512911,-0.12299052283338183
