Values,Values_06_01_55,Values_06_11_26,Values_06_20_56,Values_06_30_24,Values_06_39_53,Values_06_50_08,Values_07_00_37,Values_07_11_06,Values_07_21_58,Values_07_32_36,Values_07_43_12,Values_07_53_24,Values_08_03_32,Values_08_13_44,Values_08_23_54,Values_08_34_03,Values_08_44_25,Values_08_54_43,Values_09_05_00,Values_09_14_34,Values_09_24_16,Values_09_34_02,Values_09_43_45,Values_09_53_32,Values_10_03_39,Values_10_13_27,Values_10_23_14,Values_10_33_27,Values_10_43_37,Values_10_53_41,Values_11_02_32
0.6840405629080405,0.5994279601395321,0.5971777439636206,0.6192020135186559,0.6431671104296606,0.6655445185371235,0.684737186944924,0.6890679274223867,0.6536605799502753,0.5903425888432227,0.5204141276228897,0.4509806019467419,0.3841090750577109,0.320751362795463,0.2614622073902792,0.2064994866050107,0.1558737331277032,0.109416197496114,0.0668490748429046,0.0278424868369219,-0.007946016947652,-0.0408472136446373,-0.0711671183657646,-0.0991812816764432,-0.1251336357430386,-0.1492379283360709,-0.171680453166853,-0.1926232663017367,-0.2122074151094759,-0.2305559321241994,-0.2477764884431753,-0.2617564611637185
0.7660620871002386,0.6738960136509701,0.6717462480303423,0.6957369300696469,0.7219121439862235,0.7464982672813035,0.7677878216298152,0.7733475769958391,0.7367084087071455,0.670606032344573,0.5977422646039846,0.5255735516744857,0.4561968278884988,0.3905555063012726,0.3291963745067875,0.2723677885675765,0.2200668406205062,0.1721080363932877,0.1281952815755299,0.0879804865351834,0.0511041406812302,0.0172201072250581,-0.0139911081026539,-0.0428166959396753,-0.0695105456711035,-0.0942948827569068,-0.1173632098159495,-0.1388837200912897,-0.1590027003672216,-0.1778476732707359,-0.1955301748168369,-0.20988237948897912
0.8517521615512588,0.7516177207886657,0.7496194474302732,0.7756941085011683,0.8042238848960871,0.8311877852442111,0.8547645285224565,0.8617516203891832,0.8240558205073831,0.7553462790902369,0.6797510356203282,0.6050685813461951,0.5334127928241768,0.4657101509704854,0.4024946687913746,0.3440026911399456,0.2902168061726261,0.2409345880394647,0.195841993535771,0.1545733597841617,0.1167529005492205,0.0820199535183955,0.050042369454715,0.0205220976998971,-0.0068039897601836,-0.0321659453749473,-0.0557638975775874,-0.0777716572520303,-0.0983402887311721,-0.1176013940519137,-0.1356700082889947,-0.15033257060495123
0.9404229780624992,0.8319394195750902,0.83014935505376,0.8584209795491738,0.8894467739392615,0.9189588628581412,0.9450192318185452,0.9536474729557304,0.9151037571503372,0.8440090628197706,0.7659328300209421,0.689003073098761,0.615336497749985,0.5458336750918262,0.4810109116575172,0.4210901456856786,0.3660386183356794,0.3156370702380991,0.269554154120755,0.2274075671404479,0.1888063027929217,0.153376247562582,0.1207736301031524,0.0906904989214761,0.0628553588028447,0.0370311111410108,0.0130116956445239,-0.0093817019718283,-0.0303043804973455,-0.0498915406960399,-0.0682612901968374,-0.08316491799288808
1.0311671558957465,0.914003416519987,0.9124831544634028,0.9430569712758006,0.9767136988006112,1.008942181198686,1.0376852561882928,1.0481812611038714,1.0090319073537508,0.935820508161064,0.8555618818898582,0.7766971859891008,0.7013307537733722,0.6303279280940967,0.5641823430485282,0.5030992888094703,0.4470300861000226,0.3957390655228298,0.348878557425255,0.3060508726181318,0.2668511291345264,0.2308930899736195,0.1978226122167468,0.1673229877372546,0.1391153820341415,0.1129565634018776,0.0886353455730982,0.0659686201790933,0.0447974782091802,0.0249836704875401,0.0064065034381546,-0.008661812556448961
1.1228175704174126,0.9967080319290068,0.9955228249653572,1.028492990967598,1.0649052228253084,1.1000120879080924,1.131635433612184,1.1442348945520238,1.104754195715227,1.0297407065085604,0.9476458266776928,0.8672034056293666,0.7904892755128838,0.718324033423431,0.651173734452899,0.5892249969954323,0.5324129632523701,0.4804863356837107,0.4330824636462319,0.3897898602866387,0.3501914108024767,0.3138903394975199,0.2805236004587717,0.2497670563378301,0.2213357146329306,0.1949812520172739,0.1704882699612985,0.1476701662946525,0.1263651231909988,0.1064324592481902,0.0877494381400077,0.07259916563898106
1.2139161146061737,1.0786756599941127,1.0778927866413164,1.113339058658127,1.1526171024031455,1.1907537787531808,1.2254487146274504,1.2403916846212173,1.200882688617713,1.124425470458564,1.0408851975197089,0.9592638234792498,0.8815918517517262,0.8086355910773172,0.7408287766380676,0.6783376135237417,0.6210811615634041,0.5687936572465099,0.5210991800546074,0.4775743709228379,0.43779181873045,0.40134604342457,0.3678667731476305,0.3370239414561778,0.3085277218580282,0.282125858996378,0.2575997539481613,0.2347601930628181,0.2134432201340997,0.1935063962142114,0.174825535336987,0.15968125535614308
1.3027147855404082,1.158252101880744,1.1579388627516864,1.1959234151986398,1.2381594494648218,1.27946228760212,1.317408748280766,1.334934059293216,1.2957235806344622,1.218220055356721,1.1336647814404677,1.05129919914878,0.9730912500673968,0.8997435881128343,0.8316531681585916,0.7689643838556222,0.711580691391479,0.6592234113389093,0.6115054286489061,0.5679937608344288,0.5282529130158985,0.4918707648041304,0.4584716836268949,0.4277213270930139,0.3993264829633891,0.373032224575534,0.3486178472664668,0.3258924764821306,0.3046908447987737,0.2848694779352985,0.2663033735455888,0.2512567308034228
1.3871645935805987,1.233492579008465,1.233714013058261,1.2742785895221775,1.3195430653617115,1.364128869215622,1.4054900907695138,1.4258291378030032,1.3872611596496642,1.309140899290416,1.2240330478265766,1.1413861794187286,1.0630883852502646,0.989769694732225,0.9217862202347928,0.8592595428083699,0.8020783906418766,0.7499530969196199,0.7024877686346513,0.6592423420779518,0.6197756946285088,0.5836713266437397,0.5505502671268716,0.5200756751085481,0.4919524989636281,0.4659244792144728,0.44176996216532,0.4192974128822575,0.3983411204718579,0.3787573308259984,0.3604208860407109,0.34556536982867425
1.46509430635676,1.302336609070463,1.303153059024809,1.3463166262658892,1.3946551307524984,1.4426169577751051,1.4875342411852708,1.5109044201971686,1.4733321442766147,1.3950479601055767,1.3098724204079777,1.2274256318400103,1.1494988850741676,1.0766412422096638,1.0091644232469443,0.947166634204762,0.8905231454277558,0.8389355816869485,0.7920019885294725,0.7492780100590604,0.7103195483545102,0.6747081378781923,0.6420636073719311,0.6120484818250339,0.5843674818331542,0.5587644024542071,0.5350178344243529,0.5129366108050197,0.4923554662589242,0.4731311387447989,0.4551389883330233,0.44056783830772317
1.5341204605172087,1.3625129591864875,1.363977680936351,1.4097348718376044,1.4611657985700557,1.5125694292097558,1.5611574354843003,1.5877557296460654,1.55153271353778,1.4735501463882696,1.3888030786594885,1.3070449713665615,1.229954118364023,1.157991122600738,1.0914203760324177,1.030316611319723,0.9745432844447308,0.9237958940671884,0.8776693816873309,0.8357180729925299,0.7974976836102952,0.7625902924124496,0.7306167323230921,0.7012408023002116,0.6741686339092324,0.649145479911826,0.6259513771096639,0.6043965580462314,0.5843170917911938,0.5655709779867588,0.5480347646123067,0.5338387568323553
1.599538273652956,1.4194252615102123,1.4215822618778549,1.4699026995473945,1.5244158528623146,1.5792971153969853,1.6316399430515651,1.661637025234164,1.6271079367553822,1.5498937684711294,1.4660704362191272,1.3854848243706404,1.3096872012809802,1.2390432749368694,1.17376787084565,1.1139126206988563,1.0593311432294652,1.0097156322811165,0.9646610495159736,0.9237234861890594,0.8864613268792982,0.8524597392607307,0.8213427759560084,0.7927774135673901,0.7664728194374352,0.7421770878269657,0.7196728812699204,0.6987728405328131,0.6793152355051392,0.6611600755979689,0.6441857463000066,0.6304509965897795
1.667211056714118,1.4790131945993454,1.4818976329882327,1.5327335802335522,1.590298865177533,1.6486723741977636,1.7048318580249973,1.7383771745668106,1.7058743654117468,1.6298882288719172,1.5474742956248828,1.4685322390404885,1.394470495313294,1.3255544515710571,1.2619477834635606,1.2036798164161495,1.150596582736596,1.1023899644385318,1.0586581662000207,1.018962175044895,0.9828659093640132,0.9499601548204708,0.919874368615754,0.8922805694468615,0.8668925422658995,0.8434625631214641,0.8217770578812436,0.801652044729438,0.7829288242373681,0.7654701302178862,0.74915680480623,0.735963857086059
1.7364191962688609,1.540607300020812,1.5442464346939744,1.5975394857025549,1.6581148216013386,1.7199825223280998,1.7800069867825394,1.817235550715858,1.787079720973361,1.7127711730437916,1.6322395793218103,1.5553967136090634,1.483496546780375,1.4166996540836934,1.3551175901449983,1.2987585601591594,1.2474635037874895,1.2009271239536792,1.1587541587667456,1.1205136391974793,1.0857778673933427,1.0541457406579489,1.0252542584147526,0.9987822932848792,0.9744497759374476,0.952014452374376,0.9312676004159648,0.912029539740569,0.8941453904055198,0.8774812881440403,0.8619211174236115,0.8493448328181005
1.806970296355116,1.6040654348379852,1.6084776485923935,1.664157554992242,1.7276873776052517,1.7930366834145963,1.8569588427683084,1.89798892603383,1.8704863742351847,1.7982915027840352,1.7200985960988295,1.6457911060319828,1.576457313235347,1.5121495574948325,1.4529269741767343,1.398778241449871,1.349541933474263,1.3049188244961771,1.2645235174202158,1.2279362266288778,1.194740448457772,1.16454562828608,1.1369983795041656,1.1117861719934503,1.0886365430860878,1.0673139334089772,1.0476155027252405,1.0293667429481856,1.0124173343289518,0.9966374488590224,0.9819145603087336,0.9700232552131463
1.8784856409515704,1.6690562628970944,1.6742502960917145,1.7322345244239803,1.7986491474893085,1.8674520088464408,1.935287838715058,1.9802194990067787,1.9556596420083767,1.8859975801410185,1.8105791482929663,1.7392197085494718,1.6728322548621108,1.6113586521367669,1.5548060421646472,1.5031455858860112,1.4562164378866784,1.413728785512704,1.375310438588025,1.3405558960488784,1.309062592481703,1.280452877232716,1.254384963722649,1.2305565773586091,1.2087042420894136,1.188600242798589,1.1700485828789695,1.1528807357313573,1.1369516274951157,1.1221360516645182,1.1083255744748453,1.0971802237983603
1.9506366271495084,1.73529551916758,1.7412696773318468,1.801462831208304,1.870677610469228,1.9428893101661595,2.0146365963426147,2.0635498908785714,2.042202470819141,1.9754715301928911,1.9032384255467607,1.835211747632009,1.77212147386614,1.7137980620029525,1.660197861263241,1.6112769484198677,1.5668782043371223,1.5267246315276808,1.4904605647745717,1.4576978165829393,1.4280504070525255,1.4011558385957454,1.3766858029482192,1.3543498358634996,1.3338947316566048,1.3151016814519845,1.2977824151589583,1.281775126631702,1.2669406111456147,1.2531588135159428,1.2403258463544549,1.2299792400668972
2.023084013889521,1.802484150873776,1.8092255958612744,1.8715190186102848,1.94343370598346,2.018991825094152,2.0946288665943373,2.14758218881685,2.129694434143248,2.0662680473857384,1.997601619949707,1.9332598499395948,1.8737840715665768,1.8188938266443264,1.768496693742919,1.722536523349465,1.6808632448564869,1.6432161029902643,1.609259212889904,1.5786246205916052,1.5509454492400716,1.525876468468651,1.5031045953558524,1.4823526080497675,1.4633787429358425,1.4459740587136056,1.4299588051644028,1.4151785563491328,1.4015005299885122,1.3888102902619657,1.377008895387546,1.3675048168034067
2.095496690632876,1.870326187393207,1.8778103133717483,1.9420818245897464,2.0165800562294134,2.095403545374979,2.1748879373525365,2.231916412367585,2.2177101403803814,2.157932640314711,2.093180024546547,2.032838044395618,1.977256097174092,1.926044829954202,1.87906593134352,1.8362543036833905,1.797470394971997,1.7624731046500872,1.7309494789135047,1.7025545684975858,1.6769429522898445,1.6537886166123952,1.6327952950852185,1.6137002974960768,1.5962743457081847,1.5803192134707071,1.5656643634575356,1.5521633215617816,1.5396902038873534,1.5281365939826212,1.5174088348860604,1.5087812747606564
2.167549013047324,1.938525128596192,1.946715055244611,2.012828870143226,2.08977785266629,2.1717662870253807,2.255033868554067,2.316147893204333,2.3058166463121066,2.249998997925503,2.1894683954356697,2.1333991838450386,2.081948074564924,2.034620460672738,1.9912359066362528,1.9517240527818096,1.915959449707077,1.8837240061868,1.854730700681332,1.828660169318816,1.805190598194324,1.7840169445814742,1.7648611690704477,1.7474762394340948,1.731646262010765,1.7171844462691372,1.7039300499884844,1.6917450258336786,1.6805107797832493,1.670125240801256,1.6605003109339558,1.6527727562835246
2.238923739841494,2.006785991254941,2.0156321979667418,2.083439050914902,2.1626894772995806,2.247722537769041,2.3346865515072555,2.3998705307761985,2.393576824836544,2.341992427923908,2.285948533152883,2.234378746765717,2.187249072114807,2.1439649741124533,2.1043085550493434,2.0682082656609886,2.035556417423909,2.006161178442306,1.97976426441396,1.956074244409037,1.9347948252235403,1.9156434637358648,1.8983615526470208,1.882718661680691,1.8685130208461989,1.855569857011076,1.843738684743298,1.8328902538893488,1.822913560935593,1.8137131270377889,1.8052066179502917,1.7983914551451354
2.3093133106434194,2.074815772625898,2.0842558986284376,2.153593395286584,2.2349796274723945,2.322916860217072,2.4134673845406343,2.4826787313499925,2.4805515149360904,2.433432223707668,2.3820919713146007,2.3351979388994373,2.292530266307159,2.253401534937637,2.217561934402968,2.1849431515719835,2.1554589456673554,2.1289468398895792,2.105179848228683,2.0838965446194924,2.064827796182646,2.0477148332427224,2.0323194573267203,2.018428583654276,2.005855131325519,1.994436776454215,1.984033623072741,1.974525477376887,1.9658091307424617,1.9577958596212524,1.9504092250436105,1.9445073034509441
2.3784213935595133,2.142324303792308,2.15228313621702,2.2229763516188865,2.306316899209961,2.396997799678464,2.4910015097913005,2.5641699736816546,2.566302404186617,2.523834925508482,2.4773637547190384,2.4352680923656096,2.3971500107812704,2.362237965549689,2.330256638164929,2.301145684500929,2.274843974925369,2.251221277457856,2.230084174034425,2.2112029987820314,2.194337111160823,2.179252507180497,2.165732124784334,2.153580752108676,2.1426263771829115,2.132719398512262,2.123730706550384,2.115549306626172,2.108079889132079,2.101240562077681,2.094960837649088,2.0899612427206415
2.445964168757578,2.2090249981694505,2.2194146668402155,2.2912770002699308,2.3763753173696456,2.4696197787813183,2.5669200896005915,2.643947478747492,2.650395127254252,2.6127179708903765,2.571226812594511,2.5339958758618017,2.5004599303325774,2.469773724059652,2.441643629764219,2.4160222513743435,2.3928771517867014,2.372112974292285,2.3535718010265803,2.337057127041058,2.3223577983914283,2.3092652643274665,2.2975840605341538,2.2871371469358825,2.277767765891248,2.269339146482823,2.2617330224096945,2.2548476214043545,2.248595534507916,2.242901689082089,2.2377015274663314,2.2335816122068173
2.511671474246678,2.274635659984148,2.285356052994073,2.358190341863125,2.4448359533464123,2.540445108930133,2.6408627435024057,2.7216230981071003,2.732402694325286,2.6996038504557536,2.663147040614412,2.630789422913298,2.601812137415267,2.5753081985314803,2.550973573111801,2.5287789613846745,2.508724053264954,2.490750684843942,2.47473799019944,2.460523637947744,2.4479265921524407,2.4367641201192694,2.4268625378753814,2.418063039234971,2.410224106692327,2.403221740101319,2.3969484314792946,2.391311534012011,2.386231438388532,2.381639790858839,2.377477866445102,2.3742035856739547
