Values,Values_07_54_23,Values_08_03_35,Values_08_12_42,Values_08_22_21,Values_08_32_15,Values_08_42_09,Values_08_52_10,Values_09_02_27,Values_09_12_39,Values_09_21_21,Values_09_29_48,Values_09_38_17,Values_09_46_43,Values_09_55_15,Values_10_03_43,Values_10_12_07,Values_10_20_34,Values_10_29_12,Values_10_37_40,Values_10_46_05,Values_10_54_31,Values_11_03_05,Values_11_11_43,Values_11_20_24,Values_11_29_04,Values_11_37_43,Values_11_46_16,Values_11_55_02,Values_12_03_36,Values_12_12_12,Values_12_20_57,Values_12_29_53,Values_12_38_47,Values_12_47_42,Values_12_56_48,Values_13_05_45,Values_13_14_17,Values_13_22_43,Values_13_31_09,Values_13_39_37,Values_13_48_04,Values_13_56_31,Values_14_04_58,Values_14_13_25,Values_14_22_04,Values_14_30_51,Values_14_39_33,Values_14_48_40,Values_14_57_19,Values_15_05_47,Values_15_14_01,Values_15_22_15,Values_15_30_28,Values_15_38_42,Values_15_46_56,Values_15_55_09,Values_16_03_22,Values_16_11_35,Values_16_19_49,Values_16_28_03,Values_16_36_16,Values_16_44_29,Values_16_52_43,Values_17_00_56,Values_17_09_08,Values_17_17_22,Values_17_25_35,Values_17_33_48,Values_17_42_05,Values_17_50_19,Values_17_58_32,Values_18_06_47,Values_18_15_00,Values_18_23_14,Values_18_31_27,Values_18_39_41,Values_18_47_55,Values_18_56_16,Values_19_04_30,Values_19_12_44,Values_19_20_57,Values_19_29_12,Values_19_37_25,Values_19_45_40,Values_19_53_52,Values_20_02_06,Values_20_10_19,Values_20_18_33,Values_20_26_46,Values_20_35_00,Values_20_43_15,Values_20_51_28,Values_20_59_42,Values_21_07_55,Values_21_16_10,Values_21_24_24,Values_21_32_38,Values_21_40_52,Values_21_49_07,Values_21_57_21
0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144,0.2445025016402144
-0.0068928809392957,-0.0068282344268401,-0.0069789295997674,-0.0071949137880053,-0.0074549693272665,-0.0077466008201926,-0.0080609551152019,-0.0083915365042717,-0.0087335494446303,-0.0090834481028411,-0.0094386049236028,-0.0097970652750346,-0.0101573673487731,-0.0105184109752673,-0.0108793623959911,-0.0112395850994882,-0.0115985894227227,-0.0119559956503179,-0.0123115068511875,-0.0126648887738565,-0.0130159548891161,-0.0133645552098121,-0.0137105678978861,-0.0140538929406318,-0.0143944473711939,-0.0147321616479029,-0.0150669769084333,-0.0153988428882901,-0.0157277163464467,-0.0160535598849279,-0.0163763410725016,-0.0166960318102531,-0.0170126078900235,-0.0173260487099188,-0.0176363371203451,-0.0179434593799181,-0.0182474052064104,-0.0185481679101877,-0.0188457446017016,-0.0191401364644266,-0.0194313490864256,-0.0197193928440068,-0.020004283330517,-0.0202860418229925,-0.0205646957784926,-0.0208402793511082,-0.0211128339193743,-0.0213824086126767,-0.0216490608240804,-0.0219128566967254,-0.0221738715694917,-0.0224321903685845,-0.0226879079310014,-0.0229411292477425,-0.0231919696154696,-0.0234405546880721,-0.0236870204218119,-0.02393151291067,-0.024174188112194,-0.0244152114669027,-0.0246547574171611,-0.0248930088346027,-0.0251301563665672,-0.0253663977140226,-0.0256019368534905,-0.0258369832159765,-0.0260717508345301,-0.0263064574719848,-0.0265413237379496,-0.026776572202784,-0.0270124265147477,-0.0272491105237596,-0.0274868474154698,-0.0277258588559739,-0.0279663641480186,-0.0282085793976717,-0.0284527166903438,-0.0286989832750124,-0.0289475807544557,-0.0291987042809136,-0.0294525417557907,-0.0297092730320266,-0.0299690691203783,-0.0302320913986206,-0.0304984908260166,-0.0307684071646861,-0.0310419682110883,-0.0313192890408024,-0.0316004712720806,-0.0318856023529145,-0.0321747548786082,-0.0324679859466043,-0.032765336556389,-0.0330668310632806,-0.0333724766941431,-0.0336822631347268,-0.0339961621972791,-0.0343141275774666,-0.0346360947089289,-0.034961980723596,-0.03529168452479412
-0.1031165860467102,-0.10299191705681,-0.1032946859341269,-0.1037257213117578,-0.1042433030138655,-0.1048229042578145,-0.1054471554551053,-0.10610331227556,-0.1067819652412551,-0.1074761562556287,-0.1081807285446996,-0.1088918453381919,-0.1096066365356953,-0.1103229413506586,-0.1110391215187807,-0.1117539256542981,-0.1124663904256933,-0.1131757682088902,-0.1138814738359704,-0.1145830451824263,-0.1152801138431954,-0.1159723832099518,-0.1166596120091152,-0.1173416018932182,-0.1180181880569543,-0.1186892321229207,-0.1193546167406988,-0.1200142414872079,-0.1206680197606971,-0.121315876445901,-0.1219577461756078,-0.1225935720659838,-0.1232233048301161,-0.1238469021995943,-0.1244643286022818,-0.1250755550559536,-0.1256805592488588,-0.1262793257831144,-0.1268718465642085,-0.1274581213205411,-0.1280381582398621,-0.1286119747102884,-0.1291795981528608,-0.1297410669318337,-0.1302964313274963,-0.1308457545543029,-0.1313891138049073,-0.1319266012982497,-0.1324583253074933,-0.1329844111429498,-0.1335050020620287,-0.1340202600799543,-0.1345303666532854,-0.1350355232117402,-0.1355359515151271,-0.136031893817383,-0.1365236128236289,-0.1370113914319043,-0.1374955322581874,-0.1379763569488107,-0.1384542052899758,-0.1389294341304878,-0.139402416136908,-0.1398735384043543,-0.1403432009470487,-0.1408118150937246,-0.1412798018110618,-0.1417475899781992,-0.1422156146310982,-0.1426843151930208,-0.1431541337044924,-0.1436255130611986,-0.1440988952679174,-0.1445747197109547,-0.1450534214516871,-0.1455354295403093,-0.1460211653486675,-0.1465110409203402,-0.1470054573345287,-0.1475048030827478,-0.1480094524558863,-0.1485197639391543,-0.1490360786171967,-0.1495587185875255,-0.1500879853865835,-0.1506241584316,-0.1511674934842273,-0.1517182211422268,-0.152276545369577,-0.1528426420743028,-0.1534166577475492,-0.1539987081770875,-0.1545888772505658,-0.1551872158657883,-0.155793740963786,-0.1564084347038884,-0.1570312437977024,-0.1576620790199503,-0.1583008149126961,-0.1589472896989531,-0.1596013054196412
-0.1841218140785079,-0.1839415218376214,-0.184396770655613,-0.1850407642107797,-0.1858120549153694,-0.1866745837909203,-0.18760282622745,-0.1885780544023775,-0.1895864398176198,-0.190617755546878,-0.1916644212883398,-0.1927207961558995,-0.1937826594742311,-0.194846832623808,-0.1959109046080905,-0.1969730328010532,-0.1980317978053689,-0.1990860972126744,-0.2001350674119267,-0.2011780257183265,-0.202214427312704,-0.2032438330433891,-0.2042658852410515,-0.2052802894805026,-0.2062868007797759,-0.2072852131287403,-0.2082753515310473,-0.2092570659550745,-0.2102302267427157,-0.2111947211494232,-0.2121504507596952,-0.2130973295978022,-0.2140352827938525,-0.2149642457022773,-0.2158841633968466,-0.2167949904832207,-0.2176966911868255,-0.2185892396811491,-0.2194726206321224,-0.220346829935743,-0.2212118756301778,-0.2220677789650155,-0.2229145756093741,-0.2237523169794443,-0.224581071664226,-0.2254009269250583,-0.2262119902414946,-0.2270143908722993,-0.2278082813967804,-0.2285938392004963,-0.2293712678644833,-0.2301407984193585,-0.2309026904226429,-0.2316572328223276,-0.2324047445710828,-0.2331455749627476,-0.2338801036679632,-0.2346087404540116,-0.2353319245838618,-0.2360501238975035,-0.2367638335869014,-0.2374735746856395,-0.2381798922992722,-0.2388833536087375,-0.2395845456812547,-0.2402840731251027,-0.2409825556225974,-0.2416806253758727,-0.2423789244943821,-0.2430781023496971,-0.2437788129191693,-0.2444817121331282,-0.2451874552393737,-0.245896694191526,-0.2466100750649704,-0.2473282355001133,-0.2480518021804595,-0.2487813883329977,-0.2495175912531314,-0.2502609898518032,-0.2510121422216303,-0.2517715832186149,-0.2525398220627582,-0.2533173399547915,-0.2541045877151215,-0.2549019834494357,-0.2557099102494334,-0.2565287139376905,-0.257358700871563,-0.2582001358196135,-0.259053239930217,-0.25991818881159,-0.2607951107456626,-0.2616840850611902,-0.2625851406892394,-0.2634982549294397,-0.2644233524518743,-0.2653603045612072,-0.2663089287470738,-0.2672689885463774,-0.26824019373546026
-0.263306539815848,-0.2630747443280727,-0.2636826744966273,-0.2645373671160992,-0.265558410147345,-0.2666987043176734,-0.2679249258517522,-0.2692126242333765,-0.2705437435204844,-0.2719049288520682,-0.273286280182564,-0.2746804291145912,-0.2760818610704637,-0.2774864216204443,-0.2788909582622975,-0.2802930603786923,-0.2816908698464639,-0.2830829424272771,-0.2844681457607189,-0.2858455838676783,-0.2872145409702393,-0.2885744394755168,-0.2899248084058501,-0.2912652595808185,-0.292595469582636,-0.2939151660609372,-0.2952241173131514,-0.2965221243529743,-0.2978090148790621,-0.299084638718286,-0.3003488644104405,-0.301601576699472,-0.3028426747490688,-0.304072070948557,-0.3052896902103958,-0.3064954696825911,-0.3076893588213436,-0.3088713197789373,-0.3100413280755831,-0.3111993735262637,-0.3123454613988996,-0.3134796137822388,-0.3146018711407588,-0.3157122940324427,-0.3168109649631364,-0.3178979903469582,-0.3189735025383412,-0.3200376618962261,-0.3210906588360603,-0.3221327158234982,-0.3231640892568402,-0.3241850711877326,-0.3251959908250383,-0.32619721577234,-0.3271891529505977,-0.3281722491663663,-0.3291469912921151,-0.3301139060355002,-0.3310735592870789,-0.3320265550464349,-0.332973533937518,-0.3339151713370973,-0.3348521751472432,-0.3357852832516465,-0.3367152606992485,-0.337642896661995,-0.338569001211767,-0.3394944019626789,-0.3404199406182223,-0.3413464694589089,-0.3422748478011969,-0.3432059384497708,-0.3441406041638852,-0.3450797041490445,-0.3460240905819706,-0.346974605170923,-0.3479320757608324,-0.3488973129716642,-0.349871106872265,-0.3508542236878371,-0.3518474025374108,-0.3528513521970923,-0.3538667478934695,-0.3548942281233895,-0.3559343915078039,-0.3569877936851629,-0.3580549442550193,-0.3591363037832296,-0.3602322808878272,-0.3613432294228588,-0.3624694457855698,-0.3636111663718502,-0.3647685652090857,-0.365941751799531,-0.3671307692043767,-0.3683355924057308,-0.3695561269790509,-0.3707922081109994,-0.3720435999945055,-0.3733099956340056,-0.37459101708570114
-0.3376944916665812,-0.3374149896344968,-0.3381757553245355,-0.3392389278068865,-0.3405058654436714,-0.3419189042407869,-0.3434372651339066,-0.3450310266095127,-0.3466780899518871,-0.3483621080571613,-0.3500709610220835,-0.3517956266326232,-0.3535293509133887,-0.3552670440345257,-0.3570048420172644,-0.3587397886156524,-0.3604696036680584,-0.3621925135839342,-0.3639071266037423,-0.3656123404773945,-0.3673072737576511,-0.3689912144051189,-0.3706635811585972,-0.3723238943767062,-0.3739717539450379,-0.3756068224849221,-0.377228812563125,-0.3788374769390786,-0.3804326011394389,-0.3820139978296514,-0.383581502581789,-0.3851349707503612,-0.3866742752337037,-0.3881993049572799,-0.3897099639585463,-0.3912061709799503,-0.3926878595036704,-0.3941549781737032,-0.3956074915676983,-0.397045381284122,-0.3984686473168316,-0.3998773096919331,-0.4012714103406037,-0.4026510151799249,-0.404016216371352,-0.4053671347211985,-0.4067039221828386,-0.4080267644139669,-0.4093358833360678,-0.4106315396408015,-0.4119140351790142,-0.4131837151706465,-0.4144409701672825,-0.4156862377051689,-0.4169200035868975,-0.4181428027400617,-0.4193552196078619,-0.4205578880386831,-0.4217514906567338,-0.4229367577085189,-0.4241144653932473,-0.4252854337017993,-0.4264505237981068,-0.4276106349885446,-0.4287667013305533,-0.4299196879368503,-0.4310705870305778,-0.4322204138091917,-0.4333702021675364,-0.4345210003265926,-0.4356738664089288,-0.436829863991506,-0.4379900576647852,-0.4391555086154163,-0.4403272702459246,-0.4415063838369389,-0.4426938742643551,-0.4438907457616254,-0.4450979777300817,-0.4463165205964114,-0.447547291713527,-0.4487911712999719,-0.450048998423345,-0.4513215670228656,-0.4526096219802066,-0.4539138552448711,-0.4552349020266663,-0.4565733370687015,-0.4579296710237815,-0.4593043469549133,-0.4606977369906483,-0.462110139165434,-0.4635417744804591,-0.4649927842254651,-0.466463227598348,-0.4679530796682843,-0.4694622297222485,-0.4709904800380061,-0.4725375451228276,-0.4741030514581315,-0.4756865377814471
-0.4079361872872887,-0.4076124416918683,-0.4085261915324255,-0.4097957077888982,-0.4113048246811837,-0.4129857725698188,-0.4147906489747611,-0.4166843039611312,-0.4186407737809081,-0.4206408495521668,-0.4226702874802113,-0.4247184822998085,-0.4267774929573812,-0.4288413330044828,-0.4309054558025189,-0.4329663809388084,-0.435021422233936,-0.4370684887326704,-0.4391059382698539,-0.4411324690923609,-0.4431470391948706,-0.4451488059670433,-0.4471370808150917,-0.4491112948920305,-0.4510709731141398,-0.4530157143946589,-0.4549451765695312,-0.4568590648858405,-0.4587571232188505,-0.460639127397707,-0.462504880168879,-0.4643542074595824,-0.4661869556804819,-0.4680029898758642,-0.4698021925804035,-0.4715844632732252,-0.4733497183519114,-0.4750978915633073,-0.4768289348478209,-0.4785428195579706,-0.4802395380196705,-0.4819191054083322,-0.4835815619106479,-0.4852269751411774,-0.4868554427802447,-0.4884670953934722,-0.4900620993878495,-0.4916406600516037,-0.4932030246175639,-0.4947494852864991,-0.4962803821356163,-0.4977961058398337,-0.4992971001246697,-0.5007838638759061,-0.5022569528304547,-0.5037169807837863,-0.5051646202560907,-0.5066006025727613,-0.5080257173319965,-0.5094408112470025,-0.5108467863657902,-0.512244597691692,-0.5136352502436975,-0.5150197955947854,-0.5163993279592116,-0.5177749798864517,-0.5191479176285548,-0.5205193362503476,-0.5218904545442937,-0.5232625098081118,-0.5246367525374265,-0.5260144410739044,-0.5273968362473571,-0.5287851960364164,-0.5301807702679153,-0.5315847953651605,-0.5329984891614249,-0.5344230457714777,-0.5358596305253741,-0.5373093749650766,-0.538773371900353,-0.5402526705186302,-0.5417482715554086,-0.5432611225192193,-0.5447921129816025,-0.5463420699381718,-0.5479117532566431,-0.5495018512251093,-0.5511129762278107,-0.5527456605719734,-0.5544003525013609,-0.5560774124315861,-0.5577771094486236,-0.5594996181179474,-0.561245015647436,-0.5630132794579262,-0.5648042852083067,-0.566617805326061,-0.5684535080896983,-0.570310957310341,-0.5721896126501744
-0.473641980125962,-0.4732771206279114,-0.4743440345000401,-0.4758178728330389,-0.4775656226458254,-0.4795098524460613,-0.4815958571961075,-0.4837834927297416,-0.4860431016154902,-0.4883527388227136,-0.490696128998098,-0.4930611518709678,-0.4954387295967262,-0.497822016371989,-0.5002058105820031,-0.502586128264583,-0.5049598926153731,-0.5073247068378348,-0.5096786870146268,-0.5120203384119226,-0.5143484634041625,-0.5166620925676414,-0.5189604328516616,-0.521242828416763,-0.523508730920726,-0.5257576768929487,-0.527989270458558,-0.5302031701249482,-0.5323990786788041,-0.53457673548859,-0.5367359106746662,-0.5388764007623205,-0.54099802552053,-0.5431006257679138,-0.5451840619855292,-0.5472482136122033,-0.5492929789347798,-0.551318275502019,-0.5533240410137351,-0.5553102346416902,-0.557276838747806,-0.5592238609696689,-0.561151336642186,-0.5630593315224526,-0.5649479447821945,-0.5668173122250902,-0.5686676096801423,-0.5704990565134038,-0.5723119191913466,-0.5741065148250936,-0.575883214611008,-0.5776424470851717,-0.5793847010980243,-0.5811105284215922,-0.5828205458995431,-0.5845154370616392,-0.5861959531307103,-0.587862913364705,-0.5895172046953954,-0.5911597806418477,-0.5927916594945153,-0.5944139217894441,-0.5960277071116911,-0.5976342102660533,-0.5992346768937881,-0.6008303985993875,-0.6024227076639351,-0.604012971425646,-0.6056025864020451,-0.6071929722234336,-0.608785565442612,-0.6103818132722417,-0.611983167299205,-0.6135910772092129,-0.6152069845498351,-0.6168323165479269,-0.618468480002773,-0.6201168552512449,-0.6217787902111931,-0.6234555945056083,-0.6251485336645254,-0.6268588233990671,-0.6285876239555305,-0.6303360345416089,-0.6321050878374653,-0.6338957445972299,-0.6357088883580687,-0.6375453202717511,-0.6394057540888896,-0.641290811322117,-0.643201016628341,-0.6451367934496134,-0.6470984599596002,-0.6490862253696599,-0.6511001866436107,-0.6531403256828786,-0.6552065070356106,-0.6572984761882025,-0.6594158584926157,-0.6615581587835513,-0.6637247617293939
-0.5346450603341967,-0.5342418847622558,-0.5354622167030356,-0.5371385061276718,-0.5391215423986698,-0.5413246621439619,-0.543686668793377,-0.5461626506289323,-0.5487194221302706,-0.5513324233772956,-0.5539834364977377,-0.5566588917905159,-0.5593486230565703,-0.5620449610153317,-0.5647420757215126,-0.5674354995035635,-0.5701217797444937,-0.5727982248980277,-0.5754627176294183,-0.5781135765143133,-0.5807494530790557,-0.5833692547297508,-0.5859720867598434,-0.588557208506894,-0.5911240000615996,-0.5936719368935113,-0.5962005704517862,-0.5987095133036879,-0.6011984277467496,-0.6036670171088808,-0.6061150191348491,-0.6085422010298378,-0.6109483558282067,-0.6133332998435039,-0.6156968710209394,-0.6180389280538116,-0.6203593501666638,-0.6226580374864049,-0.6249349119484228,-0.6271899186905857,-0.6294230278983707,-0.6316342370697148,-0.6338235736672134,-0.6359910981235422,-0.6381369071632891,-0.6402611373965135,-0.6423639691324636,-0.6444456303523155,-0.6465064007684836,-0.6485466158931643,-0.6505666710236012,-0.6525670250515386,-0.6545482039910309,-0.6565108041242751,-0.6584554946610943,-0.6603830198190141,-0.6622942002367582,-0.6641899336490625,-0.6660711947712329,-0.667939034360054,-0.6697945774375496,-0.6716390206913231,-0.6734736290877076,-0.6752997317359727,-0.6771187170864622,-0.6789320275332765,-0.6807411535069632,-0.6825476271494723,-0.6843530156579949,-0.6861589143805082,-0.6879669397413584,-0.6897787220605287,-0.6915958983281794,-0.6934201049777564,-0.6952529706951885,-0.6970961092871788,-0.6989511126359405,-0.7008195437410826,-0.7027029298575491,-0.7046027557346283,-0.7065204569538905,-0.7084574133603551,-0.7104149425960381,-0.7123942937264384,-0.714396640973973,-0.7164230775637777,-0.7184746096999296,-0.7205521506882814,-0.7226565152384934,-0.7247884139729177,-0.7269484481895472,-0.7291371049191335,-0.7313547523305136,-0.7336016355439319,-0.7358778729070177,-0.7381834528025658,-0.7405182310480712,-0.7428819289527111,-0.7452741320918094,-0.7476942898594335,-0.7501417158490379
-0.5906935242109312,-0.590254503736436,-0.5916286237676703,-0.593505674762033,-0.5957208729832734,-0.5981787416984975,-0.6008118958476709,-0.603570876701322,-0.606419131495511,-0.6093296030467079,-0.6122822172516101,-0.6152620184813848,-0.618257799061401,-0.6212611009407352,-0.6242654916083317,-0.6272660388606643,-0.6302589285824624,-0.633241185196651,-0.6362104660091144,-0.6391649089922739,-0.6421030194508702,-0.6450235851629537,-0.6479256125010546,-0.6508082781106145,-0.6536708921896187,-0.6565128704723179,-0.6593337127808837,-0.6621329865671456,-0.6649103142729048,-0.6676653636467891,-0.6703978403554265,-0.6731074824173754,-0.6757940560949435,-0.6784573529758223,-0.6810971880482897,-0.6837133986180388,-0.6863058439604613,-0.6888744056226836,-0.6914189883183988,-0.693939521365328,-0.6964359606268659,-0.6989082909258071,-0.7013565288973412,-0.7037807262468838,-0.7061809733757288,-0.7085574033289029,-0.7109101960121295,-0.7132395826140503,-0.7155458501570201,-0.7178293460938905,-0.7200904828502621,-0.7223297422108567,-0.7245476794322541,-0.7267449269689017,-0.7289221976929716,-0.7310802874995566,-0.7332200771934522,-0.7353425335691043,-0.7374487096170343,-0.7395397438096326,-0.7416168584411833,-0.7436813570278099,-0.7457346207985832,-0.7477781043144112,-0.7498133303003081,-0.75184188376724,-0.7538654055174632,-0.755885585137233,-0.757904153576113,-0.7599228754096772,-0.7619435408784111,-0.7639679577800199,-0.7659979432903817,-0.7680353157676711,-0.7700818865887574,-0.7721394520487006,-0.7742097853561852,-0.7762946287339785,-0.7783956856347751,-0.7805146130809272,-0.7826530141271725,-0.7848124304407564,-0.7869943350093959,-0.7892001249660391,-0.7914311145455583,-0.7936885281783564,-0.7959734937395814,-0.7982870359708636,-0.8006300701094099,-0.8030033957539774,-0.8054076910186563,-0.8078435070181682,-0.8103112627435137,-0.8128112403935244,-0.8153435812221788,-0.817908281977928,-0.8205051920010097,-0.8231340110513974,-0.8257942879337912,-0.8284854199866397,-0.8312066534909391
