Values,Values_03_58_22,Values_04_00_21,Values_04_15_06,Values_04_16_40,Values_04_31_13,Values_04_32_37,Values_04_47_20,Values_04_48_32,Values_05_03_37,Values_05_04_35,Values_05_19_53,Values_05_20_34,Values_05_35_37,Values_05_36_04,Values_05_51_19,Values_05_51_33,Values_06_07_01,Values_06_07_02,Values_06_22_30,Values_06_22_44,Values_06_38_04,Values_06_38_32,Values_06_53_32,Values_06_54_23,Values_07_09_00,Values_07_10_12,Values_07_24_29,Values_07_26_00,Values_07_39_59,Values_07_41_49,Values_07_54_29,Values_07_55_28,Values_08_10_40,Values_08_25_55,Values_08_41_09,Values_08_56_19,Values_09_11_27,Values_09_26_33,Values_09_41_41,Values_09_57_13,Values_10_15_02,Values_10_31_47,Values_10_47_51,Values_11_03_23,Values_11_18_40,Values_11_33_51,Values_11_49_02,Values_12_04_14,Values_12_19_25,Values_12_34_37,Values_12_49_49,Values_13_05_02,Values_13_20_15,Values_13_35_31,Values_13_51_00,Values_14_06_36,Values_14_22_12,Values_14_37_48,Values_14_53_35,Values_15_08_52,Values_15_24_04,Values_15_39_17,Values_15_54_30,Values_16_09_45,Values_16_24_58,Values_16_40_51,Values_16_58_19,Values_17_15_31,Values_17_32_47,Values_17_50_08,Values_18_07_26,Values_18_24_44,Values_18_41_59,Values_18_59_34,Values_19_19_38
-0.3225942308890516,-0.3245825007318432,-0.2722633253001267,-0.3266325843792548,-0.256487052852387,-0.3292269027182352,-0.2441503026348348,-0.3318571726238645,-0.2344712422002575,-0.3344193890146685,-0.2268435607238536,-0.336899635590995,-0.2207842117527276,-0.3393035828413505,-0.2159161097464404,-0.3416399072480846,-0.2119493489266037,-0.343916610143583,-0.2086632458928905,-0.2058909217945064,-0.3461404271672516,-0.2035068041942611,-0.3483169283933546,-0.2014168108803966,-0.3504507315806245,-0.1995507744633649,-0.3525456990153395,-0.1978566519272973,-0.3546050962978711,-0.1962961205313692,-0.3566317157878356,-0.3582310443464432,-0.1948412360935612,-0.1934718999445326,-0.1921739395497793,-0.1909376542812738,-0.1897567136886429,-0.1886273229517837,-0.1875475908138749,-0.1865170509877443,-0.1855362997902877,-0.1846067216967365,-0.1837302812626529,-0.1829093650490538,-0.1821466610182711,-0.1814450658889564,-0.1808076131618576,-0.1802374162933772,-0.1797376227814415,-0.1793113759502729,-0.1789617820348648,-0.1786918807212702,-0.1785046178252726,-0.1784028191380774,-0.1783891648019812,-0.1784661638119747,-0.1786361284618964,-0.1789011487392184,-0.1792630668255076,-0.1797234520035353,-0.18028357638365,-0.180944391948199,-0.1817065095125805,-0.1825701802284516,-0.1835352802690911,-0.1846012993215406,-0.1857673334744945,-0.1870320830014643,-0.1883938553861018,-0.1898505738525732,-0.1913997914226836,-0.1930387103870179,-0.1947642068535429,-0.1965728598816237,-0.1984609845159209,-0.20042466791771962
-0.2687015914549355,-0.2701204527062595,-0.2385093593242904,-0.2717159198765727,-0.2222508182257878,-0.2738903621514458,-0.2095334517584388,-0.2761095100225202,-0.1995546285446044,-0.2782641003101349,-0.1916909813724346,-0.2803390259192735,-0.1854454738162812,-0.2823397142827191,-0.1804297966598084,-0.2842748319215052,-0.1763451571527091,-0.2861524330579824,-0.1729638901439408,-0.1701136545199295,-0.2879793294715349,-0.1676646107007094,-0.2897611818257986,-0.165519341368325,-0.2915027107651267,-0.1636050672481435,-0.2932078926240122,-0.1618676930140747,-0.2948801169476723,-0.160267275865156,-0.2965223084211821,-0.2978161641692857,-0.1587745851353586,-0.157368492926276,-0.1560339957482643,-0.1547607147214336,-0.1535417586360412,-0.1523728621923679,-0.1512517329017239,-0.1501775562388077,-0.149150620722021,-0.1481720337835685,-0.1472435062410584,-0.1463671885132208,-0.1455455456736338,-0.1447812615410891,-0.1440771642979225,-0.1434361679428183,-0.1428612252144009,-0.1423552886720616,-0.1419212774582189,-0.141562047839535,-0.1412803661613989,-0.1410788832067244,-0.1409601092879908,-0.1409263896396602,-0.1409798799005085,-0.1411225216607088,-0.1413560182007877,-0.1416818106892851,-0.1421010552173469,-0.1426146011301214,-0.1432229712127889,-0.1439263443147181,-0.1447245410088135,-0.1456170128714113,-0.1466028359318928,-0.1476807087595242,-0.1488489555092432,-0.1501055341719622,-0.1514480500449001,-0.1528737743140013,-0.1543796674290966,-0.155962406806809,-0.1576184182144782,-0.1593439100802946
-0.2145437787625337,-0.2153722228334776,-0.2052430777643709,-0.2164966242522158,-0.1885134761475928,-0.2182337600346471,-0.1754254047885351,-0.2200242722957107,-0.165155278941699,-0.2217538332778217,-0.1570627903614644,-0.2234061791456967,-0.1506371257327366,-0.2249864918517942,-0.1454789737327378,-0.226503418450026,-0.1412808503736366,-0.2279650564810037,-0.1378082692262193,-0.1348835529885395,-0.2293782857263587,-0.1323726911593131,-0.2307488508953702,-0.1301750030393813,-0.2320815704253713,-0.1282151497075893,-0.2333805308654285,-0.1264370205538645,-0.234649242948751,-0.1247990780107964,-0.2358907618445789,-0.2368662165925028,-0.1232708212472693,-0.1218301026288946,-0.1204610920336188,-0.1191527327469581,-0.1178975702719428,-0.1166908640816719,-0.1155299140339498,-0.1144135496786365,-0.113341743089718,-0.1123153152797969,-0.111335713392453,-0.1104048413375594,-0.1095249306014347,-0.1086984411496765,-0.1079279847005888,-0.1072162645104899,-0.1065660271830863,-0.1059800230923224,-0.1054609728686652,-0.1050115379895715,-0.1046342940614777,-0.1043317057476864,-0.1041061026375875,-0.103959655595754,-0.1038943533512744,-0.1039119792725533,-0.1040140884240707,-0.1042019851368508,-0.1044767014351948,-0.1048389767391661,-0.1052892393581184,-0.1058275903148119,-0.1064537900521516,-0.1071672485665097,-0.1079670194748718,-0.1088517984492766,-0.1098199263133168,-0.1108693970274447,-0.1119978705713413,-0.1132026906195697,-0.114480906708328,-0.1158293004558279,-0.1172444152294439,-0.11872258855403589
-0.160526444659212,-0.16074704121297,-0.1727000448171305,-0.1613863200600942,-0.1555144553955516,-0.1626709897562224,-0.1420685099411584,-0.1640176153579002,-0.1315177647713912,-0.1653070138844838,-0.1232052662608395,-0.1665218003061346,-0.1166067720012093,-0.1676669073536972,-0.1113122908290159,-0.1687509514205148,-0.1070059185980053,-0.1697820622355378,-0.1034465645417477,-0.1004513836393824,-0.170767178070516,-0.0978823225668232,-0.1717121199094089,-0.0956355329634865,-0.172621797765061,-0.0936331865731748,-0.1735004035089693,-0.0918172081432163,-0.1743515652872886,-0.0901445008888287,-0.175178465916511,-0.1758244282226305,-0.0885833178549685,-0.0871105069777594,-0.0857094202027833,-0.0843683266980722,-0.0830792086463238,-0.081836847442514,-0.0806381303250551,-0.0794815243664935,-0.0783666774536226,-0.0772941155432551,-0.0762650127978959,-0.0752810168080765,-0.0743441152859366,-0.0734565338783827,-0.0726206571729466,-0.0718389668790187,-0.0711139925775822,-0.0704482715357003,-0.0698443149643905,-0.0693045787061099,-0.0688314368938491,-0.0684271575006763,-0.0680938790424561,-0.0678335879440572,-0.0676480963003098,-0.0675390199471067,-0.0675077569079429,-0.0675554664117986,-0.0676830487881015,-0.0678911266166005,-0.0681800276033123,-0.0685497696764275,-0.0690000488073031,-0.0695302300572035,-0.0701393423131703,-0.0708260771106261,-0.0715887918089063,-0.0724255173262431,-0.0733339704342239,-0.0743115705114956,-0.0753554604715871,-0.076462531455284,-0.0776294507214597,-0.07885269208135047
-0.1069744333105176,-0.1065735870459567,-0.1410261505156134,-0.1067162627306104,-0.1234035896675775,-0.1075357618402167,-0.1096155781594321,-0.1084256979373004,-0.0987971646064946,-0.1092622578158214,-0.0902752305008787,-0.1100269721434441,-0.0835125896460323,-0.1107245192715586,-0.0780889958156319,-0.1113634719788121,-0.0736804723624208,-0.1119519794376189,-0.0700395984593796,-0.0669785728562916,-0.1124970274762582,-0.064355459840438,-0.1130045043133673,-0.0620633634452489,-0.1134794041554129,-0.0600220547198842,-0.1139260182062625,-0.0581715582196951,-0.1143480871911859,-0.0564672638956771,-0.1147489176988036,-0.1150562892422175,-0.054876210547665,-0.0533742628933572,-0.0519439680970472,-0.050572928287677,-0.0492525648423409,-0.0479771801713199,-0.0467432454281723,-0.0455488598332296,-0.0443933402897984,-0.0432769098474176,-0.0422004610555339,-0.0411653759792342,-0.0401733889320878,-0.03922648131849,-0.0383268004642439,-0.0374765962673726,-0.0366781709493253,-0.0359338383142865,-0.0352458898274244,-0.03461656544644,-0.0340480277050281,-0.0335423379329808,-0.033101433843893,-0.0327271079731212,-0.0324209866683685,-0.0321845095183588,-0.0320189092533065,-0.0319251922766006,-0.0319041200956692,-0.0319561919871148,-0.0320816293217556,-0.0322803619963276,-0.0325520174284099,-0.0328959125702577,-0.0333110493593668,-0.0337961139658979,-0.0343494800731175,-0.0349692163759167,-0.0356530982882966,-0.0363986237625495,-0.0372030329519451,-0.0380633313355284,-0.0389763157804376,-0.0399386029384609
-0.0541278851724661,-0.0530960539551333,-0.1102767494345203,-0.0527333807293809,-0.0922402018557524,-0.0530776200235347,-0.0781289259188774,-0.0535006733417432,-0.0670580749912928,-0.053874337576472,-0.058339033034319,-0.0541790971985247,-0.0514222937964605,-0.0544193695385452,-0.0458778837057055,-0.0546036690051431,-0.0413741780551927,-0.0547401498259399,-0.0376577576753305,-0.0345361196567248,-0.0548358330079663,-0.0318636387099531,-0.0548966636749021,-0.0295305156851607,-0.0549277116599136,-0.0274542279308263,-0.054933360389241,-0.0255729780961643,-0.0549174572503919,-0.0238406992510671,-0.0548834276638231,-0.054845237999247,-0.0222232556931984,-0.0206955560650243,-0.0192393603806292,-0.0178416142002139,-0.0164931831904603,-0.0151878918495406,-0.0139217933182809,-0.0126926148071616,-0.011499336428539,-0.0103418713030224,-0.0092208224550663,-0.008137297874982,-0.0070927694713338,-0.0060889650806342,-0.0051277852314789,-0.0042112383487844,-0.0033413895740219,-0.0025203195260191,-0.001750090249436,-0.0010327162365314,-0.000370138979729,0.0002357960927489,0.0007833610977979,0.0012709661392042,0.0016971790364295,0.0020607444847931,0.00236060264522,0.002595907041068,0.0027660415326239,0.002870636077827,0.0029095809002661,0.0028830386660961,0.0027914542632797,0.0026355617738889,0.0024163882686505,0.0021352541024952,0.0017937695062414,0.0013938273119249,0.0009375918308161,0.0004274839789743,-0.0001338370982275,-0.000743495549588,-0.0013984230070615,-0.0020953848896185026
-0.002141131451803,-0.0004730015841358,-0.0804186421133891,0.0004009013318759,-0.0619950343274849,0.0005392630113525,-0.0475822662163849,0.000590542429337,-0.0362764708440194,0.0006870773919899,-0.0273743885744721,0.0008493904274832,-0.0203149544674229,0.0010733333837168,-0.0146590974100473,0.0013504667857312,-0.0100680451123683,0.0016726473815848,-0.0062827686185848,-0.0031063605455399,0.0020328328051056,-0.0003897308575721,0.0024250326454529,0.0019796542509061,0.0028441111956161,0.0040864859663745,0.0032856010407704,0.0059942915594917,0.0037455551382251,0.0077505281202666,0.0042204352516549,0.0046089183466921,0.0093904583055612,0.0109400965074026,0.0124184477659256,0.0138392092277212,0.0152120632491453,0.0165436601718431,0.0178383652301271,0.0190988261296848,0.0203264043279309,0.0215215027808615,0.0226838151239581,0.0238125152871955,0.02490640210562,0.0259640099798555,0.0269836940580636,0.0279636963844277,0.0289021979360296,0.0297973603005634,0.0306473598068514,0.0314504162677748,0.0322048179169258,0.0329089437151327,0.0335612838612188,0.0341604590703725,0.0347052389778019,0.0351945598432477,0.035627541583493,0.0360035040491366,0.0363219823551149,0.0365827410178641,0.0367857865678178,0.0369313782882927,0.0370200367253044,0.0370525496066545,0.0370299748476883,0.0369536403625397,0.0368251405083418,0.0366463290234276,0.0364193084891788,0.0361464164082609,0.0358302081350944,0.0354734369814964,0.0350790319370275,0.034650073506396345
0.0489156509076453,0.0512210354479296,-0.0513347511970896,0.0526090848930928,-0.0325548790414878,0.0532345378587739,-0.0178653029878802,0.0537647531734302,-0.0063442718442798,0.0543359338438847,0.0027250793519113,0.0549695692183033,0.0099144775001593,0.0556617899968195,0.0156713613320843,0.0564042499837496,0.0203410757930845,0.0571888345464931,0.024187815469247,0.0274125533670927,0.0580084951937038,0.0301675881226133,0.0588572091100728,0.0325679960914622,0.059729785634543,0.0347004940535507,0.0606216827067382,0.0366302337927186,0.0615288617157274,0.0384059857005062,0.0624476786946473,0.0631888654537932,0.040064084175456,0.0416314277985858,0.0431277601618119,0.0445674038957934,0.045960579112223,0.0473144059142775,0.0486336666895435,0.0499213856859505,0.0511792696473272,0.0524080428393655,0.0536077018785761,0.0547777097028884,0.0559171435034808,0.0570248078748192,0.0580993218065653,0.0591391860810344,0.0601428360872614,0.0611086838741047,0.0620351523082357,0.062920703537866,0.0637638633787049,0.0645632428293025,0.0653175575721226,0.0660256460546604,0.0666864865326452,0.0672992132807548,0.0678631320299826,0.0683777345852689,0.0688427124724874,0.0692579694125047,0.0696236323393854,0.0699400606639831,0.0702078534795003,0.0704278543958967,0.0706011537297008,0.0707290878090402,0.0708132352545518,0.0708554101214886,0.0708576519438563,0.0708222127718461,0.0707515414220186,0.0706482652346671,0.0705151697351599,0.07035517664766064
0.0990521815358013,0.1019913378781497,-0.0228312314413204,0.1038934208134994,-0.0037296481330061,0.1050075336687566,0.0112092292735685,0.1060183699048405,0.0229236424966933,0.1070657146587573,0.0321428430251119,0.1081719830424314,0.0394481911375508,0.1093335957662734,0.0452946660546365,0.1105423199833163,0.0500335383053237,0.1117900888788541,0.0539336701244279,0.0571997209696741,0.113069864432959,0.0599869116332676,0.1143756055285348,0.062412646096115,0.1157020785988621,0.0645655065713292,0.1170446773577189,0.066512150943594,0.1183992807653135,0.0683025762088726,0.1197621472559788,0.1208560702221416,0.0699741258418596,0.0715545381099097,0.07306426434469,0.0745182321379086,0.0759271865380041,0.0772987103400592,0.0786380002742521,0.0799484574581685,0.0812321365457072,0.0824900873948897,0.0837226150661566,0.0849294777900428,0.0861100379525882,0.0872633775341557,0.088388386760872,0.0894838326382411,0.0905484124567041,0.0915807961541189,0.0925796604491629,0.0935437169834699,0.0944717361213673,0.0953625676401846,0.0962151591938401,0.0970285731673951,0.0978020023314476,0.0985347845304859,0.0992264164961811,0.0998765667765433,0.1004850876698872,0.1010520260064462,0.1015776325435889,0.1020623697265946,0.1025069175642624,0.1029121773541531,0.1032792730354251,0.1036095499821365,0.1039045710959364,0.1041661101502773,0.1043961424157146,0.1045968326612953,0.1047705207352871,0.1049197049912314,0.1050470239132349,0.1051552363346789
0.1483514809667215,0.1519164550304792,0.0053533376058332,0.1543293967926164,0.0247384651460308,0.1559307786630856,0.0398964298876182,0.1574209646742676,0.0517803175774951,0.1589430263159171,0.0611303718465359,0.1605202626287578,0.0685364303290126,0.1621493969140758,0.0744600920231262,0.1638223313789615,0.0792578366866181,0.1655310676959762,0.0832026446024157,0.086502443861596,0.1672685962013356,0.0893150619379515,0.1690288727338338,0.0917599936419018,0.170806633941326,0.0939275099511792,0.1725972207583707,0.095885643951808,0.1743964398642212,0.097685523089961,0.1762004612335526,0.1776447484626978,0.0993654300735639,0.1009538928911172,0.1024720356269025,0.1039353670948633,0.1053551419655646,0.106739396685415,0.1080937379333362,0.1094219427231752,0.1107264151323089,0.1120085339152773,0.1132689171465447,0.1145076237919572,0.1157243074537413,0.1169183338787862,0.1180888711062097,0.1192349590153016,0.1203555634314901,0.1214496187295707,0.1225160618901457,0.1235538602793383,0.1245620348295001,0.1255396798771154,0.1264859805650461,0.1274002284488509,0.1282818357419445,0.1291303484617882,0.1299454585996108,0.1307270153417134,0.131475035271231,0.1321897114383979,0.1328714211144291,0.1335207320319764,0.1341384069145075,0.1347254060790253,0.1352828879403073,0.13581220727158,0.1363149111150158,0.1367927323191696,0.1372475807449897,0.1376815322345797,0.1380968155299602,0.1384957973794736,0.1388809661428864,0.13925491423505237
0.1969612902565102,0.2011396730773627,0.0335370897280188,0.2040572402286305,0.0531641480164902,0.2061415365571174,0.0685084128332356,0.2081068407384471,0.0805359203493432,0.2100992031320215,0.0899963420312757,0.2121427641908385,0.0974867144184034,0.2142345637238803,0.1034742461135927,0.2163666622192418,0.1083198437054744,0.2185311518694795,0.1123000068236604,0.1156254776627071,0.2207210704448924,0.1184563473275302,0.2229303870696421,0.1209139438870573,0.2251538227248318,0.123090034723033,0.2273866779738591,0.1250538853475922,0.2296246983123838,0.1268576484946829,0.2318639753481028,0.2336538527360104,0.1285404694125917,0.1301316106186668,0.1316528299531335,0.1331201906203069,0.1345454391748672,0.1359370547454323,0.1373010480038554,0.1386415695820131,0.1399613733740374,0.1412621693379808,0.1425448922137412,0.1438099062718369,0.1450571614995183,0.1462863129414739,0.147496812167658,0.1486879777054511,0.1498590496499634,0.1510092324371071,0.1521377287706267,0.1532437670003451,0.1543266236544181,0.1553856424022472,0.1564202503775219,0.1574299725217196,0.1584144444076545,0.1593734238325661,0.1603068013343376,0.1612146096956599,0.162097032404851,0.1629544110064584,0.163787251205984,0.1645962275827099,0.1653821867661787,0.1661461489104952,0.1668893073449764,0.167613026298262,0.1683188366239797,0.1690084295301937,0.1696836483665567,0.1703464785627113,0.1709990358893906,0.1716435532516987,0.1722823662828949,0.17291789802437182
0.2450839174643595,0.2498589087889864,0.0620827858718716,0.2532718461646039,0.0819068971076871,0.2558317677689821,0.0974022486928342,0.2582650271906687,0.1095456923463238,0.2607203355991069,0.1190945990541763,0.263222631759323,0.126651808707481,0.2657692871333469,0.1326890442723203,0.2683525451020626,0.1375707942403267,0.270964611646591,0.141576432486347,0.1449190261308828,0.2735985921299484,0.1477605608642705,0.2762484862639593,0.1502239208623116,0.2789090143920781,0.1524021627570727,0.2815754499966857,0.154365630506482,0.2842434893641196,0.1561673884603269,0.2869091567141358,0.2890374790023862,0.157847361231801,0.159435485715337,0.1609541106929462,0.1624198239595009,0.1638448438840507,0.1652380794453185,0.1666059378246095,0.167952939707582,0.1692821880806184,0.1705957254072075,0.1718948058099813,0.1731801025391677,0.1744518662583747,0.1757100459640887,0.1769543815862993,0.1781844751671046,0.1793998458747909,0.1805999728739061,0.1817843290706289,0.1829524080524951,0.1841037459463137,0.1852379394883866,0.1863546612565855,0.1874536727436123,0.1885348357546665,0.1895981224454321,0.1906436241844752,0.1916715593411334,0.1926822800071542,0.1936762776299972,0.1946541874711686,0.1956167917943932,0.1965650216922342,0.1974999574349421,0.1984228272702615,0.1993350046134193,0.2002380035900704,0.2011334729595222,0.20202318848447,0.2029090438403143,0.2037930402198784,0.2046772748150773,0.2055639284014094,0.20645525225711361
0.2929649475091353,0.2983154643657111,0.0913849499118206,0.3022115652703036,0.1113581613214608,0.3052369497562645,0.1269671145083759,0.3081281317883582,0.1391971060766236,0.311036155950235,0.1488113200269995,0.3139867157352025,0.1564168922331121,0.3169775305078603,0.1624888841616517,0.3200010523837476,0.1673944622937578,0.3230496254932963,0.1714151860448874,0.1747659257932222,0.3261164439047842,0.1776101684167609,0.329195556080931,0.1800720587142197,0.3322816975670337,0.1822457215647517,0.3353701288457846,0.1842024148964184,0.3384565097614926,0.185995993024489,0.3415368089328648,0.3439941184450618,0.1876670706639211,0.1892461942662973,0.1907562571363836,0.1922143390480587,0.1936331078910833,0.1950218878698874,0.1963874737122401,0.1977347513362603,0.1990671709929055,0.200387107951953,0.201696137498134,0.2029952446325955,0.2042849840955618,0.2055656025956144,0.2068371323449672,0.2080994628397696,0.2093523961734174,0.2105956899292379,0.2118290906924154,0.2130523605163464,0.2142652980840088,0.2154677558727891,0.2166596542899881,0.2178409934756293,0.2190118632781128,0.2201724517440365,0.2213230523360814,0.22246407001563,0.2235960262374925,0.2247195628789132,0.225835445064879,0.2269445628448891,0.2280479316824647,0.2291466916903841,0.2302421055901664,0.2313355553767797,0.2324285376858087,0.2335226579152504,0.2346196231803949,0.2357212341944417,0.2368293762151986,0.2379460092117763,0.2390731574350912,0.24021289857070893
0.3408812533731306,0.3467820804760517,0.1218566469291924,0.3511462883141636,0.1419281200310194,0.3546241923065847,0.1576110736416733,0.3579604871823783,0.1698966473565127,0.3613082155350632,0.179551798824061,0.3646937816217001,0.1871863457937602,0.3681152699266057,0.193277436065725,0.3715653682038546,0.1981939547156458,0.375036584030492,0.2022189171480884,0.2055684449810091,0.3785222221091031,0.208407110177745,0.3820163985558836,0.2108600056022095,0.3855138806586346,0.2130220904846501,0.3890099306730389,0.2149653624765965,0.3925001854689141,0.2167443367761214,0.3959805705712048,0.3987551822223169,0.2184002232589753,0.2199641087517454,0.2214593812849226,0.2229035773549058,0.2243097899758636,0.2256877422480943,0.2270446060642422,0.2283856265379512,0.2297145982808538,0.2310342286849883,0.2323464150469379,0.2336524559887807,0.2349532128351382,0.2362492328691079,0.2375408435943057,0.2388282249658707,0.2401114648950088,0.2413906020887489,0.24266565927741,0.2439366691751331,0.2452036949263233,0.2464668463574676,0.2477262930166763,0.2489822747130465,0.2502351100822907,0.251485203544243,0.2527330508950937,0.2539792437058214,0.2552244726126865,0.2564695295655225,0.2577153090438689,0.2589628082457884,0.2602131262626294,0.2614674622212965,0.2627271124216304,0.263993466491049,0.2652680025876764,0.2665522817285458,0.2678479413333325,0.2691566880758215,0.2704802901681227,0.271820569204259,0.273179391705404,0.2745586604926932
0.3891287179122376,0.3955506961050904,0.1539162773879056,0.4003652351654268,0.1740324712904835,0.4042800552940058,0.1897478610842177,0.4080459975410732,0.2020565996383123,0.411817760481499,0.2117272306341467,0.4156224148944918,0.219370537453516,0.4194584284241539,0.2254644297863575,0.4233187522523134,0.2303784997415069,0.4271960834731604,0.2343964509563615,0.2377350759888484,0.431083860024863,0.2405595946813197,0.4349762851910927,0.2429957195616743,0.4388681751286675,0.245138998363577,0.4427548092243815,0.2470619851615872,0.4466318154423921,0.2488197200665256,0.4504950893477269,0.4535732000605401,0.2504539079089497,0.2519961026578555,0.2534701341290864,0.2548939578160847,0.2562810654898207,0.2576415612087354,0.2589829823022196,0.2603109258797897,0.2616295269722287,0.2629418234529402,0.26425003457077,0.2655557735522415,0.2668602099324612,0.2681641935417261,0.2694683492776764,0.270773149630479,0.2720789702677059,0.2733861327448721,0.2746949373984884,0.2760056887709303,0.2773187153275298,0.278634384792929,0.2799531161015031,0.2812753886874932,0.2826017496606757,0.2839328192562217,0.2852692948296093,0.2866119536018956,0.2879616542789265,0.2893193376528922,0.2906860262434712,0.2920628230321492,0.2934509093540606,0.2948515419765722,0.296266049440342,0.2976958277253476,0.2991423353064127,0.3006070876986339,0.3020916515947933,0.3035976386863982,0.3051266992781805,0.3066805157957673,0.3082607962879095,0.30986926799749454
0.4380100302238196,0.4449202787050857,0.1879746996580371,0.4501648113440581,0.2080795439921923,0.4544984314749757,0.2237839894246539,0.458676047710033,0.2360821465101399,0.4628536673564192,0.2457418128084261,0.467058983298018,0.2533729229590772,0.471290865052253,0.2594527554465467,0.4755425557223215,0.2643505487257846,0.4798069685964155,0.2683498911602706,0.2716676396048112,0.4840776979743674,0.274469204982333,0.4883490543018496,0.2768805764099141,0.4926159201987595,0.2789976332260663,0.4968736080175595,0.2808932942654744,0.5011177513846049,0.2826229822236232,0.505344229568024,0.5087100499054031,0.2842287918195895,0.2857426671908317,0.2871888240907628,0.2885855969954848,0.2899468482314258,0.2912830433748404,0.2926020721980717,0.2939098755066532,0.295210923820158,0.2965085829342327,0.2978053931122802,0.2991032823082011,0.3004037290342116,0.3017078867705251,0.303016679023139,0.3043308719818615,0.3056511300722742,0.3069780584604108,0.3083122355627972,0.3096542379086163,0.3110046591171188,0.3123641243212801,0.3137333010421916,0.315112907251353,0.3165037171844319,0.3179065653168521,0.3193223487990163,0.3207520285892046,0.3221966294445096,0.3236572389198135,0.3251350054782068,0.3266311358140334,0.3281468915028359,0.3296835850539266,0.3312425754882419,0.3328252635432497,0.334433086601843,0.336067513468659,0.3377300391070243,0.3394221794274406,0.3411454662223703,0.3429014423205788,0.3446916570222661,0.3465176618386247
0.4878228640801571,0.4951850319192384,0.224422926807699,0.5008368390271207,0.2444579818538886,0.5055688008909225,0.260106424729538,0.5101377811452301,0.2723590426886637,0.5147007447407432,0.2819804132059962,0.5192859621660376,0.2895777130044165,0.523892724047074,0.2956261307700431,0.5285145944249992,0.300493444201115,0.5331447298984243,0.3044622893498899,0.3077489561535926,0.5377769046326175,0.3105185716183927,0.542405556579647,0.3128970447878683,0.5470256527659056,0.3149803194974873,0.551632554711366,0.3168414799670126,0.5562219166688036,0.3185361832922496,0.5607896157035576,0.5644255212962155,0.3201068045412051,0.3215855976031775,0.3229971056448822,0.3243600000008685,0.3256884836574586,0.3269933628752369,0.3282828656967049,0.3295632672928784,0.3308393678096393,0.3321148575347818,0.3333925959708107,0.334674825096834,0.3359633323414522,0.337259575097491,0.3385647758340216,0.3398799947217878,0.3412061850371544,0.3425442353843401,0.3438950017754635,0.3452593319059666,0.3466380833862006,0.3480321372604232,0.349442407824477,0.3508698494887245,0.3523154612658242,0.3537802893139755,0.3552654278591829,0.356772018766094,0.3583012499534622,0.3598543528445896,0.3614325990010616,0.363037296087183,0.3646697833279308,0.3663314265812689,0.3680236131929528,0.3697477467735746,0.3715052420260922,0.3732975197693634,0.3751260022813887,0.3769921090521743,0.3788972530260485,0.3808428373806952,0.3828302528648909,0.38486087566922034
0.5388486848815132,0.5466232273363599,0.2636205766451231,0.5526574087343044,0.2835251803176406,0.5577651028732168,0.2990710150331182,0.5627029924003645,0.3112420374544924,0.5676286462939172,0.3207969909878341,0.5725708681430188,0.3283382931234992,0.5775293892861711,0.3343375213291316,0.582498124063007,0.3391598413877565,0.5874704997749923,0.3430860684385972,0.3463312713024637,0.5924404941904619,0.3490598011308787,0.5974026933346616,0.3513971176307767,0.6023521668179738,0.3534389525875736,0.6072843417905486,0.3552583491178478,0.6121949083919181,0.356911045142346,0.617079755913911,0.62096645613746,0.3584395824266737,0.3598764410342474,0.3612464305643932,0.3625685151489954,0.363857206981418,0.3651236308894615,0.3663763379227919,0.3676219273298901,0.3688655221499244,0.3701111329148012,0.3713619357998021,0.3726204853245217,0.3738888769855381,0.3751688715488359,0.3764619899785944,0.3777695858611038,0.3790929005442565,0.3804331050011448,0.3817913314350163,0.3831686969470766,0.3845663210203863,0.3859853381475212,0.3874269066170453,0.3888922142125762,0.3903824814182269,0.3918989625797828,0.3934429453695981,0.3950157488549367,0.3966187204002376,0.3982532316326097,0.3999206736623233,0.4016224517503685,0.4033599796328166,0.4051346736663357,0.406947947006768,0.4088012039970164,0.4106958349224848,0.412633211300573,0.4146146818376926,0.4166415691424139,0.4187151672597337,0.4208367400483135,0.4230075203843949,0.4252287101187504
0.5913423736673189,0.5994868490675563,0.3058851968891363,0.6058765403865911,0.3255966005821584,0.6113354142401779,0.3409917974263546,0.6166178226646475,0.353044177895769,0.621881583721081,0.3625038983248143,0.627155989645701,0.3699665255841455,0.632441232308218,0.3758984439070906,0.6377316058764564,0.3806610139807766,0.6430208358650984,0.3845323315877667,0.3877255686546937,0.6483031274788558,0.3904037927226957,0.6535732354833841,0.3926916331844843,0.6588263503747659,0.3946843244837952,0.6640579815555888,0.3964546555750385,0.669263870513389,0.39805828666086,0.6744399334398461,0.678556654774055,0.399537808772148,0.4009258416667753,0.4022473981436379,0.4035216892957974,0.4047635036431403,0.405984261285101,0.4071928200120027,0.4083960919771577,0.4095995155721154,0.4108074165621457,0.4120232844880725,0.4132499841890907,0.4144899176377637,0.4157451476744569,0.4170174925101277,0.4183085977769432,0.4196199912859713,0.4209531244566714,0.4223094034037641,0.4236902119798241,0.4250969285139639,0.4265309375667566,0.4279936377171255,0.4294864461398952,0.4310108005800934,0.4325681591904475,0.4341599986030806,0.4357878105638332,0.437453097392726,0.4391573665372275,0.4409021244519314,0.4426888700395962,0.4445190879083682,0.4463942416512177,0.4483157674013824,0.4502850678748458,0.4523035070866369,0.4543724059271654,0.456493038741004,0.4586666309950269,0.460894358086195,0.4631773452860028,0.4655166687681374,0.4679133575993833
