Values,Values_00_43_17,Values_00_53_14,Values_01_03_03,Values_01_13_14,Values_01_23_35,Values_01_33_56,Values_01_44_17,Values_01_54_38,Values_02_04_59,Values_02_15_28,Values_02_25_45,Values_02_36_33,Values_02_47_27,Values_02_58_25,Values_03_09_15,Values_03_20_13
3.263503114189125,3.262731521892498,3.2685958202783145,3.2738546805004085,3.279638972549281,3.2858122364548383,3.2921604805015874,3.298530171406526,3.3048151751377923,3.3109392950363667,3.316846530610273,3.322496324187428,3.3278611622285466,3.332925060004865,3.337682241615876,3.3421357610822526,3.3462960266511685
3.2250822039688463,3.224749404347224,3.23088653268618,3.2363213799741533,3.242180249776662,3.24835829845946,3.254666901119471,3.26096986493074,3.26717314221877,3.273209366374207,3.2790292334860003,3.284597347531487,3.289890144306584,3.2948945647751167,3.2996068651580583,3.3040313467406106,3.308178983776098
3.1799861831038063,3.18002987202887,3.18638713065816,3.1919461215182663,3.197827430673898,3.2039578383781206,3.210174287488248,3.216358166999587,3.2224277527430982,3.228324721933411,3.234006649630306,3.239443449956562,3.2446156227704748,3.249513117117829,3.25413427362618,3.258484665909185,3.2625758355213854
3.1277584785014665,3.1281049756965698,3.134620947557316,3.140243864505503,3.1460868913441,3.152108447171712,3.158171338643476,3.1641748822243967,3.17005001521497,3.1757477664721536,3.1812328575534305,3.186480735557097,3.1914761411419965,3.196212162579316,3.2006893124451445,3.20491448394507,3.208899797386793
3.0679221136506536,3.0684817241448954,3.07508191137682,3.080696209603652,3.086428098220155,3.092267568638087,3.0981036136054345,3.103853881918601,3.109462379976261,3.114889865961118,3.12010853968705,3.125099659103708,3.1298524262321155,3.134363231441144,3.1386348664867545,3.142675599845523,3.1464981404313845
3.000005243789312,3.000668415355292,3.007261627199413,3.012779302538366,3.01831241142767,3.0238822630010245,3.029404298773488,3.0348149045705792,3.0400715898544304,3.0451452549127485,3.050015943627313,3.0546710303834805,3.059104417927781,3.0633159706888686,3.067310866547989,3.0710987963119134,3.074693051818488
2.923569272236445,2.9242039723831854,2.930679859550585,2.9359954908145967,2.9412259545542208,2.946423319766188,2.9515295836255664,2.9565002043167805,2.961306602327447,2.9659302250673805,2.970359323077933,2.974587687096107,2.978614148785581,2.982442201181221,2.9860794921488045,2.989537154365089,2.9928290264263007
2.8382380094437587,2.8386885919546545,2.84491658233856,2.849906759796648,2.8547144326305327,2.85942145397569,2.863996228728837,2.8684134795600458,2.872658862477316,2.876724721521241,2.8806078317331902,2.8843086576370887,2.8878311443149363,2.8911825223587067,2.8943729467120103,2.8974149648470444,2.9003228808839747
2.74372615182025,2.743813806181522,2.749643533224692,2.7541677228120163,2.758417510251341,2.762503034221265,2.7664186102457724,2.770158201574304,2.77372188258177,2.7771131390275365,2.780337501071466,2.783402284760643,2.7863166571027453,2.789091622220703,2.791739810056357,2.7942750917105235,2.796712097759423
2.639865258843764,2.6393899612202043,2.64465311156076,2.648555843274605,2.652100269108708,2.655422704693583,2.658542447740689,2.661472396061076,2.6642270293474475,2.6668210696605974,2.6692689058267947,2.671584769043829,2.673783051553829,2.675878469957874,2.677886008979834,2.679820693999978,2.681697275595715
2.526625419165333,2.5253691547169947,2.529882518090292,2.5329966491310705,2.5356793729740152,2.538090401564213,2.540272591695444,2.542257133743235,2.544072658008781,2.5457450276187803,2.5472974328081435,2.548750940952882,2.5501250442601493,2.551437995348823,2.5527069117726646,2.553947716511012,2.5551750011258174
2.404131003620105,2.401861925590283,2.405431325756071,2.407582032729658,2.40924194576045,2.4105906891332096,2.411692722066036,2.412596512593771,2.413344312023032,2.4139728104732288,2.4145137570025725,2.414994813692903,2.4154403035917507,2.41587171263387,2.416307960784627,2.416765521508309,2.4172584757464888
2.272669325574819,2.269146467112829,2.271571199273725,2.272580310624809,2.273055805575908,2.273193036662574,2.273075564761155,2.272767731309576,2.27232458656354,2.271793098749624,2.2712131348520046,2.27061853833245,2.2700380444857435,2.2694959415213827,2.269012513906994,2.2686043515300844,2.2682846059154156
2.132691602301339,2.127669763135709,2.128747163716398,2.1284374558161647,2.1275704928707047,2.12635251066103,2.1248831464554896,2.1232408275070336,2.1214922885025294,2.119693990772967,2.11789327991148,2.116129597754385,2.114435528485046,2.1128376101947746,2.1113569552225315,2.110009758819294,2.108807767640377
1.984806322894692,1.9780408065816089,1.9775706293628843,1.9757697704020984,1.973409435158304,1.970701310840164,1.967757610633175,1.9646687053233816,1.9615116249761475,1.9583513166096145,1.9552417795913088,1.9522273150485128,1.949343662610356,1.9466189520400623,1.9440745040742056,1.941725546906917,1.9395819050764822
1.829765828445356,1.8210167922366955,1.8188051477111424,1.8153490684384128,1.8113544255398315,1.807032444435688,1.8025040147282865,1.7978690033038045,1.793213106705804,1.7886085554986957,1.7841150173285227,1.7797807813123905,1.775643942380382,1.7717334806745726,1.7680702446367995,1.7646678816254104,1.7615337529716228
1.6684475017176503,1.6574837822067603,1.653346497598432,1.6480820784776489,1.6423242448223567,1.6362774965305675,1.6300671993319271,1.6238000306700222,1.6175685336694297,1.6114508650168942,1.605511249177615,1.599800991785399,1.5943596662652408,1.589216306720402,1.5843905728996368,1.5798938988625526,1.5757306373541446
1.5018313891804884,1.4884337653891369,1.482199123583436,1.474986195406822,1.4673496702003983,1.4594808568954054,1.4515052101877075,1.443533374253806,1.435662787215524,1.42797606719092,1.420540799688508,1.413410272736137,1.4066246189486789,1.4002121056909498,1.3941904792088828,1.3885683326239382,1.3833464800281279
1.3309762217719587,1.314940159316312,1.3064510612569082,1.297163805198556,1.287547184596718,1.2777728085151827,1.2679617689574367,1.2582257618586854,1.2486651024673046,1.2393653512450986,1.2303962199342566,1.2218119221783124,1.2136522235422424,1.2059438109767937,1.1987018109791845,1.1919313754902805,1.1856292834128652
1.1569957024025344,1.1381336791185843,1.1272493362035247,1.1157772298426638,1.10409349189444,1.0923436383145055,1.0806400057532577,1.069092444555939,1.0578021298831917,1.046856044939863,1.0363247994205569,1.0262624926531234,1.016707624344917,1.007684523912589,0.9992050352053546,0.9912703162648904,0.9838726634698427
0.9810366280376512,0.9591801698518062,0.9457774662910744,0.9320259506525624,0.9182025189149712,0.9044204684130518,0.890779164636195,0.8773838177516571,0.8643345105018682,0.8517181800475709,0.8396051550706101,0.8280484338794718,0.8170844098845225,0.806734340308074,0.797006187903372,0.7878966281610833,0.7793930891034406
0.8042599447993906,0.7792615023960558,0.7632361732682197,0.7471272143432904,0.7311059989705101,0.7152478865055257,0.6996353388891371,0.6843663113145092,0.6695379645641318,0.6552358175603973,0.6415288258212261,0.6284679843326881,0.6160868239358286,0.6044028983877344,0.593419771761754,0.5831292246601102,0.5735135009109953
0.6278253098275353,0.5995600867099572,0.5808278401079178,0.5623005323967524,0.5440381128091462,0.5260728093473539,0.5084666225056528,0.4913078830667903,0.4746891719669406,0.4586933523015833,0.4433870314983955,0.4288184078409142,0.4150174970516316,0.401997616693031,0.3897575066277065,0.3782837242022849,0.3675530877886086
0.4528792385626664,0.4212470461725118,0.399744724039191,0.3787560411995867,0.3582241033243061,0.3381334378333171,0.3185224733050016,0.2994678439988898,0.2810561028749829,0.2633663830910109,0.2464621085433012,0.2303880134563199,0.2151700624068072,0.2008169116635108,0.1873221492733634,0.1746668680593526,0.16282229510547122
0.2805464806843113,0.245473652877489,0.221160481716639,0.1976862281986369,0.1748723105646495,0.1526516856780142,0.1310366008284804,0.1100902563685917,0.0898919654847302,0.0705162399399034,0.0520226379035348,0.0344518977296389,0.0178255194008566,0.0021471836070284,-0.0125949022730656,-0.0264252651587522,-0.03937836212744685
0.1119239536648311,0.0733653073885427,0.0462242436173682,0.0202602083634122,-0.004831247560733,-0.0291718563928857,-0.0527776258480937,-0.0756001691992207,-0.0975683733520269,-0.1186130470960562,-0.1386790214154978,-0.1577299477872198,-0.1757490819328444,-0.1927379244221043,-0.2087137823247601,-0.2237068761470636,-0.23775737230949578
-0.0519236034907185,-0.0939828172006461,-0.1239436867760697,-0.1523804224603129,-0.1797267757030295,-0.206161504469486,-0.2317303929026888,-0.2564008805646215,-0.2801107587890974,-0.3027966629178697,-0.3244081797129136,-0.3449136107398332,-0.3643011419458327,-0.382577559090004,-0.3997657298374736,-0.4159015683840412,-0.43103091542622507
-0.2099671562777169,-0.2555094030123891,-0.2882554832509674,-0.3191251727101633,-0.3486841420659058,-0.3771697188844866,-0.4046584322902333,-0.4311341963761413,-0.4565441601048755,-0.480831104967128,-0.5039495916726626,-0.5258727079715703,-0.5465936382580393,-0.566124466198424,-0.5844935889510282,-0.6017425505778604,-0.6179227797140597
-0.3612169185664926,-0.4101907518291838,-0.445659690621435,-0.4788986035052696,-0.5106068169232987,-0.541080985606907,-0.5704288124747213,-0.5986509827413092,-0.6257042176513521,-0.6515375909687483,-0.6761107204725243,-0.6994015057396383,-0.7214081051976572,-0.7421478351534972,-0.7616545262978015,-0.7799752360532545,-0.7971668532454419
-0.5047266018697033,-0.5570453893646268,-0.5951460833974206,-0.6306653804415208,-0.6644370680205619,-0.6968171204259954,-0.7279443278630864,-0.75783611245113,-0.7864587623799995,-0.8137676338590504,-0.839727366827394,-0.8643206044302962,-0.8875503779404548,-0.9094391078936352,-0.930025911185978,-0.9493632012974204,-0.9675131681953765
-0.6395988673040752,-0.6951400097842961,-0.7357519960788304,-0.7734369413993012,-0.8091629310175413,-0.8433445194249479,-0.8761510155377533,-0.9076162402168478,-0.9377158460117608,-0.9664113263072184,-0.9936722094328544,-1.0194857380108246,-1.0438596550547992,-1.0668213091759702,-1.088414918472358,-1.1086980661558288,-1.1277380627436706
-0.7649922423675743,-0.8235970128949441,-0.8665703714825371,-0.9062800198667432,-0.9438271866301552,-0.979683578802972,-1.014048013196618,-1.0469700982442327,-1.0784344762490472,-1.108408519026742,-1.1368664305924496,-1.1637998514329828,-1.1892210319998755,-1.2131620400514516,-1.2356719852391174,-1.256813416121036,-1.2766585704709528
-0.8801295295880929,-0.9416036389807498,-0.9867595141635344,-1.02832699176055,-1.0675382920012562,-1.1049202100202375,-1.1406996618580088,-1.1749411926311744,-1.2076379139598696,-1.2387627259139593,-1.268294235963629,-1.2962282407253785,-1.3225812661225906,-1.3473898709767806,-1.3707078337974927,-1.3926024555506966,-1.4131507026921946
-0.9843075228768852,-1.0484224841796663,-1.095554303320874,-1.1387877703680105,-1.1794829594766512,-1.218219110561639,-1.2552494795955456,-1.290652491924388,-1.324429088066912,-1.3565572756703084,-1.3870197517098766,-1.4158162025619894,-1.4429671834525035,-1.468513508512585,-1.4925133988636006,-1.515038693892237,-1.5361708904485933
-1.076907662640615,-1.1434029862342272,-1.192278418185684,-1.2369627642900816,-1.2789398576433195,-1.3188382234439937,-1.3569353962633064,-1.393322453470404,-1.428007428544549,-1.4609729644088745,-1.4922055072062683,-1.5217083548505956,-1.5495058421659569,-1.575642803897464,-1.6001816808442708,-1.6231986408477286,-1.6447795165315244
-1.1574071122042144,-1.225993317184839,-1.276356970363801,-1.3222562494943455,-1.365293740316041,-1.4061436438003685,-1.4451054585146137,-1.482281546422214,-1.5176862247948764,-1.5513062640332482,-1.5831315049548722,-1.6131685764467103,-1.6414453470660022,-1.6680104440674757,-1.6929303121749355,-1.7162852440867349,-1.7381652182259746
-1.225389653033858,-1.29575203389167,-1.3473288503313758,-1.3941894177157732,-1.438049218607441,-1.4796241385008897,-1.5192331200428075,-1.5569883336902923,-1.592909517699386,-1.6269870395990458,-1.6592137749943885,-1.6895994067569362,-1.7181750989576663,-1.7449930519641466,-1.7701235065537608,-1.7936506825559435,-1.8156685173714349
-1.280555763289514,-1.352358807925356,-1.404858068150451,-1.4524123384853185,-1.4968433684229054,-1.5389044240966852,-1.578931213343561,-1.6170441584377115,-1.6532675187700487,-1.687594715676532,-1.7200212994380386,-1.7505597357489588,-1.7792442538236573,-1.806130415150217,-1.8312920541334128,-1.8548171225959973,-1.8768033293607815
-1.3227312488563292,-1.3956235683189118,-1.4487433860715322,-1.496714095235478,-1.5414563945286843,-1.583756382884086,-1.6239637395531772,-1.662205526729575,-1.6985096015735686,-1.7328718891832424,-1.7652902558676202,-1.7957796835532542,-1.8243772408696528,-1.851141641330644,-1.8761501106412928,-1.8994941342346965,-1.9212749980267605
-1.3518738515889608,-1.4254934562672137,-1.47892561452656,-1.5270304379090822,-1.5718196626004226,-1.6141074955958916,-1.6542547202321405,-1.692393393993621,-1.728554035476038,-1.7627345199196842,-1.794934671001997,-1.8251717204679136,-1.853485349058973,-1.8799372088215576,-1.9046077066943337,-1.927591652114993,-1.948993699183762
-1.3680773472728145,-1.4420570899115024,-1.4954920517425796,-1.543448412808623,-1.5880205387611848,-1.630045907374203,-1.669893503406071,-1.707698721911773,-1.7434938014306365,-1.7772780105861954,-1.809052767594012,-1.8388372807913187,-1.8666736055016528,-1.8926261049117736,-1.9167781396313088,-1.939227612703201,-1.9600823138652497
-1.3715727566416904,-1.4455457593295622,-1.4986776791234198,-1.546207572235722,-1.59030362809186,-1.6318217061362956,-1.671136089437176,-1.708383856727209,-1.7435980252691377,-1.776778695404012,-1.80792850665678,-1.837068355011992,-1.8642424122422463,-1.889517500395467,-1.91297967771983,-1.934729679171279,-1.9548781642457802
-1.3627264081295365,-1.436331297088654,-1.4888628590374735,-1.535697510278657,-1.579068157051524,-1.619844155923437,-1.658402216178573,-1.6948794645918708,-1.729308759692738,-1.761690463593265,-1.7920280459082074,-1.820343775554922,-1.846683650726,-1.871116663498356,-1.8937312738518253,-1.9146307449847948,-1.9339282972907132
-1.3420347272108104,-1.4149205138974987,-1.4665674338675432,-1.51245163157745,-1.5548614138758978,-1.5946748060492504,-1.6322681306211664,-1.667776957287485,-1.7012330542156089,-1.7326364627391042,-1.7619910651595685,-1.789320152480144,-1.8146712160408407,-1.8381150810805915,-1.8597422625268647,-1.879658196081776,-1.897978302305354
-1.310115765240105,-1.3819462329633572,-1.4324412759881184,-1.477137217843563,-1.5183683266039747,-1.5570165705867418,-1.5934551566052044,-1.6278165331434853,-1.660130453403715,-1.6903960382132537,-1.7186171309764788,-1.7448176479842132,-1.7690461866885,-1.791375010165445,-1.8118962808673007,-1.8307171904793664,-1.8479549397039914
-1.2676976071620918,-1.3381550874492956,-1.3872514747757474,-1.430541999583509,-1.4703974078734965,-1.5076990296167574,-1.5428143330084143,-1.575871131323017,-1.6068962461446914,-1.6358872567742797,-1.6628474749498845,-1.687800991075853,-1.7107970590908388,-1.731908917607925,-1.7512299008241674,-1.7688684725050077,-1.7849431288765307
-1.215603941172711,-1.2843923922296605,-1.3318664983953563,-1.37355759766665,-1.411863459017353,-1.4476603738682612,-1.481307574444188,-1.5129267832677509,-1.5425409828697607,-1.570145565765832,-1.5957427728376188,-1.6193563568274814,-1.641035709615343,-1.660854510238401,-1.6789067155459478,-1.695301506256338,-1.7101581222883573
-1.1547372020300817,-1.221584531978946,-1.2672378030775688,-1.307160339254145,-1.343767571413955,-1.377926565938846,-1.40998596476511,-1.4400600106037105,-1.468166950932092,-1.4942993208806044,-1.5184577021075587,-1.5406649340118792,-1.5609699558166514,-1.5794462765532835,-1.5961878517112955,-1.6113039520327084,-1.6249139425664334
-1.0860598250129911,-1.150719434371147,-1.1943794926040474,-1.232390086567643,-1.2671751015029231,-1.299588434716278,-1.3299659425148307,-1.3584130734829267,-1.3849424592189254,-1.4095430828668294,-1.4322132296497077,-1.4529741862385186,-1.4718737771551629,-1.4889846569851426,-1.5044000830686917,-1.5182287204405358,-1.53058937779157
-1.0105742503088193,-1.0728258004257398,-1.1143467359211288,-1.1503278246294024,-1.1831924063131554,-1.213777533104386,-1.242404254217886,-1.26916799352068,-1.294074906827129,-1.317109710954338,-1.338267712501794,-1.3575679464352564,-1.3750563937639282,-1.3908041015493378,-1.4049028654752336,-1.4174599869978577,-1.428592981168375
-0.9293023903429576,-0.9889518359179216,-1.0282137227663295,-1.0620728263668031,-1.0929431989585126,-1.1216416620892338,-1.1484726245773775,-1.1735203487878112,-1.196783683871062,-1.2182423537244171,-1.237887966806507,-1.2557365559919813,-1.271831472031835,-1.2862413421791474,-1.2990556801223982,-1.3103796138804749,-1.3203285820089277
-0.8432653126075746,-0.9001442653058681,-0.9370519725148766,-0.9687202464608587,-0.997545413943956,-1.0243209916378184,-1.0493331167877515,-1.0726538586963328,-1.094273968622996,-1.1141674494980642,-1.132321466215232,-1.1487482599221377,-1.1634877192265791,-1.1766051932930706,-1.1881870500005351,-1.1983353953088467,-1.2071627756892174
-0.7534638757054922,-0.8074283904727689,-0.8419097876586498,-0.8713399664406025,-0.8980894376175992,-0.922925668181018,-0.9461151085454808,-0.967716721414858,-0.9877124216780672,-1.0060697757455257,-1.022770748544091,-1.037822976371774,-1.0512620249629625,-1.063149077570415,-1.073566465204944,-1.0826124000479056,-1.0903957029774047
-0.6608610016721517,-0.7117898959710074,-0.7437935759146675,-0.7709574386192906,-0.795618475961533,-0.8185157062711448,-0.8398947073483832,-0.8598005537923661,-0.878205653662709,-0.8950704504812609,-0.9103709597441813,-0.92410939504143,-0.9363161287585972,-0.9470472798168956,-0.9563802423849912,-0.9644084573693278,-0.9712361846408923
-0.5663661629632908,-0.6141589906612124,-0.6436516448471813,-0.668537147222881,-0.6911116927086546,-0.7120838120014005,-0.7316772670310675,-0.7499226096447646,-0.7667821555736734,-0.7822085870687397,-0.7961712478405965,-0.8086661271047363,-0.8197175447204267,-0.8293756668146024,-0.8377120613672157,-0.8448145328575188,-0.8507819592384663
-0.4708225258051168,-0.5153973313596709,-0.5423609196654755,-0.5649691420812873,-0.5854705772487394,-0.6045416009398584,-0.6223834705929534,-0.6390117425942576,-0.6543781577198917,-0.668427066669696,-0.6811204676698035,-0.6924473622608331,-0.7024251919313276,-0.7110973127287153,-0.7185286075791169,-0.7248004098041446,-0.7300054250658882
-0.3749970335628196,-0.41628800876436,-0.4407168608936094,-0.4610589169603689,-0.4795088085286575,-0.4967094695121216,-0.5128392294467767,-0.5278983531138165,-0.5418276446535254,-0.5545626415689505,-0.5660573935318801,-0.576293211926046,-0.5852798894321203,-0.5930531668880418,-0.5996704331061986,-0.6052057632214175,-0.6097449457750821
-0.2795735441179152,-0.3175286999427669,-0.3394266751619942,-0.3575207131924164,-0.3739456813319149,-0.3893101701851139,-0.4037694315699695,-0.4173083324824296,-0.4298565170618783,-0.4413403366317278,-0.4517053813274967,-0.4609246525173313,-0.4689996002779634,-0.4759576171916096,-0.4818478567813812,-0.4867364125389442,-0.49070147007366977
-0.1851489805620035,-0.2197279321306161,-0.2391057471271446,-0.2549741580220013,-0.2694029838964462,-0.2829659570765057,-0.2957953809626339,-0.3078608199464169,-0.3190806889384856,-0.3293719074128481,-0.3386712071550203,-0.3469427626201318,-0.3541790837726564,-0.3603985722026568,-0.3656414891409987,-0.3699653005829446,-0.3734399740393159
-0.0922323139597783,-0.1234042589052396,-0.1402770731698429,-0.1539439959933098,-0.1664050610379082,-0.1781990102256589,-0.1894356089984773,-0.2000694243664484,-0.2100077404279498,-0.2191579429514822,-0.2274476366918636,-0.2348317734557086,-0.2412934393539724,-0.2468415086063732,-0.2515067914554912,-0.2553375700888149,-0.25839505903031895
-0.0012460826344967,-0.0289880340926193,-0.0433733601803574,-0.0548625528530679,-0.0653816767946231,-0.0754347255832906,-0.0851096163740356,-0.0943464394208678,-0.1030416246201382,-0.1110930797111511,-0.1184191591383803,-0.1249653330478694,-0.1307049086308331,-0.1356368162907586,-0.1397819666852334,-0.143179001187391,-0.1458799343754144
0.0874699204067241,0.0631746039470929,0.0512586198141049,0.0419255006828256,0.033326780766161,0.0249926124752421,0.0168559643537025,0.0089904852967259,0.0015101377099638,-0.0054737317859535,-0.0118702615990699,-0.0176153305127447,-0.022672252504725,-0.027029728610305,-0.0306984408153221,-0.0337070396140321,-0.036097986406257075
0.1736532039109437,0.152815967325682,0.1433518692398035,0.1361565569310806,0.1294622466379047,0.122832293301135,0.1162193265039286,0.1097097822079866,0.1034273646290543,0.0974922762048383,0.0920043939656652,0.0870373814605809,0.0826379822608235,0.0788278710195472,0.075606796897446,0.0729563377493383,0.07084384071303228
0.2571118048740716,0.2397397145971323,0.2327116581408998,0.2276401287956646,0.2228405747262253,0.2179082930856027,0.2128141031561976,0.2076560681437034,0.2025667956684282,0.1976747674489416,0.1930885037792211,0.1888909965909029,0.185138955106573,0.1818644309741231,0.1790776754427971,0.1767706157143998,0.1749205622144648
0.3377165953295874,0.3238128308815998,0.3192071091203759,0.3162500106369693,0.3133422517387546,0.3101095235987119,0.3065391370198219,0.3027394258470221,0.2988508795090644,0.2950095051802093,0.2913319209676435,0.2879100653531571,0.2848103616488242,0.2820750914322532,0.279724944519122,0.2777621997051804,0.2761741832869677
0.4153930431193866,0.4049570760120577,0.4027622693376843,0.4019149491312087,0.4009026472326993,0.3993796459378628,0.3973478464974074,0.3949243150531952,0.3922562267577082,0.3894861876237712,0.3867381966615728,0.3841125893849681,0.3816850912860876,0.379507917382986,0.3776119969920206,0.3760098431029274,0.37469874771722894
0.4901127534134422,0.4831402351181446,0.4833470127067029,0.4846091759647283,0.4855021599376968,0.4857068170940604,0.4852375628105144,0.4842184943236491,0.4828021144695619,0.4811365368779055,0.4793522583376389,0.4775572974607908,0.4758361116273715,0.4742504045142197,0.4728410109607565,0.4716304414664819,0.47062580107003055
0.5618850640812088,0.5583674501297986,0.5609680566931443,0.5643430923388172,0.5671565554635176,0.5691136690307487,0.5702391417762357,0.5706622603318042,0.5705393513564442,0.5700227919916544,0.5692485360277064,0.5683314130750908,0.5673638882571872,0.5664165640740814,0.5655397142655134,0.564765492411618,0.5641105624175649
0.6307489121388078,0.63067285298145,0.635660318282806,0.641154333247501,0.6459077262256528,0.6496477533662858,0.6524070848880009,0.6543182400388553,0.6555397390622855,0.6562268406796726,0.6565197689943278,0.6565391434919289,0.6563845660819438,0.6561348085083151,0.6558489880240211,0.6555684318204545,0.6553190087419127
0.69676513606112,0.7001116675023799,0.7074787782503896,0.7150993823592806,0.721815045620915,0.7273726243351215,0.7318103423901516,0.7352619077653814,0.7378863000720918,0.7398401580056814,0.7412666581572157,0.7422910516930991,0.7430190690573055,0.7435367893042361,0.7439114545793459,0.744192985100013,0.7444160035240717
0.7600093307367275,0.7667528980791647,0.7764909728487978,0.7862458572332748,0.7949474363685854,0.8023596796734023,0.8085239172135188,0.8135729446770504,0.8176643877972128,0.820954664933999,0.8235884738365487,0.8256944167647772,0.8273832191359378,0.8287472825397518,0.8298611394235522,0.8307826165848561,0.8315545456712509
0.8205653396092502,0.8306726904701791,0.8427701987001709,0.8546655506952202,0.8653762385815196,0.8746808444248717,0.8826213538527142,0.8893275234473436,0.8949537598217315,0.8996545854466177,0.9035746946798942,0.906844655198963,0.9095789429630012,0.9118751861750788,0.9138142661354736,0.9154611306544108,0.9168661864654681
0.8785194387848547,0.891948420279028,0.9063894865775084,0.9204282839878482,0.9331689329552376,0.9444021527003856,0.9541681667109366,0.9625915719117616,0.9698216671485144,0.9760093537646902,0.9812977276383978,0.985817850892524,0.9896866115891356,0.9930056714084976,0.995861223278961,0.9983244597300206,1.0004526455398417
0.9339552397012008,0.9506535365658644,0.9674163718322067,0.983596599595372,0.9983837471412936,1.0115782556962525,1.0232162365199151,1.0334150446427253,1.0423169886517196,1.0500676010453514,1.0568067383468032,1.06266442294315,1.067758541760027,1.0721935157977407,1.0760597297699612,1.0794336641253413,1.0823786489849387
0.986949330532964,1.0068531819640985,1.0259084834015704,1.04422131624692,1.0610651685862742,1.076247880312288,1.0897992005281674,1.1018272297492464,1.1124654398475415,1.1218522525929118,1.1301226249104996,1.1374039661659556,1.1438136955102456,1.1494576565003676,1.1544292384643753,1.1588091846380564,1.162666031323776
1.0375676600788282,1.0606005945887167,1.0819099576144189,1.1023379533883189,1.121240372581859,1.138430249061772,1.1539288496197155,1.1678331070383436,1.1802658755451754,1.1913567589423228,1.2012341625306018,1.2100212960126178,1.2178336140740658,1.2247770039657635,1.2309466225283578,1.2364263965156232,1.2412891538477788
1.0858626584370252,1.1119342878489566,1.135448674146407,1.157964023973037,1.178916566420689,1.1981224648928492,1.2155925394483325,1.2314107688337914,1.245687702589546,1.2585424825747178,1.2700953468103522,1.2804637322434191,1.2897596272767289,1.2980875642449583,1.3055431998403024,1.3122125271093523,1.3181717085903806
1.1318710927153337,1.1608760082547418,1.186534315564851,1.21109719871699,1.2340792551779964,1.255297869651845,1.274751628456299,1.2925099214215796,1.308669426712134,1.3233372712179214,1.336623974431923,1.3486396684631847,1.3594913944959977,1.369280935409242,1.3781031706056202,1.386045022251312,1.3931850028751682
1.1756126331018393,1.2074294481441932,1.2351572285349144,1.2617143214328248,1.286691411018359,1.3099053613177587,1.3313409322022884,1.351051461977149,1.3691183349265943,1.385635226872287,1.400701479098898,1.414418455118689,1.4268868153136074,1.4382042273966744,1.448463529232452,1.4577514345147768,1.4661478099575205
1.217089103448207,1.2515796883268937,1.2812880622055929,1.3097712519006892,1.3366935241754871,1.3618696507927632,1.385269178542438,1.406928120508231,1.4269113092906474,1.445297673973872,1.4621740350114794,1.4776316182653393,1.4917633432766824,1.5046614507547127,1.5164155087711353,1.5271109051274767,1.5368278714749455
1.2562843889069206,1.2932933428887357,1.324878155393584,1.3552035075903952,1.3840045072861649,1.4110924312364128,1.436420439067604,1.4600061458893088,1.481896756118961,1.502155317183831,1.5208549261644864,1.538075421544853,1.5539007206433428,1.5684164037540715,1.5817076000324886,1.5938572951774668,1.6049451216026105
1.293164945653581,1.332519349202316,1.365860613382092,1.3979276430371033,1.4285233903707049,1.4574543964431064,1.4846564734465502,1.5101279739099502,1.5338975911402282,1.5560115332588684,1.576528131335407,1.595514728124789,1.6130450991535257,1.6291970325373897,1.644050130866158,1.6576839635188432,1.6701766432193186
1.327680857437527,1.369190343773625,1.4041520106190657,1.437843298817796,1.4701317343264444,1.500818032540802,1.5298199080675672,1.5571157967514346,1.5827151990978077,1.6066467158035362,1.6289530451817074,1.6496880860018868,1.6689144746336482,1.6867011979251365,1.703121346474702,1.7182501407708253,1.7321633151571496
1.3597673706725923,1.4032245490773954,1.4396546376808772,1.4748358314732826,1.5086966671849316,1.5410310802853455,1.5717381396018626,1.600775918398501,1.6281342469301,1.6538235475961665,1.6778702067810176,1.70031390586428,1.7212053037649226,1.7406037176574445,1.758574861197557,1.7751887728064362,1.790518028150445
1.3893468203174286,1.434528074461845,1.4722591861822667,1.5087794081488963,1.544074416549824,1.5779305307044622,1.6102278154493286,1.640903737219918,1.669928181308216,1.6972930212847082,1.723007847093428,1.7470975345038169,1.7696000985009632,1.7905644731464705,1.8100482656860764,1.8281156137071908,1.8448352467384301
1.416330859290101,1.4629975321646422,1.501847760738571,1.5395404423457488,1.5761142010556712,1.61134700261701,1.64509972464382,1.6772891738771554,1.707865212992639,1.7368009951417558,1.7640890263979103,1.7897389795336738,1.8137757391218472,1.836237307655292,1.857172603119391,1.876639269523532,1.8947016071926537
1.4406228924118254,1.4885228555563457,1.528297090997294,1.5669812286890223,1.6046623224489351,1.641109326127384,1.6761639046877006,1.7097223303876623,1.7417145533334049,1.7720950280277203,1.8008390842098123,1.827940986028884,1.853412184626705,1.8772793728773711,1.8995823500987183,1.92037180770457,1.939707146272823
1.4621206177173272,1.5109902070101373,1.5514818155226495,1.5909636317104472,1.6295662950294774,1.6670491490221293,1.7032347598799282,1.7379991530486734,1.7712526513702886,1.802931216525961,1.8329930980914,1.861417134102752,1.8882012214613493,1.913360536516368,1.936925486277392,1.9589394877894095,1.9794566882209597
1.4807185776584886,1.5302848617966258,1.571277707710672,1.6113526813717451,1.650678846098948,1.689005378855654,1.7261359812223307,1.7619268647561952,1.7962691707180574,1.8290807453842544,1.860303032883206,1.889899607969216,1.9178548689982544,1.944172436232413,1.9688732043696568,1.9919931308542915,2.013580873150164
