Values,Values_10_11_54,Values_10_22_28,Values_10_33_04,Values_10_43_04,Values_10_53_01,Values_11_02_57,Values_11_12_55,Values_11_23_45,Values_11_34_08,Values_11_44_25,Values_11_54_46,Values_12_05_04,Values_12_15_19,Values_12_25_35,Values_12_35_19,Values_12_44_41,Values_12_54_18,Values_13_04_40,Values_13_16_18,Values_13_28_18,Values_13_39_30,Values_13_51_27,Values_14_03_34,Values_14_15_20,Values_14_26_59,Values_14_39_07,Values_14_51_16,Values_15_01_45,Values_15_11_00,Values,Values_15_20_47,Values_15_30_14,Values_15_39_39,Values_15_49_04,Values_15_58_28,Values_16_07_50,Values_16_17_15,Values_16_26_35,Values_16_35_58,Values_16_45_19,Values_16_54_40,Values_17_04_01,Values_17_13_27,Values_17_22_47,Values_17_32_08,Values_17_41_27,Values_17_50_47,Values_18_00_09,Values_18_09_29,Values_18_18_49,Values_18_28_09,Values_18_37_28,Values_18_46_46,Values_18_56_07,Values_19_05_28,Values_19_14_48,Values_19_24_08,Values_19_33_26,Values_19_42_44,Values_19_52_04,Values_20_01_24,Values_20_10_43,Values_20_20_03,Values_20_29_22,Values_20_38_41,Values_20_47_58,Values_20_57_16,Values_21_06_34,Values_21_15_53,Values_21_25_12,Values_21_34_30,Values_21_43_47,Values_21_53_06,Values_22_02_27,Values_22_11_48,Values_22_21_12,Values_22_30_30,Values_22_39_46,Values_22_49_02,Values_22_58_19,Values_23_07_36,Values_23_16_54,Values_23_26_09,Values_23_35_27,Values_23_44_45,Values_23_54_03,Values_00_03_18,Values_00_12_35,Values_00_21_52,Values_00_31_07,Values_00_40_24,Values_00_49_40,Values_00_58_57,Values_01_08_15,Values_01_17_32,Values_01_26_47,Values_01_36_02,Values_01_45_18,Values_01_54_34,Values_02_03_53,Values_02_13_09
0.969474349,0.767136985,0.768369959,0.792579572,0.817474108,0.855586958,0.930121466,1.076010411,1.25661422,1.385471733,1.494669827,1.494757922,1.476853768,1.471087972,1.490657298,1.551627779,1.64520973,1.728451512,1.790600957,1.837483814,1.876352619,1.91176038,1.94643106,1.982204344,2.02048035,2.062264043,2.107737439,2.155358943,2.201379184,2.241286216,2.248920013,2.272361051,2.294565328,2.309501952,2.319136893,2.325132273,2.328690435,2.33062237,2.331464096,2.331573635,2.331196321,2.330504923,2.329623651,2.328642838,2.327628367,2.326628091,2.325676417,2.324797652,2.324008514,2.323319989,2.32273874,2.32226815,2.321909114,2.321660623,2.321520219,2.321484331,2.321548535,2.321707757,2.321956428,2.32228861,2.322698094,2.323178481,2.323723243,2.324325782,2.324979471,2.325677694,2.326413877,2.327181519,2.327974217,2.328785689,2.329609794,2.330440556,2.331272182,2.332099077,2.332915871,2.33371743,2.334498877,2.33525561,2.335983318,2.336678,2.337335978,2.337953914,2.338528821,2.339058078,2.339539433,2.339971013,2.340351326,2.340679263,2.34095409,2.341175447,2.341343333,2.341458095,2.341520413,2.341531276,2.341491969,2.341404042,2.341269292,2.341089737,2.340867589,2.34060523,2.340305189,2.339970119
0.969690285,0.760217635,0.744320957,0.759562154,0.778902487,0.813391495,0.885982822,1.032010774,1.214733483,1.345384605,1.452399824,1.448221745,1.427244958,1.42021545,1.439821182,1.50104753,1.594803964,1.677926551,1.739844347,1.786532194,1.825249713,1.860517713,1.895018943,1.930552502,1.968482555,2.009787421,2.054643925,2.101546834,2.146831017,2.186080812,2.193587371,2.216634433,2.238459192,2.253134299,2.262595811,2.268480736,2.271973344,2.273872351,2.27470546,2.27482489,2.274471736,2.273815543,2.272977997,2.272047419,2.27108809,2.27014659,2.269256328,2.268440848,2.267716293,2.267093242,2.266578082,2.266174028,2.265881894,2.265700665,2.265627929,2.265660201,2.265793179,2.26602193,2.266341046,2.266744756,2.267227026,2.267781632,2.268402221,2.269082366,2.269815607,2.270595486,2.271415583,2.27226954,2.273151088,2.274054071,2.274972463,2.275900394,2.276832163,2.277762261,2.278685389,2.279596473,2.280490687,2.281363464,2.282210518,2.283027859,2.28381181,2.284559017,2.285266467,2.285931496,2.286551798,2.287125433,2.287650828,2.288126777,2.28855244,2.288927334,2.289251327,2.289524619,2.289747734,2.289921496,2.290047012,2.290125647,2.290159007,2.290148908,2.290097361,2.290006539,2.289878761,2.289716466
0.969917885,0.75373797,0.721034205,0.72732055,0.741024188,0.77175718,0.842218071,0.988147042,1.172798439,1.305092172,1.409703954,1.401352113,1.377428937,1.369234563,1.388885396,1.450244119,1.544020063,1.626908795,1.688510924,1.734931735,1.773427222,1.808481166,1.842731697,1.877934028,1.915413153,1.956118123,2.000220079,2.046254636,2.090652217,2.129107821,2.136459964,2.159026626,2.18038346,2.194730422,2.203968759,2.209706092,2.213105478,2.214951183,2.215761071,2.215880415,2.215545179,2.214920939,2.21412623,2.213246831,2.212344968,2.211465575,2.210640754,2.209893035,2.20923779,2.208685036,2.208240767,2.20790795,2.207687265,2.207577654,2.207576737,2.207681122,2.207886637,2.208188519,2.208581549,2.209060164,2.209618546,2.210250695,2.210950481,2.211711699,2.212528107,2.213393461,2.214301544,2.215246195,2.21622133,2.217220969,2.218239251,2.219270456,2.220309024,2.221349573,2.222386916,2.223416079,2.224432317,2.225431135,2.226408299,2.227359857,2.22828215,2.22917183,2.230025869,2.230841571,2.231616582,2.232348892,2.233036844,2.233679129,2.234274784,2.23482319,2.235324056,2.235777414,2.236183598,2.236543231,2.236857206,2.237126662,2.237352967,2.237537692,2.237682593,2.237789585,2.237860722,2.237898179
0.970157183,0.747728838,0.698639982,0.696060436,0.704098976,0.730980667,0.799141673,0.944725823,1.13108839,1.26484942,1.366842265,1.354473992,1.327792675,1.318573536,1.338294111,1.399653126,1.493270831,1.57579312,1.636981303,1.683048326,1.721234196,1.755980635,1.789877872,1.824633993,1.861531505,1.901487464,1.944667008,1.98965203,2.032981765,2.070478494,2.077643504,2.099625503,2.120407138,2.134344381,2.143298001,2.148841258,2.152112318,2.153878409,2.154645697,2.154751123,2.154424406,2.153826245,2.153071253,2.15224202,2.151398175,2.150582555,2.149825588,2.149148489,2.148565628,2.148086276,2.1477159,2.147457118,2.147310411,2.14727464,2.14734744,2.147525509,2.147804827,2.148180825,2.148648511,2.149202576,2.14983747,2.150547468,2.151326727,2.152169325,2.1530693,2.154020684,2.155017531,2.156053938,2.157124073,2.158222192,2.159342661,2.160479971,2.161628761,2.162783829,2.163940154,2.165092911,2.166237487,2.167369497,2.168484802,2.169579523,2.170650051,2.17169307,2.17270556,2.17368481,2.174628429,2.175534346,2.176400819,2.177226431,2.178010087,2.178751014,2.179448744,2.18010311,2.180714228,2.181282483,2.18180851,2.182293176,2.182737562,2.18314294,2.183510755,2.183842606,2.184140222,2.184405448
0.970408194,0.742219438,0.677265559,0.665986846,0.668389878,0.691366336,0.757080459,0.902070013,1.089900559,1.224930464,1.324099609,1.307943564,1.278759019,1.26869983,1.288534372,1.34975756,1.44301959,1.525027104,1.585690351,1.631302966,1.66907506,1.703401235,1.736820846,1.7709918,1.807150855,1.846180342,1.88823934,1.931962411,1.974012731,2.010358595,2.017298302,2.038573804,2.05865433,2.072085453,2.080681046,2.085974382,2.089074535,2.090728702,2.091429191,2.09150296,2.09117217,2.090591555,2.089870897,2.089088833,2.08830176,2.087549887,2.086861538,2.08625627,2.085747173,2.085342561,2.085047214,2.084863286,2.084790978,2.084829025,2.084975054,2.085225853,2.085577568,2.086025855,2.086565993,2.087192973,2.087901574,2.088686413,2.089541997,2.090462759,2.091443093,2.092477383,2.093560027,2.094685459,2.095848173,2.09704274,2.098263824,2.099506202,2.100764781,2.10203461,2.1033109,2.104589039,2.105864604,2.107133379,2.108391372,2.109634821,2.110860218,2.11206431,2.113244121,2.114396953,2.115520396,2.116612336,2.117670951,2.11869472,2.119682411,2.120633083,2.121546075,2.122420995,2.123257707,2.124056321,2.124817173,2.125540808,2.126227965,2.12687956,2.127496666,2.128080496,2.128632389,2.129153792
0.970670922,0.737237033,0.65703354,0.637301227,0.634159304,0.653221868,0.716369127,0.86051489,1.04954719,1.185626586,1.281784293,1.26214559,1.23078246,1.220114776,1.240130512,1.301083198,1.393776943,1.475108969,1.535126076,1.580171526,1.617410267,1.651184882,1.683981382,1.717404831,1.752643165,1.790541406,1.831252862,1.873472122,1.914003154,1.948980851,1.955652046,1.976082998,1.995319324,2.008134253,2.016287666,2.021266619,2.024146426,2.025650905,2.026256049,2.026276949,2.025926699,2.025352815,2.024659205,2.023919677,2.023186663,2.022497145,2.021876849,2.02134328,2.020907934,2.020577924,2.020357157,2.02024719,2.020247852,2.020357691,2.020574298,2.020894546,2.021314761,2.021830855,2.02243842,2.023132807,2.023909181,2.024762575,2.02568792,2.026680086,2.027733906,2.028844199,2.030005796,2.031213557,2.03246239,2.033747266,2.035063238,2.036405454,2.037769173,2.03914978,2.040542797,2.041943902,2.043348937,2.044753926,2.046155089,2.047548847,2.048931842,2.050300944,2.051653262,2.05298615,2.054297213,2.055584316,2.056845579,2.058079385,2.059284367,2.060459412,2.061603651,2.062716445,2.063797382,2.064846258,2.065863064,2.066847976,2.067801337,2.068723642,2.069615526,2.070477748,2.07131118,2.072116793
0.97094535,0.73280668,0.638060231,0.610198415,0.601664941,0.616853421,0.677345194,0.820403537,1.010351969,1.147243633,1.240225932,1.217489558,1.184343308,1.173346315,1.19363642,1.254191566,1.346095158,1.426583121,1.485826132,1.530182193,1.566754715,1.599829775,1.631838276,1.664330351,1.698442427,1.734979919,1.774091113,1.814538907,1.853286385,1.886657117,1.893012342,1.912447078,1.930681787,1.942759132,1.950377304,1.95497042,1.957574979,1.958887763,1.959365748,1.959310073,1.958923079,1.958343673,1.957668718,1.956966218,1.956283827,1.955654629,1.955101205,1.954638563,1.954276255,1.95401992,1.953872381,1.953834444,1.953905456,1.954083708,1.954366717,1.954751428,1.955234359,1.955811705,1.956479416,1.957233255,1.958068847,1.958981707,1.959967276,1.961020946,1.962138077,1.963314022,1.964544138,1.965823808,1.967148452,1.968513545,1.969914625,1.97134731,1.972807311,1.97429044,1.975792629,1.977309935,1.978838556,1.98037484,1.981915299,1.983456615,1.984995654,1.98652947,1.98805532,1.98957066,1.99107316,1.992560698,1.994031369,1.995483478,1.996915538,1.998326267,1.999714582,2.001079586,2.002420563,2.003736965,2.005028402,2.00629463,2.007535539,2.008751144,2.009941573,2.011107059,2.012247926,2.01336459
0.97123145,0.728950985,0.620454079,0.584863615,0.571155523,0.582560514,0.640343462,0.782081642,0.972645787,1.110098729,1.199772392,1.174404541,1.139940265,1.12893989,1.14962569,1.209670513,1.30055997,1.38003303,1.438371617,1.481910192,1.517673507,1.5498873,1.580926537,1.612285104,1.645045806,1.679972633,1.717210155,1.755598712,1.792279965,1.823789199,1.82977794,1.848055128,1.865120835,1.876331505,1.883315482,1.887446859,1.889717983,1.890794725,1.891112162,1.890955239,1.890513723,1.889916405,1.889251841,1.888581169,1.887946385,1.887375947,1.886888697,1.886496663,1.886207071,1.886023779,1.885948298,1.885980505,1.886119141,1.886362156,1.886706942,1.887150497,1.887689531,1.888320547,1.889039894,1.889843802,1.890728415,1.891689812,1.892724024,1.893827053,1.894994884,1.896223497,1.897508883,1.89884705,1.900234039,1.901665933,1.903138866,1.904649035,1.90619271,1.907766243,1.909366076,1.910988754,1.912630931,1.91428938,1.915961001,1.917642827,1.919332034,1.921025944,1.922722032,1.92441793,1.926111428,1.927800474,1.929483178,1.931157804,1.932822771,1.934476643,1.936118129,1.93774607,1.939359432,1.9409573,1.942538868,1.944103431,1.945650376,1.947179179,1.948689395,1.950180655,1.951652663,1.953105192
0.971529174,0.725689884,0.604314195,0.561469455,0.542866575,0.550630747,0.605690148,0.745891767,0.936761863,1.074516292,1.160785743,1.133332744,1.098081469,1.087447633,1.10867982,1.168122467,1.257779805,1.336071333,1.393377961,1.435969541,1.470774713,1.501955968,1.531832637,1.561842033,1.593012001,1.626063945,1.661140687,1.697169879,1.731491895,1.760877087,1.766447371,1.783401271,1.799126431,1.809338464,1.815587425,1.819180102,1.821059226,1.821855768,1.821979928,1.821698118,1.821185636,1.820559574,1.819898853,1.819256636,1.818668336,1.818157016,1.81773715,1.817417277,1.817201885,1.817092729,1.81708975,1.817191706,1.81739659,1.817701912,1.818104877,1.8186025,1.819191681,1.819869244,1.820631967,1.821476597,1.822399857,1.823398461,1.82446911,1.825608505,1.826813348,1.828080349,1.829406232,1.830787741,1.832221648,1.833704756,1.835233911,1.836806003,1.838417979,1.840066845,1.841749673,1.843463608,1.845205876,1.846973784,1.84876473,1.850576202,1.852405788,1.854251173,1.856110142,1.857980583,1.859860483,1.86174793,1.863641107,1.865538288,1.867437837,1.869338198,1.871237889,1.873135497,1.875029673,1.876919121,1.878802597,1.880678902,1.882546878,1.88440541,1.886253421,1.888089874,1.889913775,1.891724174
0.971838456,0.723040451,0.589729015,0.540173192,0.517016262,0.521334507,0.573696819,0.71216721,0.903030299,1.040823329,1.123637213,1.094721801,1.05927419,1.049416124,1.071374758,1.130150648,1.218372569,1.295327229,1.351482898,1.39300173,1.426698964,1.456672098,1.485186479,1.513623683,1.542956232,1.573862628,1.606486663,1.639853724,1.671523148,1.698523228,1.703623571,1.719090465,1.733306428,1.742390834,1.747806929,1.75078695,1.75221858,1.752693933,1.752595347,1.752168363,1.751571893,1.750909731,1.750249824,1.749636228,1.749096831,1.748648522,1.748300762,1.748058078,1.747921791,1.747891212,1.747964449,1.748138928,1.74841174,1.748779838,1.749240165,1.74978971,1.750425538,1.751144798,1.751944719,1.752822599,1.753775797,1.754801718,1.75589781,1.757061551,1.758290451,1.759582043,1.760933886,1.762343565,1.763808689,1.765326897,1.76689586,1.768513281,1.770176902,1.771884503,1.773633909,1.775422987,1.777249654,1.779111873,1.781007657,1.782935067,1.784892213,1.786877252,1.788888384,1.790923849,1.792981926,1.795060921,1.79715917,1.799275023,1.801406846,1.803553006,1.805711872,1.807881803,1.810061146,1.812248228,1.81444136,1.816638831,1.81883891,1.82103985,1.823239894,1.825437279,1.827630249,1.82981706
0.972159214,0.72101675,0.576775124,0.521114154,0.493801452,0.494919805,0.544654299,0.681225601,0.871772158,1.009344097,1.088701141,1.059015958,1.024013449,1.015373101,1.038266264,1.096343668,1.182950364,1.258431423,1.313331705,1.353661456,1.386105899,1.414697221,1.441649913,1.468291994,1.495541453,1.52403458,1.55391966,1.584330555,1.613065251,1.637431491,1.64201312,1.655838579,1.66838752,1.676224781,1.68071847,1.6830193,1.683954725,1.684074213,1.683729394,1.683142677,1.682454738,1.681754522,1.681097691,1.680518099,1.680035185,1.679658897,1.679393049,1.67923763,1.679190371,1.679247795,1.679405893,1.679660548,1.680007775,1.680443847,1.68096535,1.681569184,1.682252546,1.683012897,1.683847922,1.684755493,1.685733637,1.686780505,1.687894346,1.689073488,1.690316323,1.691621293,1.692986881,1.694411609,1.695894027,1.697432715,1.699026278,1.700673346,1.702372572,1.704122631,1.70592222,1.707770052,1.709664858,1.71160538,1.713590371,1.715618587,1.71768878,1.719799697,1.721950066,1.724138591,1.726363943,1.72862475,1.730919586,1.733246964,1.735605322,1.73799302,1.740408328,1.742849421,1.745314376,1.747801167,1.750307668,1.752831656,1.755370814,1.757922745,1.760484978,1.763054983,1.765630189,1.768208
0.972491349,0.719629705,0.565516272,0.504411473,0.473394105,0.4716074,0.518826739,0.653362436,0.843293218,0.980394176,1.056348031,1.026646355,0.992769918,0.985813606,1.00987463,1.067259097,1.152102668,1.225999114,1.279560138,1.318599752,1.349657767,1.376702349,1.401901876,1.426534438,1.451465584,1.477291223,1.504168464,1.531350389,1.556891998,1.578399642,1.582418853,1.594465416,1.605208596,1.611695334,1.615190763,1.616757662,1.617158544,1.616896796,1.61629074,1.615537592,1.614758089,1.614024896,1.61338018,1.612846569,1.612434193,1.612145336,1.611977567,1.611925837,1.611983876,1.612145078,1.612403047,1.612751894,1.613186382,1.613701965,1.614294765,1.614961518,1.6156995,1.616506449,1.617380494,1.618320085,1.619323935,1.620390968,1.621520277,1.622711088,1.623962736,1.625274639,1.62664628,1.628077197,1.62956697,1.631115211,1.632721557,1.634385669,1.636107217,1.637885881,1.639721344,1.641613282,1.64356136,1.645565221,1.647624479,1.649738707,1.651907424,1.654130088,1.656406075,1.65873467,1.661115051,1.663546273,1.666027257,1.668556769,1.671133416,1.673755626,1.676421646,1.679129528,1.681877133,1.684662123,1.687481968,1.690333954,1.69321519,1.696122623,1.69905306,1.702003184,1.704969578,1.707948753
0.972834742,0.718887025,0.556002593,0.490162184,0.455938113,0.451586375,0.496446044,0.628844731,0.81787756,0.954274126,1.026936857,0.998020712,0.965977558,0.961186126,0.986669423,1.043406715,1.126378655,1.198611678,1.250775697,1.288445112,1.318000669,1.343349574,1.366620482,1.389046705,1.411444837,1.434373463,1.458003604,1.481717916,1.50384464,1.522304546,1.525725037,1.535879722,1.544705416,1.549760646,1.552200553,1.552994446,1.552835876,1.552179248,1.551307376,1.55039052,1.549528014,1.548775007,1.548159118,1.547690856,1.547370284,1.547191386,1.547144943,1.547220419,1.54740716,1.547695115,1.548075234,1.548539637,1.549081656,1.549695775,1.550377536,1.551123415,1.551930696,1.552797344,1.553721897,1.554703362,1.555741133,1.556834913,1.557984656,1.559190514,1.560452801,1.561771953,1.563148508,1.56458308,1.566076342,1.567629013,1.569241842,1.570915602,1.572651072,1.574449032,1.576310249,1.578235466,1.580225391,1.582280679,1.584401919,1.586589618,1.588844182,1.591165897,1.593554907,1.596011198,1.598534572,1.601124628,1.603780741,1.606502042,1.609287405,1.612135424,1.61504441,1.618012376,1.621037036,1.624115805,1.627245804,1.630423869,1.633646569,1.636910225,1.64021093,1.643544585,1.646906922,1.650293545
0.973189254,0.718793158,0.548270067,0.478439738,0.441546664,0.4350103,0.477706838,0.607905029,0.795781211,0.931262887,1.000806837,0.973512788,0.94402148,0.941879326,0.969054924,1.025232208,1.106269488,1.176797883,1.227538041,1.263783402,1.291744228,1.315271662,1.336462667,1.356512443,1.376193539,1.396031499,1.416216975,1.43627172,1.454810438,1.470079847,1.472874835,1.481055866,1.487886252,1.491456601,1.492806229,1.492806595,1.492079217,1.491027317,1.489896521,1.488828787,1.487900908,1.487149549,1.486586947,1.486210776,1.486010422,1.485971041,1.48607618,1.48630943,1.486655423,1.487100382,1.487632354,1.488241265,1.488918832,1.489658421,1.490454864,1.491304269,1.492203839,1.493151692,1.494146718,1.495188439,1.496276894,1.497412548,1.498596203,1.49982894,1.501112057,1.502447029,1.50383547,1.505279103,1.506779736,1.508339238,1.509959525,1.511642541,1.513390241,1.515204575,1.517087475,1.519040834,1.521066489,1.523166203,1.525341639,1.527594341,1.529925706,1.532336961,1.53482913,1.537403013,1.54005915,1.542797799,1.545618904,1.548522075,1.551506558,1.554571224,1.557714546,1.560934595,1.564229029,1.567595097,1.571029647,1.574529135,1.578089647,1.581706925,1.585376395,1.589093203,1.592852256,1.596648261
0.973554731,0.719349281,0.542340212,0.469292968,0.430300237,0.42199411,0.462762149,0.590735958,0.777226058,0.91161115,0.978268968,0.953452023,0.927226548,0.928209963,0.957356967,1.013102117,1.092191444,1.161015549,1.210339498,1.245137517,1.271440604,1.293050578,1.312042266,1.329580865,1.346401163,1.363001105,1.379597116,1.395858232,1.410695019,1.422686545,1.424840491,1.431002626,1.435798974,1.437862322,1.43811186,1.437318285,1.43602916,1.434595177,1.433223753,1.432027691,1.43106052,1.430339777,1.429861759,1.429610814,1.429565217,1.429700921,1.429993901,1.430421578,1.430963608,1.431602246,1.432322433,1.433111704,1.433959996,1.434859404,1.435803914,1.436789149,1.437812121,1.438871012,1.439964982,1.441093997,1.442258686,1.443460223,1.444700222,1.445980659,1.447303796,1.448672132,1.45008835,1.451555284,1.453075884,1.454653187,1.456290298,1.45799036,1.45975654,1.461592004,1.463499896,1.465483317,1.467545298,1.469688777,1.471916568,1.474231335,1.476635553,1.47913148,1.481721122,1.484406189,1.487188068,1.490067783,1.493045957,1.496122786,1.499298006,1.502570869,1.505940124,1.509404004,1.512960214,1.51660594,1.520337848,1.524152104,1.528044394,1.532009957,1.536043617,1.540139828,1.544292723,1.54849616
0.973930998,0.720553331,0.538220022,0.462745529,0.422245265,0.412611813,0.451719978,0.577485578,0.762394267,0.895534949,0.959597641,0.938113807,0.915847254,0.920412554,0.951811787,1.007290781,1.084470732,1.151634602,1.199586699,1.232947838,1.257563942,1.277195983,1.29390756,1.30884325,1.322707604,1.335977419,1.348901161,1.361301478,1.372389639,1.38107769,1.38258746,1.386725412,1.389491013,1.390058129,1.389223391,1.387655528,1.385827556,1.384037282,1.382453632,1.381159991,1.380186353,1.379530875,1.379173667,1.379085513,1.379233361,1.379583745,1.38010487,1.380767793,1.381547007,1.382420625,1.383370309,1.384381042,1.385440826,1.386540339,1.387672586,1.388832573,1.390017005,1.391224017,1.392452933,1.393704073,1.394978569,1.396278228,1.397605406,1.398962912,1.40035392,1.401781903,1.403250577,1.404763853,1.406325797,1.407940598,1.409612534,1.411345949,1.413145222,1.415014745,1.416958893,1.418981999,1.42108832,1.42328201,1.42556708,1.427947367,1.430426489,1.433007803,1.435694368,1.438488893,1.441393696,1.444410659,1.447541185,1.450786158,1.454145908,1.45762018,1.461208107,1.464908194,1.468718311,1.472635684,1.47665691,1.480777969,1.484994252,1.489300591,1.493691305,1.498160242,1.502700842,1.507306186
0.97431786,0.722400072,0.535902151,0.458795838,0.417393525,0.406895095,0.444640869,0.568253679,0.751423445,0.883209729,0.945022699,0.92771084,0.910059306,0.918631271,0.952557438,1.007969946,1.083330819,1.148922448,1.195584314,1.227554555,1.250491356,1.268124887,1.2825195,1.294809578,1.305677976,1.31558755,1.324824872,1.333370147,1.340735044,1.346159053,1.347034411,1.349184003,1.34996453,1.349078501,1.347199699,1.344895589,1.342565499,1.340455074,1.338695272,1.337340415,1.336397208,1.335844579,1.335646545,1.335760373,1.336141685,1.33674757,1.337538408,1.338478812,1.339538018,1.340689884,1.34191267,1.343188681,1.344503851,1.345847305,1.347210931,1.348588988,1.349977743,1.351375156,1.3527806,1.354194629,1.355618771,1.357055361,1.358507402,1.359978442,1.361472482,1.362993892,1.364547349,1.366137775,1.367770293,1.36945019,1.371182875,1.372973849,1.374828674,1.376752943,1.378752244,1.380832131,1.382998088,1.385255488,1.387609557,1.390065324,1.39262758,1.395300825,1.398089217,1.400996518,1.404026044,1.407180607,1.41046247,1.413873292,1.417414091,1.421085204,1.424886254,1.428816129,1.432872971,1.437054169,1.441356364,1.44577547,1.450306699,1.454944594,1.45968308,1.464515515,1.469434749,1.474433192
0.974715104,0.724881198,0.535365322,0.457417492,0.415722255,0.404832874,0.441536588,0.563089189,0.744402747,0.874765168,0.934722303,0.922385964,0.909953371,0.922914476,0.9596282,1.015201572,1.088882933,1.153032465,1.198521835,1.22918286,1.250486548,1.2661436,1.278231849,1.287886616,1.295778344,1.302363589,1.307972487,1.312743928,1.316484133,1.318748261,1.319011629,1.319248544,1.318129772,1.315863254,1.313001989,1.310014893,1.307229987,1.30484258,1.302947011,1.301569542,1.300694343,1.300281686,1.300279934,1.300633167,1.301285914,1.302185983,1.303286017,1.304544233,1.305924601,1.307396685,1.308935275,1.310519909,1.312134343,1.31376603,1.315405616,1.317046478,1.318684311,1.320316765,1.321943125,1.323564046,1.325181323,1.326797693,1.32841668,1.33004246,1.331679744,1.333333695,1.335009844,1.336714029,1.338452341,1.340231078,1.342056701,1.343935796,1.345875042,1.347881171,1.349960934,1.352121061,1.354368223,1.356708987,1.359149769,1.361696782,1.364355988,1.367133032,1.370033192,1.373061309,1.376221731,1.37951825,1.382954042,1.386531609,1.390252732,1.394118423,1.398128889,1.402283501,1.406580782,1.411018394,1.415593145,1.420301003,1.425137128,1.430095903,1.435170989,1.440355379,1.445641465,1.451021108
0.975122499,0.727985456,0.536574958,0.458560169,0.417175007,0.406371831,0.442369948,0.561988828,0.741370128,0.870280984,0.928816959,0.92220686,0.915531269,0.933212144,0.972952246,1.028934216,1.101120278,1.163996272,1.208464146,1.237931876,1.257687017,1.271433066,1.281274404,1.288358783,1.293353875,1.296717653,1.298828281,1.299981267,1.300265882,1.299535177,1.299220684,1.297656915,1.294760009,1.291210567,1.287445332,1.283839416,1.280653413,1.278035205,1.276044664,1.274681614,1.273908937,1.273669234,1.273895979,1.274520663,1.275477186,1.27670441,1.278147488,1.27975839,1.281495912,1.283325356,1.285218029,1.287150648,1.289104717,1.291065917,1.293023533,1.294969934,1.296900107,1.298811249,1.300702414,1.302574214,1.304428561,1.306268453,1.308097795,1.309921246,1.311744097,1.313572168,1.315411719,1.31726938,1.31915209,1.321067044,1.323021646,1.325023466,1.327080199,1.329199627,1.331389576,1.333657877,1.336012316,1.338460589,1.341010249,1.343668649,1.346442882,1.349339715,1.352365525,1.355526231,1.358827217,1.362273272,1.365868512,1.369616326,1.373519307,1.377579207,1.38179689,1.386172298,1.390704427,1.395391319,1.400230061,1.405216798,1.410346763,1.415614313,1.42101298,1.426535534,1.432174048,1.437919977
0.975539794,0.731698817,0.539484014,0.462150956,0.421663196,0.411417876,0.447055815,0.564897056,0.742310866,0.869783958,0.927365006,0.927162882,0.926704819,0.949376332,0.992352701,1.049003174,1.119916272,1.181720233,1.225346461,1.253768007,1.272095646,1.284038469,1.291740379,1.296372982,1.298610805,1.298920625,1.297731726,1.295490776,1.292553086,1.289046399,1.288198293,1.284976602,1.280451415,1.275735438,1.271156112,1.267001445,1.263469885,1.260665797,1.258617476,1.257300489,1.25665813,1.256616668,1.257095758,1.25801515,1.259298771,1.260877042,1.262687997,1.264677627,1.266799727,1.269015436,1.271292616,1.273605158,1.275932262,1.278257763,1.280569483,1.282858665,1.285119454,1.287348453,1.289544336,1.29170752,1.29383988,1.295944518,1.298025563,1.300088005,1.302137561,1.304180556,1.306223833,1.308274669,1.31034071,1.312429911,1.314550484,1.316710854,1.31891961,1.321185463,1.323517204,1.325923653,1.328413613,1.330995816,1.333678864,1.336471172,1.339380897,1.342415869,1.345583517,1.348890797,1.352344108,1.355949217,1.359711187,1.363634298,1.367721985,1.371976779,1.376400252,1.380992981,1.385754516,1.390683366,1.395776999,1.401031848,1.406443341,1.412005938,1.41771318,1.423557753,1.429531562,1.435625805
0.975966719,0.736004648,0.544033981,0.468096084,0.429068294,0.419838527,0.455463249,0.571707336,0.747157451,0.87324634,0.930359837,0.937164223,0.943297447,0.971164688,1.017552059,1.075134412,1.145026947,1.205986411,1.248973951,1.27652312,1.293577219,1.303863809,1.309578748,1.311928431,1.311603434,1.309086012,1.304857994,1.299508311,1.293636246,1.287616481,1.286287048,1.281573925,1.275590951,1.269836716,1.264538621,1.259906016,1.256081726,1.253131373,1.251055183,1.24980713,1.249312991,1.24948435,1.250228362,1.251454082,1.253076296,1.255017626,1.257209472,1.259592205,1.262114865,1.264734591,1.267415892,1.270129859,1.272853375,1.275568372,1.27826113,1.280921656,1.283543132,1.286121429,1.288654697,1.291143,1.293588021,1.295992803,1.298361536,1.300699379,1.303012308,1.305306994,1.3075907,1.309871193,1.312156666,1.314455683,1.316777113,1.319130086,1.321523941,1.323968181,1.326472421,1.329046343,1.33169964,1.33444196,1.337282844,1.340231663,1.343297541,1.346489282,1.349815294,1.353283499,1.356901257,1.360675272,1.36461152,1.368715161,1.372990467,1.377440761,1.38206835,1.386874486,1.391859331,1.397021931,1.402360218,1.407871009,1.413550037,1.419391982,1.425390526,1.431538409,1.437827508,1.44424892
