Values,Values_13_11_15,Values_13_20_18,Values_13_29_02,Values_13_37_34,Values_13_46_07,Values_13_54_37,Values_13_57_30
0.0275075707302219,0.0275075707302219,0.0275075707302219,0.0275075707302219,0.0275075707302219,0.0275075707302219,0.0275075707302219,0.02750757073022197
-0.0146193825647891,-0.0165920404829576,-0.019525136435313,-0.0215376864548969,-0.0229315234109905,-0.0239504391824303,-0.0247194930571081,-0.02493751314893731
-0.0404853947318228,-0.044232448097505,-0.0499585100373062,-0.0538997260543751,-0.0566326274869441,-0.0586326711528503,-0.0601436801933289,-0.06057226189400888
-0.0635908802650861,-0.06891377876548,-0.0772923362077331,-0.0830780366551452,-0.0870950191139223,-0.0900382545568628,-0.0922640119438457,-0.09289566658278468
-0.0834359795221289,-0.0901366799266911,-0.101029413461254,-0.1085770834180843,-0.1138244133036061,-0.1176738748171999,-0.1205879372067972,-0.1214153970519048
-0.0998274810784223,-0.1077077505613897,-0.1209788621125868,-0.1302080531325183,-0.136633571714353,-0.1413535317284065,-0.1449304398338839,-0.14594672352908455
-0.1125156713060092,-0.1213757627474208,-0.1368914659354765,-0.1477235516150617,-0.1552765329575107,-0.1608324204123654,-0.1650476529500531,-0.16624605503192802
-0.1212005674339845,-0.1308377155647129,-0.1484656241596205,-0.1608234934112816,-0.1694544605184695,-0.1758127509951202,-0.180642659194165,-0.18201673442285227
-0.1255758376496107,-0.1357825126521085,-0.1553908713337595,-0.169198521244399,-0.178858993385108,-0.1859870512881488,-0.1914087593053549,-0.19295229769944575
-0.1253438483667729,-0.1359056977649996,-0.1573623446013546,-0.172544290165164,-0.1831864006845165,-0.1910522276522418,-0.1970434636751984,-0.19875044618767176
-0.1202443447695689,-0.1309378024893942,-0.1541088212365262,-0.1705892894473945,-0.1821652496774914,-0.1907371205593568,-0.1972759641465865,-0.1991404948379855
-0.1100765208104947,-0.1206660828651058,-0.1454140988085661,-0.16311596823435,-0.1755773475487497,-0.1848233104564239,-0.1918878375434434,-0.19390404686701881
-0.0947203561023056,-0.1049555590932564,-0.1311376647567054,-0.1499811338629532,-0.1632779414546304,-0.1731651696567707,-0.1807329850289979,-0.1828949011907241
-0.0741537445039753,-0.0837659194911271,-0.1112312418988611,-0.1311322257843239,-0.1452117910235611,-0.1557057824345896,-0.1637534352573197,-0.16605482221346246
-0.0484653056184932,-0.057164218911524,-0.0857511722598893,-0.1066194493332476,-0.1214251129993276,-0.132488744208481,-0.1409910305032659,-0.14342519348057553
-0.017861956039845,-0.0253324873681785,-0.0548657882776654,-0.0766029414448628,-0.0920725865681344,-0.1036650403687114,-0.1125942052753883,-0.11515376720989579
0.017329092227587,0.0114300469776956,-0.018857510055411,-0.041354731487963,-0.0574192002675464,-0.0694947987366934,-0.0788196612301185,-0.08149631629008001
0.0566640397562183,0.0527102222773945,0.0218803995841009,-0.0012554534673616,-0.0178369147019121,-0.0303439032851254,-0.0400289361542737,-0.04281318938036268
0.0995917013527712,0.097989458668213,0.066852155504063,0.0432139005772263,0.0262035518898233,0.0133242108399097,0.0033198030269377,0.00043889811356948873
0.1454676877497067,0.1466569999318053,0.1154722961309072,0.0914846161787445,0.0741452303140997,0.0609609845081862,0.0506841377826588,0.04771922919559079
0.1935727587897554,0.1980270765941686,0.1670822342261793,0.1429164460866812,0.1253608529452023,0.1119485285754605,0.1014530835034116,0.09841874196362815
0.243134330707653,0.2513589959109626,0.2209695137739794,0.1968163484542793,0.1791712405331126,0.1656177678719852,0.1549650619241311,0.15187795543663515
0.2933498707895237,0.305878936069836,0.2763885607665123,0.2524585645295208,0.2348649151877465,0.2212677269466704,0.21052695155092,0.2074059553735888
0.3434111456100334,0.3608024765329409,0.332581987110284,0.3091051099448656,0.2917180229729694,0.2781850469675572,0.2674333093964606,0.26429953439791
0.3925272643581876,0.4153558930902359,0.3888005216671411,0.366024781386435,0.3490126865644714,0.3356618670400736,0.3249839062706721,0.3218606311035015
0.439948224053994,0.4687980257059732,0.4443234388599416,0.4225125894965598,0.4060557268472705,0.3930140285923344,0.3825015485138027,0.37941404494128333
0.4849784458644227,0.5204323287793379,0.4984691751523527,0.4778993619633574,0.4621875350418101,0.4495894112186022,0.4393400140018186,0.4363152600785509
