Values,Values_03_58_36,Values_04_08_08,Values_04_17_58,Values_04_27_45,Values_04_37_33,Values_04_47_21,Values_04_49_09
0.0050092186842611,0.2669946891867088,0.40926307106519,0.4895509266428461,0.5496035953209657,0.5974542195594099,0.6336359370161553,0.639008730951751
0.0073327920866972,0.269047108725137,0.4110816226232458,0.491227705657395,0.5511697004215669,0.5989295189438851,0.6350412457883738,0.6404035587488407
0.0101190509989449,0.2715527604409627,0.4133391584667906,0.4933322100555995,0.5531556977926094,0.6008198729211838,0.6368588455263745,0.642210332523311
0.0152765836197313,0.2764259186999087,0.4179560700462713,0.4977888987447449,0.5574886888723909,0.6050539903380758,0.641018376773374,0.6463588113865297
0.0235564338684937,0.2844221554641535,0.4256925910499704,0.5053611797881989,0.5649341672709386,0.6123986385610873,0.6482873452534889,0.6536165949074347
0.0353072333562557,0.2958954924725296,0.4369076533459759,0.51641128056765,0.5758565009210468,0.6232194764352502,0.6590321480580892,0.6643501731380393
0.0509509018251298,0.3112733787383639,0.4520331700135088,0.5313741192418653,0.5906925550192178,0.6379545338422018,0.6736914734264035,0.6789983164706037
0.0709748402633824,0.3310489511553082,0.4715662803924202,0.5507495444289408,0.6099439291403892,0.6571064467763885,0.6927685340544043,0.6980643086587001
0.095871396275432,0.3557205348526268,0.496008786279265,0.5750417376861744,0.6341163399578209,0.6811818278289423,0.7167704298978926,0.7220553085729849
0.1261139888136135,0.3857676917868239,0.5258430366956279,0.604735005888253,0.6636953585364868,0.7106669708773806,0.7461838338356211,0.7514580334036102
0.162113485784289,0.4216074713501583,0.5614879697574431,0.6402497045165969,0.699102262704726,0.7459836615700801,0.7814307778201173,0.7866945416756286
0.2041819179423985,0.4635579181332928,0.603262355462413,0.6819053285886529,0.7406570368580052,0.7874521234746794,0.8228315680498297,0.8280851444500099
0.252496002596231,0.5118013234441192,0.6513477454333934,0.7298832882305448,0.788541042539153,0.8352536267399017,0.8705673578687656,0.8758109736392801
0.3070654207784103,0.5663521660381352,0.7057560871369059,0.7841943327355204,0.8427643271089625,0.8893977284411791,0.9246473485219996,0.9298811776794966
0.3677063940933103,0.6270302981034094,0.7663025764361545,0.8446512064875176,0.9031381592035276,0.9496947361811507,0.9848812108379328,0.990105337808169
0.4340222684997547,0.6934410958499546,0.832585487350963,0.9108482860000016,0.9692545460424452,1.015735153186587,1.050858487768732,1.0560728650843259
0.5053921223848932,0.7649636087946604,0.903974035385005,0.9821492663893344,1.040473807705218,1.086877183807824,1.1219360587642495,1.1271404593819574
0.5809682550745643,0.8407475848905716,0.979605175724792,1.0576838117558125,1.1159211304745644,1.162243225871942,1.197234594880685,1.202428559567841
0.6596830520245428,0.9197198931138508,1.0583898831226808,1.1363537303275504,1.1944926684179873,1.24072592393166,1.2756445814905832,1.280827362094783
0.7402654013912064,1.0006005473579993,1.1390291421379413,1.2168489172935864,1.2748714448001712,1.3210040402202117,1.3558421685205018,1.3610126683462787
0.8212664731470902,1.081928174668583,1.220039513428421,1.297672944587258,1.355552941111185,1.4015680363886325,1.4363147445481264,1.4414714575000274
0.9010943512778232,1.1620944512319338,1.2997878179237672,1.3771778512442112,1.4348799350851933,1.4807549323955402,1.51539580430483,1.5205367548892337
0.9780565100273882,1.2393865287194925,1.3765339734917317,1.4536071777710788,1.5110856374044013,1.5567914965050085,1.591308166365032,1.596430853036679
1.0504092140065535,1.3120365583595108,1.4484810951021487,1.5251463602391864,1.5823442468565951,1.6278448892390365,1.6622146660597286,1.6673160107142286
1.1164109625127223,1.3782754538590587,1.513829993057098,1.589977618133154,1.6468260590843713,1.6920778978284483,1.7262734613894128,1.7313497679943775
1.1743822469243737,1.436393172321515,1.5708403315577837,1.6463415922080389,1.7027593831571513,1.7477110149964878,1.781700205951244,1.7867471313629804
1.2227547969231578,1.4847886883755763,1.617881591497515,1.6925888620427496,1.7484823886560137,1.793074481294209,1.8268202063672887,1.83183274617523
