Values,Values_04_22_26,Values_04_23_44,Values_04_31_19,Values_04_40_04,Values_04_40_07,Values_04_40_18,Values_04_55_54,Values_05_11_51,Values_05_27_49,Values_05_43_48,Values_05_59_54,Values_06_16_00,Values_06_32_08,Values_06_49_10,Values_07_06_28,Values_07_23_52,Values_07_41_09,Values_07_58_47,Values_08_15_49,Values_08_32_42,Values_08_49_39,Values_09_03_51
9.48402928304758,0.0237806768100199,9.48402928304758,0.0237806768100199,9.48402928304758,0.0237806768100199,0.0237806768100199,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758,9.48402928304758
1.1759798581253853,-0.0169898913199441,1.1064509679415333,-0.0208233092920894,1.022740393503306,-0.0244014596118355,-0.0244703345549708,0.939077697840344,0.8422676952302406,0.7273542123556546,0.5934344607678522,0.4465703996055725,0.2989255289426295,0.16307337729844,0.0469942178210461,-0.0468127898272491,-0.1196955951257157,-0.1748755716952354,-0.2160384776181025,-0.2465775673481796,-0.2692939383846931,-0.2863509654980766,-0.2974885715789472
0.0639250693362248,-0.0436773568300596,-0.0293096230747747,-0.0512321062522995,-0.1321667416541925,-0.0582833153485525,-0.058419037494025,-0.23556799624079,-0.3544504824148833,-0.4941126471103437,-0.655153277342997,-0.8302167406295436,-1.005055208902704,-1.1651327126132365,-1.3013679789594306,-1.4110858713823096,-1.496063300834234,-1.5602092253656945,-1.6079230002566909,-1.6432227252029714,-1.6694084886356442,-1.6890196566172782,-1.701797103984606
0.0092130493672078,-0.0678921898019678,-0.0801616934225703,-0.0790573113720347,-0.1797545688249908,-0.089477393498324,-0.0896779510896952,-0.2798112059048375,-0.3949577662532267,-0.530406067547157,-0.686779754543845,-0.8569404823061308,-1.0270211038912531,-1.182853938378695,-1.3155647277624836,-1.4225097218594962,-1.505385330009743,-1.5679752671639395,-1.6145516427557145,-1.6490229135339167,-1.6746026190306478,-1.693765425012448,-1.7062535802068188
-0.02551503325274,-0.0891571694900032,-0.110209508545864,-0.1038264270288399,-0.2058830266011339,-0.1175154728678827,-0.1177789351408229,-0.3019270620977596,-0.4125983796692021,-0.5430106105059868,-0.6938187451781107,-0.8581369214590482,-1.0225399452691015,-1.1732910431893262,-1.3017632435833912,-1.4053563497182993,-1.4856775233337904,-1.5463658408746148,-1.591544072383556,-1.6249907064014206,-1.649815977633268,-1.6684169288386377,-1.6805403511278707
-0.0497237894792996,-0.107300005212743,-0.1296177413548705,-0.1253729176490404,-0.2212789262912539,-0.1422362575648298,-0.1425607932788062,-0.3132219487342799,-0.4193242285477355,-0.5445988444063873,-0.6897296201499988,-0.848081380677736,-1.0066726890503384,-1.1522042618706474,-1.276305278104212,-1.376426410213585,-1.4540893573460338,-1.5127890892884026,-1.5564975621393475,-1.5888609890697838,-1.6128839108175486,-1.6308836369982185,-1.6426145886543166
-0.0721422933644618,-0.1220839800903729,-0.1473997421044855,-0.1434656810758484,-0.2351836515809169,-0.1634137660734221,-0.1637976413186544,-0.3231710564481659,-0.4248699673901021,-0.5451944652554194,-0.6848517862771003,-0.8374420008870243,-0.9904064335819378,-1.1308675642173909,-1.2507062561198912,-1.3474283751775735,-1.422478108202054,-1.4792143241036415,-1.5214647309210845,-1.5527481374668546,-1.575966806314576,-1.5933606191713623,-1.6046941270868957
-0.0908746691570677,-0.1332123706983207,-0.1616446756152597,-0.1578134581988158,-0.2456740236336799,-0.1807617300053933,-0.1812033057837035,-0.3298380718503675,-0.4272841435916378,-0.542828716910949,-0.6771975755224509,-0.8242121560145661,-0.9717176255102636,-1.1072439807665195,-1.222919637642288,-1.316309478485998,-1.3887873240238944,-1.443583179844035,-1.48438646417442,-1.514593014064106,-1.5370059288289617,-1.5537897677216923,-1.564721464542088
-0.1058480426416868,-0.1403675551696263,-0.1722748828498727,-0.168103869929221,-0.2526681135381123,-0.1939725640971306,-0.1944702926046418,-0.3331362411089105,-0.4264741545787521,-0.5374021013707491,-0.6666599608097517,-0.8082776466428376,-0.9504864270883596,-1.0812102321721149,-1.192820805680542,-1.28294533358785,-1.3528938180889916,-1.4057741680069706,-1.445143159404243,-1.4742779066351313,-1.495885361024709,-1.5120568158167669,-1.5225835940556989
-0.1168671559972715,-0.1432201586483378,-0.1790855947856033,-0.1740123283610373,-0.2559529456033532,-0.2027260602763917,-0.2032784770178067,-0.3328437881346766,-0.4222080296116932,-0.5286709627927997,-0.6529825369955577,-0.7893694019165615,-0.9264326729757568,-1.0524776460806686,-1.1601153361119647,-1.2470380928809277,-1.3144980278967795,-1.3654871523524494,-1.4034348146611575,-1.4315033539513768,-1.4523063894032655,-1.4678638775860344,-1.4779833286160236
