Values,Values_15_22_01,Values_15_31_29,Values_15_40_55,Values_15_50_20,Values_15_59_45,Values_16_09_08,Values_16_18_34,Values_16_27_57,Values_16_37_20,Values_16_46_43,Values_16_56_05,Values_17_05_28,Values_17_14_55,Values_17_24_17,Values_17_33_40,Values_17_43_01,Values_17_52_23,Values_18_01_45,Values_18_11_09,Values_18_20_31,Values_18_29_52,Values_18_39_14,Values_18_48_34,Values_18_57_57,Values_19_07_20,Values_19_16_42,Values_19_26_01,Values_19_35_23,Values_19_44_42,Values_19_54_03,Values_20_03_25,Values_20_12_46,Values_20_22_07,Values_20_31_27,Values_20_40_47,Values_20_50_06,Values_20_59_26,Values_21_08_46,Values_21_18_08,Values_21_27_28,Values_21_36_47,Values_21_46_07,Values_21_55_26,Values_22_04_51,Values_22_14_16,Values_22_23_36,Values_22_32_55,Values_22_42_13,Values_22_51_31,Values_23_00_50,Values_23_10_09,Values_23_19_30,Values_23_28_47,Values_23_38_06,Values_23_47_26,Values_23_56_43,Values_00_06_01,Values_00_15_18,Values_00_24_36,Values_00_33_55,Values_00_43_12,Values_00_52_30,Values_01_01_48,Values_01_11_07,Values_01_20_26,Values_01_29_42,Values_01_39_00,Values_01_48_16,Values_01_57_35,Values_02_06_53,Values_02_16_05,Values_02_24_52,Values_02_33_36,Values_02_42_05,Values_02_50_54,Values_03_01_43,Values_03_43_18,Values_03_55_42,Values_04_08_16,Values_04_20_04,Values_04_32_36,Values_04_44_48,Values_04_56_00,Values_05_06_42,Values_05_17_59,Values_05_28_55,Values_05_39_41,Values_05_50_48,Values_06_02_06,Values_06_13_11,Values_06_24_22,Values_06_35_08
1.4852072567027643,1.7115073663396967,1.7422455806059192,1.850134523982796,1.8889216297016125,1.9127515705008904,1.9334232223553856,1.95341435276276,1.9732812538064404,1.9928635301616144,2.0117854211743813,2.029734917958342,2.046536075028683,2.062134496603305,2.0765659557395613,2.089924598220928,2.102335271523624,2.1139325964953244,2.124847286666337,2.135198589247401,2.145091131002429,2.154614561176732,2.163844759520231,2.1728457728331776,2.1816719637340887,2.1903700841763305,2.19898113615036,2.2075419731117054,2.216086645453171,2.2246475167894126,2.233256184675064,2.2419442369602733,2.250743866977168,2.259688359098531,2.268812440419573,2.278152472341528,2.287746423894983,2.2976335220657305,2.307853409694676,2.3184445664357987,2.3294417000831724,2.3408718990132367,2.3527497487656253,2.365072570378529,2.377818316990408,2.3909494609408863,2.4044246019166327,2.418214822607036,2.432316911697505,2.4467555158082344,2.461572349868029,2.476807850631364,2.492483430935005,2.5085901221741023,2.5250851998442645,2.5418953346870383,2.558923627157074,2.5760579918479465,2.5931791008365,2.6101670249835336,2.6269064897867147,2.6432910723816163,2.659226715664005,2.674634799442829,2.689454869550897,2.7036470600508906,2.717194226850979,2.73010377946839,2.742409106611328,2.7541703437560403,2.7654740812326986,2.776431544134085,2.787174863726645,2.797851319209701,2.8086157930212816,2.819622029172735,2.8310134911254594,1.7115073663396967,1.7422455806059192,1.850134523982796,1.8889216297016125,1.9127515705008904,1.9334232223553856,1.95341435276276,1.9732812538064404,1.9928635301616144,2.0117854211743813,2.029734917958342,2.046536075028683,2.062134496603305,2.0765659557395613,2.089924598220928,2.102335271523624
1.482694048684594,1.7087336551334102,1.739446238529854,1.8471728642023568,1.8858975977943555,1.9096853725707768,1.930317870242845,1.9502697647000329,1.9700970358489287,1.9896399373279343,2.008523537330848,2.026436433377313,2.043203005423843,2.058768961003046,2.073170019457089,2.0865001725862764,2.098884061025608,2.110456081519726,2.1213467295144337,2.1316750530508024,2.1415455040621856,2.151047581990462,2.160257039858478,2.1692378176482534,2.178044187560003,2.1867228241647383,2.1953146621204507,2.2038564950725017,2.212382319055071,2.2209244471225573,2.2295144287828323,2.2381838053919103,2.246964724672564,2.2558904258847456,2.264995591406464,2.274316538537468,2.2838911934303616,2.2937587425214785,2.303958792195154,2.3145297923740045,2.325506431540564,2.336915793913501,2.348772481101084,2.361073853758491,2.373797925849213,2.386907239191916,2.400360447556586,2.4141286434133606,2.428208561282348,2.4426247322320487,2.457418720590116,2.4726308164847053,2.488282326458543,2.5043642391899774,2.520833858661216,2.537617950419419,2.554619763796881,2.571727401486092,2.588821748670672,2.6057831022076137,2.622496416484626,2.63885549186674,2.6547664809938336,2.670150952437184,2.684948612543976,2.6991197206604016,2.712647216143988,2.7255385440562043,2.7378270755169405,2.7495728714700896,2.7608623892158684,2.7718066639886745,2.78253758606208,2.7932021525440844,2.8039549366836303,2.814949363112847,2.8263285840435324,1.7087336551334102,1.739446238529854,1.8471728642023568,1.8858975977943555,1.9096853725707768,1.930317870242845,1.9502697647000329,1.9700970358489287,1.9896399373279343,2.008523537330848,2.026436433377313,2.043203005423843,2.058768961003046,2.073170019457089,2.0865001725862764,2.0988840610256077
1.4828953903725437,1.7086003416549491,1.7392172792645078,1.846740990270647,1.8853968012124431,1.909148904469988,1.9297552679379115,1.9496839718232848,1.969488557355208,1.9890086942813776,2.0078696958636164,2.025760562893373,2.042505962206289,2.0580517219822694,2.0724335422406064,2.08574530064581,2.098111472832876,2.109666274249172,2.120540025864309,2.130851621070139,2.1407053824938003,2.150190706271392,2.159383266022319,2.1683469428563416,2.177135966924193,2.185796984063899,2.1943709104790483,2.202894529169346,2.211401831437885,2.2199251301682907,2.228495978394496,2.237145924275146,2.245907125594788,2.2548128352846053,2.2638977536856206,2.2731982213161186,2.282752193969201,2.292598895387005,2.3027779780298503,2.313327947321021,2.324283556415566,2.335671961566048,2.3475078394541256,2.359788620603464,2.372492369697889,2.385581639461653,2.3990150298066064,2.4127634938721934,2.4268235376081955,2.441219396134367,2.4559923145645977,2.4711822923338533,2.4868104167478635,2.502867553030945,2.5193109822103694,2.5360675370400028,2.5530406049861685,2.570118475036524,2.5871822441878005,2.604112425957428,2.620794177994929,2.637121474443968,2.6530005979691147,2.668353190793224,2.6831189656352703,2.697258111864689,2.7107534154463777,2.723612079816017,2.735867144127548,2.747578248388021,2.758831345876939,2.7697368962384474,2.7804261605472664,2.7910454776461138,2.8017487637714056,2.812688822142293,2.824008255111585,1.7086003416549491,1.7392172792645078,1.846740990270647,1.8853968012124431,1.909148904469988,1.9297552679379115,1.9496839718232848,1.969488557355208,1.9890086942813776,2.0078696958636164,2.025760562893373,2.042505962206289,2.0580517219822694,2.0724335422406064,2.08574530064581,2.098111472832876
1.4851509271743586,1.710476919338684,1.7409456022308791,1.8482324300135784,1.8868130836634456,1.9105337321675429,1.9311232182448248,1.951040183989276,1.970834022299224,1.990342859037288,2.009191833102544,2.027070232055046,2.043803013584799,2.0593361656108464,2.073705415556884,2.087004574285383,2.0993579987364126,2.110899768154177,2.121760073231011,2.132057696443197,2.141896874722606,2.15136694457486,2.160543544017601,2.1694905392052792,2.178262162251184,2.1869050743832488,2.195460217674315,2.2039644091779964,2.212451680823653,2.2209543917331205,2.229504146439043,2.2381325500715774,2.2468718235905745,2.255755290502933,2.264817730709233,2.2740955751078418,2.283626882551433,2.293450994016996,2.303607693900936,2.3141356329353706,2.3250697186041425,2.336437261777214,2.3482530796549272,2.3605147083787146,2.373200256555972,2.386272229040689,2.399689059123552,2.4134214014899054,2.427465344156831,2.441844627169763,2.45659998725557,2.471770968963329,2.487378309788118,2.5034126570949726,2.519831208583358,2.5365608326497435,2.553505045095543,2.570552325148258,2.5875839908624987,2.6044807785272805,2.621128043990908,2.6374199116326253,2.653262745810537,2.66857818415578,2.6833058337475126,2.6974056656644594,2.7108601266943464,2.7236759556774617,2.7358856015275994,2.747547993411648,2.75874826474419,2.769595965680985,2.7802213863159184,2.7907698699322427,2.801394357213627,2.8122467457945186,2.8234688545548274,1.710476919338684,1.7409456022308791,1.8482324300135784,1.8868130836634456,1.9105337321675429,1.9311232182448248,1.951040183989276,1.970834022299224,1.990342859037288,2.009191833102544,2.027070232055046,2.043803013584799,2.0593361656108464,2.073705415556884,2.087004574285383,2.0993579987364126
1.4897920536151552,1.7147059446442914,1.7449794852640834,1.851996624974028,1.8904954658109847,1.914187642272117,1.9347677529035,1.9546823874731072,1.974475235079512,1.99398202557814,2.012827377882673,2.0307007949551,2.0474275545617715,2.0629538573903528,2.0773155128602103,2.0906063166294224,2.10295055502322,2.114482216048408,2.12533140268116,2.135616827377365,2.145442681203153,2.1548982802087315,2.164059265572909,2.172989526980956,2.181743336806892,2.190367409870656,2.1989027523454685,2.20738625379118,2.215852025703945,2.224332513229809,2.232859413487128,2.241464431523261,2.2501798969341102,2.259039252516342,2.2680774104772694,2.2773309496167,2.2868380947074614,2.2966383723078643,2.3067717719559835,2.317277165845065,2.3281896910593884,2.339536881132837,2.3513337455032337,2.3635779501057628,2.3762476327805726,2.389305188804127,2.4027087746259106,2.416428594798276,2.430460140912741,2.444826471368943,2.4595676382455216,2.474722579678169,2.4903115651793963,2.506324942213208,2.522719777261716,2.5394229553848904,2.5563381234493003,2.5733539671702177,2.5903520469311325,2.6072133398029327,2.623823406915524,2.6400765122975054,2.655879068126596,2.671152645882551,2.685836654592298,2.69989072181214,2.7132967963076173,2.726060960264902,2.738214848775232,2.7498164281926862,2.760949736487229,2.771723121772537,2.782265602251819,2.792721226984062,2.8032416770715107,2.813977688939416,2.8250700852963715,1.7147059446442914,1.7449794852640834,1.851996624974028,1.8904954658109847,1.914187642272117,1.9347677529035,1.9546823874731072,1.974475235079512,1.99398202557814,2.012827377882673,2.0307007949551,2.0474275545617715,2.0629538573903528,2.0773155128602103,2.0906063166294224,2.10295055502322
1.497080317931685,1.7215615901174348,1.7516000532658833,1.8583166819216488,1.896726828038733,1.920392334150529,1.940968820718812,1.9608884719189337,1.9806878890228248,2.000199670573027,2.019047645326811,2.036921503284617,2.05364689389877,2.069170295128758,2.083527658875992,2.096812819885016,2.10915004248592,2.120673267349635,2.1315125499874004,2.1417865704447427,2.1515995097101515,2.1610406979369343,2.1701858131877017,2.179098801819438,2.18783400920491,2.196438236245385,2.204952585617137,2.213414051900066,2.221856859037765,2.2303135717739986,2.238816014486471,2.2473960284076417,2.256086090210176,2.2649198032412188,2.273932256773088,2.2831602263967623,2.2926421562800887,2.302417816687313,2.3125274644118337,2.323010257367679,2.333901625064031,2.3452293792529324,2.357008761635814,2.3692375823884304,2.3818939874312384,2.3949401986249548,2.408333987915027,2.422044964674709,2.4360678549139694,2.4504248593200884,2.46515517964721,2.4802970063670364,2.495870032944235,2.511864235144167,2.528236510937707,2.544913754015111,2.5617997561880994,2.5787834371023246,2.595746631933697,2.612570587883732,2.6291410902858456,2.645352545097109,2.661111392963221,2.676339094492158,2.690974788006604,2.704977655472102,2.718329015656064,2.7310341326677445,2.74312363836256,2.754654321461218,2.7657088881599194,2.776394232119926,2.78683783829689,2.797182200137028,2.8075774883422944,2.8181730498778115,2.8291085185079234,1.7215615901174348,1.7516000532658833,1.8583166819216488,1.896726828038733,1.920392334150529,1.940968820718812,1.9608884719189337,1.9806878890228248,2.000199670573027,2.019047645326811,2.036921503284617,2.05364689389877,2.069170295128758,2.083527658875992,2.096812819885016,2.10915004248592
1.5073493473382085,1.731391335464755,1.7611628425541492,1.8675509014240947,1.9058654413535945,1.929504975381852,1.950081882439024,1.9700118741750128,1.989823265265079,2.0093449110828816,2.0281996556206563,2.046077387477177,2.062804198363026,2.0783269166584897,2.0926817008905902,2.105962480083484,2.118293544306156,2.1298088286282817,2.140638378220025,2.1509008744671534,2.1607005196537057,2.170126687763638,2.1792551223354315,2.18814985420314,2.196865329006424,2.2054484606537987,2.213940475094621,2.2223784987467154,2.2307968951073107,2.2392283762085823,2.24770492232641,2.256258540902955,2.2649218876083044,2.273728760725076,2.2827144640281563,2.2919160109312573,2.301372109986601,2.3111228241034105,2.32120872953605,2.3316693236190984,2.342540380129289,2.3538500336551214,2.365613788061073,2.3778296039365725,2.390475608860478,2.4035137860765543,2.416901418136317,2.430607380435971,2.444625472634573,2.458976870745388,2.473699769416418,2.488831478650764,2.504391016066534,2.5203679224276443,2.536718898881294,2.5533708492198293,2.570227733984986,2.5871787443517547,2.604106033121234,2.6208911576938663,2.6374201579325702,2.6535875965789755,2.6692999377301687,2.68447850308404,2.6990621071801475,2.7130094072182005,2.726300986448201,2.738941159523185,2.7509593990402834,2.762411137467947,2.7733775510680143,2.783963865634624,2.7942958099408526,2.804514096681224,2.8147671677121364,2.82520277908429,2.8359592024917912,1.731391335464755,1.7611628425541492,1.8675509014240947,1.9058654413535945,1.929504975381852,1.950081882439024,1.9700118741750128,1.989823265265079,2.0093449110828816,2.0281996556206563,2.046077387477177,2.062804198363026,2.0783269166584897,2.0926817008905902,2.105962480083484,2.1182935443061557
1.5209461569008875,1.7445576102714957,1.7740396974889936,1.8800748444562536,1.9182870771068128,1.9419003201850933,1.9624800243395988,1.9824236816148133,2.0022503250643497,2.0217845876673666,2.0406482105297643,2.0585313291245493,2.075260563140961,2.090783169975205,2.1051355800393545,2.1184118706946244,2.130736402969783,2.142243144634939,2.153062163568212,2.1633121717103068,2.173097419146988,2.1825073483179445,2.19161779156887,2.2004928866599,2.2091872013547715,2.217747784061561,2.2262160053293454,2.234629144772156,2.24302172705584,2.2514266336401345,2.2598760236864948,2.268402095071826,2.2770377083782085,2.285816884929155,2.2947751738148634,2.303949860252097,2.3133799546180533,2.3231058533045386,2.333168495564762,2.343607762691981,2.354459815131548,2.3657531456268504,2.3775035416291184,2.389709113582723,2.402347940307214,2.41538170070105,2.4287670860601835,2.442472104849014,2.4564894769404657,2.4708391942133896,2.4855582943215224,2.5006830802264326,2.516231799902644,2.5321935021167423,2.5485246698568904,2.565152226229505,2.581980332710011,2.598898498572509,2.615789246559811,2.6325344944622286,2.6490205780602096,2.665142244181033,2.680805989696172,2.695932986116674,2.7104616907752805,2.724350179825481,2.737578221808045,2.750149080285796,2.762090945482944,2.773457750544854,2.784328981024925,2.7948080195846656,2.80501865347157,2.8150996250160576,2.8251974606228227,2.83545815048823,2.8460184507584807,1.7445576102714957,1.7740396974889936,1.8800748444562536,1.9182870771068128,1.9419003201850933,1.9624800243395988,1.9824236816148133,2.0022503250643497,2.0217845876673666,2.0406482105297643,2.0585313291245493,2.075260563140961,2.090783169975205,2.1051355800393545,2.1184118706946244,2.130736402969783
1.5382140064530423,1.761420754072203,1.7906018371616006,1.896264503582388,1.9343682166276868,1.957953943662544,1.9785372143063409,1.9984959106052056,2.018339012844596,2.037886594768522,2.05675925359606,2.0746474528254173,2.0913784365888515,2.1068999716959573,2.1212488239494327,2.134519269679717,2.146835781757895,2.15833239410072,2.1691392251982715,2.179375041456589,2.189144161874409,2.198536116542149,2.207626844510831,2.216480607504764,2.225152111901276,2.2336885567820133,2.2421314733483624,2.250518310531035,2.258883770554753,2.267260921205841,2.2756821182267046,2.284179768765831,2.29278695869904,2.3015379547618777,2.310468576175577,2.319616407618601,2.329020792028603,2.3387224929852923,2.3487628487178425,2.359182161100445,2.3700170115781667,2.38129627853284,2.393036047445014,2.405234572749696,2.417869851321318,2.430903192339565,2.4442905974072087,2.457999080750729,2.4720201355310905,2.486372416120274,2.501091658297307,2.5162130354489687,2.5317539357898267,2.5477028631151977,2.564016065761708,2.5806205012209147,2.597420570943558,2.6143061565903616,2.6311602117208923,2.6478650742117447,2.664307427862039,2.6803822431914,2.6959960735126223,2.7110699457144216,2.7255419462208774,2.73936953675087,2.75253161814321,2.7650303306965807,2.776892491607842,2.788170426589132,2.798941806419941,2.8093080328164604,2.8193908031224737,2.829326734749823,2.839260283656956,2.849335525834052,2.859687568449381,1.761420754072203,1.7906018371616006,1.896264503582388,1.9343682166276868,1.957953943662544,1.9785372143063409,1.9984959106052056,2.018339012844596,2.037886594768522,2.05675925359606,2.0746474528254173,2.0913784365888515,2.1068999716959573,2.1212488239494327,2.134519269679717,2.146835781757895
1.5594618495406958,1.7823084992762497,1.811189402925355,1.9164659398684605,1.954455729389993,1.97801195236808,1.9985980445058007,2.0185712831653846,2.038430069606634,2.0579897336499764,2.076869764739433,2.094761063776909,2.111491601484069,2.1270097321769663,2.141352615606992,2.1546147717571302,2.166920819884977,2.178404887090489,2.1891971640661683,2.1994164894444284,2.2091672662823365,2.218539125721712,2.2276081257893687,2.236438663736841,2.2450855957085105,2.253596282423154,2.2620124266843145,2.270371657840437,2.2787088670991684,2.287057320529467,2.2954495831943587,2.3039182853418314,2.3124967534172267,2.3212195166900607,2.330122683883154,2.3392441611021537,2.348623648591264,2.3583023045077423,2.368321895397933,2.378723173460412,2.3895431685453823,2.400811165553824,2.4125435567382416,2.4247387306212578,2.437374567341859,2.4504119422842536,2.4638060729295344,2.477522857707344,2.491552422166755,2.5059119347965324,2.520635687993796,2.5357576050375,2.5512941256905743,2.567233157533595,2.583530700434255,2.600113765257132,2.6168870376716367,2.633740832427037,2.6505586023660213,2.6672231739934493,2.683621641546885,2.699649250955672,2.7152126499271327,2.7302327431214657,2.744647252051529,2.7584130134054523,2.771508033305334,2.783933285707318,2.7957141560834367,2.80690128895359,2.8175704523093743,2.8278209659368945,2.837772325361311,2.847558903295329,2.85732296188472,2.867206541525687,2.8773429877822787,1.7823084992762497,1.811189402925355,1.9164659398684605,1.954455729389993,1.97801195236808,1.9985980445058007,2.0185712831653846,2.038430069606634,2.0579897336499764,2.076869764739433,2.094761063776909,2.111491601484069,2.1270097321769663,2.141352615606992,2.1546147717571302,2.166920819884977
