Values,Values_03_49_29,Values_04_02_31,Values_04_14_43,Values_04_27_40,Values_04_40_31
0.0100379854604294,0.0100379854604294,0.0100379854602912,0.0100379854602912,0.0100379854602912,0.010037985460291205
-0.0040276694856114,-0.0138258151557793,-0.019415233574462,-0.0217262952465047,-0.022247168649078,-0.02234476571379354
-0.0103621621097771,-0.0299587260586073,-0.0412754139856492,-0.0460722365198175,-0.0472179229488269,-0.04748453281708059
-0.0137620654779771,-0.043167697621693,-0.0603549327827853,-0.0678148432036955,-0.0696902313139218,-0.07019778662580124
-0.0138963009044489,-0.0531294427590112,-0.0763349391949196,-0.0866380538807954,-0.0893494271149789,-0.09017079296535582
-0.0104981652182839,-0.0595861918644177,-0.0889632179757366,-0.102293501833938,-0.1059492116053629,-0.1071586731512042
-0.0032229603011978,-0.0622030338665027,-0.0979114721148996,-0.1144577987722182,-0.119168947171553,-0.1208427084134835
0.0082939683119536,-0.0606261900720457,-0.1028338570216942,-0.1227912118430581,-0.1286723800559799,-0.130889083674612
0.024420762606188,-0.054499486289757,-0.1033835906265089,-0.1269543573849993,-0.1341243581185203,-0.13696561484978623
0.0454990870872011,-0.0434942422971894,-0.0992429413073494,-0.1266382428775069,-0.1352208792430957,-0.1387717938442318
0.0718169905468653,-0.0273362020600775,-0.090150175961942,-0.1215912104979449,-0.1317160100678922,-0.1360656826934216
0.1035818341981733,-0.0058322730438433,-0.0759262323922004,-0.1116455343885337,-0.1234484183777749,-0.12869039346094602
0.1408956141857341,0.0211052551018768,-0.0564987757202938,-0.0967413163618474,-0.1103651539502939,-0.11659778161416419
0.1837335507251226,0.0534378766024353,-0.0319227699075075,-0.0769467990577027,-0.0925417879895726,-0.09986845645893044
0.2319270526803726,0.0909845167968268,-0.0023964662095075,-0.0524739895217306,-0.070197797421759,-0.07872698954269586
0.2851518974502217,0.1334104816103864,0.031728010656401,-0.0236887694115552,-0.0437063662083769,-0.053551490559550934
0.3429222916071723,0.1802223511852282,0.0699401150382217,0.0088851435840509,-0.0135979687511101,-0.024876915834361326
0.4045912491877181,0.230769224974467,0.1115727696030389,0.0445687727983884,0.0194426482146597,0.006608268975124412
0.4693574934981854,0.2842504909017769,0.1558108508605744,0.0825371411967361,0.054586215093731,0.04007219142349632
0.5362788517402034,0.3397300499182167,0.2017061852855582,0.1218350997824907,0.0908752872988587,0.07455628992710898
0.6042918771145718,0.3961566897007105,0.248198728085011,0.1613993618462566,0.1272467980288841,0.10899822929239766
0.6722372090959404,0.4523900750792107,0.2941433659859362,0.2000861383794214,0.1625601738265312,0.1422603419459456
0.7388899496856559,0.5072315891660918,0.338341546565804,0.2367035229948625,0.1956301175591004,0.17316266485092918
