Values,Values_03_44_43,Values_03_57_23,Values_04_09_41,Values_04_21_59,Values_04_34_37,Values_04_47_02,Values_04_58_00,Values_05_08_50,Values_05_20_17,Values_05_31_24,Values_05_42_15,Values_05_53_29,Values_06_04_58,Values_06_16_14,Values_06_27_37
2.141900105570904,2.3398859531683303,2.402804980550144,2.4909244626767566,2.544662143074358,2.5890833933813853,2.63984816028078,2.693875457599144,2.740383904877658,2.777097483674737,2.80640772827938,2.83070577799598,2.8515459840417896,2.8698841907082864,2.886337109335785,2.901329361795778
2.1879984049003496,2.3880161672094857,2.4522390195617154,2.540896329293605,2.5947814303302628,2.639250666938348,2.690008180538457,2.74398452303714,2.790430943961052,2.82709067786224,2.8563578895377577,2.8806212053988665,2.901432241350248,2.9197449021593376,2.936174676659153,2.951145446744903
2.2292003865928667,2.4314334949476386,2.4971406031968133,2.5864406498028845,2.6405140224691395,2.6850537737778444,2.7358183001590497,2.7897503175084606,2.836136792394828,2.872743511479012,2.9019686362887187,2.926198517574806,2.94698192475226,2.9652706784475744,2.981678943199935,2.996629800503198
2.264484226325948,2.4690919690639626,2.5364545930153244,2.6264941902510683,2.6807922983129115,2.7254222737840506,2.7762058083276995,2.830098489261556,2.8764260097505705,2.912979742412644,2.942163075747513,2.966360279498686,2.987117148970257,3.0053832611612776,3.0217713372313617,3.0367035795298385
2.292939774628862,2.500051829615816,2.569226901463708,2.660090619085424,2.7146435220282754,2.7593793664503687,2.8101907945704734,2.864047065544709,2.9103153697651747,2.946815241847283,2.9759563109438987,3.000120905588112,3.020851711880599,3.039095899859813,3.0554646191934345,3.0703791014699995
2.3138029939130305,2.523514610719493,2.594639595100808,2.6863957852262224,2.741225295188226,2.7860774816311245,2.836921883418984,2.890742347216772,2.93694991227341,2.9733941875489243,3.0024917562355413,3.026623080123513,3.047327605874837,3.065549943845617,3.081899546362461,3.0967965777113062
2.3264627174938,2.5388308305520813,2.6120188341165136,2.7047160727860144,2.759834218309152,2.804807165077804,2.855685325112086,2.909468199194697,2.955612417433163,2.9919987015674727,3.021050918806432,3.045147665346832,3.065825038483059,3.0840249643565483,3.100355088473272,3.11523441670145
2.3305459795588166,2.545586433176643,2.62092173023846,2.7145858433635914,2.769993722422527,2.8150851805399006,2.8659933287691883,2.919734590560795,2.96581212712035,3.002137731459119,3.031142421993163,3.055202851894425,3.0758516974819647,3.09402812445559,3.1103378948683464,3.1251987829194383
2.325858560715246,2.543544866223842,2.6210793133633143,2.7157113376691853,2.7713985030457096,2.8165992873352166,2.867529103748724,2.92122283282385,2.9672301311684843,3.0034925606215186,3.0324476275122683,3.056469884107302,3.077088571605352,3.0952400884516704,3.1115282871321357,3.1263696684896347
2.317160059276972,2.5374235646500973,2.6171738599059142,2.7127488762416183,2.7686931807972184,2.8139871761544577,2.864925984592224,2.918564820130441,2.964498676147274,3.000696169221726,3.0296000444796376,3.053582515521893,3.074169450764926,3.092294564954161,3.1085598432997386,3.123380517314581
2.3088834692493383,2.5316294980978604,2.613593429661073,2.710072889246176,2.7662464451449265,2.81161427362062,2.86254759409124,2.916124072764717,2.961982158730716,2.998113955463574,3.026965856796059,3.050907465592864,3.0714614003454312,3.0895588446349755,3.105800013743758,3.1205989139285917
2.300764831348298,2.525886213230121,2.610058688463021,2.7074022874660217,2.7637770451217687,2.8091994470019603,2.860113225089307,2.9136207174676363,2.9594016907001985,2.9954679267138733,3.024267799155247,3.048168035884063,3.0686881623180366,3.0867570195565905,3.102973181796229,3.117749499973366
2.2929267120388785,2.520302044603815,2.606673839351548,2.7048390549101,2.76138667663648,2.806844409047141,2.857724902386769,2.911157496706935,2.956860892502708,2.992862503045326,3.0216109318281124,3.045469773692861,3.065955651440284,3.083995288582181,3.1001857786408475,3.114938912969242
2.2853510520042617,2.5148442189936326,2.6034022588272747,2.7023449731970044,2.7590371843002623,2.804511194724377,2.855345022122248,2.908697442461092,2.95432352416267,2.990262090564819,3.01896016696323,3.0427779647741686,3.063229424059766,3.0812394077265206,3.097403717623539,3.1121332050500086
2.278049444912484,2.5095087785047294,2.600235963191781,2.699910767873542,2.7567195433154543,2.8021910299601416,2.852965130025181,2.9062325904786035,2.951782156482804,2.9876597187302587,3.016308874677812,3.0400862088516933,3.0605032235206098,3.078483206217485,3.0946208820096373,3.1093263036487966
2.271017264313848,2.5042748554565364,2.5971500733522075,2.697510706151546,2.754408501079706,2.7998589888520984,2.850560573646869,2.9037386032485943,2.949212753285532,2.985031583170585,3.013633391770992,3.037370899113891,3.057753433889499,3.075703016625183,3.091813532807071,3.106494397755777
2.264245852097388,2.499116872352962,2.594115024832752,2.695114811323464,2.7520747802517733,2.797486181906897,2.848102668499315,2.9011869043827634,2.946586771195695,2.982349113649977,3.010905061754627,3.0346032373932856,3.054951072322474,3.072869645665495,3.088952258746497,3.1036078675194827
2.2577193003576186,2.494001360182007,2.5910934355826107,2.692685760585897,2.749681981487586,2.79503665809651,2.845555590784865,2.8985415495426485,2.94386800325478,2.979575791750648,3.008087029867041,3.031746009209608,3.052058545799046,3.0699451134329974,3.085998698264328,3.100627988927305
2.251415515880637,2.488888040003483,2.588041213199884,2.6901800043330244,2.747187705615856,2.792468530429077,2.8428775010687346,2.8957603382385853,2.941013673661003,2.976668228852755,3.0051353062180053,3.0287546335939948,3.049030688296568,3.0668836779084767,3.082906550895547,3.0975079314151652
2.2453062908616204,2.483729899904125,2.584907646184388,2.687547860816905,2.744543654832149,2.789734089259396,2.840020667332908,2.892794938347179,2.93797455804067,2.973576280841048,3.001998875234118,3.025577267428213,3.0458148595647456,3.063631927176851,3.07962166162076,3.0941928329085697
2.23935778899917,2.4784736719959146,2.581635875727497,2.6847339775496946,2.7416961032976013,2.786780294246233,2.836931979909997,2.8895914184169382,2.934695527147076,2.9702435999771337,2.9986202539820543,3.022155368665924,3.042351511384714,3.0601293465518404,3.076082586517192,3.0906203616490338
2.233531060948367,2.4730603228341743,2.578163358585717,2.6816777683266744,2.7385863463624496,2.7835492554589925,2.833553470846235,2.886090802975368,2.9311161319317947,2.966608244328195,2.9949361218777333,3.0184243427909543,3.0385748473030074,3.056308988057357,3.0722212684659893,3.0867213947204104
2.227782680720868,2.4674256480910017,2.574422407446966,2.6783139091576462,2.7351512109886005,2.7799787866733,2.8298229221578524,2.8822297375742205,2.927171319263136,2.9626034363950136,2.990878115527167,3.014314368134464,3.034413673162672,3.05209834114589,3.067963923228344,3.08242091489869
2.222065463728235,2.46150093248232,2.570340765694952,2.6745728465938776,2.731323579448493,2.7760029827270545,2.825674515646168,2.877941217958333,2.9227922348020163,2.9581584295473204,2.986373749259072,3.00975136243209,3.0297924025339955,3.0474203703953537,3.0632321031910275,3.07763909459846
2.2163292599052085,2.4552136696516422,2.565842207081592,2.670381304777965,2.7270329101249544,2.771552803514907,2.8210395066703366,2.873155366619834,2.9179070977646,2.953199468638374,2.9813474493838443,3.0046580803192646,3.024632208413454,3.042194713227233,3.0579439334875707,3.0722925632538214
2.210521804892452,2.4484883274376665,2.560847141655032,2.6656627675904683,2.7222057279815086,2.7665566346470496,2.81584689045814,2.867800225005451,2.912442116358928,2.9476508145375564,2.975721673110296,2.998955314068703,3.0188522950195704,3.0363390131219634,3.052015497705093,3.066295837124659
2.204589614050344,2.441247147049724,2.5552732125643542,2.660337914631302,2.7167660580796102,2.760940794005652,2.8100240271372696,2.8618025257094373,2.9063224074643528,2.941435796131502,2.969418076171688,2.9925631625310625,3.012371255896121,3.0297703560702773,3.04536234266011,3.0595628829103396
2.1984789032444745,2.4334109652693616,2.5490358692637005,2.6543249897173657,2.710635773685756,2.75462994971,2.803497185997029,2.855088401386096,2.899472874864331,2.9344778427904528,2.962358681697579,2.985402321043406,3.0051084718883456,3.0224067651021875,3.0379010587443878,3.0520087736277994
2.192136520823285,2.424900050782624,2.542048905081347,2.647540082064308,2.70373483004385,2.747547412371979,2.7961919645672824,2.8475839798601705,2.89181899101538,2.9267014392985207,2.954466990584593,2.977395331829759,2.996985488638645,3.0141686933765763,3.0295508777516806,3.0435513805692573
2.185510875856084,2.415634947943293,2.534224949962544,2.639897302290505,2.6959813547936085,2.7396152620398286,2.788033533003221,2.839215807074269,2.883287416981935,2.9180329328002874,2.945668959501703,2.968467718999149,2.987927296848717,3.0049804392154007,3.020235212547152,3.0341130273790213
2.1785528487033976,2.405537323804879,2.5254759126176825,2.631308838116151,2.6872915666693737,2.730754268329991,2.7789466494733626,2.8299110315876423,2.8738063842692383,2.908401107854999,2.935893757080664,2.958548914936419,2.97786341987314,2.994771386731741,3.009883042444939,3.023622011297323
2.171216671161612,2.3945308168831367,2.5157133701141023,2.6216848780627364,2.677579495573839,2.720883561086616,2.768855387983774,2.8195972765871007,2.863305751097152,2.897737431425432,2.925074191930135,2.947572865726144,2.9667286921855567,2.983476953155455,2.998430024419166,3.0120138719931675
2.163460764660253,2.3825418886405934,2.504848907029082,2.610933395630522,2.66675647958434,2.70992000880388,2.757682516743393,2.808202118258519,2.851716634661908,2.885975855012872,2.9131466882532115,2.935478182531802,2.954463589050951,2.971039098622757,2.985819183158045,2.999232259858187
2.155248526169999,2.369500680902428,2.492794410499924,2.598959791394328,2.654730418153689,2.697777263388206,2.7453484632929657,2.795652083492667,2.838970510763683,2.873052046798004,2.9000506665911683,2.922207684012265,2.941013942651552,2.957406226211748,2.972001002445644,2.98522922293265
2.146549052501149,2.355341884109765,2.479462331749533,2.585666396309403,2.6414047660386246,2.6843644331350376,2.731769802839768,2.7818710760331022,2.8249976636707905,2.858901913398597,2.8857271693472764,2.907707152581782,2.926329853493295,2.9425322697417378,2.9569327065832494,2.96996469471727
2.13733779445324,2.340005622288309,2.46476592883443,2.5709518464076884,2.6266772597342123,2.66958435167928,2.7168572093717565,2.766778139274116,2.8097248633037544,2.8434592598016244,2.870116554327488,2.891923105584674,2.910363579004247,2.926374734968104,2.940576483978106,2.953404924168908
2.127597132768767,2.323438360682918,2.4486195093946184,2.5547103472076027,2.610438377944067,2.653331419942782,2.7005128161783,2.7502844671811046,2.793072145096164,2.826652428593744,2.8531550660087337,2.874799362650552,2.8930661551011223,2.908891427399936,2.9228963665114764,2.93551954479344
2.117316868036045,2.305593841040745,2.4309386960498363,2.536830855838485,2.5925695505117035,2.635489011707845,2.6826269446103472,2.732289583705663,2.774948571902853,2.808399757627152,2.8347700855154945,2.85627217453042,2.8743824829904754,2.8900355687565726,2.903853439360216,2.9162769331782434
2.106494616609481,2.286434047429652,2.411640740794222,2.5171962204426013,2.5729411470549466,2.615926452559593,2.6630741787788432,2.712676627431879,2.755246869203179,2.7886037010879576,2.814873858900816,2.8362636692401058,2.854244595258685,2.86974897666982,2.883399019051267,2.8956374607908693
2.095136104342449,2.265930202230163,2.390644918327746,2.495682330252307,2.5514102981674265,2.594495607937011,2.6417087912475514,2.6913067042836083,2.733836847283001,2.7671434756662747,2.7933555126996943,2.814673372012116,2.832562806204449,2.847952962509701,2.861465406520752,2.8735442001210045
2.0832553495708765,2.244063787591355,2.3678730317798755,2.472157346237946,2.52781862944439,2.5710271504982067,2.6183595628113783,2.668012309754383,2.710557560497376,2.743866125190643,2.7700711904314823,2.7913675714272648,2.8092144567956003,2.824536595843289,2.8379538026611475,2.849910613127677
2.07087472648613,2.220827582332843,2.343250067760316,2.446481101691917,2.501990022707202,2.545326621665947,2.592824090731238,2.6425898767384584,2.685208208515488,2.718575948996751,2.744832189944326,2.7661663421319704,2.784029992255664,2.799341999271601,2.8127189749615265,2.824604735475838
2.0580248999571924,2.196226698238993,2.3167050410826104,2.41850478466378,2.4737285604324906,2.517170458828524,2.564862747207102,2.6147915797893733,2.657537863078592,2.6910223183069464,2.717391057486147,2.7388281042991784,2.756776170822878,2.7721463860031683,2.7855502980656546,2.7974293876498613
2.04474462317178,2.1702795932502874,2.288172072686638,2.388071039512014,2.442816858906263,2.4863022297378707,2.5341925364305853,2.5843166263402977,2.6272342131264392,2.6608860198986624,2.6874257110302486,2.7090317143629146,2.727136310543824,2.7426406511562886,2.756148876638625,2.768098013413367
2.031080390323184,2.143019032616736,2.2575917468677686,2.355014652093853,2.4090150525980745,2.4524294000241262,2.5004812070700915,2.55080239533618,2.5939116691641013,2.627764428364669,2.6545218368966186,2.676356257824794,2.6946876572464498,2.710404499500102,2.7241006216543435,2.7362058955576307
2.0170859381051365,2.114492963105003,2.2249127952379504,2.3191640104604487,2.372060754943188,2.415221057958493,2.463342109396079,2.513815949015135,2.557099363498078,2.5911560305664225,2.6181540476996243,2.640258975264464,2.6588762279090545,2.6748783684117514,2.68884542660295,2.7011967681136544
2.0028215920806174,2.0847652603382105,2.190094153854864,2.2803435573069213,2.331670385412021,2.374307129908982,2.4223304423659284,2.472846648202438,2.516229835472589,2.550445123206005,2.577666627133486,2.600052124605624,2.61898988360894,2.635332826098738,2.6496430257884054,2.662325287313421
1.9883534570947656,2.053916305770592,2.1531074351884647,2.2383774672455785,2.28754231296816,2.3292797341122884,2.3769417121810785,2.427300846397874,2.4706295072148383,2.50488789124664,2.5322551407389136,2.5548800977764503,2.574130956150367,2.5908367423896728,2.6055367734537085,2.6186165111923057
1.973752454775081,2.0220433480643205,2.113939846161536,2.1930947848835647,2.2393623117886627,2.2796974282185585,2.3266134106309533,2.3764999182067683,2.419512437479105,2.4536015615990934,2.4809507820989274,2.503698800111947,2.523190536799797,2.540226400506017,2.555317531909577,2.5688245562777188
1.959093215699382,1.9892606040278349,2.072597565217338,2.1443362406457296,2.1868118423774185,2.2250931898154005,2.27073110089974,2.3196831783063945,2.361979279978488,2.395558912652924,2.422610061456761,2.4452601899631703,2.464827573353426,2.482078899311982,2.497491173853561,2.5113940438945197
1.9444528388425968,1.955699056910273,2.029109563005091,2.0919629109678874,2.1295796417191983,2.1649870032667544,2.2086402406934207,2.25601753763987,2.297023840132834,2.329591083689944,2.355913315495879,2.3781059635084723,2.397457228434118,2.4146947211131247,2.4302549452344198,2.4444298995414244
1.9299095362000367,1.921505914669017,1.9835318110167763,2.035866798326699,2.067377008381942,2.098903877014754,2.139665133289881,2.1846159713807194,2.2235500624923943,2.254402308949669,2.279376464842914,2.300575603965301,2.319254486956187,2.3360961858470213,2.351490097202269,2.365683549312829
1.9155411857478948,1.8868436976051013,1.935951769535858,1.975983266476515,1.999956979936748,2.026397942520904,2.063136316233509,2.104566957632596,2.140402589392857,2.168600780293813,2.1913813363924204,2.210835252179373,2.228180617122013,2.244050534231767,2.258780644456017,2.2725664501209635
1.9014238208256449,1.851888933138752,1.886492981504687,1.9123050731494,1.9271373013640405,1.947082946356523,1.9784274006719536,2.014976874296988,2.046414054245879,2.070750119828294,2.090230456373264,2.1069348111864867,2.1220414651405948,2.136128228717548,2.149470470094799,2.162204811040551
1.887630088293372,1.81683044510708,1.8353195257792505,1.844897499372305,1.848826664339164,1.860668903549284,1.885001781260396,1.9150267735037625,1.9404717962495663,1.959445622294285,1.9742321205107485,1.986900891677148,1.9985871277935827,2.009808071806672,2.020772531011445,2.0315514941447694
1.874227711128313,1.7818672354705534,1.7826400081528315,1.7739137948773354,1.7650531660549984,1.7670039150420522,1.7824686768958018,1.8040438373390608,1.821605449583628,1.8334181207389075,1.841820227575156,1.8488719452845648,1.8556614341590123,1.8626398729068767,1.8699433976764,1.8775710184782595
1.8612779932224903,1.747205967548318,1.7287107010728209,1.6996098692095576,1.6759933263555251,1.6661191830195363,1.6706466036602374,1.6815860320396174,1.6890946171752468,1.691665621458609,1.6917102077336952,1.6912783744040052,1.691405775621052,1.6924712600243597,1.6945320936650112,1.6975093113173678
1.8488344048346,1.7130580718762032,1.6738373953466996,1.622356898014523,1.581999380012172,1.55827415771107,1.5496306660718373,1.5475359894825258,1.5425924382969585,1.5336084350508017,1.5230868691212562,1.5130637760235417,1.504514070018027,1.497736391645084,1.4927023356397986,1.4892490521828823
1.8369412863256795,1.6796365086711662,1.6183755127764174,1.5426503347465406,1.483622027800635,1.4439976598685278,1.4198581403607111,1.402197101921055,1.3822564042180905,1.359257424359659,1.3358120283155643,1.3139335032077175,1.2945235278156555,1.2777899703542028,1.2636106283259991,1.2517324930191427
1.8256327054520995,1.6471522349280414,1.5627280600681477,1.4611137752799914,1.3816255125769692,1.32411995685944,1.2821650207472035,1.2463816303460715,1.2088727945015854,1.1693778457624897,1.1306301468412887,1.094604270003563,1.0621103214222825,1.0332510118962968,1.0078000924253652,0.9854072108959365
1.8149314996835275,1.61581043948034,1.5073410902868885,1.378496265944785,1.2769919177595144,1.1997903885298975,1.1378249561908549,1.081478015083437,1.0239566669352635,0.965624580771004,0.9093408775276768,0.8570161617200553,0.8093434290030576,0.7663010952821931,0.7275458371664967,0.6926214028525551
1.8048485299275632,1.585806625730097,1.4526964807423544,1.2956620037976256,1.1709120725729087,1.0724755010146236,0.9885618490844286,0.9094834923639996,0.8298069860437198,0.7506206615872906,0.6749016997158548,0.6044605297399513,0.5398395020522823,0.4808684201408122,0.4270708220170078,0.3778744610696443
1.7953821659305196,1.55732263849366,1.3993020289058526,1.2135719478230225,1.0647614340673976,0.943933931451451,0.8365287867788427,0.7329895228777444,0.6294978918496448,0.5279525000109537,0.4314254802993368,0.3415790645098692,0.2587635003309101,0.1826308079532884,0.1125526295642368,0.04782938221553741
1.78651801679603,1.5305227472679963,1.3476790946505313,1.1332575958975004,0.9600607456521764,0.8161665044355927,0.6842491438376024,0.5551120132109748,0.426793419374086,0.3020639647276735,0.1840495421407056,0.0742046214386901,-0.0273608909807347,-0.1212055807354613,-0.2081301329660995,-0.2889732577225514
1.7782289128700015,1.5055499114215292,1.29834825332142,1.0557879980410196,0.858422978807699,0.6913429281181817,0.5345203962364097,0.3793656513875348,0.2259839804532961,0.0780471690549301,-0.0613257138527503,-0.1909574209229472,-0.311031150245498,-0.4223505346715688,-0.5259090813946429,-0.6226956623631708
1.7704751380427228,1.4825223612946166,1.2518136403708686,0.982231855306128,0.761489786150866,0.5717096516249449,0.3902866727547121,0.209490648939811,0.0316566154647242,-0.1386525838347452,-0.2984040235222902,-0.4467739009583197,-0.5842925453842884,-0.7120420273248323,-0.8312272411896596,-0.9429960852623113
1.763204904664662,1.461530630934421,1.2085468348280204,0.9136171713832374,0.670862122543067,0.4594862473364202,0.2544911688407136,0.0492486923357191,-0.1515760927523624,-0.3425822638447807,-0.5209180412911584,-0.6861915049684001,-0.8393314092231708,-0.9817276015951282,-1.1148109061384164,-1.2398935530302597
1.7563550570708817,1.4426351715979275,1.1689712212212664,0.8508912757344705,0.5880305487087618,0.3567594976747918,0.1299230144337066,-0.0977893584750188,-0.3193553229980025,-0.5286309825149546,-0.7230508755016727,-0.9027300070820624,-1.069039817902104,-1.2237002763968097,-1.368376767230328,-1.5045464595775782
1.749851984415395,1.4258646594465072,1.1334477731702444,0.7948840619092388,0.5143108467654229,0.2653847761776846,0.019074113496067,-0.2284401856632244,-0.4678294325610438,-0.6923386674419872,-0.8997965901674153,-1.0908907505683132,-1.2674684646270045,-1.4315927038511904,-1.5851647395521689,-1.7298218843465325
1.7436127193138005,1.4112150862703454,1.1022631148346582,0.7462769801490091,0.4507899321709872,0.1869032313633509,-0.0759803595646696,-0.3400687459213672,-0.5938537858976247,-0.8301288648401008,-1.047218868245415,-1.2464344956575943,-1.4301178760931506,-1.600676797999977,-1.760241768399319,-1.9105998998422113
1.7375461957870852,1.3986496899744183,1.075620549766659,0.7055797448749062,0.3982857836977651,0.1224809879716877,-0.1536681601157581,-0.4306996398725161,-0.6951207559168577,-0.9394482563124482,-1.162591225642836,-1.3665147977836685,-1.554058759287565,-1.7279659509664531,-1.8905816348152171,-2.0438272692834643
1.7315546382185327,1.388099744254831,1.0536345219923189,0.673115963496267,0.3573234888994216,0.0728736184732423,-0.2129683659857219,-0.4990742115799316,-0.7702164804109831,-1.018813279435478,-1.2444252241938605,-1.449681424084476,-1.6379057811401865,-1.8121554465483745,-1.9749690226377288,-2.1283826721362464
1.725535052431101,1.379466187394983,1.0363287191691182,0.6490180801800196,0.3281278147113624,0.0384161379728424,-0.2534224672109532,-0.5446561932881695,-0.8186116731429008,-1.0677777415290917,-1.2924088787855492,-1.4957856209764202,-1.6816872078379423,-1.853454887256184,-2.013793679188022,-2.164831834615926
1.7193807904509637,1.3726220316877449,1.0236377715962257,0.6332312668630293,0.3106312231468555,0.019036265521989,-0.2751125674837462,-0.5675941538708097,-0.8406003728232146,-1.0868422474298614,-1.3072837853612114,-1.5058238313278092,-1.6866551917020798,-1.8533655909801376,-2.0087957012454227,-2.1551415447895446
1.7129831618781943,1.3674154607557911,1.0154122696890129,0.6255252673755626,0.3044951334003499,0.0142869800763519,-0.2786134596655071,-0.5686516588686984,-0.8372026959079927,-1.077327027107872,-1.2906879349815783,-1.4817517932304012,-1.655073082159688,-1.8144432355549367,-1.962805604905921,-2.1023991066776135
1.7062330668323424,1.3636734945733355,1.0114266358676158,0.6255127563991876,0.3091415503874525,0.0233935397201488,-0.2649261612478203,-0.5491162728899014,-0.8100464787019993,-1.041226400093949,-1.2449850694204856,-1.4262916667326289,-1.590003398508241,-1.740069657403968,-1.8795027193438725,-2.010559856102646
