Values,Values_14_11_25,Values_14_19_56,Values_14_28_26,Values_14_38_27,Values_14_48_52,Values_14_57_44,Values_15_06_05,Values_15_14_26,Values_15_22_48,Values_15_31_10,Values_15_39_32,Values_15_47_56,Values_15_56_18,Values_16_04_40,Values_16_13_01,Values_16_21_22,Values_16_29_43,Values_16_38_03,Values_16_46_25,Values_16_54_49,Values_17_03_11,Values_17_11_32,Values_17_19_54,Values_17_28_15,Values_17_36_36,Values_17_45_00,Values_17_53_21,Values_18_01_41,Values_18_10_03,Values_18_18_24,Values_18_26_46,Values_18_35_07,Values_18_43_28,Values_18_51_50,Values_19_00_12,Values_19_08_32,Values_19_16_54,Values_19_25_15,Values_19_33_36,Values_19_41_57,Values_19_50_19,Values_19_58_39,Values_20_07_00,Values_20_15_21,Values_20_23_41,Values_20_32_02,Values_20_40_22,Values_20_48_43,Values_20_57_05,Values_21_05_25,Values_21_13_50,Values_21_22_10,Values_21_30_32,Values_21_38_55,Values_21_47_17,Values_21_55_37,Values_22_03_57,Values_22_12_18,Values_22_20_39,Values_22_29_01,Values_22_37_22,Values_22_46_17,Values_22_54_51,Values_22_58_05
0.3638457993012725,0.4363872577545116,0.4160730107590908,0.3830258962454502,0.3394205507192148,0.2917613960137818,0.249626436057411,0.2171544135970911,0.1938287757608685,0.1777601066263457,0.1671777144494049,0.1607111111994577,0.1573304431614344,0.1562573766180492,0.1569023584146597,0.1588225755111807,0.1616909490426195,0.1652712714022136,0.1693976996712099,0.1739579679063642,0.1788799170130425,0.1841209104657792,0.189659658622867,0.1954899748202596,0.2016160275472527,0.2080487163951934,0.2148028698730134,0.2218950313516924,0.2293416609042736,0.2371576342104899,0.2453549645775592,0.2539417109621257,0.2629210634725078,0.272290618256115,0.2820418653942414,0.292159916600026,0.3026234941613009,0.3134051903771486,0.3244719893719988,0.3357860242380342,0.3473055242942982,0.3589858936844224,0.3707808548336751,0.3826435898834712,0.3945278193472041,0.4063887684439866,0.4181839859947666,0.429873995925967,0.4414227756211077,0.4527980672962606,0.4639715372824378,0.47491880381162,0.4856193566252956,0.4960563922147165,0.5062165871129247,0.5160898294177898,0.5256689256861938,0.534949297284633,0.5439286772530578,0.5526068159952445,0.5609852018037088,0.5690668001460115,0.5768558141579418,0.5843574674585819,0.5871339853528962
0.3691418531214536,0.4417687582037731,0.4216552209653966,0.3888062860042073,0.3453595188805218,0.2978278148379908,0.2558004047834358,0.2234201845342321,0.2001741533531277,0.1841764064035576,0.1736588333700748,0.1672525788407466,0.1639287919759252,0.1629097765905783,0.1636064042498015,0.1655761530816842,0.1684921441214024,0.1721183034403728,0.1762888722727737,0.1808916313991991,0.1858544401635579,0.1911346592322502,0.1967109803800983,0.2025771868883079,0.2087374091764816,0.2152025036188636,0.2219872528447276,0.2291081539426925,0.2365816224473824,0.2444224933450467,0.2526427451751343,0.2612504100981386,0.2702486613587613,0.2796350899702192,0.2894011941439697,0.2995321081563578,0.310006591998082,0.3207972909821251,0.3318712571561794,0.3431907054749211,0.3547139595700029,0.3663965284285345,0.3781922476196441,0.3900544183218435,0.4019368835312346,0.4137949920316801,0.4255864151143999,0.4372717961679459,0.4488152274261175,0.4601845600696764,0.4713515625623378,0.4822919477975951,0.4929852923433068,0.5034148715544692,0.5135674329330853,0.5234329278737556,0.5330042188974267,0.5422767764250089,0.5512483761188682,0.5599188050816079,0.5682895829008291,0.5763637014517741,0.5841453858919464,0.5916398779546,0.5944137218664931
0.3711768924340528,0.443705844778706,0.4236218924548138,0.3908270793952401,0.3474601041734554,0.3000203363676934,0.2580750628509181,0.2257575085408241,0.2025553219592801,0.1865863098394892,0.1760859219510094,0.1696880903299433,0.1663660805391401,0.165343812283733,0.1660333937052537,0.1679932418248958,0.1708971796950814,0.1745096479288513,0.1786652560910049,0.183252041239855,0.1881980346155636,0.1934607063257064,0.1990188121950144,0.2048661672821498,0.2110069115441357,0.2174518963436106,0.2242158907092622,0.2313153742450123,0.2387667449183615,0.2465848232078483,0.2547815788382502,0.2633650430504988,0.2723383978546086,0.281699254070955,0.2914391416413421,0.3015432388567121,0.3119903618152614,0.3227532232823512,0.3337989528305393,0.3450898512857311,0.3565843344230617,0.3682380073533173,0.3800048033805482,0.3918381207222288,0.4036918965900467,0.4155215693084676,0.4272848935195182,0.4389425886245968,0.4504588147516334,0.4618014824207499,0.472942410749944,0.4838573547286359,0.4945259247936447,0.5049314224264947,0.5150606141038179,0.52490346369822,0.5344528403977142,0.5437042161683381,0.5526553637671294,0.5613060635799508,0.5696578252626543,0.5777136280914802,0.5854776824536465,0.5929552135844125,0.5957227841180299
0.3743700225367811,0.4467358465375679,0.4266189069230285,0.3938243518151363,0.3505076353041984,0.3031468087174998,0.2612745428187945,0.2290090387574382,0.205837439691573,0.1898813100088013,0.1793800134072919,0.1729706985092588,0.16962916689008,0.1685813271139691,0.1692408371538108,0.1711673063061815,0.1740354592572529,0.1776104055176743,0.1817272408715112,0.1862743481096009,0.1911799982364292,0.1964018226610601,0.2019186815148889,0.2077244536836199,0.2138233150759268,0.2202261347388626,0.2269476884844634,0.2340044575129627,0.2414128407012701,0.2491876623427088,0.2573409017625963,0.2658806078647779,0.2748099901002824,0.2841266976631379,0.2938223103735958,0.3038820678738222,0.3142848584460682,0.3250034766519635,0.3360051417373582,0.3472522499326215,0.3587033157275564,0.3703140437151678,0.3820384649410754,0.3938300712926942,0.4056428875426568,0.4174324318056118,0.429156529500948,0.4407759609809053,0.4522549370909859,0.463561408791964,0.4746672256274982,0.485548163501218,0.4961838449340679,0.50655757546146,0.5166561184504338,0.5264694283911303,0.5359903596969897,0.5452143650130463,0.5541391940218683,0.5627646010104289,0.5710920671701779,0.5791245415342244,0.5868662029832661,0.5943222444295101,0.5970818789023252
0.380059957850258,0.4522123341630443,0.4320137468170306,0.3991773199271968,0.355888048023197,0.3085965410641851,0.2667907284182925,0.2345695006561491,0.2114185632813008,0.1954632685948496,0.1849471737050947,0.1785109850344848,0.1751333743042187,0.1740425361264125,0.174653928177892,0.1765285545113463,0.1793422013806023,0.1828607712886081,0.1869199414202112,0.1914085129010932,0.1962550519347222,0.2014173939230772,0.2068745367603914,0.2126204501000605,0.2186593683004977,0.2250021977064837,0.2316637387959687,0.2386604913558795,0.2460088718602385,0.2537237251903123,0.2618170573503784,0.2702969523651766,0.2791666649098447,0.2884239004916406,0.2980603066380621,0.3080612017133608,0.3184055626927359,0.329066281147234,0.3400106794796938,0.351201260675727,0.3625966468122077,0.374152648093552,0.385823396524072,0.3975624779003048,0.4093240018527958,0.4210635607697059,0.4327390427245198,0.4443112785581117,0.4557445173414567,0.467006736285902,0.4780697998097021,0.4889094881480291,0.499505418601968,0.5098408830185298,0.5199026237260767,0.5296805679339607,0.5391675375968665,0.5483589487191589,0.5572525110734564,0.5658479365883945,0.5741466623748643,0.5821515922959742,0.5898668595163022,0.5972976111456634,0.6000479155824013
0.3887815916125736,0.4606754340718151,0.440351646902724,0.4074356552234391,0.3641537874625059,0.3169235880878022,0.2751789905404682,0.2429956628288649,0.2198570206063119,0.2038922317577249,0.1933493035672756,0.1868728132619288,0.1834446082736154,0.1822954401799066,0.1828427935293122,0.184649250811032,0.1873918046690227,0.1908372627861427,0.1948219696578387,0.1992352101614619,0.2040058955550984,0.2090921035588147,0.214472999823361,0.2201426689177289,0.2261054238536735,0.232372225969437,0.2389579166686069,0.2458790299350012,0.2531520153605808,0.2607917542216939,0.2688102955145871,0.277215775286165,0.2860115108839059,0.2951952819701588,0.3047588217627702,0.314687545137404,0.3249605349611983,0.3355507959907821,0.3464257684997485,0.3575480750634547,0.3688764559347307,0.3803668349812125,0.3919734504790992,0.40364998460679,0.4153506314831425,0.4270310546487034,0.4386491991291614,0.450165938205542,0.4615455490585115,0.4727560232729757,0.4837692268207666,0.4945609298164846,0.5051107290562105,0.5154018868559737,0.5254211083528065,0.5351582772289775,0.5446061668252055,0.5537601405947722,0.5626178528592183,0.5711789581147597,0.5794448348585756,0.5874183278446026,0.5951035112113097,0.6025054736055119,0.6052451655813647
0.4009796595978654,0.4725773642517623,0.4520919537048317,0.4190647901495535,0.375773887209473,0.3285988973447064,0.2869117795442041,0.2547616075735049,0.2316287696376772,0.2156462712740348,0.2050667913280841,0.1985390479341944,0.1950483273546565,0.1938281708599411,0.1942982846689666,0.1960229870563639,0.1986806010717887,0.2020389356548977,0.2059350762110877,0.2102588474436323,0.2149395484344672,0.2199355321398735,0.2252261577833679,0.23080564570956,0.2366784051385819,0.2428554679095544,0.2493517307594727,0.2561837758819716,0.2633681001155781,0.2709196357263593,0.2788504899755595,0.287168866972285,0.2958781635177624,0.3049762508205125,0.3144549655615166,0.324299836971557,0.3344900713490804,0.3449988034547678,0.3557936070995658,0.3668372385463508,0.3780885683775103,0.389503644022231,0.4010368174438858,0.4126418719994859,0.4242730884335043,0.4358862009657377,0.4474392086185683,0.4588930218677202,0.4702119387082847,0.4813639560244974,0.4923209307744194,0.5030586111787708,0.5135565608268224,0.5237979991328293,0.5337695802386818,0.5434611302718608,0.5528653598884703,0.5619775660300261,0.5707953338423775,0.5793182470020585,0.5875476124214777,0.5954862032495941,0.6031380226201096,0.6105080892826272,0.6132360315786445
0.4171963747754627,0.4884673184309669,0.4677904979719591,0.434626214337838,0.3913131615918633,0.3441890272468179,0.30255701435025,0.2704367373652691,0.2473049273127109,0.2312984444457649,0.2206748273576017,0.2140871648336912,0.2105244051688989,0.2092230761760003,0.2096052701646234,0.2112371738497746,0.2137985451967989,0.2170582753755564,0.2208542527541017,0.2250768891631448,0.2296559076104906,0.234549964103868,0.2397386332953751,0.245216289028262,0.2509874517376516,0.2570632371429224,0.2634586098981136,0.2701902128225426,0.2772746027133272,0.2847267761611155,0.2925589128559941,0.300779300057469,0.309391430023491,0.3183932823169623,0.3277768144926899,0.3375276878644048,0.3476252498545302,0.3580427824868048,0.3687480095150324,0.379703836027445,0.3908692764242774,0.4022005132091021,0.4136520213176191,0.4251776921766165,0.4367318975762952,0.4482704443741679,0.4597513851732949,0.4711356650056961,0.4823875980219927,0.4934751799623655,0.5043702507984106,0.5150485276161412,0.5254895305453724,0.5356764250772014,0.5455958027922082,0.5552374203532325,0.564593913654629,0.573660501033044,0.5824346864764973,0.5909159710746903,0.5991055786861759,0.6070061997482695,0.6146217556935928,0.6219571851223753,0.6246723753252474
0.4379986683802462,0.5089195134398873,0.4880283666383897,0.4547068415971782,0.4113618781959171,0.3642859392951887,0.3227079527743699,0.2906157408142382,0.2674818607636139,0.2514470389563012,0.2407738262707545,0.2341198687799875,0.2304779576367803,0.2290877661817898,0.2293739053437973,0.230904537128315,0.2333609386288577,0.2365131485655828,0.2401999084036173,0.2443122553856466,0.2487803657237297,0.2535632210918048,0.2586406294037171,0.2640071325437249,0.2696673745821435,0.2756325663278103,0.2819177510575334,0.28853964296401,0.2955148700057317,0.3028585050559453,0.3105828131451158,0.3186961786499472,0.3272022043145859,0.3360989940632622,0.3453786431349688,0.3550269622848571,0.3650234576421235,0.375341575926454,0.3859492077153367,0.3968094228462178,0.4078813941219302,0.4191214520298006,0.4304842054406033,0.4419236626725518,0.4533942931307044,0.4648519805974523,0.4762548333075854,0.4875638307747599,0.4987433012663733,0.5097612355742536,0.5205894513352955,0.5312036278407642,0.5415832340212601,0.5517113728489255,0.561574564100373,0.5711624852748193,0.580467687519184,0.5894853004405932,0.5982127367316971,0.6066494048503048,0.6147964357346735,0.6226564274913761,0.6302332105334468,0.6375316343335647,0.6402332076419635
0.4639416147172331,0.534496448946744,0.5133750047319989,0.4798819792242098,0.4364986495472235,0.3894698488025836,0.3479460106000481,0.3158813780084463,0.2927439344029926,0.2766782772249863,0.2659520847770557,0.2592277020747111,0.2555018999837284,0.2540176172795151,0.2542020832749083,0.2556255157103415,0.2579707743219344,0.2610090947894251,0.2645801097330063,0.268575510983727,0.2729259503655631,0.2775907526094832,0.2825499726912322,0.2877983318898638,0.293340607731503,0.2991881151290197,0.3053559847692364,0.3118610112371929,0.3187199032626848,0.3259478204738594,0.3335571247652946,0.3415563103137885,0.3499491042167813,0.3587337497520604,0.3679024958176778,0.3774413193464305,0.3873299023814757,0.397541873672229,0.4080453077017612,0.4188034554971893,0.4297756636863579,0.440918424803674,0.452186494072588,0.4635340072559336,0.4749155399189776,0.4862870592393813,0.497606733483891,0.508835579045939,0.5199379388257231,0.5308817974598217,0.5416389475063623,0.55218502638121,0.5624994466037916,0.5725652424857666,0.5823688551206152,0.5918998754048526,0.6011507618996991,0.6101165473876553,0.6187945450376543,0.6271840624193322,0.6352861293544618,0.6431032435548936,0.6506391365400592,0.6578985610160777,0.6605857906541708
