Values,Values_14_11_25,Values_14_19_56,Values_14_28_26,Values_14_38_27,Values_14_48_52,Values_14_57_44,Values_15_06_05,Values_15_14_26,Values_15_22_48,Values_15_31_10,Values_15_39_32,Values_15_47_56,Values_15_56_18,Values_16_04_40,Values_16_13_01,Values_16_21_22,Values_16_29_43,Values_16_38_03,Values_16_46_25,Values_16_54_49,Values_17_03_11,Values_17_11_32,Values_17_19_54,Values_17_28_15,Values_17_36_36,Values_17_45_00,Values_17_53_21,Values_18_01_41,Values_18_10_03,Values_18_18_24,Values_18_26_46,Values_18_35_07,Values_18_43_28,Values_18_51_50,Values_19_00_12,Values_19_08_32,Values_19_16_54,Values_19_25_15,Values_19_33_36,Values_19_41_57,Values_19_50_19,Values_19_58_39,Values_20_07_00,Values_20_15_21,Values_20_23_41,Values_20_32_02,Values_20_40_22,Values_20_48_43,Values_20_57_05,Values_21_05_25,Values_21_13_50,Values_21_22_10,Values_21_30_32,Values_21_38_55,Values_21_47_17,Values_21_55_37,Values_22_03_57,Values_22_12_18,Values_22_20_39,Values_22_29_01,Values_22_37_22,Values_22_46_17,Values_22_54_51,Values_22_58_05
0.4955355510905552,0.5657160576238781,0.5443553847539772,0.5106825105063666,0.4672576123388713,0.4202763917236812,0.3788079149195756,0.3467716223653199,0.32363064284151,0.307533442729589,0.2967529033453128,0.2899561630484442,0.2861440633742676,0.284562887882919,0.2846425502009168,0.2859553770923079,0.2881858532420272,0.2911064444507336,0.2945577002599975,0.2984319870258359,0.3026604476436851,0.3072027620270497,0.3120392419570067,0.3171647962553848,0.3225843431052351,0.3283093083135706,0.3343549168004792,0.3407380507677549,0.3474755076438156,0.3545825426819021,0.3620716246318963,0.3699513686959365,0.3782256388272203,0.3868928314055381,0.3959453638744701,0.4053693951857952,0.4151447998410023,0.425245405558091,0.4356394877106821,0.4462904951789946,0.4571579643930526,0.4681985648850448,0.4793672118584522,0.4906181805855046,0.5019061631210766,0.513187218528874,0.524419581723891,0.5355643107463349,0.5465857661238908,0.5574519276781319,0.5681345627217378,0.578609265287953,0.5888553888130004,0.5988558952882632,0.608597142648605,0.6180686300590783,0.6272627178627883,0.636174336016442,0.6448006919146835,0.6531409858427253,0.6611961400525301,0.668968545425226,0.6764618282293401,0.6836806381754408,0.6863529366076377
0.5332023294650811,0.6030078941841783,0.5814061317406395,0.5475509647589868,0.5040844583268724,0.4571526280351131,0.4157416835474585,0.3837356160912298,0.3605925416171478,0.3444647851665437,0.3336304650796887,0.3267615581390252,0.3228630199104695,0.3211845162801012,0.3211586764106535,0.3223599616375342,0.3244745023115864,0.327276011028407,0.3306059675821989,0.334357423470857,0.3384620211332781,0.3428798025088517,0.3475913418647536,0.3525917405028981,0.3578860618335979,0.3634858470998965,0.3694064202731505,0.375664756538842,0.3822777481807012,0.3892607532293626,0.3966263556032988,0.4043833011217775,0.4125356015255741,0.4210818185663488,0.4300145517703591,0.4393201567716348,0.4489787161110706,0.4589642727072069,0.4692453193952006,0.4797855194792635,0.4905446154160284,0.5014794692800834,0.5125451708178418,0.5236961481365556,0.5348872216700283,0.5460745526835952,0.5572164514066944,0.5682740245253037,0.5792116555593946,0.5899973233210877,0.6006027722310687,0.6110035539711167,0.6211789627466884,0.6311118870523517,0.6407885996084778,0.6501985050581351,0.6593338621373653,0.6681894941151426,0.676762498390144,0.6850519634822618,0.6930586994213227,0.7007849855094934,0.7082343379842141,0.715411298801739,0.71806821833244
0.5772385747016574,0.6466763084132443,0.6248386133285684,0.5908045371974696,0.5472994071773899,0.5004199837391196,0.4590695406128443,0.4270965587541517,0.4039541070751442,0.387798349975101,0.3769126334989436,0.3699737668984788,0.3659908142182789,0.3642168185034798,0.364087120398997,0.3651783132779046,0.3671781720937185,0.3698616563265363,0.3730711768799052,0.376700471685203,0.3806816842217214,0.3849752200356477,0.3895619175174517,0.3944370721881791,0.3996058946256978,0.4050800437875252,0.4108749454740257,0.4170076713055746,0.4234952127227459,0.4303530358546544,0.437593846279747,0.4452265282170393,0.4532552503485498,0.4616787503508634,0.4704898217540524,0.4796750300679516,0.4892146801786422,0.4990830454034922,0.5092488518608816,0.5196759934200975,0.530324434703421,0.5411512461445471,0.5521117072258115,0.5631604131915244,0.5742523260438164,0.5853437211572934,0.5963929945876656,0.607361310722266,0.6182130836612794,0.6289162973584473,0.6394426781217909,0.649767738780291,0.6598707166357745,0.6697344279616012,0.6793450606125093,0.6886919242562829,0.6977671748870685,0.706565527383614,0.7150839669837875,0.7233214679106148,0.7312787251590348,0.7389579034336332,0.7463624057817597,0.7534966631621379,0.7561378956432261
0.6277793403718922,0.6968639832653831,0.6748023676659808,0.640598424964918,0.5970604850840375,0.550237495228721,0.5089511324396275,0.4770148931202502,0.4538768891138007,0.4376970950611462,0.4267640308093726,0.4197592799910076,0.4156959599474853,0.4138304426487272,0.4136007407749196,0.414585549142687,0.4164742645510113,0.4190430769791486,0.4221353169328107,0.425645400844358,0.4295059678425147,0.4336777834699793,0.4381419478884537,0.4428939494153641,0.4479391451237537,0.4532893116972165,0.4589599774764049,0.4649683120007828,0.471331408235443,0.4780648437895278,0.4851814504311683,0.4926902565801275,0.5005955950296745,0.5088963879796133,0.5175856330003349,0.5266501169049818,0.5360703796353691,0.5458209387338926,0.5558707683235447,0.5661840081927625,0.5767208608262365,0.5874386207553008,0.5982927726834566,0.6092380939501296,0.6202297023164136,0.6312240004916367,0.6421794824676196,0.6530573812252483,0.6638221510637722,0.6744417894101498,0.6848880115259132,0.6951362972387478,0.7051658316564026,0.7149593624867732,0.72450299541861,0.7337859469902751,0.7428002715489812,0.7515405760276432,0.7600037333926306,0.7681886029934032,0.7760957638289903,0.7837272647348527,0.7910863940519873,0.7981774700385599,0.8008028452526048
0.6847677670068701,0.7535214514044685,0.7312544908758176,0.6968951080235992,0.6533327422614702,0.6065709917062772,0.5653526814983773,0.5334574282037915,0.5103285991101167,0.4941299396024934,0.483155044296287,0.4760901606864993,0.4719523546655962,0.470001236157835,0.4696774154948199,0.4705616307559713,0.4723448565664008,0.4748044809099227,0.4777847303192619,0.4811806828036379,0.4849254610408936,0.4889801819026501,0.4933262010773812,0.4979591951596265,0.5028846644696525,0.5081145011724507,0.5136643347780381,0.5195514322193411,0.5257929883484742,0.532404693595087,0.5393995083515838,0.5467866088911519,0.5545704971039535,0.5627502861219802,0.5713191854405635,0.5802642125399908,0.5895661532086307,0.5991997813211746,0.6091343322625523,0.6193342059327502,0.6297598575541379,0.6403688210385983,0.6511168017185835,0.6619587742861281,0.6728500271142775,0.683747104472823,0.6946086117040445,0.7053958628434586,0.7160733637980123,0.7266091357655132,0.7369748921256098,0.7471460877455751,0.7571018624910731,0.7668249014221746,0.7763012330136775,0.785519984739018,0.7944731125586109,0.8031551180001879,0.8115627636636349,0.8196947953750309,0.8275516770091553,0.835135341996334,0.8424489640923745,0.8494967486918166,0.8521062311100288
0.7479308922304074,0.8163827466049217,0.793935147288165,0.7594397438344697,0.7158635819836843,0.6691683906803272,0.6280222554295123,0.5961725785594684,0.5730583142342415,0.5568469284763577,0.5458369468360491,0.538719118412131,0.5345143043360783,0.5324852199221172,0.5320749649542048,0.5328662360041292,0.5345515210708031,0.5369093581977296,0.539784834808957,0.5430736649566801,0.546709436340327,0.5506536036401913,0.5548877680792801,0.5594077870108733,0.5642192982379048,0.5693343049317698,0.5747685343145724,0.5805393481439787,0.5866640414537466,0.5931584167001651,0.6000355631140676,0.607304806167611,0.6149708194557773,0.6230329110341118,0.6314845077929608,0.640312864884491,0.649499022489253,0.6590180208509304,0.6688393680366647,0.6789277366999625,0.6892438484561747,0.6997454910230527,0.7103886052929554,0.7211283784763558,0.7319202846957863,0.7427210246472551,0.7534893294029807,0.7641866077669995,0.7747774301612216,0.7852298535524732,0.7955156004618108,0.8056101108118606,0.8154924882304248,0.8251453631420526,0.8345546938662238,0.8437095249685308,0.8526017193398437,0.8612256776477711,0.8695780559690639,0.877657489818926,0.8854643305989086,0.8930003984901776,0.9002687543868285,0.9072734921687816,0.9098671758809458
0.8167635550047115,0.8849491405687876,0.8623511608595145,0.8277436407556503,0.7841661702201553,0.7375430780790702,0.6964731247475401,0.6646736956069198,0.6415797763373797,0.6253624930959782,0.6143251150906898,0.6071626808295219,0.6028996468416332,0.6008016617083535,0.6003141745002374,0.6010217304859418,0.6026182474110863,0.6048833509584546,0.6076629434816363,0.610853341473942,0.6143885730944083,0.6182304127390661,0.622360693620788,0.6267754434656003,0.6314804293600738,0.6364877588190396,0.6418132512413773,0.6474743585748769,0.6534884722086844,0.6598715036138935,0.666636668738034,0.6737934411418646,0.6813466661719267,0.6892958481620257,0.6976346341982964,0.7063505214608301,0.7154248105003439,0.7248328155434292,0.7345443265448154,0.7445242996046402,0.7547337347532288,0.7651306866597222,0.775671345805549,0.7863111265719492,0.7970057038397562,0.8077119498370248,0.8183887363279077,0.8289975814895384,0.8395031343253251,0.8498735009547541,0.8600804256322245,0.8700993450614816,0.8799093374487904,0.8894929884739461,0.8988361952729113,0.9079279275810694,0.916759962441952,0.9253266060786188,0.9336244137091106,0.9416519155103578,0.94940935475231,0.9568984421381824,0.9641221289600116,0.9710844003873592,0.9736625021121396
0.8905212770758295,0.9584818574211618,0.9357685884664356,0.90107671775708,0.8575118377189582,0.8109662873089212,0.7699761256202681,0.7382314096045974,0.7151637065204374,0.698947732503469,0.6878912721759683,0.6806933943240104,0.6763819076362121,0.6742251852453601,0.6736708559751285,0.6743051811174807,0.6758234070594267,0.6780061715232967,0.6807001359694115,0.6838021783663533,0.6872467372412191,0.6909958843965078,0.6950316681847216,0.6993502736172199,0.7039575865366683,0.7088658100098805,0.7140908480208347,0.7196502359957269,0.7255614556900448,0.7318405222875831,0.7385007738913645,0.7455518284481225,0.7529987003707328,0.7608410887827466,0.7690728608544573,0.7776817572216995,0.7866493419008992,0.7959512079449226,0.8055574338092751,0.8154332673825556,0.8255399970764387,0.8358359559407543,0.8462775967288817,0.8568205746851257,0.8674207798858765,0.8780352710032545,0.8886230756174792,0.8991458363709839,0.9095682956917394,0.9198586232607556,0.9299885988900544,0.9399336691886464,0.949672899282896,0.959188841614774,0.9684673427831408,0.9774973074755072,0.98627043582081,0.994780947709261,1.0030253048298436,1.0110019386150773,1.018710990112219,1.026154065823673,1.0333340121385326,1.040254709690132,1.0428175598908698
0.9682229089012638,1.036004562572145,1.0132150801839468,0.9784697624027624,0.9349322905949372,0.8884692956447855,0.847561848057098,0.8158758047521782,0.7928399603077474,0.7766325423618139,0.7655655853838514,0.7583418865863025,0.7539923244113819,0.7517877551199663,0.751177791720965,0.7517502586910338,0.7532016145954875,0.7553134220233291,0.7579330370448274,0.7609578516341099,0.764322679678172,0.7679898642906269,0.7719416491049224,0.7761743608295112,0.7806939913372165,0.7855128284043317,0.7906468509881865,0.7961136692065361,0.8019308470004791,0.8081144956154286,0.8146780682201805,0.8216313207316751,0.8289794310573707,0.836722288588762,0.8448539773293202,0.853362479605792,0.8622296228118952,0.8714312805624795,0.8809378234647787,0.8907147967871973,0.900723784809856,0.9109234082336676,0.9212703929647424,0.9317206473798368,0.9422302901525996,0.9527565806579094,0.9632587171283687,0.973698481815522,0.9840407257730308,0.9942536972794404,1.0043092263853712,1.0141827837757598,1.0238534350366162,1.0333037121923705,1.0425194233472648,1.0514894193729944,1.06020533389475,1.0686613100666955,1.0768537248526602,1.084780918983522,1.0924429386048733,1.0998412926619665,1.106978728654557,1.1138590281116856,1.1164070603558034
1.0486633640598824,1.1163159591412537,1.0934923677663626,1.0587268347687218,1.0152319808378256,0.9688557914067308,0.9280330046707052,0.896408784525093,0.8734098827895256,0.8572179537552191,0.8461489836397519,0.8389091589015211,0.8345321114332164,0.8322909112369498,0.8316369379161356,0.8321594093597918,0.8335558669972238,0.8356087014257423,0.8381658915433071,0.8411252903580299,0.8444220479037755,0.8480187492223821,0.85189781070549,0.8560556829034355,0.8604984489493591,0.8652384685320604,0.8702917840031411,0.8756760693274591,0.8814089602462267,0.887506654024491,0.8939827092076335,0.9008470104525124,0.9081048905690112,0.9157564214928992,0.9237958974653095,0.9322115373033508,0.9409854282243106,0.9500937227141814,0.959507083866105,0.9691913567820336,0.9791084262027814,0.9892172071528376,0.9994747073129286,1.0098370985701188,1.0202607400870929,1.0307031050725768,1.0411235764913076,1.051484090940978,1.061749623216282,1.0718885154305031,1.08187266300511,1.0916775755351067,1.1012823334441515,1.1106694621374864,1.119824744352245,1.1287369895389012,1.137397776443915,1.1458011823254888,1.1539435094796793,1.1618230172264483,1.169439665360334,1.1767948731141629,1.1838912962765815,1.190732623826655,1.1932663626297768
1.130436345922767,1.198012404077794,1.1751988005337075,1.1404477421165018,1.0970105646735857,1.0507243414458585,1.0099869108681565,0.9784265596775802,0.9554687980702496,0.9392986183146091,0.9282356336075372,0.9209890496099514,0.916594907665053,0.9143281996624248,0.9136418367824564,0.9141262472934886,0.9154799161564656,0.9174859575582044,0.9199928957152328,0.9228989873188618,0.9261396759286364,0.9296777564026648,0.9334957930912268,0.9375903405298848,0.9419675564775484,0.9466398579014358,0.9516233370728012,0.9569357189378758,0.962594698454227,0.9686165464527494,0.9750149145185874,0.9817998039269428,0.9889766906700076,0.9965458181614464,1.0045016807634537,1.0128327249330704,1.0215212904392856,1.0305438032302687,1.0398712155733003,1.0494696713555858,1.0593013570798628,1.069325485745356,1.0794993527249903,1.0897794014408757,1.1001222414548095,1.110485571336871,1.1208289716325988,1.131114547148257,1.1413074109924752,1.1513760141100469,1.1612923324533482,1.1710319296220908,1.1805739157132131,1.1899008239315014,1.1989984255253898,1.2078555017707098,1.216463589086877,1.2248167106545214,1.2329111051692887,1.24074496085584,1.2483181607338345,1.2556320431831942,1.2626891804547509,1.2694931764999682,1.2720132239811532
1.2119666822689934,1.279520166567722,1.2567615568524275,1.2220602168845094,1.178695083570385,1.1325005947192657,1.0918477130747453,1.060351896588734,1.0374382720675197,1.0212950803367742,1.0102452169287024,1.0030005131807247,0.9985990551596742,0.9963174484230825,0.9956098883384502,0.9960678212729936,0.9973905294511688,0.999361740975579,1.001830443833818,1.004695237886338,1.0078918150531295,1.011383145775533,1.0151519157108435,1.0191947618170525,1.0235178981840072,1.0281337827265034,1.0330585423594565,1.0383099381827543,1.0439057096191724,1.0498621862052342,1.056193097561752,1.0629085465235286,1.0700141373426009,1.077510270395753,1.085391626388782,1.093646866742032,1.102258572571564,1.1112034339069463,1.1204526849394818,1.129972763461795,1.139726155384922,1.149672371918381,1.1597689989207025,1.169972756580601,1.1802405123330033,1.1905301995704605,1.2008016075713903,1.2110170218756753,1.2211417074811892,1.2311442384773146,1.2409966861071076,1.2506746829200406,1.260157383589523,1.2694273437903585,1.278470337565227,1.2872751317901685,1.2958332337343688,1.3041386250181102,1.312187492555742,1.3199779645788976,1.3275098577154711,1.3347844391665535,1.3418042066298783,1.3485726873518151,1.351079709085666
