Values
0.4983152588987056
0.5854033453554555
0.5968104849273782
0.5975125842325497
0.5989525778390102
0.6019066628156815
0.607099935168229
0.6150930077420721
0.6265280066494766
0.6420894685059784
0.6624427895869894
0.6882108631561843
0.719927432886563
0.7579984460815636
0.8026648448333975
0.8539696465494421
0.9117319363961196
0.9755284605000799
1.0446845110878369
1.118274765208038
1.1951344913675912
1.2738815561503165
1.3529476171734884
1.4306209230854383
1.5050909649229802
1.5745141444564983
1.6370502631265726
1.6909686713238132
1.7346396945345532
1.7666412875102389
1.785980995755423
1.7912512179545816
1.7829266894573355
1.7667460618580886
1.7481871652757912
1.727701618344219
1.7046402553353814
1.6790880294968367
1.6508900460087828
1.6199298662252475
1.5861448978087371
1.549472523863738
1.5099053227415433
1.4674716796900462
1.422255467624118
1.3743961980326342
1.324095929356974
1.271621283098689
1.2173047978484113
1.161543611872804
1.1047959543330372
1.0475751420198542
0.9904412248368041
0.933990443650145
0.8788428346943229
0.8256284183022347
0.7749725057288003
0.7274807136271654
0.6837242944208819
0.6442263692750528
0.6094495934503427
0.5797856988353459
0.5555472550167634
0.53696187827707
0.52416900604463
0.5172192488317018
0.5160762361645185
0.5206207885803211
0.5306571741073084
0.5459211440530898
0.5660893892997024
0.5907900158289827
0.6196136094761447
0.6521244483463355
0.6878714304151039
0.7263983160197963
0.767252940480687
0.8099951286654428
0.8542031357717295
0.899478539259221
0.9454496066767725
0.9917732539033393
1.0381357799549171
1.084252612317808
1.1298673182328955
1.1747501333383408
1.2186962335020817
1.2615239346718197
1.303072956337014
1.3432028338096775
1.3817915189112184
1.4187341719256121
1.4539421219224045
1.4873419579412002
1.5188747087905656
1.5484950721822168
1.5761706621074862
1.6018812543841077
1.6256180222032912
1.6473827648818649
1.6671871429156508
1.6850519403240667
1.701006380887904
1.7150875280030287
1.7273397982950665
1.7378146165746655
1.7465702338034663
1.7536717201202758
1.7591911313678419
1.7632078299032936
1.765808919062188
1.7670897262405691
1.767154243482003
1.766115408611481
1.7640950867864664
1.761223594682405
1.7576386004274362
1.7534832347618574
