Values,Values_03_58_22,Values_04_00_21,Values_04_15_06,Values_04_16_40,Values_04_31_13,Values_04_32_37,Values_04_47_20,Values_04_48_32,Values_05_03_37,Values_05_04_35,Values_05_19_53,Values_05_20_34,Values_05_35_37,Values_05_36_04,Values_05_51_19,Values_05_51_33,Values_06_07_02,Values_06_22_30,Values_06_22_44,Values_06_38_04,Values_06_38_32,Values_06_53_32,Values_06_54_23,Values_07_09_00,Values_07_10_12,Values_07_24_29,Values_07_26_00,Values_07_39_59,Values_07_41_49,Values_07_54_29,Values_07_55_28,Values_08_10_40,Values_08_25_55,Values_08_41_10,Values_08_56_19,Values_09_11_27,Values_09_26_33,Values_09_41_41,Values_09_57_13,Values_10_15_02,Values_10_31_47,Values_10_47_51,Values_11_03_23,Values_11_18_40,Values_11_33_51,Values_11_49_02,Values_12_04_14,Values_12_19_25,Values_12_34_37,Values_12_49_49,Values_13_05_02,Values_13_20_16,Values_13_35_31,Values_13_51_00,Values_14_06_36,Values_14_22_12,Values_14_37_48,Values_14_53_35,Values_15_08_52,Values_15_24_04,Values_15_39_17,Values_15_54_30,Values_16_09_45,Values_16_24_58,Values_16_40_51,Values_16_58_19,Values_17_15_31,Values_17_32_47,Values_17_50_08,Values_18_07_26,Values_18_24_44,Values_18_41_59,Values_18_59_34,Values_19_19_38
1.1580540882987889,1.148025526558702,1.004597812780352,1.150424622780204,0.986144445470508,1.1543892397474478,0.9725298271768856,1.158597805823092,0.962487589884189,1.162769838124534,0.9551995102120612,1.1668579704401203,0.9500336112910032,1.1708659233383392,0.9464953475850296,1.1748054573348363,0.9441997507290524,0.9428492223311832,0.9422149816800794,1.1825177549600512,0.942121843228516,1.1863029068655526,0.9424360374839204,1.190045321771518,0.943055653679616,1.1937465184266838,0.9439032317703708,1.1974069960340543,0.9449200601106278,1.201026550408265,1.2038922890575172,0.9460618009619596,0.947295139018954,0.9485952142317008,0.9499436548312756,0.9513270695825082,0.95273589166147,0.9541634919685524,0.9556054990924516,0.957059277867605,0.95852352967078,0.9599979861339596,0.9614831745420797,0.9629802380875322,0.9644907980470624,0.9660168478451164,0.9675606712346996,0.9691247785715222,0.970711856463751,0.9723247271656796,0.973966314847015,0.97563961652695,0.9773476759582624,0.9790935591623524,0.9808803306435026,0.9827110295873904,0.9845886456252498,0.9865160939269424,0.9884961896394562,0.9905316217984872,0.9926249270849729,0.994778463867606,0.9969943871658956,0.9992746251861688,1.00162085819629,1.0040345004616715,1.0065166859699024,1.0090682585608612,1.0116897669376623,1.0143814648928862,1.017143316826166,1.019975008439047,1.0228759622538914,1.025845357374043,1.0288821527201948
1.2035017041534428,1.1935946079872362,1.0143367265612662,1.1961303462658424,0.9959369779570612,1.200229771044276,0.9823742655376516,1.2045727884916204,0.9723822969954166,1.20887911127181,0.9651429928071094,1.2131014466095789,0.960024557516407,1.2172435535037778,0.9565326257082044,1.2213172075901442,0.9542823913141998,0.9529763940442314,0.9523859662914956,1.229297614390647,0.9523360125936048,1.233216704517708,0.9526928336157048,1.237092926540712,0.9533545721299924,1.240927747219365,0.9542438081019003,1.2447216062871669,0.9553018590673528,1.2484742340697514,1.2514461626057432,0.9564844079075804,0.9577581532338773,0.9590982437092168,0.960486312268652,0.9619089693161004,0.9633566473425144,0.964822714816754,0.9663027965983042,0.9677942528419776,0.9692957795627596,0.9708071025561869,0.9723287429570596,0.973861837620154,0.975408001397771,0.9769692212856173,0.9785477746738788,0.9801461656839584,0.9817670748769992,0.9834133187052674,0.9850878158404706,0.9867935581698282,0.9885335847463734,0.9903109573951308,0.9921287370037952,0.993989959802965,0.9958976132167984,0.997854611046635,0.9998637680027712,1.0019277737106604,1.0040491665613842,1.0062303078454171,1.0084733568016926,1.0107802472320018,1.0131526664438308,1.0155920372418756,1.018099503693161,1.020675921280641,1.0233218519193623,1.026037564168408,1.0288230387145934,1.0316779790141346,1.0346018267399908,1.037593781453842,1.0406528237397872
1.2089296612945646,1.1990511939621862,1.0161907931717564,1.2015938770575032,0.997827338779204,1.2056971308975488,0.9842910446507092,1.2100434332038683,0.9743181861132424,1.214353033304968,0.9670923400512724,1.2185787329802815,0.9619829911103306,1.2227242880372595,0.9584967767295588,1.2268014539547851,0.9562496725143376,0.954944823339171,0.9543540276132686,1.2347890029347268,0.9543025474332776,1.2387116968886092,0.9546569571471016,1.2425915321395038,0.9553156086392752,1.246429968829626,0.9562012413926436,1.250227441456163,0.95725529440107,1.253983676037244,1.256958482644057,0.958433542799562,0.959702755037981,0.961038132406412,0.9624213472454076,0.9638390392032128,0.9652816622022328,0.9667426001321344,0.9682174886456212,0.9697036951242496,0.9711999200570092,0.972705891584416,0.9742221315349436,0.9757497761715678,0.9772904387494838,0.9788461038768358,0.9804190459311012,0.9820117655238008,0.9836269393092456,0.9852673795157574,0.9869360003392674,0.9886357889945984,0.9903697797144037,0.9921410294000638,0.993952593955164,0.9958075046080442,0.997708743805202,0.9996592204386178,1.0016617444222409,1.0037190007437322,1.005833523360654,1.0080076693793618,1.0102435941474228,1.0125432279084274,1.0149082547808652,1.0173400947799798,1.0198398896061984,1.0224084928138846,1.025046464833622,1.027754073180699,1.0305312979256542,1.0333778423133813,1.0362931481792486,1.0392764155823606,1.042326625894561
1.208716039015093,1.198845195707815,1.0183312721154474,1.2013657147627286,0.999997362653688,1.2054434538584529,0.9864778624445104,1.209763637777983,0.9765124858780396,1.2140471135281223,0.969286989896399,1.2182467780168074,0.964172518369583,1.2223663730512602,0.9606769954166688,1.226417625258731,0.9584173922162266,0.9570976204269656,0.9564900669449616,1.234353401467683,0.9564204446056384,1.2382502145416778,0.9567556726949048,1.2421041690647605,0.9573943670191422,1.2459167286559223,0.9582594690095216,1.2496883347875387,0.9592925721925782,1.253418723073235,1.2563728748842538,0.9604495699285724,0.9616973210604306,0.9630110959106938,0.964372619439016,0.9657685712858008,0.9671894356393844,0.9686286191530132,0.970081774446267,0.971546281379187,0.973020849434161,0.9745052130289416,0.9759998981418114,0.9775060435083708,0.979025263523019,0.980559542861727,0.982111155097876,0.983682599318632,0.985276550049064,0.9868958168713936,0.988543310886245,0.990222015816637,0.9919349620489304,0.9936852023183054,0.9954757880719248,0.9973097458181804,0.9991900530451502,1.0011196134722908,1.003101231651094,1.0051375870410353,1.0072312079298342,1.009384445635932,1.01159944962338,1.0138781441772644,1.0162222074004494,1.0186330532496464,1.0211118173335727,1.023659347086273,1.026276196788224,1.028962627767727,1.0317186138585337,1.0345438520006336,1.0374377776335226,1.0403995843031586,1.0434282467226716
1.2092297290629168,1.1993545993440264,1.0229260897111798,1.2018365468724137,1.0046160034186846,1.2058722840536602,0.991105373280198,1.2101498292602608,0.9811380214110396,1.214390649746885,0.9739022827178792,1.2185477344856357,0.9687712473677742,1.2226248038607035,0.965254340877288,1.226633549981861,0.9629696918047717,0.961622100898988,0.9609846362969924,1.2344842796467217,0.9608835322336148,1.238338532271192,0.9611861070673244,1.2421499026524834,0.9617912822706636,1.2459198633706403,0.962622233643699,1.24964886963044,0.9636207346186442,1.253336674430197,1.2562567847125337,0.9647428168014408,0.965955445363689,0.9672339724639568,0.9685601860720588,0.9699208143449416,0.9713063788103184,0.9727103148253304,0.9741282970272768,0.97555772210332,0.976997312319803,0.9784468117151418,0.9799067533990568,0.9813782812649984,0.982863013285167,0.9843629364327516,0.9858803255248152,0.9874176800099896,0.9889776740211098,0.9905631160902976,0.9921769156811254,0.9938220543447454,0.9955015597989356,0.9972184816413472,0.9989758677330048,1.000776740562645,1.0026240731766765,1.0045207644399785,1.0064696136440798,1.008473294589518,1.0105343295115696,1.01265506328719,1.0148376385531632,1.0170839723831429,1.0193957352839218,1.0217743332284317,1.02422089344782,1.0267362545954577,1.0293209617552346,1.0319752666269386,1.034699132965011,1.0374922471583288,1.040354033601407,1.043283674279452,1.0462801318088304
1.2113836956344437,1.201492704240677,1.0307777287007545,1.2039201713492445,1.01248587409497,1.207897982250873,0.9989765648486888,1.2121169523084834,0.9889983287019964,1.2162991813625932,0.9817424307706096,1.2203977445926577,0.976584160697645,1.2244163325555149,0.9730346345362924,1.2283665966318504,0.97071328068165,0.9693258966254474,0.9686463133857236,1.2361002566175214,0.9685013488073392,1.23989590254607,0.9687587680122308,1.2436486234105602,0.9693178349530724,1.247359905753047,0.9701019884330035,1.2510302247723737,0.9710532042434182,1.2546593581354704,1.2575325615307775,0.972127669995482,0.9732924713657766,0.9745230537761148,0.975801277514288,0.9771139269199424,0.9784515672487806,0.9798076679516208,0.9811779302885544,0.9825597717592612,0.9839519309072956,0.9853541644915188,0.9867670155358156,0.9881916356162238,0.9896296485950148,0.9910830458771184,0.9925541055061888,0.9940453291428408,0.9955593922592888,0.9970991039590054,0.9986673735845012,1.0002671819267963,1.0019015553407091,1.0035735414812643,1.005286185700463,1.0070425074173617,1.0088454760481371,1.0106979862627068,1.0126028325854406,1.014562683467458,1.0165800552000908,1.0186572861075205,1.020796511648709,1.022999641076192,1.0252683364119948,1.027603994458008,1.0300077325632766,1.032480378761252,1.0350224667494987,1.0376342360454782,1.040315637395434,1.0430663433251175,1.0458857634842214,1.0487730642083763,1.0517271915419815
1.2160726979229963,1.2061554330299422,1.042614161078259,1.208514112687643,1.0243353149563597,1.2124197389993447,1.0108204609694418,1.2165658829004613,1.0008233375627222,1.2206752778035734,0.9935384335008542,1.224701076754107,0.9883434477323596,1.2286469316221795,0.9847513433578512,1.232524446695403,0.982382966425856,0.980945200191718,0.9802127060794577,1.240112445507132,0.980012937032734,1.2438351601555984,0.9802141444556955,1.2475148907937117,0.9807159653421028,1.2511531421124726,0.9814421253275896,1.254750414661917,0.9823348213076336,1.2583065170852694,1.2611213305237885,0.9833504117817576,0.9844561148651412,0.9856274789113644,0.9868464444460956,0.9880998585549072,0.989378335727087,0.9906753841844138,0.991986735835424,0.9933098325030656,0.9946434321101714,0.9959873069121792,0.9973420123619898,0.9987087100223706,1.0000890317785476,1.0014849754595418,1.002898824211141,1.0043330836826525,1.005790432376805,1.0072736815832877,1.0087857420680275,1.0103295953388858,1.0119082677973563,1.0135248064958513,1.0151822555431187,1.0168836324732673,1.0186319041670335,1.0204299620933228,1.022280596889653,1.0241864724097862,1.0261500996086423,1.0281738107028653,1.0302597342375055,1.032409771706502,1.034625576487495,1.036908535808515,1.039259756469495,1.041680054932363,1.0441699522528032,1.0467296741886896,1.0493591565633895,1.0520580557743144,1.0548257641004943,1.0576614292348363,1.0605639772863475
1.2241814478514033,1.2142286334950754,1.0592946800304723,1.2165057426864367,1.0410239713013132,1.2203265089792328,1.027497341328356,1.224387176651898,1.0174741617377565,1.2284111033618226,1.0101523858418755,1.232351509436324,1.0049122929546326,1.236211998802117,1.001268820543138,1.240004122164296,0.9988443280733598,0.9973468569013928,0.9965519537352792,1.2474211307156624,0.9962877484913748,1.2510582267682937,0.9964230110385556,1.254652266961216,0.9968577763518932,1.2582047775665572,0.997516076403123,1.2617162890001494,0.9983403445913176,1.2651866462764825,1.2679329027893838,0.9992871225866832,1.0003237708430046,1.0014259487139068,1.0025756836147055,1.0037598909273755,1.0049692390647529,1.0061972790341414,1.007439776874849,1.0086942017945473,1.0099593338230408,1.01123496317476,1.0125216599828757,1.013820597879912,1.0151334187229386,1.0164621286069504,1.0178090175362626,1.0191765968367132,1.0205675496739135,1.021984691110528,1.0234309348840505,1.024909264733167,1.026422708587975,1.0279743143479831,1.0295671262939172,1.03120416145126,1.0328883854962216,1.0346226879735712,1.036409856846127,1.038252552504921,1.0401532816107786,1.042114371206082,1.0441379437276883,1.0462258935690274,1.0483798659524108,1.0506012388296604,1.0528911085349038,1.0552502798045431,1.0576792606384773,1.060178262339654,1.0627472048118691,1.0653857270083764,1.0680932021876126,1.0708687574039628,1.0737112964812747
1.2367188753687883,1.226722394652208,1.081724369082765,1.2289066702284002,1.0634573332691182,1.2326314755440246,1.0499133819446134,1.2365956082431016,1.0398578607906062,1.240523031378834,1.0324923767401262,1.2443670199603454,1.0271999223222843,1.248131120405239,1.023497507923899,1.2518268232762446,1.0210090804604366,1.0194438952816272,1.0185784267870512,1.259050754319496,1.0182415142529406,1.2625911715678653,1.0183024709503763,1.2660884515625117,1.0186617492182537,1.2695441448714515,1.01924370258389,1.2729588154831486,1.019991013029674,1.276332349297135,1.279001190685154,1.0208604150915952,1.0218194194330956,1.0228438028739473,1.0239156850959952,1.0250220543050377,1.02615363669893,1.0273040294076017,1.0284690355239576,1.0296461542352495,1.030834190013369,1.0320329531614,1.0332430304605833,1.0344656094543627,1.0357023437148754,1.0369552492717924,1.0382266246013423,1.039518988279703,1.0408350296823807,1.0421775691754966,1.0435495249900466,1.0449538846148327,1.0463936790290915,1.0478719585031702,1.0493917690166683,1.0509561286144768,1.0525680032933142,1.0542302821895753,1.0559457520893405,1.0577170713902715,1.059546743886725,1.0614370928172498,1.063390235806076,1.0654080613470231,1.067492207591713,1.0696440441608304,1.0718646577036324,1.0741548418229063,1.0765150918402795,1.0789456047420645,1.081446284387854,1.084016751877258,1.0866563607342907,1.0893642163401656,1.0921391988652251
1.2547033824121578,1.244656345429155,1.1107980613901136,1.2467381056600193,1.092530676878245,1.25035748120241,1.0789645726624904,1.2542156679524563,1.0688713304734312,1.2580372066471224,1.0614563498429328,1.2617754126006278,1.0561054324395758,1.2654337649731435,1.0523377323199163,1.2690236876412044,1.049778836869571,1.0481392554182238,1.047196420393714,1.276035805883885,1.0467799036283918,1.2794701662935848,1.0467595797055504,1.2828613019172728,1.0470363323114642,1.2862107896360646,1.0475348475789574,1.2895192299216895,1.048198064915035,1.292786553195945,1.2953704743657553,1.0489829188857973,1.0498570762441952,1.050796436163804,1.051783214708207,1.052804476416732,1.0538510083046029,1.054916456278853,1.055996662840676,1.0570891592738156,1.0581927764211854,1.0593073464559133,1.0604334744745203,1.06157236351206,1.0627256803730925,1.0638954524957425,1.065083988275184,1.0662938149726655,1.06752762960838,1.0687882592973084,1.0700786282288108,1.0714017291333413,1.0727605975630827,1.0741582877192075,1.0755978488785356,1.0770823017423306,1.0786146143016662,1.0801976769913584,1.0818342771542375,1.0835270729460442,1.0852785670527625,1.0870910806598926,1.0889667283059137,1.09090739426884,1.0929147112487103,1.0949900420658114,1.0971344651015458,1.0993487641013822,1.1016334228167817,1.1039886248297544,1.106414258645238,1.1089099279503123,1.1114749667037005,1.1141084584898286,1.1168092593918089
