Values,Values_04_22_26,Values_04_23_44,Values_04_31_19,Values_04_40_04,Values_04_40_07,Values_04_40_18,Values_04_55_54,Values_05_11_51,Values_05_27_49,Values_05_43_48,Values_05_59_54,Values_06_16_00,Values_06_32_08,Values_06_49_10,Values_07_06_28,Values_07_23_52,Values_07_41_09,Values_07_58_47,Values_08_15_49,Values_08_32_42,Values_08_49_39,Values_09_03_51
-112.45022357327612,0.979901903799004,-112.1253896005811,1.0042880508099727,-112.11186893053964,1.026523482202068,1.0269458993731968,-112.10957781921252,-112.10178181319176,-112.08674087139106,-112.0696831770217,-112.05739479590652,-112.05369318905916,-112.05798885253591,-112.06705738334745,-112.0776299531361,-112.08767122734682,-112.09634839271916,-112.10354929346694,-112.10946442957768,-112.11434988083202,-112.1184296884912,-112.12135934860922
-12.97553389241608,0.9816185903647916,-12.657166699702904,1.0060024865196122,-12.650817495993788,1.028236123945088,1.0286585110676982,-12.6556720920992,-12.656155388715929,-12.650954733524358,-12.645365701383517,-12.645643263275227,-12.654557893720929,-12.67044663047438,-12.689409511790291,-12.70797083274573,-12.72421470985295,-12.737585364395423,-12.748285790318835,-12.756795954688773,-12.763610641925746,-12.769138172057016,-12.773012579476944
0.2178107355946106,0.9841217828659252,0.5332237842861693,1.0084225131020033,0.5377969690420943,1.030573318349071,1.030994063990757,0.5312765351522631,0.5290926206259101,0.5326004833153871,0.5366262780825277,0.5350807595376242,0.5253131400167176,0.5089846341480222,0.4898930909768524,0.47138610555804,0.455277667616607,0.442061319263941,0.4315037271801787,0.4231141538197321,0.4163969132926781,0.4109467598559161,0.40712479795581985
0.65333947599611,0.9896014170789432,0.9681179343716204,1.013768698801171,0.9728561646566016,1.0357844993425036,1.036202550342931,0.9667105800986684,0.9651562034086126,0.9696447556409844,0.975110207639745,0.9754988319421576,0.9680423349608916,0.9541559577921808,0.93737974485779,0.9208871890579988,0.9064237663813276,0.8944931616751098,0.8849130693909316,0.8772560611736302,0.8710860765799693,0.8660472212794975,0.8624937035525188
0.783129780223745,0.9990939980460408,1.097390124592536,1.0230853510698954,1.1023728962478971,1.0449217553246584,1.0453362129986394,1.0966725503327557,1.0958119878183403,1.1013347254979726,1.108276081077599,1.1106132462339091,1.1054622575410715,1.0940006679273615,1.079520287569398,1.06502697535171,1.052200239504665,1.0415537495773035,1.032954815361503,1.0260376150320534,1.020424189314507,1.015806810185934,1.012530341165811
0.7805305722117251,1.0130993628415346,1.0943410623355831,1.0368804771509992,1.0996073285569334,1.0585011886067126,1.058911314520373,1.0943794830908793,1.094227617985891,1.1007814146625448,1.1091714451362862,1.113403765453183,1.110485082618315,1.1013682549237076,1.0891096654687664,1.0765552925500894,1.0653209482694732,1.0559289575041386,1.0482933386124518,1.0421067187966726,1.0370464730176818,1.0328508728124923,1.0298533851089258
0.7827730136089025,1.0322162338814451,1.0961766866321134,1.055760737000851,1.1017453241633135,1.0771373155073694,1.0775425266830312,1.0969967966535774,1.0975461909418047,1.1051036646860712,1.1148894457588612,1.120937487737898,1.1201528685211355,1.1132778513081023,1.103146832458911,1.0924538783862685,1.0827532807342557,1.0745743933921346,1.0678746460173183,1.0624015574416432,1.057884711213426,1.0541059150096046,1.0513856039990166
0.7852303725144967,1.0571319157214465,1.0982645092473238,1.080421210118245,1.1041506159558618,1.1015329006531376,1.1019327660922311,1.09988503905556,1.1011257046930354,1.1096579550095156,1.1207864902752405,1.1285722688862805,1.129825880646877,1.1250921400621148,1.1169961231401575,1.1080876490974738,1.099861742035087,1.0928534103530174,1.087060472648595,1.0822820112561369,1.0782968602929712,1.0749280125238607,1.0724815790313036
0.7905814933217905,1.088540745010153,1.1032742418365482,1.1115638864212631,1.1094863815117166,1.132397488464557,1.132791726473639,1.1057013677563696,1.1076175620823367,1.117090500954775,1.12950457832909,1.1389471051359867,1.142141121965859,1.1394465804698424,1.133291378496171,1.1260885080856065,1.1192759820838567,1.1133932101276105,1.1084755171132514,1.1043703342578826,1.1009028658463658,1.0979349849577784,1.095757502105667
0.7991359234605424,1.1271108796416045,1.1115067758408037,1.1498644162146772,1.1180473404469695,1.1704141199939404,1.1708025949032566,1.1147348595703503,1.117305471167342,1.127680187040062,1.1413186782186313,1.1523341702680578,1.1573689140239714,1.1566100824891017,1.1523000616238166,1.146722204608864,1.1412597594352794,1.1364553836170763,1.1323791472509162,1.1289237174870537,1.1259578596626056,1.1233800660278843,1.1214651538481286
0.8113292595684762,1.1734237462147523,1.1233893022965669,1.1959114917765652,1.130254676310089,1.216178657123154,1.216561374936041,1.1274012223154677,1.1305999150723371,1.141832759817079,1.1566306105254651,1.169132370039021,1.175906121279538,1.1769779194596302,1.1744158919444958,1.170380730635506,1.166203143362712,1.1624279573029033,1.1591573239798376,1.15632611669296,1.1538439115741683,1.1516435948716237,1.1499835530435845
0.8276429113141573,1.2279222036998274,1.1393948525344355,1.2501549028243215,1.1465753896730284,1.2701477420135714,1.2705248442505257,1.1441619587538376,1.1479571082255506,1.159999556943143,1.1758875352833895,1.189785583347215,1.1981941550614008,1.200989513880992,1.2000764380135935,1.197499748616979,1.1945398042996849,1.1917425715715786,1.1892396889679555,1.1870052667577524,1.1849869843189105,1.1831499219463724,1.1817358278209957
0.8486077127281669,1.2908572586331393,1.1600459950369946,1.3128521161383344,1.1675260529799154,1.3325852559049822,1.3329570111708755,1.1655281816374126,1.169882879225375,1.182681468747404,1.1995860051017146,1.2147868167724292,1.2247232292375736,1.2291327812873096,1.2297675286692042,1.2285630478435074,1.2267514967271351,1.2248789762936922,1.223104063495613,1.2214371778396846,1.2198614233590712,1.2183718905332914,1.2171936894198563
0.8747376875029682,1.3622399503667266,1.185848663168056,1.384020002488915,1.1936066741295888,1.4035139046050562,1.4038806974876754,1.1919945137208765,1.1968666113975202,1.2103629260491593,1.228206009343387,1.244612313253248,1.255966534744814,1.2618783624232346,1.263957528094144,1.2640368463555067,1.2633023743011094,1.262299349186639,1.2612107634521543,1.2600804429836383,1.258924254875735,1.257765124065663,1.2568117103089809
0.906497880616836,1.441799311810067,1.2172600728302998,1.4633926243592232,1.2252686653274256,1.4826728514466243,1.48303516849275,1.2240071070886172,1.2293493170696836,1.2434800365787315,1.2621791824399484,1.279689841125392,1.2923486111150624,1.299648068835325,1.3030658396688648,1.304338335276686,1.3046075589394746,1.3044168775858171,1.3039711853333913,1.3033448227858448,1.3025837656465675,1.301736599214146,1.3009958907347245
0.9442676268455844,1.5289490931658525,1.254652128528283,1.5503877782759097,1.2628783386838975,1.5694840971134107,1.5698425097334592,1.2619272261055066,1.2676873149357335,1.2823843672690691,1.301852704424865,1.3203627243777545,1.3342095085175387,1.3427791656151968,1.3474272885114815,1.3498001369888717,1.350997652396274,1.3515603054799037,1.3517123753866718,1.351555827207998,1.3511640910817206,1.350609235860022,1.3500682481317512
0.988298351387495,1.6227652595015063,1.2982693690330522,1.6440843080904328,1.3066749445520007,1.663029627441158,1.6633847716817112,1.3059893742145563,1.3121104510700874,1.3273012687362162,1.347447741482714,1.366848411001279,1.3817634871809816,1.3914831924693245,1.397251044732054,1.40062930728019,1.4026777953867282,1.4039330316162528,1.4046361530884737,1.4049138546493176,1.4048643630906543,1.4045810491335344,1.4042259702317954
1.038678511008142,1.7219763193429185,1.3481940698907835,1.743212250293557,1.356735878034106,1.7620413934965782,1.762393946678317,1.3562665982755344,1.362687506388839,1.3782953948582106,1.3990250904704529,1.4192042548841703,1.4350649407703129,1.445812019640241,1.4525867922645157,1.4568735929974173,1.4596939909711524,1.4615794793464445,1.4627855126456877,1.4634606142832942,1.463725145581506,1.4636915927317569,1.4635078620510409
1.0953019161547006,1.8249682789502912,1.4043147261006546,1.8461576084154483,1.4129452644496072,1.864905922783262,1.865256577032513,1.4126391688914717,1.4192949755065472,1.4352395874502126,1.4564541809536191,1.4772966472856053,1.4939776622031475,1.5056272407853049,1.5132942310735646,1.5183910211551237,1.5219027587246587,1.524354797428949,1.5260143561477009,1.527048881031416,1.527598203718132,1.527791737143776,1.5277641287221913
1.1578419761723284,1.9298057391018724,1.4663004505073804,1.950983274742752,1.474968455753132,1.9696850806927368,1.970034513408241,1.4747691656541968,1.4815917428176877,1.4977896485801845,1.519387953645673,1.5407760126351404,1.558149962143752,1.5705754085008063,1.5790184142037262,1.5848253173295843,1.588946614551958,1.5919003843178754,1.5939630491133832,1.5953180725702398,1.5961220953215045,1.5965192704170084,1.5966319813247498
1.2257338030449847,2.034270202487396,1.5335832140298642,2.055467169171642,1.542234358538149,2.0741540532369496,2.074502894553791,1.542082883173816,1.5490015668322243,1.5653669064603768,1.5872455155915193,1.6090595628026632,1.6269975277464088,1.6400709935979534,1.6491727949094055,1.655589023605008,1.6602372424141112,1.6636270990951918,1.666041659224779,1.6676775073852088,1.668705442099364,1.6692821781574816,1.6695189217731232
1.2981646463470191,2.1359160602522285,1.605348393593626,2.1571580678384032,1.613926056205595,2.175857027200348,2.176205824577921,1.6137615180623583,1.6207038308285515,1.6371490310314132,1.6592030261494073,1.681322261454153,1.699694470422359,1.713287513893592,1.7229304267706966,1.72985475650819,1.7349467964155425,1.7387065959706054,1.7414213140422246,1.743297778849966,1.7445183151077444,1.7452500367745445,1.7455941405503583
1.374073927026524,2.2321437608287416,1.6805348891915397,2.253448633836684,1.6889809839073109,2.2721800883054617,2.272529268524294,1.6887413936074347,1.6956338151154284,1.7120703534053403,1.7341940668555895,1.756497250250712,1.7751738127198176,1.7891580807405436,1.7992245632085253,1.806555849780644,1.812008576861415,1.8160720250378664,1.819034919737093,1.8211114869264933,1.8224929757594568,1.8233547611256555,1.8237892683802266
1.4521625559688598,2.320289097977431,1.7578444928369488,2.3416646038510707,1.7661003385272729,2.360440306737648,2.3607901358875325,1.7657234047831365,1.7724921746028617,1.788831374565549,1.8109191826753368,1.8332854265488143,1.8521371058728464,1.866385056377636,1.8767583506716483,1.8843960772136936,1.890126776298467,1.8944277959684568,1.897586938099416,1.899823025247913,1.901333670590748,1.9023004051799308,1.9028081807741055
1.5309133941870894,2.397724577983387,1.8357623629677424,2.419166117539215,1.8437695762345945,2.437987021665152,2.438337564183444,1.8431935358308404,1.849765474140089,1.8659193165370984,1.887866448976924,1.9101760281655176,1.9290750346945025,1.94346067968154,1.954025473800641,1.9618703144462983,1.967797154945228,1.9722702644873111,1.9755740820482224,1.9779292841492109,1.979537340652426,1.980583876840473,1.9811477168071103
1.6086193146546848,2.4619733976889906,1.912585065813353,2.483461757588526,1.9202864617109952,2.502315926115973,2.5026670045768213,1.9194509175650607,1.9257542525746192,1.9416361916598284,1.963339545345044,1.985474712290273,2.004295502854551,2.0186951588498383,2.0293382558516733,2.037292646940757,2.0433351558800337,2.047915854478429,2.0513134444239154,2.0537477859296054,2.05542176299048,2.0565230853316923,2.0571258311813
1.68342237096206,2.510814708999194,1.9864596892337232,2.5323140207719863,1.993800175586856,2.551174713703877,2.551525871848358,1.992646932109956,1.998612124782648,2.014137901276398,2.0354968501393524,2.057342645441417,2.07596271855105,2.0902557539726905,2.1008667399087413,2.108835451782891,2.1149149893006047,2.1195401463038834,2.1229815915922137,2.1254557845725577,2.127164656953892,2.128296054268341,2.128920712937766
1.7533627755539871,2.5424272833576023,2.055432732109879,2.5638833759946307,2.0623601834768315,2.582707482218876,2.583057954463079,2.060834068611704,2.0663946254297416,2.081483068001493,2.102400260684718,2.1238453104097026,2.1421459877958937,2.1562155580002687,2.166687460529625,2.174578163835532,2.18061839699827,2.185226642857338,2.188663333570197,2.1911390416849765,2.192852467048284,2.193989712023286,2.194619582323145
1.8164200151577825,2.555382178210712,2.117491112258313,2.57672154828911,2.123957223841963,2.59544856699025,2.595797258296145,2.122006900867873,2.12710018060846,2.1416740049929763,2.162056162001914,2.1829934741811514,2.200860680571958,2.2145944612043222,2.224824408165788,2.232548242767472,2.2384756247776183,2.2430077497060026,2.2463927135696524,2.2488328264918587,2.25052137391595,2.2516409138378517,2.25225972215258
1.870596896118028,2.549082220415728,2.1706460565317345,2.570211867111873,2.176607149842603,2.588763663268652,2.589109143660352,2.1741858930362867,2.1787538808723004,2.192740458785583,2.2124991396560074,2.232826869066201,2.250151879169559,2.263442768761092,2.273332621393396,2.280804747145431,2.286548985644888,2.2909483335482608,2.2942365664729336,2.2966054777327907,2.29824086195812,2.2993200166409764,2.2999120593609708
1.913953608026821,2.522684063119018,2.212967017164657,2.543492334450204,2.218384822799187,2.561773802694683,2.5621143189768096,2.215451283503885,2.2194413643378663,2.2327735008780185,2.251825886449854,2.271448116661014,2.288128318284714,2.300875155288743,2.3103321553277434,2.317472317237,2.322966857833827,2.3271797360748887,2.330328548752745,2.332592449525308,2.334147780791838,2.335164955603878,2.335715253786975
1.9446293706535709,2.480252207639814,2.242603137193547,2.500611150260845,2.2474455402972047,2.518512231038601,2.5188457441672423,2.243964489642164,2.247330207610375,2.2599469152356244,2.2782165941522217,2.297044126553079,2.3129837899304024,2.325092074814279,2.334029497003418,2.3407625974635216,2.345945116305945,2.3499212161315106,2.3528905923564976,2.355017777545333,2.356467823957676,2.357402735378232,2.357897199825505
1.961127497416118,2.430941065398331,2.258068007947479,2.450708139104795,2.262309636346689,2.4681052659555305,2.468429477550586,2.2582525643371567,2.260954233179301,2.2728013487325778,2.2902189371820154,2.308169905081781,2.32328077724976,2.3346632314248583,2.343000894446755,2.3492574499136545,2.354070256159663,2.3577630050490845,2.360515909657954,2.362477047219614,2.363798470591436,2.364632352868319,2.3650579377664593
1.962007043016884,2.377569045177456,2.257931282164628,2.3965849724227506,2.2615542614332664,2.413339056563056,2.413651369829299,2.2569001557487,2.258905692489808,2.2699367717754098,2.286440861425718,2.303441703139398,2.3176439620783564,2.3282214200383966,2.3358864877727523,2.3416033275500285,2.34599396186732,2.349361031904057,2.351863842142497,2.3536323404033896,2.3548040108027264,2.35551988688732,2.355864789003244
1.9456162700916344,2.319134302142764,2.2405517673588635,2.337221611294983,2.243546296499037,2.353176681356912,2.353474174865993,2.238282254375477,2.239567846396924,2.249744892715709,2.265282831007246,2.281269092744614,2.2944921332628803,2.304194277256609,2.3111219216171155,2.3162427712689264,2.320164511657331,2.323168255038779,2.3253911352329086,2.3269434662583444,2.327946742531288,2.3285296687277284,2.3287835092720868
1.9127169106912991,2.255787228286596,2.206700290808304,2.2727510370266306,2.209063600175707,2.28773491799938,2.288014358431607,2.2031838195132982,2.203732708369456,2.213024691825239,2.2275508408687865,2.2424652599433927,2.2546457562627067,2.263409320976862,2.269541179014473,2.2740154115818467,2.277426307544964,2.2800330338902377,2.281949406892485,2.2832647253859664,2.2840831822309435,2.2845200527893077,2.2846737563312787
1.8682245739071828,2.187289788455088,2.16129974641658,2.202918692849194,2.163034341540276,2.216743798594695,2.2170016557910994,2.1565383770445874,2.1563387059157773,2.164718899784732,2.178191485219517,2.191980523549885,2.2030589331982,2.210824464472253,2.2161058385578647,2.2198861854302328,2.222747260539895,2.224925864118383,2.2265113802265715,2.2275707544714987,2.2281896078868595,2.228468721942213,2.2285142327019707
1.816789342703541,2.1135813046615795,2.1090070568941885,2.12764928866635,2.110120688546924,2.140114353347413,2.140346833361128,2.103013431558072,2.1020580395339725,2.109503586440196,2.1218840558197343,2.134497124805278,2.144416884189236,2.15112799989589,2.155507242465077,2.1585493229201345,2.160824243152608,2.1625459893072123,2.163778404967539,2.1645647628477787,2.164970862232577,2.165081945364073,2.1650122590356693
1.7589400329278149,2.0346034059966627,2.0503581200089416,2.0468725039928093,2.0508651199958243,2.057765012002025,2.057968103579428,2.0431581648454857,2.0414460182023526,2.0479394453066413,2.059194072502992,2.070585190056328,2.0792943452391324,2.0848992547333243,2.0883291190749347,2.0905926015739507,2.092248654145548,2.09348799759265,2.094347859750161,2.0948465644568888,2.0950288810909528,2.0949635035328558,2.094772973855842
