Values,Values_03_46_31,Values_03_58_19,Values_04_09_56,Values_04_21_33,Values_04_33_24,Values_04_45_36,Values_04_56_17,Values_05_06_35,Values_05_17_24,Values_05_27_48,Values_05_38_09,Values_05_48_51,Values_05_59_46,Values_06_10_21,Values_06_21_10,Values_06_31_48,Values_06_41_54,Values_06_51_05,Values_07_00_05
1.4837105680703784,1.6761517932696162,1.7376885747347073,1.828430055016768,1.8842093870206509,1.930365022383403,1.983122478458365,2.0392136935991507,2.08744088631554,2.1254741305519147,2.155807388624189,2.180923592541496,2.202437510241771,2.221345119212912,2.23829177681688,2.2537235402849256,2.2679633882709807,2.281251537853951,2.293769359750077,2.3056550518904335
1.4811989443023326,1.6734265718971035,1.734886714161899,1.8254958818600384,1.8811893339782064,1.9272710948446383,1.9799430741391728,2.035942637115516,2.0840900130624385,2.122059298884994,2.152340647175176,2.177413096150295,2.1988888841757945,2.217762448020585,2.2346781638737863,2.250081422182801,2.264294725919491,2.2775579430234014,2.290052183803432,2.301915450024787
1.4814016871464428,1.6733457681437935,1.7346734819132317,1.825123806744435,1.8807248604323887,1.9267312301066568,1.979316517286445,2.035224069201323,2.083292637857644,2.1212000793358543,2.1514325588714125,2.176465099690408,2.1979072547111347,2.2167517313502,2.233641729676665,2.2490217927167464,2.263213792093792,2.2764571192875738,2.2889325243436445,2.300777737448364
1.4836585376476654,1.6752780306194035,1.7364314447185885,1.826699732487956,1.8822014095920805,1.9281298762242585,1.980626643498346,2.036441485261243,2.084431862376859,2.1222789565285414,2.1524647116515294,2.177460028439357,2.1988716678727824,2.217690480459341,2.2345583555206576,2.2499188624068154,2.264093132506116,2.2773199925831555,2.2897797644776867,2.3016098569776204
1.4883009263076794,1.6795657188891164,1.7405073539616278,1.8305702343719767,1.8859644785126524,1.9318115392585653,1.9842173007060808,2.0399383822002,2.0878509379032466,2.125638879311436,2.1557796321489464,2.180739867207413,2.2021234728821697,2.2209193467568107,2.237767962156682,2.2531118134148214,2.267271202991998,2.2804843205565564,2.292931003940965,2.304748299744339
1.4955904422818227,1.6864826064343266,1.7471805579337436,1.8370153228679924,1.8922933589220083,1.93805472190864,1.9903664598301067,2.045992426495654,2.0938272820390584,2.1315569471913616,2.1616539852896235,2.186580732485526,2.207938148224906,2.22671311082656,2.2435446004692565,2.25887395933633,2.273020592148093,2.2862219948933338,2.298657477798862,2.3104636936499574
1.5058607579044156,1.696375566998089,1.7568045997730612,1.846390044452714,1.9015427577238573,1.9472135625745144,1.9994278654815187,2.0549571107018525,2.1027141395835587,2.140386077342321,2.1704402504907105,2.195334560985907,2.2166670052091777,2.2354224030241734,2.252238190466098,2.267554503325599,2.281689798792667,2.2948808378456835,2.307306371371637,2.3191026356809785
1.5194589386698412,1.7096061809572611,1.7697490596465295,1.859066484616496,1.9140848709213976,1.959659950429218,2.0117731802085688,2.0672039139237106,2.1148827496571863,2.1524971744833765,2.1825088930683294,2.207371282018912,2.228679360805876,2.24741587627147,2.264216693578152,2.2795207095625307,2.2936454023918733,2.306826771540336,2.319242988464657,2.331029859202907
1.5367283005489925,1.7265336683229944,1.7863826021857312,1.875416931829784,1.9302926132482583,1.9757667989889705,2.0277752901784565,2.083105628272321,2.130705685684524,2.1682624821196463,2.19823172675439,2.2230621917996665,2.244345924121734,2.2630636048195347,2.279849523617364,2.2951413261452407,2.309255497503875,2.3224272634959773,2.33483420740434,2.3466116998992996
1.5579778591703606,1.7474843475317496,1.8070425153349616,1.8957835228758544,1.950509331225368,1.9958778071435184,2.047778102442286,2.1030061818585177,2.1505266976001045,2.188025441881874,2.217951790156529,2.2427498474624827,2.264008708246573,2.2827070139278485,2.299477494033087,2.314756549465661,2.3288596746547725,2.342021323252128,2.3544184925681493,2.366186121266876
1.5834548693277752,1.7727240651069582,1.832007147212477,1.9204507502896844,1.9750213689984,2.0202800704598105,2.072069191885636,2.1271933136987085,2.174633410465388,2.212073414671309,2.2419560906735434,2.2667208342748824,2.28795382109935,2.306631694355554,2.3233856557472583,2.33865088481236,2.3527419029001315,2.365892405885789,2.3782788176962337,2.390035656426285
1.6133178638283334,1.802431012921911,1.861468656808916,1.9496182388477248,2.004030886935954,2.049176937473333,2.1008526885662944,2.155871488267271,2.2032302648657724,2.2406106467585434,2.2704485967343606,2.2951787845351928,2.316384511290948,2.335040475174233,2.3517763965660925,2.367026271718577,2.381103680172047,2.3942415861846875,2.4066158625127967,2.4183606256558585
1.647612688931092,1.836671427316731,1.8955085652144883,1.9833762645959965,2.0376313972465665,2.0826635684836665,2.1342248575908367,2.1891374976522022,2.236414143614553,2.273733922253582,2.3035259167635664,2.3282200835779947,2.3493969014893867,2.3680291845088104,2.384745228973962,2.39997789815298,2.4140398729053523,2.427163422480455,2.4395238993166246,2.4512550441004612
1.6862525594291289,1.8753791989170687,1.9340771343981105,2.0216850327055784,2.075787023967462,2.120706197218666,2.172153366150898,2.226959741073519,2.274153670248244,2.3114118834355573,2.3411566424829258,2.36581323668687,2.386959379348361,2.405566064616988,2.422260229175096,2.437473662995681,2.45151820109784,2.464625463155711,2.4769703195515445,2.488686166820911
1.7290033591747869,1.9183406284024045,1.976977809358675,2.064358940688724,2.1183167052471483,2.163126306326648,2.214461442789778,2.26916238163362,2.3162733744108404,2.3534692095038823,2.383165542704868,2.4077830787633805,2.42889682364195,2.447476014860057,2.4641462969781776,2.479338452582748,2.4933635309331623,2.5064525544662604,2.5187799556928927,2.5304788233983757
1.7754750906347938,1.9651852462949693,2.0238576455163497,2.111056742419399,2.164884246151453,2.2095906188094383,2.260817825752484,2.315415272328221,2.36244361157715,2.3995765367734347,2.4292234863112743,2.453800701199572,2.474880535903066,2.493430528824101,2.510075098871257,2.5252440898971464,2.5392478299300776,2.5523168011950146,2.564625046694997,2.576305387254053
1.8251201290441128,2.015383371342685,2.074204402542231,2.1612782914985096,2.214994895785598,2.259607574792665,2.310733165986459,2.3652303132489028,2.412176895413534,2.449246774987559,2.478843745484938,2.5033797434472853,2.524424521529599,2.5429439660970448,2.559561331429617,2.574705590304904,2.5886864154125053,2.601733807975025,2.614021472038288,2.625682002082073
1.8772386149517355,2.068250764753447,2.1273506712808663,2.214368232862677,2.2679988165177143,2.3125306597931963,2.363563249508009,2.4179646031692363,2.464831004217104,2.501838179258254,2.5313850366508803,2.5558794046098456,2.576888473519311,2.595376509697982,2.6119656539180816,2.6270840706130927,2.6410408410571,2.654065544122897,2.6663315954221334,2.677971404790917
1.9309909790162645,2.1229604016969352,2.182485067267356,2.269526684422256,2.3231014907671232,2.367568632017043,2.4185190884913954,2.4728304363234805,2.5196189131562434,2.5565642298685045,2.586061351588525,2.610514227530695,2.6314875111571085,2.6499438612166206,2.666504341817173,2.68159636284104,2.695528472610501,2.708529882809435,2.7207737687206426,2.7323923954226585
1.9854172398079504,2.178561032169156,2.238670177849469,2.3258266109929657,2.379380777052128,2.4238023669801696,2.474683605155324,2.5289118735815883,2.5756252858295663,2.612510057109059,2.641958319051719,2.66637039849567,2.687308419250234,2.7057334215111752,2.72226541119301,2.7373310845528382,2.7512385064378413,2.764216569993068,2.7764382533659666,2.7880357129575626
2.039462369021748,2.234001860168286,2.2948666098045467,2.3822372602677246,2.435810000726719,2.4802077163885627,2.5310343154549084,2.585187304024379,2.6318289489878817,2.668654841942443,2.698055533971824,2.722428005375112,2.743331836042552,2.7617264100161325,2.7782306715856104,2.79327062782275,2.8071538972019376,2.820109093500053,2.832309033525452,2.8438857952660963
2.0920067041260784,2.2881623582597674,2.349962175830977,2.437652729740756,2.4912861701114144,2.535683488245732,2.586471133661072,2.640557130607849,2.687130495244169,2.7238993473532576,2.7532540183257344,2.777588426855009,2.798459570473747,2.816825110886588,2.83330290280082,2.8483182690268865,2.8621784033814643,2.8751116672316366,2.887290742107492,2.8988476501208664
2.141900105570903,2.339885953168147,2.402804980549608,2.490924462676271,2.54466214307392,2.58908339338059,2.6398481602797426,2.6938754575982164,2.740383904876826,2.7770974836740923,2.806407728279421,2.8307057779973017,2.851545984044709,2.869884190712664,2.8863371093411025,2.901329361801532,2.915167721226755,2.9280803090448617,2.94023968582306,2.951777830926362
2.187998404900349,2.3880161672093023,2.4522390195611803,2.540896329293119,2.5947814303298222,2.639250666937549,2.6900081805374163,2.743984523036209,2.790430943960219,2.8270906778615923,2.8563578895377946,2.8806212054001867,2.9014322413531675,2.9197449021637163,2.9361746766644843,2.951145446750682,2.964963549722844,2.977856863507104,2.989997828802597,3.0015183846609816
2.2292003865928662,2.4314334949474543,2.4971406031962764,2.586440649802398,2.640514022468701,2.685053773777049,2.7358183001580114,2.789750317507532,2.8361367923939933,2.872743511478364,2.9019686362887582,2.92619851757613,2.946981924755183,2.965270678451964,2.981678943205283,2.99662980050901,3.0104291175008338,3.0233045084578225,3.03542828136595,3.046932325976353
2.264484226325948,2.4690919690637805,2.5364545930147875,2.626494190250585,2.6807922983124777,2.72542227378326,2.7762058083266656,2.8300984892606307,2.8764260097497423,2.912979742412003,2.9421630757475565,2.966360279500013,2.9871171489731845,3.0053832611656777,3.021771337236732,3.0367035795356925,3.0504853330980497,3.063343912534512,3.0754514665794863,3.0869398152785283
2.2929397746288616,2.500051829615632,2.5692269014631712,2.6600906190849414,2.714643522027842,2.75937936644958,2.8101907945694427,2.864047065543786,2.9103153697643496,2.946815241846645,2.975956310943945,3.0001209055894407,3.020851711883529,3.039095899864221,3.0554646191988275,3.0703791014758983,3.084144103539757,3.09698659063902,3.1090785134146603,3.120551591253188
2.3138029939130296,2.523514610719307,2.594639595100269,2.686395785225738,2.74122529518779,2.786077481630333,2.8369218834179524,2.890742347215849,2.9369499122725853,2.9733941875482848,3.0024917562355866,3.026623080124843,3.04732760587777,3.065549943850036,3.081899546367875,3.096796577717249,3.11054513179208,3.123371764897776,3.135448181073054,3.146905959362411
2.326462717493799,2.538830830551899,2.61201883411598,2.704716072785538,2.759834218308725,2.804807165077024,2.855685325111062,2.909468199193779,2.955612417432344,2.9919987015668403,3.0210509188064845,3.0451476653481664,3.0658250384859995,3.084024964360979,3.100355088478709,3.115234416707439,3.1289663040228137,3.1417768337065075,3.153837408906279,3.1652794226877106
