1,0.658254538,0.021159798,0.679414337,-0.044401681,-0.023241883
2,0.629967723,0.01352703,0.643494752,-0.028286816,-0.014759786
3,0.613499488,0.007837424,0.621336913,-0.016468234,-0.00863081
4,0.603041775,0.004944341,0.607986116,-0.010457713,-0.005513372
5,0.595118505,0.003743986,0.598862491,-0.007923271,-0.004179284
6,0.588163353,0.003303336,0.591466688,-0.006955152,-0.003651816
7,0.581547978,0.003162936,0.584710914,-0.006615375,-0.003452439
8,0.575032707,0.003133804,0.57816651,-0.006515272,-0.003381468
9,0.56852977,0.003143203,0.571672973,-0.006502936,-0.003359733
10,0.562010248,0.00316368,0.565173927,-0.006519523,-0.003355843
11,0.555468757,0.003184683,0.55865344,-0.00654149,-0.003356807
12,0.548910482,0.003201692,0.552112174,-0.006558275,-0.003356583
13,0.542346739,0.003212114,0.545558853,-0.006563743,-0.003351629
14,0.535793702,0.003213805,0.539007507,-0.006553037,-0.003339232
15,0.529272088,0.003204653,0.53247674,-0.006521614,-0.003316962
16,0.522806823,0.003182626,0.525989449,-0.006465265,-0.003282639
17,0.51642627,0.003146026,0.519572296,-0.006380553,-0.003234527
18,0.510160852,0.003093807,0.513254658,-0.006265418,-0.003171612
19,0.50404113,0.003025867,0.507066997,-0.006119721,-0.003093855
20,0.498095554,0.00294323,0.501038784,-0.005945576,-0.003002346
21,0.492348197,0.002848059,0.495196255,-0.005747358,-0.002899299
22,0.486816853,0.002743482,0.489560336,-0.005531343,-0.002787861
23,0.481511798,0.002633269,0.484145066,-0.005305056,-0.002671787
24,0.476435368,0.00252141,0.478956778,-0.005076429,-0.00255502
25,0.471582394,0.002411699,0.473994094,-0.004852974,-0.002441275
26,0.46694131,0.002307383,0.469248692,-0.004641085,-0.002333702
27,0.46249572,0.002210929,0.464706648,-0.00444559,-0.002234661
28,0.458226148,0.002123933,0.460350081,-0.004269572,-0.002145638
29,0.454111723,0.002047148,0.456158871,-0.004114424,-0.002067276
30,0.450131639,0.001980592,0.452112231,-0.003980084,-0.001999492
31,0.446266281,0.001923716,0.448189997,-0.003865358,-0.001941642
32,0.442498005,0.001875577,0.444373582,-0.003768276,-0.001892698
33,0.43881159,0.001835,0.44064659,-0.003686415,-0.001851415
34,0.435194412,0.001800716,0.436995128,-0.003617178,-0.001816462
35,0.431636428,0.001771459,0.433407887,-0.003557984,-0.001786525
36,0.428130019,0.001746032,0.429876051,-0.00350641,-0.001760377
37,0.424669757,0.001723351,0.426393108,-0.003460262,-0.001736911
38,0.421252149,0.001702453,0.422954602,-0.003417608,-0.001715155
39,0.417875369,0.001682504,0.419557872,-0.00337678,-0.001694277
40,0.414539005,0.001662791,0.416201796,-0.003336364,-0.001673573
41,0.411243829,0.001642716,0.412886546,-0.003295175,-0.001652459
42,0.407991586,0.001621784,0.409613371,-0.003252243,-0.001630459
43,0.404784797,0.001599596,0.406384393,-0.003206789,-0.001607193
44,0.401626584,0.001575841,0.403202425,-0.003158213,-0.001582371
45,0.398520506,0.001550292,0.400070798,-0.003106078,-0.001555786
46,0.395470401,0.0015228,0.396993201,-0.003050105,-0.001527305
47,0.392480247,0.001493286,0.393973534,-0.002990154,-0.001496868
48,0.389554026,0.001461743,0.391015769,-0.002926222,-0.001464478
49,0.386695605,0.001428222,0.388123827,-0.00285842,-0.001430199
50,0.383908636,0.001392826,0.385301462,-0.00278697,-0.001394143
51,0.381196456,0.00135571,0.382552166,-0.002712179,-0.00135647
52,0.378562024,0.001317061,0.379879085,-0.002634433,-0.001317371
53,0.376007853,0.001277101,0.377284954,-0.002554171,-0.00127707
54,0.373535979,0.001236069,0.374772048,-0.002471874,-0.001235805
55,0.371147933,0.00119422,0.372342152,-0.002388047,-0.001193827
56,0.36884473,0.001151811,0.369996542,-0.002303203,-0.001151391
57,0.36662688,0.001109102,0.367735982,-0.00221785,-0.001108748
58,0.3644944,0.001066341,0.36556074,-0.00213248,-0.00106614
59,0.362446842,0.001023764,0.363470606,-0.002047558,-0.001023794
60,0.360483329,0.000981592,0.361464921,-0.001963513,-0.000981921
61,0.358602595,0.000940024,0.359542619,-0.001880734,-0.000940711
62,0.356803026,0.000899238,0.357702264,-0.001799569,-0.000900331
63,0.35508271,0.000859389,0.355942099,-0.001720316,-0.000860927
64,0.353439481,0.00082061,0.354260091,-0.001643229,-0.000822619
65,0.351870965,0.000783008,0.352653974,-0.001568516,-0.000785507
66,0.350374625,0.000746671,0.351121296,-0.00149634,-0.000749669
67,0.3489478,0.000711664,0.349659463,-0.001426825,-0.000715162
68,0.347587743,0.000678033,0.348265776,-0.001360057,-0.000682024
69,0.346291658,0.000645807,0.346937465,-0.001296085,-0.000650277
70,0.345056727,0.000615001,0.345671728,-0.001234931,-0.00061993
71,0.343880139,0.000585612,0.344465751,-0.001176588,-0.000590976
72,0.342759111,0.000557629,0.34331674,-0.001121028,-0.000563399
73,0.34169091,0.000531028,0.342221938,-0.001068201,-0.000537173
74,0.340672866,0.00050578,0.341178646,-0.001018044,-0.000512263
75,0.339702388,0.000481847,0.340184234,-0.000970478,-0.000488631
76,0.338776972,0.000459184,0.339236156,-0.000925416,-0.000466232
77,0.33789421,0.000437745,0.338331955,-0.000882762,-0.000445017
78,0.337051795,0.000417478,0.337469274,-0.000842415,-0.000424936
79,0.336247525,0.000398333,0.336645858,-0.00080427,-0.000405937
80,0.335479303,0.000380255,0.335859558,-0.000768222,-0.000387967
81,0.334745141,0.000363189,0.335108331,-0.000734162,-0.000370973
82,0.334043155,0.000347084,0.334390239,-0.000701986,-0.000354902
83,0.333371568,0.000331884,0.333703452,-0.000671588,-0.000339703
84,0.332728701,0.00031754,0.333046241,-0.000642866,-0.000325326
