Values,Values_04_36_09,Values_04_41_54
0.0340471990160513,0.5333797765838348,0.5891190544298129
0.0373159137801943,0.5357849858454485,0.591413908120878
0.0429582076847241,0.5405665255382336,0.5960845743693224
0.0523713486640129,0.5491228734506128,0.6045312696385627
0.0661559864655906,0.5620565582305185,0.617359063080987
0.0847913706904094,0.5798489350403413,0.6350520067916186
0.1088931170026446,0.6031178800131336,0.6582307110333047
0.1391069750153386,0.6325116193728609,0.6875462283937
0.1760775087955395,0.6686774140308217,0.7236487116984077
0.2203917089409513,0.7122051597447321,0.7671309626290851
0.272527068945458,0.7635754246645434,0.8184763806939837
0.3327990780708855,0.8231068807520534,0.8780062765329913
0.4013123884450693,0.890907388271721,0.9458308126456486
0.4779173871722937,0.966830467231071,1.021805311499951
0.5621745287482289,1.050439513986342,1.1054942955969977
0.6533285294163566,1.1409818670127898,1.1961453701189504
0.7502944601947374,1.23737475944153,1.2926749921270069
0.8516576139711154,1.3382050323376646,1.3936680060699125
0.955688769318908,1.4417442270859482,1.4973925691002958
1.06037612664916,1.5459803253708329,1.6018317395462385
1.1634746307361752,1.6486668417526102,1.7047324390874143
1.262572621445808,1.7473892019176422,1.8036717295176132
1.3551747298765824,1.8396473189352835,1.8961393284226753
1.438798722260064,1.922952073790652,1.9796340880866319
1.511082290916758,1.9949317179793364,2.0517704805122774
1.5698952469479373,2.053443691051652,2.1103906126080365
1.6134474291136414,2.0966822294083025,2.1536721818449576
1.6403953822164683,2.123284901836791,2.180235537080896
1.6498987200401745,2.13238908919936,2.1892008790351825
1.6417701390631891,2.1237824587062955,2.180339643241298
1.6164218692669892,2.097850331402975,2.1540229102291297
1.582123987206773,2.0628353117954568,2.118482153607953
1.5461467174216803,2.0259806571938634,2.080950738582552
1.5080659193505126,1.9868335388538327,2.040964941998089
1.4681255431897462,1.9456067099533725,1.9987271455248332
1.4263619565886383,1.902303072205627,1.9542305117584258
1.382887114630588,1.8569992273229932,1.9075429291835657
1.3378133052657957,1.809770653022832,1.8587324849076154
1.2912736931028297,1.760712782343547,1.807888874019527
1.2434169416187402,1.7099362372294973,1.7551189453870033
1.1944085202417762,1.6575688261097266,1.7005489989347287
1.1444299572201575,1.6037555536088526,1.6443250699564136
