Values,Values_02_33_35,Values_02_42_28,Values_02_51_22,Values_03_00_11,Values_03_09_12,Values_03_18_02,Values_03_26_59
-1.39E-17,-1.39E-17,-1.39E-17,-1.39E-17,-1.39E-17,-1.39E-17,-1.39E-17,-1.39E-17
0.002179006,0.002413233,0.002707729,0.003047938,0.003394857,0.003691197,0.003917475,0.004080554
0.006146453,0.006807156,0.007637879,0.008597544,0.009576131,0.010412043,0.011050322,0.011510334
0.012316414,0.013640358,0.015305082,0.017228162,0.019189129,0.020864184,0.022143205,0.023065005
0.020935284,0.023185692,0.026015658,0.029284715,0.032618085,0.03546541,0.037639535,0.039206442
0.032305489,0.035777931,0.040145517,0.045190533,0.050334589,0.054728503,0.058083534,0.060501529
0.046764728,0.051790598,0.058114136,0.065418053,0.072864944,0.079225722,0.084082544,0.087582896
0.064661938,0.071609034,0.080354274,0.090454693,0.100752118,0.109547417,0.116263079,0.121103125
0.086331155,0.095600968,0.107278781,0.120765377,0.134513934,0.146256517,0.155222501,0.161684405
0.112064523,0.124085915,0.139245957,0.156753358,0.174599311,0.189840877,0.201478389,0.209865759
0.142085785,0.157304849,0.17652503,0.198721043,0.221344431,0.240665487,0.255417748,0.266050092
0.176525545,0.195391587,0.219263334,0.246832569,0.274930758,0.298926657,0.31724827,0.33045335
0.215399586,0.238347302,0.267456735,0.301079865,0.335346841,0.364610235,0.386953839,0.403058076
0.258591341,0.286019521,0.320924841,0.361253915,0.402355776,0.437455905,0.464256431,0.483573591
0.30583949,0.338086809,0.379292408,0.426922818,0.475470141,0.516929542,0.548586524,0.571404993
0.356731427,0.394050217,0.441978245,0.497418198,0.553936138,0.602205503,0.63906399,0.665633051
0.410703077,0.45323233,0.508192741,0.571831322,0.636728519,0.692160614,0.734491375,0.765006963
0.467045277,0.514784503,0.576944935,0.649020102,0.722557697,0.785381412,0.83336123,0.867951738
0.524916659,0.577702567,0.647059715,0.727627882,0.809890145,0.880185903,0.933878883,0.972591666
0.583362658,0.640850892,0.717205385,0.806114456,0.896982751,0.974660671,1.034001585,1.076790909
0.641340016,0.702994304,0.785931299,0.882799274,0.981931229,1.066713545,1.131494341,1.178211557
0.697745893,0.76283685,0.851714696,0.95591605,1.062731885,1.154141187,1.224001833,1.274388625
0.751450484,0.819065926,0.913015164,1.023677151,1.137355086,1.234709937,1.309134761,1.362820308
0.801331869,0.870399826,0.968334411,1.084345194,1.203827651,1.306246992,1.384567596,1.441070433
0.84631173,0.915636317,1.016278338,1.136308329,1.260320236,1.366737686,1.448143321,1.50687856
0.885390487,0.953699593,1.055617786,1.178154797,1.305234672,1.414423373,1.497979314,1.558271647
0.917680456,0.983682856,1.085344017,1.208741758,1.337285384,1.447893363,1.532567334,1.593669921
0.942435669,1.004883901,1.104714921,1.22725318,1.355568602,1.466163775,1.550859882,1.611978739
0.959077155,1.016831468,1.113288402,1.233241887,1.359613304,1.468736292,1.552335125,1.612658137
0.967212673,1.019300795,1.110940189,1.226651819,1.349408767,1.455630686,1.537033529,1.595762592
0.968019608,1.013751806,1.09942,1.209529269,1.327283116,1.429409133,1.507694233,1.564158388
0.967986476,1.007152102,1.086417151,1.190431751,1.302694293,1.400302431,1.475138757,1.529092896
0.967959579,1.000426242,1.072956802,1.170497571,1.276894003,1.369657879,1.440786708,1.492037542
0.967939465,0.993603111,1.059085406,1.149782848,1.24994264,1.337537324,1.404700261,1.453054466
0.967926675,0.98671268,1.044852852,1.128349858,1.221909502,1.304014011,1.366955037,1.412220845
0.967921735,0.979785922,1.030312416,1.10626712,1.192873071,1.26917304,1.327640726,1.369629631
0.967925161,0.972854703,1.015520677,1.083609425,1.162921188,1.233111691,1.286861534,1.325390097
0.967937449,0.965951671,1.000537391,1.060457779,1.132151114,1.195939613,1.244736468,1.279628191
0.967959078,0.959110126,0.985425333,1.036899287,1.100669488,1.15777885,1.201399433,1.232486689
0.967990507,0.952363883,0.97025009,1.013026945,1.068592161,1.11876373,1.156999155,1.184125138
0.968032173,0.945747122,0.95507982,0.988939368,1.036043923,1.079040593,1.111698911,1.134719586
0.968084488,0.939294228,0.939984973,0.964740435,1.0031581,1.038767359,1.065676075,1.084462101
0.96814784,0.933039624,0.925037971,0.940538865,0.970076052,0.998112956,1.019121475,1.033560083
0.968222589,0.927017594,0.910312859,0.916447713,0.936946549,0.957256589,0.972238578,0.982235361
0.968309063,0.921262099,0.895884916,0.89258381,0.903925046,0.916386871,0.925242491,0.930723103
0.968407563,0.915806589,0.881830242,0.869067131,0.871172853,0.875700816,0.878358803,0.879270526
0.968518355,0.910683805,0.868225314,0.846020104,0.838856216,0.835402706,0.831822271,0.828135436
0.968641673,0.905925589,0.85514652,0.823566873,0.80714531,0.795702842,0.785875358,0.7775846
0.968777714,0.901562681,0.842669676,0.801832502,0.776213153,0.756816187,0.740766647,0.727891977
0.968926639,0.897624525,0.830869519,0.780942154,0.746234454,0.718960919,0.69674914,0.679336806
0.969088573,0.89413907,0.819819199,0.761020221,0.717384407,0.6823569,0.654078461,0.632201605
