Values,Values_04_48_08,Values_04_58_14,Values_05_08_46,Values_05_19_08
-0.0059441076326525,0.4194635513439273,0.5172203527382369,0.5739546528616848,0.6199389348539933
-0.0002821115129162,0.4248025526771818,0.5224245251675984,0.5790749431254303,0.624985120064408
0.0020949474877477,0.4268458423921451,0.5243038227931525,0.5808447532778922,0.626662225899194
0.0059480666464004,0.4303624977122073,0.5276452184427551,0.5840644363130076,0.6297795531016073
0.0126414880057049,0.4367191545349666,0.5338210787315282,0.5901110533466166,0.6357174915924495
0.0226008746418898,0.4463436765804642,0.5432643543845107,0.5994218078465567,0.6449162611021568
0.0361922102419228,0.4596044037302122,0.5563484950700994,0.6123744566207191,0.6577566391677544
0.0538748213143021,0.4769628564782927,0.5735394878970203,0.6294388789591874,0.6747112301983328
0.0761377405019331,0.498910161800405,0.5953323816928106,0.6511136926808809,0.6962811412681355
0.1034613470403645,0.5259286168977421,0.6222126795748317,0.6778875451043194,0.7229572091099329
0.13628612979202,0.5584603482666247,0.6546247907308869,0.7102074400987,0.7551882485271599
0.1749700919334685,0.5968645640586436,0.6929290115774016,0.7484355498785391,0.7933377571102768
0.2197535512494156,0.6413821509541741,0.7373657978593025,0.7928132791953129,0.8376478476474337
0.2707243278060218,0.6921006078213909,0.7880203367549642,0.8434256017373595,0.8882034345810905
0.327788896057594,0.7489248921764924,0.8447930088978903,0.9001712667452427,0.9449022772626846
0.3906494932990025,0.8115541744834422,0.9073757549268484,0.9627389024797208,1.0074309137930482
0.4587890439078719,0.8794663659472594,0.9752362337990323,1.0305909168714529,1.0752483935843227
0.5314647258227968,0.9519112576675184,1.047610635847058,1.1029560737540138,1.1475786963650951
0.6077109024927697,1.0279130118361688,1.123505919103288,1.17883153043641,1.2234126339690512
0.6863517414566641,1.1062823505103223,1.2017118443477823,1.2569947308499252,1.301519640893782
0.7660234443604105,1.1856383982698842,1.2808227958160936,1.3360251607760432,1.38046947264724
0.8452057391817016,1.2644398676096142,1.3592691058392634,1.414335702738755,1.4586635621250832
0.9222614766952076,1.3410244721627187,1.4353567942293288,1.490212519015394,1.534374974426015
0.9954841655214858,1.4136564474644862,1.5073156213792764,1.5618633760612752,1.6057968836316774
1.0631484437558645,1.4805772207347014,1.5733505056108186,1.6274694698010392,1.6710946381484773
1.1235721375170815,1.54006791821971,1.6317049918896176,1.6852494417618609,1.728470108300485
1.1751554985736987,1.5904893232510795,1.6807023595097084,1.733501163393378,1.776203888858938
1.2164900923097637,1.630391779781058,1.718856852615862,1.7707137684004552,1.8127678367601585
1.246265539022951,1.6584231712881703,1.744783023780322,1.7954778489680154,1.836735812318889
1.263691945468426,1.6737529652771177,1.757621385524722,1.8069121236169865,1.8472110129193944
1.2676913648337642,1.6752649912957025,1.7562321360500266,1.80385783445815,1.843020813064566
