Values,Values_08_10_41
0.6893667000325312,0.6286641326864646
0.6947313209344246,0.6341518290387453
0.6970977138476325,0.6366344953629391
0.7015645619800972,0.6412149501189962
0.7098262436785869,0.6495888823980243
0.7224769165279857,0.6623519209394062
0.7399953890323285,0.6799847055779109
0.7629989449131466,0.7031065374505675
0.7921446007325255,0.7323767443470226
0.8280803671108786,0.7684459659512823
0.8714014910114863,0.8119124179486555
0.9225918048748294,0.8632632475217294
0.9819739107592717,0.9228247070706834
1.0496589389192896,0.9907118885211644
1.1255032493641377,1.0667853867395287
1.2090722792751107,1.1506150969374944
1.2996144339869409,1.24145404484882
1.3960467966769063,1.3382240255700804
1.4969546227802757,1.439515016555732
1.6006062296566554,1.543599973114361
1.7049845257340035,1.648466246398916
1.8078360044303032,1.751864442829389
1.906736769392124,1.85137428364272
1.999175729924446,1.9444875949224902
2.082648824841681,2.028702280836304
2.154772424741654,2.1016354261152115
2.2133743670715598,2.1611139979128264
2.256663604200497,2.2053441228097372
2.2831635911133863,2.2328441719286936
2.2922287650096336,2.242960861033048
2.283112905757372,2.2349377184155363
2.256917342537305,2.2098628088792025
2.221430968171725,2.1755099184593445
2.183595193082237,2.1388087020941144
2.143650588216776,2.0999911732886622
2.101226400109484,2.0586766945119774
2.0566107985432964,2.015141799412445
2.0097413012442,1.9693111015586449
1.9607345936821647,1.9212870323349533
1.9096600380137816,1.871123637167851
1.8566292736922407,1.8189164069238986
1.8017646657231492,1.7647710667170218
1.745211270390939,1.7088159289547933
1.6871334564365568,1.6511989593479146
1.6277163954522675,1.592089750658576
1.5671656426855431,1.5316796096386656
1.5057070008676297,1.4701819278367008
1.443585939471737,1.4078320842816143
1.3810667874860891,1.3448870718417303
1.318431620764276,1.2816247420386055
1.255978858235819,1.2183426582393977
1.1940215727863752,1.1553565426673444
1.1328855228824346,1.092998308883854
1.072906915226142,1.0316136831903753
1.0144299277189854,0.9715594460870279
0.9578040130442534,0.9132003250749453
0.9033810107384528,0.8569055863988735
0.8515121059480211,0.8030453912377762
0.8025446724257946,0.7519869869160083
0.7568190314831463,0.7040908011673398
0.7146651696036797,0.659706519060223
0.6763994523205372,0.6191692149453506
0.6423213649978124,0.5827956002090234
0.6127103178374438,0.5508804476798527
0.5878225392823375,0.5236932324112544
0.5678880870620499,0.5014750250164967
0.5531079953180954,0.4844356543614384
0.5436515754492242,0.47275114771735854
0.5396538889346729,0.4665614503180458
0.541213398874903,0.4659684094219071
0.5483898170646332,0.4710340143185907
0.5612021562564875,0.48177887444722006
0.5796270005189442,0.4981809204793076
0.603597012422636,0.5201743199159746
0.632999695118602,0.5476486002427078
0.6676764381293739,0.5804479867452664
0.7074218809208673,0.6183709716435536
0.7519836310107808,0.6611701390451592
0.8010623934509649,0.7085522961022712
0.8543125659813341,0.7601789644474855
0.9113433584560682,0.8156672966504006
0.9717205173638735,0.8745915107826684
1.0349687219326738,0.9364849273739008
1.1005747250881306,1.0008427043351908
1.1679913092616532,1.067125365293067
1.2366421133998793,1.1347632046464595
1.305927379385811,1.203161644247892
1.375230630837637,1.2717075793162453
1.4439262796598606,1.3397767299347043
1.5113881210402622,1.4067419748412302
1.576998624201435,1.471982584970837
1.6401588941070049,1.5348942358015827
1.700299123227415,1.5948996152080401
1.7568893014326017,1.651459386689279
1.809449911372906,1.7040832221292157
1.8575622872641904,1.7523405648348747
1.9008782879192512,1.7958707537078449
1.9391289102176243,1.8343921131205378
1.9721314674065735,1.8677096107712952
1.999794969272385,1.8957206989675592
2.0221233726777865,1.9184189876662892
2.039216430984198,1.9358954597931273
2.0512679385613306,1.9483370098157136
2.0585612606211683,1.9560221838122556
2.06146214090734,1.959314105142517
2.060408895932793,1.9586506897659113
2.0559002118097154,1.9545323664872274
2.048480867932396,1.947507629480172
2.0387258194555087,1.938156861825173
2.027223135855513,1.9270749375568699
2.0145563552319032,1.9148531750676143
2.001286852687209,1.9020612558089898
1.987936820135284,1.8892297229721766
1.9749734333045064,1.8768336542079966
1.96279474090664,1.8652780618224392
1.9517177445396197,1.8548855068888546
1.941969048227583,1.8458863227900972
1.9336783681487373,1.8384117535612916
1.9268750882861143,1.8324902054393664
1.9214879344165168,1.828046694380663
1.9173477442138056,1.8249054753309693
1.914193206997768,1.822795732559794
1.911679347019893,1.8213601086916003
1.9093884556707,1.8201657797200452
1.9068431012883131,1.818717704910613
1.9035207845560669,1.816473618214544
1.8988697750558496,1.8128602937771676
1.892325633500329,1.8072905853167691
1.8833279150968465,1.7991807280519119
1.8713365556054329,1.7879673955854578
