Values,Values_04_48_08,Values_04_58_14,Values_05_08_46,Values_05_19_08
0.0092399927506812,0.0092399927506812,0.0092399927506812,0.0092399927506812,0.009239992750681224
-0.0003888282385482,-0.0021349490593669,-0.0055114413809181,-0.0080513505702758,-0.009740915819108895
-0.0029148872446483,-0.0063517634291956,-0.0129513943758596,-0.017926808157972,-0.02123367280895412
-0.0033079114017932,-0.008376481495804,-0.0180376015437889,-0.0253382457491584,-0.030186385600258193
-0.0014984919244359,-0.0081409255963473,-0.020704145955935,-0.0302215236094765,-0.03653610703680816
0.0029869655295384,-0.0051736561023826,-0.0204836271622271,-0.0321124178473324,-0.03982070914147473
0.0103465627119327,0.0007214970935365,-0.0171833081943349,-0.030821069649968,-0.03985223198294321
0.0209139187303774,0.0098766558619246,-0.0104735000856268,-0.0260201009854659,-0.0363048198762125
0.0350320773706171,0.0226338958960325,-1.3406415585456444e-05,-0.0173703701252644,-0.028840411851206723
0.0530478143644785,0.0393397534180387,0.0145437165371977,-0.0045259169968391,-0.017113540603116605
0.0752851135570998,0.0603189775978101,0.0335247526538853,0.0128405196961041,-0.0007966545211834197
0.1020180674507166,0.0858477799939308,0.0572104942803535,0.0350116163933661,0.020394227354983568
0.1334480480232298,0.1161314361709697,0.0858138351695973,0.0622040571124643,0.04667837362107784
0.169682227912108,0.1512833126622873,0.119459424737839,0.0945486167704164,0.07819070877922794
0.2107167912443687,0.1913086542905488,0.1581680880470857,0.1320750205541762,0.11496696419300895
0.2564247840037913,0.2360930685183694,0.2018459055698432,0.1747014455423115,0.1569334599198754
0.3065496187667654,0.285396701165092,0.2502788987447671,0.222229578995866,0.2039024112650963
0.3607044551509369,0.338854293219109,0.3031334545069674,0.2743453291022401,0.255572831299654
0.4183775020611952,0.3959811204875989,0.3599624273949425,0.3306250846074259,0.3115368978419047
0.4789428785471349,0.4561843943982676,0.4202164297554038,0.3905469880198095,0.37129121890822075
0.5416763518118655,0.5187793700303877,0.4832594876331348,0.4535063529433926,0.4342520953659209
0.6057750771516157,0.5830092020218972,0.5483880397209169,0.5188341585135623,0.4997736833277874
0.670379951144338,0.6480670689375423,0.6148517499264194,0.5858170549927317,0.567167464876905
0.7346000832735261,0.71311998206251,0.6818755222197881,0.6537182470468521,0.6357223775550321
0.7975357306797903,0.777330547387159,0.7486789935173527,0.7217955303129785,0.704721876831653
0.8583062002534102,0.8398831338240764,0.8145000048918951,0.7893230085853158,0.7734644757542052
0.9160588007593222,0.8999905281480343,0.8785982427699472,0.8555927509338059,0.8412640657535897
0.970026284225766,0.9569485389144884,0.9403066317202324,0.9199640508209004,0.9074977337618951
1.019439760162112,1.010045727415123,0.9989379856981904,0.9817679951697724,0.9715089200333925
1.0638127389845151,1.0588438187736815,1.0540623213299918,1.0405826897607229,1.032881221898164
1.102348592037509,1.1025821781519491,1.1049096416641957,1.0956347815000151,1.0908390526338705
1.1351042084196965,1.1413371278517763,1.151526229161815,1.1469537756562451,1.1454006013012674
1.1661727381100404,1.1792044094231384,1.1979594730761984,1.1985580829111786,1.2005646929697893
