Values,Values_03_25_27,Values_03_34_43,Values_03_43_58,Values_03_53_14,Values_04_02_38,Values_04_11_54,Values_04_21_17,Values_04_31_48,Values_04_42_34,Values_04_53_24,Values_05_04_09,Values_05_15_01,Values_05_25_35,Values_05_36_17,Values_05_46_23,Values_05_56_24,Values_06_06_22,Values_06_08_21
1.9378668588584576,1.8514855688443057,1.84154106215335,1.8350261728506303,1.8311068485305155,1.8293937032808048,1.829471851564453,1.8309806991202744,1.8336146375747864,1.8371217221210967,1.8412987086621857,1.84598361251862,1.8510479324153788,1.8563897153671416,1.861927823635392,1.86759737001285,1.873346149772185,1.879131875850396,1.8802903012578742
1.944853798757305,1.857822204062077,1.8478088949349305,1.8413420040884991,1.8374894657172296,1.8358513945186712,1.8360111177689205,1.8376067518431616,1.840331351967568,1.843931691744911,1.8482033802791544,1.852983453198055,1.858142601403274,1.863578226724942,1.869208693095216,1.8749687436010527,1.8808059140479576,1.8866777508610555,1.8878531157768412
1.9364796701272624,1.8486875348063017,1.8385491946620007,1.832086767509108,1.828262292279704,1.82666468840444,1.826875192048368,1.828530228861987,1.8313210790827243,1.8349928160161064,1.8393395292530736,1.844196955683004,1.8494347116712408,1.8549493342802048,1.8606585101991808,1.8664964681050176,1.8724103679384256,1.878357496381173,1.8795477312110516
1.91348273577472,1.8248108076983545,1.814480435926492,1.8079686239352029,1.804123784175463,1.8025229683884805,1.8027449857754896,1.8044241192046064,1.8072493814170736,1.810963675868244,1.815359154483243,1.820269896854957,1.8255641442064785,1.831137320339549,1.836906231140641,1.8428044251010829,1.8487785517930253,1.854785529261514,1.8559876646064237
1.881363335662692,1.791683130169896,1.7810825585155627,1.774456786542859,1.7705330361216955,1.768875844186132,1.7690612275602224,1.7707208263858023,1.7735408420596608,1.777261489810517,1.7816725217088187,1.7866059628214206,1.791928345109855,1.7975337017339876,1.8033377293268709,1.8092731089138827,1.815285826525397,1.821332306368222,1.8225424182501562
1.8453454558140987,1.7545159546836648,1.7435545778754855,1.7367386602686388,1.7326665446921892,1.7308896038505892,1.7309806635966083,1.732568169990811,1.735334913232662,1.7390178479411793,1.743403814898331,1.7483223437973352,1.7536378851711498,1.7592427712113354,1.7650513323903232,1.7709951703910134,1.7770194332107296,1.7830799074621042,1.7842930679902147
1.8060338496841188,1.713897460307426,1.7024701561429252,1.69537463256834,1.691072248019473,1.689100535635092,1.6890286952167517,1.6904813707426092,1.6931372782341922,1.6967294775395667,1.7010413298303468,1.7058993778481777,1.7111655740803864,1.7167302008384768,1.7225059321755332,1.7284230497569346,1.7344256641589504,1.7404687590615011,1.7416788993444532
1.76262693392592,1.669008070408968,1.6569934752550284,1.6495139071320577,1.644885227683374,1.6426304397116125,1.6423146510724378,1.6435580415902564,1.646034527725726,1.6494725781658726,1.6536514480753373,1.65839414931938,1.6635596734345186,1.669035863431874,1.674733411411808,1.6805810076760703,1.6865214993004007,1.6925088784057607,1.6937085733387052
1.7150631711220858,1.6197680966447705,1.607027295613799,1.599042808398852,1.5939762007073155,1.5913352620516832,1.5906805226436345,1.5916269901816034,1.5938430001535042,1.597051676220162,1.601027486416623,1.6055893176658849,1.6105926926747638,1.6159225858615127,1.6214873466945534,1.6272137718473727,1.6330431915995889,1.6389283938709445,1.6401086335332429
1.6631608798256063,1.5659774306050227,1.552352701526831,1.5437245994589726,1.538091397622373,1.53494501838784,1.533840921494148,1.5343881988928514,1.5362487759893468,1.5391396265191553,1.5428297002783729,1.5471331183631216,1.5519013839958478,1.5570161351680016,1.5623829835641698,1.5679264992261115,1.5735862149369686,1.5793134772935962,1.5804634351080256
1.6066667327669817,1.507364630596988,1.492678526105389,1.4832491809210522,1.476902497621427,1.4731139313705672,1.4714333872898226,1.4714632764552995,1.472858249728861,1.4753282851540768,1.4786360411903332,1.4825901914827824,1.4870376308224786,1.4918561576001732,1.4969482182836444,1.502235793945217,1.5076563125605678,1.5131594181231869,1.5142662236329338
1.54541047025412,1.443742347400206,1.4277972552121925,1.417389407283841,1.4101633155012214,1.4055774484478238,1.4031756997472564,1.4025530310409375,1.4033559354589438,1.4052865229665243,1.4081003572406097,1.411599951321705,1.415626971446179,1.420054843276648,1.424782392340501,1.429728621946677,1.4348285233385425,1.4400297537662263,1.441078285399364
1.479202245034494,1.3749053851187918,1.3574836495679603,1.3459002184301518,1.3376094034013717,1.3320522745628316,1.328766304695257,1.3273382553634716,1.3274055805330074,1.3286616411661367,1.3308540875153003,1.3337785396211457,1.3372707936137709,1.3411993469509933,1.34545892604962,1.3499651456250998,1.3546502069265562,1.3594594758218823,1.3604321888150583
1.4078848858280495,1.3006839062506663,1.281548700678986,1.2685732854014844,1.2590133439323976,1.2522922689086269,1.2479407714892854,1.245536704662648,1.2447076278561668,1.245137285647127,1.2465645999580677,1.2487775618725006,1.251605447135392,1.2549112573058945,1.2585851270599722,1.262538855879886,1.2667014852176162,1.2710157680585623,1.271892580239162
1.331330376604118,1.2209409276826133,1.1998380044188048,1.1852362110802304,1.1741847404099366,1.1660891834090577,1.1604732374872997,1.1569052065745222,1.1550019535088796,1.1544367781396991,1.154939085225877,1.1562885162132386,1.15830718298096,1.160852023881674,1.1638080848826124,1.1670829158442302,1.170602018444204,1.1743051994056972,1.1750634585983524
1.2494463225282146,1.1355799002997802,1.112240352841963,1.0957620927098195,1.0829807191096912,1.073284067587016,1.0661886755171373,1.061252751325931,1.0580817416241293,1.0563377403206546,1.0557398974093046,1.0560588208998818,1.057108840216242,1.058740278498676,1.0608326038713407,1.0632886842945302,1.0660300994591492,1.0689933709221064,1.0696079308190756
1.1621883678380864,1.0445582865590333,1.018702425614613,1.0000852996500629,0.9853227727998844,0.9737851487211144,0.96498177642614,0.958460340690996,0.9538142640240528,0.9506937697543588,0.9488070937695884,0.9479151873775036,0.947824023973934,0.9483767916229996,0.9494469132483812,0.9509321562094032,0.9527498031495464,0.95483275368697,0.955276185073583
1.0695661150140243,0.9478946199756216,0.9192370140476804,0.8982108523069908,0.8812072877627132,0.8675794893958375,0.8568297123311269,0.8484948282202527,0.8421557670471542,0.8374503426641485,0.8340753233463142,0.8317814656111122,0.8303658796097378,0.8296641487409729,0.8295432203826448,0.8298953688846294,0.8306332225040536,0.8316857330463461,0.8319286941422765
0.9716538591305424,0.8456802944616526,0.8139359655667139,0.7902285310607595,0.7707208257770246,0.7547494389940941,0.7418097449565997,0.7314276657527928,0.7231713338297562,0.7166657674501612,0.7115958461483852,0.707701703084613,0.7047711658114587,0.7026318123409172,0.7011437370434614,0.700193368595583,0.6996883526110609,0.6995533876882679,0.699565170905424
0.8685983599343109,0.7380882160409219,0.7029798978852494,0.6763236816630981,0.6540520452662941,0.6354856826792434,0.6201134042065638,0.6074502054719465,0.5970512979592273,0.5885286939664388,0.5815551193108659,0.575859787309563,0.5712209318693807,0.5674578118114114,0.5644233596197413,0.561997858920203,0.5600836851457494,0.5586010087665226,0.5583502698545685
0.7606272691376663,0.6253818474453479,0.5866481243780994,0.5567880670128696,0.5315035181106008,0.5101000505654242,0.4920603064631424,0.4768885349715304,0.4641270954324089,0.4533749765899358,0.4442926610190292,0.4365982970609853,0.430060340334692,0.4244895200174903,0.4197313810524384,0.4156598288354159,0.4121717331324915,0.409182501775616,0.4086381620529797
0.6480557928020474,0.5079221362971236,0.465326186021032,0.4320280611972327,0.4035006348860412,0.3790351746146135,0.3581085940265818,0.3402147205605011,0.3248833244554557,0.3117005557858448,0.3003147531600335,0.2904330207825774,0.2818139922944364,0.2742597739125925,0.2676083933237461,0.2617272222685743,0.2565074518397265,0.2518595425243574,0.2509918361459997
0.5312919926826478,0.3861726559398246,0.3395112316086812,0.3025703344521348,0.2705976488360533,0.2428709413764196,0.2188618390577272,0.1980541958545073,0.1799656430407588,0.1641698808281066,0.150303398296419,0.1380624512409597,0.1271959586103523,0.1174974377517776,0.1087973753575665,0.100956541402583,0.0938603467619323,0.0874141780655742,0.08619579641083655
0.410839858102218,0.26070203671831,0.2098142537704896,0.1690639604740913,0.1334797080493346,0.1023265032861296,0.0750710842986416,0.0511878748283879,0.0301829886805562,0.0116182619993763,-0.0048811771633555,-0.0196295481828127,-0.0328873836589715,-0.0448695874490572,-0.0557531247927519,-0.0656838011910909,-0.0747820089519319,-0.0831474965997014,-0.08474022949755008
0.2872998692800841,0.1321833865999269,0.0769588385640394,0.0322785580826191,-0.0070395631888638,-0.0417426463634317,-0.0723685342379426,-0.0994516286343056,-0.1234965634200228,-0.1449525984695234,-0.1642052925785208,-0.1815787932771991,-0.1973426661580433,-0.2117199332233567,-0.2248948064397066,-0.2370195417486085,-0.2482202740351098,-0.2586018776537866,-0.2605878776192781
0.1613666199361312,0.0013902846853401,-0.0582239912818411,-0.1069019583515211,-0.1500253684422443,-0.1883529820296799,-0.2224270460648316,-0.2527901573714308,-0.2799568078489132,-0.3043864243959137,-0.3264744077110774,-0.346554122339364,-0.3649035984354078,-0.3817535401206346,-0.3972950848644433,-0.4116867137076798,-0.4250601571506734,-0.4375253317536703,-0.43991775834373553
0.0338232957655777,-0.1308107991410786,-0.1948049469224041,-0.2474900868347687,-0.2944339558314169,-0.3364066271918043,-0.3739547395618787,-0.4076284629281854,-0.4379511693768552,-0.4653913891506405,-0.4903533694218002,-0.5131788312276704,-0.5341535610387572,-0.5535153823925687,-0.5714619243636814,-0.5881575685297725,-0.6037394070508713,-0.6183222388196818,-0.6211277078464955
-0.0944670668541351,-0.2634716384477304,-0.3317695562214391,-0.3884097168001816,-0.4391294718413621,-0.4847100436722741,-0.5257026365821154,-0.5626644118220516,-0.5961265883398784,-0.6265656308614321,-0.6543935114264402,-0.6799593164763255,-0.7035557545594533,-0.7254270888571706,-0.7457768996673847,-0.7647750488036207,-0.7825636705042884,-0.7992622095961496,-0.8024802746810875
-0.2225734246311308,-0.3955766931328672,-0.4680347959833247,-0.5285148926322034,-0.5829048367303534,-0.6319969818866356,-0.6763474683654414,-0.7165199329915137,-0.7530523849627799,-0.7864279807242986,-0.8170651964979668,-0.8453193843784557,-0.8714892315956827,-0.8958246565032256,-0.9185345523991624,-0.9397937509187428,-0.9597490263978518,-0.9785241580112892,-0.9821470959370632
-0.3495113454912442,-0.5260603833660288,-0.602468653768155,-0.666611593297313,-0.7245057185741028,-0.7769546106909565,-0.8245199110194836,-0.8677713033715326,-0.9072525380769036,-0.9434521786911914,-0.9767939148198242,-1.0076381800132346,-1.036288606876137,-1.0629998944578245,-1.0879855237893097,-1.1114247033851443,-1.1334683682934623,-1.1542442481987352,-1.158257152513257
-0.474259874466275,-0.6538265106184746,-0.733911783391801,-0.8014815360658234,-0.8626564526785513,-0.9182515090257533,-0.9688345964876232,-1.014981120599218,-1.0572395604759002,-1.0961025927422396,-1.1319977898108715,-1.1652894241365666,-1.1962849717815778,-1.225242964776876,-1.2523806723788435,-1.277881013991869,-1.3018985353582837,-1.3245644651820785,-1.3289456226076735
-0.5957799678549001,-0.7777689956816966,-0.861200278671734,-0.93190688337877,-0.9960866375012104,-1.0545661012398608,-1.107920331328616,-1.1567302461340871,-1.201548106296841,-1.242869430877639,-1.2811243363433382,-1.316679660943517,-1.3498455769133062,-1.3808834471020377,-1.4100134700424438,-1.437421548408796,-1.4632652266092006,-1.487678719583824,-1.4924002192501415
-0.7130336978456583,-0.89679300586774,-0.9831885139889852,-1.0566946826578836,-1.1235571196055332,-1.1846141329370297,-1.2404490063844944,-1.291648090306272,-1.3387665728773128,-1.3823016019762244,-1.42268452414743,-1.4602834693236395,-1.4954101384578269,-1.5283276894269109,-1.5592583485116351,-1.5883902258380962,-1.6158832010174622,-1.6418739093863346,-1.6469024194164816
-0.8250033745372227,-1.009835520366914,-1.0987710105949062,-1.1746999175678758,-1.243884171277989,-1.3071739207580195,-1.365161864743228,-1.418439844666709,-1.467565244255882,-1.5130357182048464,-1.5552825883225063,-1.594674032391836,-1.631522119588772,-1.666090756265424,-1.6986032712596777,-1.7292491736121824,-1.7581899758007775,-1.7855641248094174,-1.7908617659328596
-0.9307097586162472,-1.115884448831114,-1.2069023944139812,-1.2848461999458656,-1.3559608621406367,-1.4211083566385765,-1.4808920937189924,-1.5359096177056792,-1.5867199273087194,-1.6338201891001831,-1.6776405400472307,-1.71854802498204,-1.7568539565963688,-1.7928219571034067,-1.826675529869756,-1.858604758977271,-1.888772062995915,-1.9173170608584744,-1.9228423119156413
-1.0292286328506812,-1.2139955562288065,-1.306614691534632,-1.3861433553025078,-1.4587748943503822,-1.525382960840171,-1.5865830664279552,-1.6429788362331603,-1.6951304841241843,-1.7435338561462488,-1.7886168749510634,-1.830744368177148,-1.87022583303953,-1.9073236149685104,-1.9422604832911847,-1.9752262768518087,-2.00638358509824,-2.0358725417649457,-2.041581124814745
-1.1197051488340115,-1.3033066371257809,-1.3970314369169523,-1.477701421220373,-1.551422473620414,-1.619079616187851,-1.681301931378729,-1.7386996814603142,-1.7918341039621448,-1.8411990884391047,-1.88721947929823,-1.93025693240153,-1.970618166218944,-2.008563323228257,-2.044313572656403,-2.0780577112878498,-2.1099577728318963,-2.140153745819664,-2.145999455647117
-1.2013655567216148,-1.3830486103653947,-1.4773783313951825,-1.5587408647781795,-1.6331180994155514,-1.7014059489988211,-1.7642486014640744,-1.8222636998751955,-1.876013545628605,-1.925989662390276,-1.972613149894171,-2.0162416983208984,-2.057178408539444,-2.095680386174217,-2.1319663996014064,-2.166223450137081,-2.1986123151046457,-2.2292721900534698,-2.2352076506058416
-1.2735261434787415,-1.4525534508872429,-1.5469904495766793,-1.6285991083104725,-1.703200452174612,-1.771700624419801,-1.8347605007543888,-1.893006038360227,-1.947000890697656,-1.997234056434832,-2.0441224484173857,-2.088019184887631,-2.129223060371687,-2.1679874256910288,-2.204527934312804,-2.239029101159498,-2.271649789376552,-2.302527780877977,-2.308505126476535
-1.33559941243541,-1.5112591003011946,-1.6053162369674798,-1.6867336929539491,-1.7611347950115046,-1.8294350589137167,-1.8923136546434625,-1.9504059695886609,-2.004277551848979,-2.054414980982923,-2.1012307840771456,-2.1450731097168028,-2.186235928434481,-2.224968254351537,-2.261482017392922,-2.2959586348060643,-2.328554456179866,-2.3594052702852264,-2.365376760314207
-1.3870977090158996,-1.558711676620102,-1.6519187140342857,-1.7327225838653475,-1.8065124722854704,-1.8742122042737388,-1.9365208441464763,-1.9940844901365908,-2.047471376194322,-2.09716603714278,-2.1435766682893336,-2.1870462723625974,-2.227863664003761,-2.266273089953289,-2.302482268325007,-2.336669001355814,-2.368986597564909,-2.39956832673371,-2.4054869080556562
-1.4276346403209954,-1.5945654428083005,-1.6864744362739983,-1.766262240831559,-1.8390481924168005,-1.9057631448000256,-1.96712761231144,-2.023799818946164,-2.076351705286223,-2.12526639515062,-2.170948057341876,-2.213734597764545,-2.253909536136233,-2.2917120814951253,-2.32734538246362,-2.360983213548319,-2.392775397264108,-2.4228522227234865,-2.4286720546283886
-1.4569247281288236,-1.618581073348649,-1.7087708247104347,-1.7871641280939594,-1.858575815685189,-1.923942264428728,-1.9840069063892267,-2.039441599002449,-2.0908232075777127,-2.138634315947945,-2.183275609786683,-2.2250801661885284,-2.2643262626371743,-2.301247962962085,-2.336043624107932,-2.368882691270384,-2.399911146144417,-2.4292559078088445,-2.434932861131198
-1.474781758185321,-1.6306227620142664,-1.718702466800534,-1.795350306042701,-1.86504332046816,-1.928721677421376,-1.9871530603830108,-2.0410245102752387,-2.0909191886420566,-2.137320213501237,-2.180625544444208,-2.221163900640966,-2.259208552272428,-2.294988468858166,-2.3286971283479527,-2.3604994583329373,-2.390537339151961,-2.4189340083961164,-2.4244261453526685
-1.481116269995908,-1.6306546709612102,-1.7162669235698411,-1.7908486663016827,-1.8585075259083883,-1.9201855083113903,-1.976675703655408,-2.0286818731327934,-2.0767949467029667,-2.1214998097110995,-2.1631926320982533,-2.2021984237997576,-2.2387858476172706,-2.2731789771268374,-2.3055664528536526,-2.336108607626689,-2.364943054954768,-2.3921891204232986,-2.3974571567063196
-1.4759325761343511,-1.618737138369195,-1.7015604731556289,-1.773788249116245,-1.8391290136453329,-1.89852446200138,-1.9527940296069308,-2.002659664987158,-2.048721581529902,-2.0914677727301365,-2.1312936927643995,-2.168521436422132,-2.203415600177109,-2.236195690829829,-2.2670456711354694,-2.29612130702601,-2.323555872367592,-2.34946463168857,-2.35447237900975
-1.4593255998115784,-1.595022932458054,-1.6747740678818854,-1.7443949116136392,-1.80716750867916,-1.8640309342775088,-1.915831663127025,-1.963311175669448,-2.007080467796723,-2.047632034757207,-2.0853617795173984,-2.1205897836097773,-2.153577230483972,-2.184539498903609,-2.213656136786475,-2.2410784665165453,-2.266935436903186,-2.291338182016489,-2.2960529685047106
-1.4314776999799768,-1.5597536917668742,-1.6361896104907043,-1.7029874261748363,-1.7629777772341717,-1.8170947022385264,-1.866212149772666,-1.9110923092510383,-1.952358386589353,-1.9905087703173003,-2.025941018822323,-2.058974169709493,-2.0898667269476374,-2.118830465172312,-2.1460408658516346,-2.171645014359725,-2.1957676287014065,-2.2185157187595568,-2.222908786200259
