Values,Values_07_28_10,Values_07_36_57,Values_07_46_01,Values_07_54_54,Values_08_01_41
-0.0235625698786093,0.4061274720139329,0.4716461394365009,0.5189561702703311,0.5550438281533547,0.5791079129973398
-0.0210600535823873,0.4083017097683619,0.4737237417760741,0.5209562918582002,0.556981731059695,0.5810028199701657
-0.0181711643937649,0.4108580109352361,0.4761654739320307,0.5233013218373211,0.559248388608285,0.5832169539275336
-0.0129370496211983,0.4157581573741726,0.4809410430174753,0.5279675617822841,0.5638250770706609,0.5877344133208645
-0.0046132879507755,0.42374874985892,0.4888028545931787,0.5357124504339771,0.5714731050713112,0.5953187226325642
0.0071452912421544,0.435177492833655,0.5001047694003256,0.5468951380912789,0.5825556238661391,0.6063352919822312
0.022756247164469,0.4504644771455701,0.5152725193405598,0.561946275514844,0.5975069885269035,0.6212205519450797
0.0427016478891377,0.4700943165612501,0.5347958262775232,0.581360134018747,0.6168248797331433,0.6404740753807682
0.0674678730506583,0.494555942463448,0.5591681191892013,0.6056342832407158,0.6410099553719498,0.6645982140049544
0.0975217474380941,0.5243186669063027,0.5888623951648772,0.6352453233934938,0.6705414961533391,0.6940736971957606
0.1332670779156559,0.5597886109113167,0.624287388575694,0.6706048860174345,0.7058332930237483,0.7293154585052951
0.1750084739645359,0.6012723613250875,0.6657508963737562,0.7120227387304812,0.7471966034638988,0.7706355126716993
0.2229150203966446,0.6489404260950626,0.713422852499309,0.759669603010999,0.7948027963467293,0.8182055082932432
0.2769887471569883,0.7027954290138628,0.7673031061688755,0.8135446483675349,0.8486506541502591,0.8720239276960273
0.3370384861755934,0.762645634237814,0.8271945152759042,0.8734482877223376,0.9085389660111816,0.9318885718201824
0.4026608565310422,0.828085544772716,0.8926831222872501,0.9389620562288048,0.9740462032415496,0.9973761264591372
0.4732294267480504,0.898484631433864,0.9631264962067084,1.0094366744191474,1.0445183892502117,1.0678299273802472
0.5478929256576807,0.9729850772048252,1.0376511557700798,1.0839892301997305,1.1190661108515003,1.1423568777051474
0.6255829898698976,1.0505090455642818,1.115159615244875,1.161510042144905,1.1965712471827734,1.219834100961577
0.705031583587448,1.1297756367428518,1.1943472507994932,1.2406794240789842,1.275703650867925,1.2989255722443644
0.784797829526994,1.20932730664404,1.2737287954033103,1.319994180750951,1.3549476260850544,1.3781085802327175
