Values,Values_04_37_49,Values_04_47_52,Values_04_57_59,Values_05_08_34,Values_05_19_07,Values_05_29_03,Values_05_38_46,Values_05_43_48
2.1919492975130583,1.8191494272672275,1.736014165733611,1.760980714950321,1.745580536458877,1.7150855727890388,1.681887189578248,1.6499525912304622,1.6336417577068993
2.2547935898710274,1.8828063634063,1.8089004476632384,1.8426918890868045,1.833454021282735,1.807776162637647,1.77867685072715,1.7503754309337525,1.7358745862310925
2.316264797337851,1.946059043349276,1.881612423445544,1.924362566387292,1.921492739590144,1.90084846560206,1.8760482685117967,1.8515564864284848,1.8389510305606023
2.3761169599134213,2.0086248445315,1.9537676980415768,2.005530229926484,2.009173886665637,1.9937301562191387,1.973385883074468,1.9528413570671257,1.9421972249325437
2.4341162038190483,2.070222917129723,2.024982167416056,2.085727034443021,2.095965053873703,2.085835013518869,2.070056237227776,2.0535541286862986,2.044916002536422
2.490041414531992,2.130575078680476,2.0948724785203146,2.164483691705219,2.1813292518727354,2.176568896695942,2.165414789665427,2.153004942410627,2.1463948437515636
2.5436847383306738,2.189406845321835,2.163058798239727,2.2413338604078854,2.2647306574015915,2.265336666877064,2.258813889933017,2.2504989296237703,2.2459152955853168
2.59485190564684,2.2464485920840644,2.229167827934134,2.3158189224003665,2.345640922111364,2.3515498586559387,2.3496116893635834,2.345346261443197,2.3427635978644656
2.6433623794709096,2.3014368282358046,2.292835980714281,2.3874929915726995,2.4235458286085985,2.4346348333719168,2.4371816721925,2.436872953183138,2.4362421344877263
2.6890493150091643,2.3541155396501816,2.353712594169388,2.4559279440625845,2.4979520053451787,2.514041055488427,2.5209223830220813,2.5244319389722545,2.525681193568025
2.7317593407657497,2.404237557776754,2.411463052603456,2.520718251137769,2.5683933928396314,2.589249100651309,2.600266879677549,2.6074138700826195,2.6104504509341586
2.771352164558148,2.451565893662188,2.465771670506827,2.5814853710950487,2.634437122649913,2.6597779647755675,2.674691392107095,2.685257032635675,2.689969528424857
2.807700006285428,2.495874962474093,2.5163441808069864,2.6378814528259795,2.695688468123896,2.7251912402106253,2.743722662667446,2.757455772544365,2.7637169691694443
2.840686875654748,2.5369516335190445,2.5629096922556087,2.6895921368063385,2.751794568650157,2.785101775273503,2.806943499838897,2.8235668781740344,2.831237037731721
2.870207702252611,2.5745960282526608,2.6052219851506906,2.73633826372616,2.802446671278886,2.839174491619758,2.8639961507170693,2.883213459107105,2.892143848607246
2.896167344984073,2.6086220125779565,2.643060061140776,2.7778763735468006,2.847380731063321,2.887127155133401,2.914583241867582,2.936086026161658,2.9461225052835247
2.9184794923245985,2.63885732410642,2.6762278838483096,2.813997929156247,2.886376292918821,2.9287290068326035,2.9584661778018244,2.9819406458354227,2.9929271151466574
2.937065481430138,2.665143307003767,2.7045533075718224,2.844527291601516,2.9192537031217736,2.963797317808198,2.995461075626602,3.0205942628223843,3.032375782505183
2.951853066898808,2.6873342494723955,2.727886241969621,2.869318555748813,2.9458698122021074,2.9921920774901505,3.0254324908931456,3.0519174911539357,3.0643429049255735
2.9627751593428906,2.705296331079059,2.746096138385043,2.888251420413064,2.966112424144747,3.013809145573118,3.048285337971125,3.075825349080554,3.0887492863075012
2.9697685708411594,2.7189062282408427,2.759068945348738,2.901226349982049,2.9798938512626854,3.028572323649184,3.0639555544416783,3.092266578198088,3.1055507553018113
2.9727727936260164,2.728049439246414,2.7667037080738788,2.9081593248298736,2.987143987459958,3.0364248687158653,3.07240013689816,3.1012122756168523,3.1147260709607365
2.971728852445038,2.7326184260877464,2.768909029206396,2.9089765242750385,2.987803362990632,3.037321024668337,3.073587231997948,3.102644625576382,3.1162649551498025
2.966578253361421,2.7325106708017635,2.76559960689778,2.903609279555966,2.9818166323671287,3.031218131010798,3.067486943435844,3.096546486307563,3.110157056179238
2.957262062085057,2.727626767731119,2.7566930804294305,2.89198963512903,2.96912693475407,3.0180698426309456,3.054063476541244,3.0828925347085403,3.096382586916151
2.9437201557987573,2.7178686916397696,2.742107415475645,2.87404683821035,2.9496715282271744,2.997820937543698,3.0332691663496822,3.06164257656311,3.074905275554412
2.925890663179221,2.703138353944768,2.721759010901552,2.849705000931024,2.923378999680159,2.9704040670856378,3.005040790489128,3.032737464060172,3.0456680899505004
2.9037096312806567,2.683336578738303,2.695561701538736,2.8188821433858706,2.890168289437502,2.935738715528674,2.969298457341936,2.9960979294346397,3.0085920521411627
2.877110948146555,2.6583626100075555,2.6634267816791324,2.7814907461052245,2.849949662375804,2.893732503671433,2.9259472043662584,2.9516264666780128,2.9635782720597117
2.846026540145258,2.6281142358329896,2.625264117896983,2.7374398544527754,2.802627644350677,2.844284833638105,2.874881282170052,2.8992122142581804,2.910513140720005
2.810386877719781,2.592488609686116,2.5809843843465106,2.686638713755264,2.74810585374898,2.7872927605362503,2.815990968234648,2.838738642356782,2.849276465082915
2.770121800831179,2.551383802568528,2.530502379534369,2.629001814436879,2.686293535827187,2.722658834290125,2.749171594033005,2.770093672453878,2.7797521436673396
2.725161687599475,2.5047011054527384,2.4737413450139725,2.5644551665399646,2.617113528578368,2.650300559010511,2.6743343583115817,2.693181733088615,2.7018408517237953
2.67543898415451,2.4523480682102576,2.4106381536378136,2.49294355398219,2.540511305365191,2.5701610206736816,2.5914183911562474,2.6079371374710343,2.6154740818465494
2.620890088613415,2.3942422084574018,2.341149168626821,2.4144384424630307,2.456464654207478,2.482220140354878,2.500403432706888,2.5143380616649527,2.5206287760014985
2.5614576073828488,2.330315323026298,2.26525656728102,2.3289462044975537,2.364993540781952,2.3865059951365164,2.401322473330888,2.412420383552916,2.417341765833165
2.497092973558685,2.260518283686946,2.1829748731545022,2.2365162798428964,2.266169661889152,2.283105612949299,2.2942736704525184,2.3022906153607017,2.3057232128958782
2.4277594018864685,2.1848261657137864,2.09435741664571,2.1372488784345283,2.1601251974658107,2.1721746604643486,2.1794308809492047,2.1841371965161755,2.185968279755449
2.35343517391358,2.103243565879941,1.999502469255624,2.031301878641357,2.047060334665324,2.0539455270096387,2.0570522491679504,2.058239531019219,2.0583663886514905
2.2741172050613927,2.01580992134815,1.8985587765926373,1.918896580572716,1.9272491704411976,1.928733364661051,1.927486370532391,1.9249742547170876,1.9233075365262076
2.1898248382734216,1.9226046391698464,1.7917302442776433,1.8003220349630604,1.801043689993563,1.7969397636773317,1.7911756959621108,1.78481838758384,1.781285317398619
2.1006038138632706,1.823751865651641,1.6792795858513847,1.6759377574771996,1.6688756397724076,1.6590538933734178,1.6486570206518154,1.6383492297570934,1.632896519558561
2.00653032727824,1.7194247100100268,1.5615307639480445,1.546174694300049,1.5312562005362205,1.515651053399632,1.500559041281286,1.4862410240114468,1.4788373407345339
1.9077150793675783,1.6098487602257274,1.438870115650885,1.4115343952290995,1.3887734831568983,1.3673887214678295,1.3475971281343877,1.3292585887874997,1.3198964552311518
1.804307210783752,1.4953047523117646,1.3117461087606055,1.2725864312499011,1.242087971091612,1.215000302235213,1.1905655922057663,1.1682482722391796,1.156945319458114
1.6964980013258015,1.376130282782969,1.1806677306590447,1.1299641657674948,1.0919261181042068,1.0592868763249397,1.030327828984969,1.004126684828864,0.9909262116311786
1.5845242015617644,1.2527204806077037,1.0462015566074443,0.9843590425356662,0.9390723676953108,0.9011073078843976,0.8678047797516903,0.8378677254430292,0.822838557496423
1.4686708494130003,1.125527577706001,0.9089675768303764,0.8365135858586268,0.7843598891451412,0.7413670916604462,0.7039621667435115,0.6704884236623917,0.653724097130429
1.349273445999503,0.9950593710228924,0.7696339165378466,0.687213355820896,0.6286603615205629,0.5810063453669024,0.5397969712650118,0.5030341212927988,0.48465144177402614
1.2267193406256005,0.8618765700054201,0.6289105766798119,0.5372780814867828,0.4728731018893529,0.4209873027318326,0.3763235584683321,0.3365634364762737,0.31670048234029957
1.1014482028262351,0.7265890676350414,0.487542353647776,0.3875522080944806,0.3179138293806408,0.2622816412674108,0.2145598154884659,0.1721334020225871,0.15094705211868037
0.9739514837763944,0.5898512043886903,0.3463011088311549,0.2388950881418671,0.164703332815653,0.1058579388052947,0.055513615112785,0.0107851020676687,-0.011551827788323692
0.8447707716029043,0.4523560940920872,0.2059775373451603,0.0921710062981502,0.0141562535292979,-0.0473305171681518,-0.0998301648269344,-0.1464699611141272,-0.16977188895531295
0.7144949973392992,0.314829121350441,0.0673726039904173,-0.0517607696502862,-0.1328298160644609,-0.1963573652425669,-0.2505218668374432,-0.2986625760573226,-0.3227345516344028
0.5837564807875874,0.1780207339506119,-0.0687111929139781,-0.1920557405969989,-0.2753847485492357,-0.3403340871316738,-0.3956583682879157,-0.4448774604729939,-0.46951871513226867
0.4532258467928261,0.0426986701845982,-0.2014785719825876,-0.3278935727627241,-0.4126756626662328,-0.4784200667504359,-0.5343933565622836,-0.5842637111082946,-0.6092712900782871
0.3236058839642045,-0.0903602259357548,-0.3301500796010013,-0.4584869929010491,-0.5439159355792317,-0.6098316696016934,-0.6659464544530782,-0.7160439647713185,-0.7412163770741779
0.1956244697976415,-0.2203784272721565,-0.4539704004748581,-0.5830900344947226,-0.6683733130727019,-0.7338502220116369,-0.7896110860138418,-0.839522169355204,-0.8646629943636779
0.0700267101991326,-0.3465862164691238,-0.5722162263627614,-0.7010055106005411,-0.7853770087555999,-0.8498287937254805,-0.904760995973875,-0.9540898849660908,-0.9790112774206536
-0.0524334957743024,-0.4682300484400691,-0.684203518723994,-0.8115915696690622,-0.8943236647090053,-0.957197668412358,-1.0108553159455282,-1.0592310141437002,-1.0837570515004662
-0.1710022633431314,-0.5845806169376602,-0.7892940452346595,-0.9142672381801468,-0.994682094404169,-1.0554684350419383,-1.1074421186692154,-1.1545249075895403,-1.1784947252897076
-0.2849346636760175,-0.6949404477785892,-0.8869010658405476,-1.0085168530444863,-1.0859967290750037,-1.144236633968127,-1.1941604026112842,-1.2396477929867498,-1.262918455024396
-0.3935035559872695,-0.7986508544031021,-0.976494063393456,-1.093893309585788,-1.1678897131810246,-1.223182916942392,-1.270740475311635,-1.3143725012414809,-1.3368215555845493
-0.4960081012219708,-0.8950981404014636,-1.057602467546018,-1.170020107820107,-1.2400616531860515,-1.2920727400099885,-1.33700276459353,-1.3785665262093083,-1.4000941974072802
-0.5917817367910339,-0.9837189305827956,-1.1298183202110068,-1.236592182048921,-1.302291027669699,-1.35075461314584,-1.392855092723831,-1.4321884611318405,-1.452719435934766
-0.6801994482792498,-1.0640045717878257,-1.1927978908828418,-1.2933755604402766,-1.3544323294871394,-1.399156994100225,-1.4382885132606558,-1.475282920905966,-1.4947676869818598
-0.7606842104901242,-1.135504578940342,-1.2462622822431035,-1.3402059338079175,-1.3964130436970337,-1.4372839476049517,-1.473371844998106,-1.5079740952980203,-1.52638979823222
-0.8327125026669587,-1.1978291272255963,-1.2899970870196555,-1.3769862324067876,-1.4282295844866488,-1.4652097110963045,-1.498245058448466,-1.530458100707933,-1.547808890500217
-0.8958188656923534,-1.2506506429682511,-1.3238512017379964,-1.4036833521741057,-1.449942356502925,-1.4830723508310124,-1.513111714269309,-1.542994343811119,-1.5593111892201423
-0.9495995030536506,-1.2937045652407455,-1.34773491369414,-1.4203241796916817,-1.4616701133282997,-1.4910667003668467,-1.5182306627298758,-1.5458961222161656,-1.5612360797253027
-0.9937149658204492,-1.326789372118199,-1.3616173897560646,-1.426991074307419,-1.463583794718099,-1.4894367834311029,-1.5139072253807482,-1.5395207018425383,-1.5539656359043907
-1.0278920104280105,-1.3497659967772,-1.3655237174115795,-1.4238169847939226,-1.455900043334402,-1.478467943955356,-1.500484103228925,-1.5242591365924631,-1.5379138992223231
-1.051924717248203,-1.3625567412677029,-1.359531622769833,-1.4109803500189466,-1.438874574546139,-1.4584788808963605,-1.4783322331042874,-1.5005260759707508,-1.51351616661075
-1.0656749817486248,-1.3651438050411968,-1.3437679930376196,-1.3886999346323328,-1.4127955755958892,-1.429813790305159,-1.4478418210988793,-1.4687498157764665,-1.481218556337051
-1.0690724984127185,-1.3575675422033748,-1.318405323902935,-1.3572297433363052,-1.3779773044067762,-1.392834812920975,-1.4094137795211514,-1.4293628459829193,-1.4414681205605286
-1.0621143334589311,-1.3399245297187006,-1.2836581792918134,-1.3168541247525256,-1.3347540270046574,-1.3479149554186316,-1.3634517643833726,-1.3827931207048625,-1.394703743959185
-1.044864172671722,-1.312365515659821,-1.239779739086437,-1.2678831647817574,-1.283474422050077,-1.2954316429872157,-1.3103549993261294,-1.3294562627258917,-1.3413480544334078
-1.0174513099600424,-1.27509329664329,-1.1870584937469129,-1.210648453342008,-1.224496564576158,-1.2357610431195143,-1.2505120518255188,-1.2697488920503917,-1.2818005470572809
-0.9800694026254968,-1.2283605384058174,-1.1258151142397623,-1.1454992778390518,-1.1581835687607118,-1.1692732652278262,-1.184295688367353,-1.2040432242532582,-1.2164320761200564
-0.93297500665059,-1.1724675480523874,-1.056399525201558,-1.072799295132848,-1.084899964687485,-1.0963285312354627,-1.1120589204102784,-1.1326830636659562,-1.1455808460769914
-0.8764858607012677,-1.1077599708928123,-0.9791881780399312,-0.992923699988396,-1.0050088454526285,-1.0172743677031926,-1.0341323017920767,-1.0559812584462551,-1.069549970528492
-0.810978873483555,-1.0346263802468645,-0.8945815190841117,-0.9062569022439552,-0.9188698089991972,-0.9324438510120432,-0.9508225118587116,-0.9742186509023442,-0.9886066308068246
-0.7368877495668935,-0.9534957177823684,-0.8030016377058325,-0.8131907089221883,-0.8268376957327557,-0.8421549060922222,-0.8624122199681907,-0.887644510556907,-0.9029828161299511
-0.6547001770583009,-0.8648345370183356,-0.7048900722956193,-0.7141229931853653,-0.729262100617786,-0.7467106289750133,-0.7691611894509843,-0.7964783931373548,-0.812877579626987
-0.5649545018801221,-0.7691440078984605,-0.6007057521344117,-0.6094568236912123,-0.6264876217880339,-0.6464005792076961,-0.6713085481855949,-0.7009133319539896,-0.7184607050369977
-0.4682358180434282,-0.6669566452499774,-0.490923049843516,-0.4996000151900683,-0.5188547868016975,-0.5415029604017957,-0.5690761195315323,-0.6011202301530619,-0.6198776388544308
-0.3651714204409019,-0.5588327373910236,-0.3760299215096507,-0.3849650538087111,-0.4067015825735631,-0.4322875861942951,-0.46267268196492,-0.4972532937543804,-0.5172555128368055
-0.2564256007394835,-0.4453564774761504,-0.2565261244322744,-0.2659693534477839,-0.2903655110652525,-0.3190195202247858,-0.3522990140277195,-0.3894563318873726,-0.4107100677854616
-0.1426937828217474,-0.3271318045828554,-0.1329214916619508,-0.143035779391475,-0.170186066490017,-0.201963248878251,-0.2381535495785395,-0.2778697185464107,-0.30035325758913284
-0.0246960398039039,-0.2047779924911884,-0.0057342572419091,-0.0165933810710662,-0.0465075306602719,-0.0813872440289908,-0.1204384661909527,-0.1626378086584468,-0.1863013117154066
0.0968299321089854,-0.0789250403756649,0.124510573972947,0.1129217320811825,0.0803180288658696,0.0424312403734114,0.000633983604053,-0.0439165894836096,-0.06868302364915756
0.221136272729835,0.0497910637298738,0.2572828169157879,0.245065443398106,0.2099276818464874,0.169201303372989,0.1248350970550278,0.0781186583594351,0.05235197270127066
0.3474727036452611,0.1807331182329796,0.3920486585198344,0.3793846836180538,0.341944607325654,0.2986136330874969,0.2519135035240104,0.2032659169068487,0.17662517635725894
0.4750944018538311,0.3132674386561977,0.5282721889237306,0.5154165805244039,0.4759752634468537,0.4303360342989393,0.3815893261894841,0.3312894491959017,0.30392169777834094
0.6032698100572939,0.4467684432487042,0.6654169197208294,0.6526877891108392,0.611606896989332,0.5640094307444233,0.5135489368497786,0.4619135162111233,0.4339834883083983
0.7312881918820131,0.5806230047992904,0.8029473124332277,0.7907141024145283,0.7484055487830006,0.6992445392382197,0.6474405311729714,0.5948170420479878,0.5665035795896068
0.8584667455009982,0.7142344931553958,0.940330352257872,0.929000451881227,0.8859147183833348,0.835619419385338,0.7828707583349335,0.7296294838953857,0.7011215993128195
0.9841570925240672,0.8470264395140489,1.0770372020589143,1.067041399891695,1.0236548421355811,0.9726780922285636,0.9194026285652712,0.8659281538305986,0.8374208207682063
1.107750989958173,0.9784457822091812,1.212544988056791,1.2043222339860946,1.1611237406432318,1.1099304208350065,1.0565549213444714,1.0032372394385825,0.9749270044973006
1.2286851351514436,1.1079656679419108,1.3463387652817576,1.340320755642975,1.2977981673634529,1.2468534175860004,1.193803287180615,1.141028740536553,1.1131092611861462
1.3464449587933538,1.235087794035791,1.47791369967618,1.4745098281094688,1.4331365509928031,1.3828940975318875,1.3305831870410756,1.2787254890206152,1.2513831145638608
1.460567365574244,1.3593443231464544,1.6067775223411662,1.6063607454531477,1.566583007795746,1.517473971257202,1.466294781456995,1.4157063829961254,1.3891159059249878
1.5706423849218538,1.4802993814667575,1.7324532603378366,1.7353474097307593,1.697572607055675,1.6499951648871656,1.6003097660809589,1.5513138442020225,1.5256345568372687
1.6763137562766524,1.5975501867806583,1.8544822510455927,1.8609512792832297,1.82553782811894,1.779848093857748,1.7319800764736646,1.6848634232246509,1.6602356172448067
1.7772784968039066,1.7107278473339151,1.97242740888118,1.9826669857228243,1.949916059082585,1.9064205094360949,1.8606482609251755,1.815655338928749,1.7921973812707201
1.873285530298844,1.819497873632568,2.085876683229364,2.10000846113616,2.0701579075874155,2.0291076364672063,1.985659200838728,1.9429876022332,1.9207937081560114
1.964133478794683,1.9235604392212828,2.194446613429201,2.212515361433605,2.185736016559712,2.147323022369897,2.106372740094864,2.06617023763107,2.0453090393868307
2.049667736029784,2.022650417905514,2.297785857474182,2.319759525959866,2.2961540138893284,2.260509635124974,2.222176684149574,2.184539996987882,2.16505397447627
2.1297769515317206,2.116537212054184,2.395578545729931,2.421351179630833,2.4009551795722706,2.3681506890195414,2.332499556003057,2.297474871169597,2.279380670377666
2.204389059528405,2.2050243750314102,2.487547296587397,2.516944570863659,2.499730397776372,2.469779654543077,2.4368224653501325,2.40440766420171,2.387697282731961
2.273466991360694,2.287949024596653,2.573455732368195,2.60624275203808,2.592124981551484,2.564988931710229,2.5346894697749263,2.5048379146603854,2.4894806850174405
2.3370041849290524,2.365181015140581,2.6531103225909223,2.6890012204264035,2.6778439859540284,2.653436706321963,2.6257158558963227,2.598341504239901,2.5842867593549332
2.3950200254590013,2.436621860632912,2.7263614325884764,2.7650302196266887,2.756655733286828,2.73485163776581,2.7095939151837087,2.68457745530156,2.6717577217643877
2.447555318169296,2.502203376708861,2.793103466090132,2.8341955495502744,2.828393354687368,2.8090351357283203,2.786095923040852,2.763291575751726,2.7516261125809076
2.4946678825510933,2.561886015738557,2.853274034195137,2.8964178168515544,2.8929542720072887,2.8758611352213923,2.8550742115481627,2.834316819185674,2.82371530663448
2.5364283574498794,2.6156568894993915,2.9068521435449672,2.951670156862141,2.9502976785262547,2.9352734466989414,2.916458424590474,2.897570456185929,2.887936641263116
2.5729162760293707,2.663527469171733,2.9538554293239287,2.999974524799275,3.0004401750157297,2.987280885576938,2.970250200173787,2.953048336594008,2.9442834589640565
2.6042164650755613,2.7055309750310044,2.994336514102297,3.041396735263076,3.0434498228747366,3.031950513855376,3.0165156760151453,3.0008166966768286,2.992822547903155
2.630415813864632,2.7417194870558204,3.0283786179966685,3.0760404893999853,3.0794389510901348,3.069399416257674,3.0553763192288463,3.0410020852958968,3.0336835922039067
2.65160043552267,2.7721608127380284,3.056090567729015,3.1040406564544973,3.1085560857933885,3.099785470682164,3.086998624475281,3.0737800336753107,3.0670472984770205
2.6678532461678293,2.796935176015701,3.077601387803562,3.125556107243057,3.1309773973152515,3.12329759541495,3.111583245235113,3.0993631122937284,3.0931328836158163
2.679251975397134,2.8161318019736177,3.093054667336517,3.1407623942546907,3.1468980445417403,3.14014592977048,3.1293540876860013,3.117988974906859,3.1121855612604916
2.685867609402904,2.8298454783048506,3.102602894764823,3.149844552733306,3.1565237586186856,3.150552351494316,3.140547829077746,3.1299089089206147,3.1244645767967834
2.687763267172216,2.838173188189318,3.1064019532704803,3.152990275567616,3.1600629667216005,3.1547416750762207,3.1454042467265304,3.135377319910712,3.1302322412146637
2.684993507823801,2.841210917122203,3.1046059612145807,3.150383683707131,3.157719705857014,3.1529338066640684,3.144157658711236,3.13464247724622,3.1297443050532725
2.677604055134047,2.8390507299637133,3.097362617633132,3.142199868772367,3.1496875141335274,3.145337053082105,3.137029684438238,3.127938740714104,3.123241899157537
2.6656319332626808,2.831778224123096,3.0848092046572453,3.128600358836417,3.1361444472490803,3.132142730365781,3.124223469443706,3.1154804129130547,3.110945187842816
2.649105990801801,2.8194704455516093,3.067069362855257,3.109729609026389,3.117249308585193,3.11352114916255,3.1059194424777075,3.097457277763405,3.093048791311942
2.62804779163232,2.8021943495055703,3.044250735984373,3.0857125896931743,3.093139146158612,3.089619013969076,3.08227262750413,3.0740318350111213,3.069718980939399
