Values,Values_06_36_14,Values_06_46_12,Values_06_56_14,Values_07_06_14,Values_07_16_19,Values_07_27_11,Values_07_37_18,Values_07_47_21,Values_07_57_24,Values_08_07_28,Values_08_17_30,Values_08_27_32,Values_08_37_35,Values_08_47_36,Values_08_57_27,Values_09_06_46,Values_09_16_05,Values_09_25_25,Values_09_34_44,Values_09_44_04,Values_09_53_24,Values_10_02_44,Values_10_12_10,Values_10_21_30,Values_10_30_49,Values_10_40_17,Values_10_49_13,Values_10_57_59,Values_11_06_42,Values_11_15_27,Values_11_24_09,Values_11_32_52,Values_11_41_33,Values_11_50_15,Values_11_58_58,Values_12_07_39,Values_12_16_22,Values_12_25_05,Values_12_33_48,Values_12_42_30,Values_12_50_43,Values_00_23_05,Values_00_32_24,Values_00_42_09,Values_00_52_11,Values_01_02_05,Values_01_12_19,Values_01_22_39,Values_01_33_07,Values_01_43_32,Values_01_53_59,Values_02_04_26,Values_02_15_03,Values_02_25_27,Values_02_36_20,Values_02_47_18,Values_02_58_18,Values_03_09_14,Values_03_20_15
-2.139620503085311,-2.2258559319699103,-2.2365950889804647,-2.246683550285228,-2.257081719229285,-2.2675757689029643,-2.278111502097998,-2.2887000369147628,-2.2993664089592043,-2.3101308006712675,-2.321000781561624,-2.3319675009730174,-2.3430039958379867,-2.354065298591455,-2.3650903561913577,-2.376005649276585,-2.3867301108517034,-2.397180671231567,-2.407277635196453,-2.416949181682676,-2.4261345254473663,-2.434785593936943,-2.442867347778439,-2.450357048038023,-2.457242836728216,-2.463521974515208,-2.4691990091274683,-2.4742840629604035,-2.478791350414393,-2.482737974175572,-2.486143006585111,-2.489026835048933,-2.4914107349208483,-2.4933166257909,-2.494766964747488,-2.4957847307889893,-2.496393457379402,-2.496617274528464,-2.496480927888677,-2.496009749996196,-2.4952295682090133,-2.494237822428889,-2.2258559319699103,-2.2365950889804647,-2.246683550285228,-2.257081719229285,-2.2675757689029643,-2.278111502097998,-2.2887000369147628,-2.2993664089592043,-2.3101308006712675,-2.321000781561624,-2.3319675009730174,-2.3430039958379867,-2.354065298591455,-2.3650903561913577,-2.376005649276585,-2.3867301108517034,-2.397180671231567,-2.407277635196453
0.3312207529370247,0.2427351789158721,0.2307466403073263,0.2198845833602543,0.2088258455152692,0.1977290820911824,0.1866535068499456,0.1756044460037114,0.1645758224705087,0.1535675140461753,0.1425928691595001,0.1316821738041005,0.1208836855718503,0.1102625744971485,0.0998978757713314,0.0898777322460806,0.080293510319345,0.0712336185472977,0.0627779139841685,0.0549934136082852,0.0479317035920998,0.0416280773629026,0.0361021440998106,0.0313594886757146,0.0273939310498077,0.0241899903246439,0.0217252598174782,0.0199725072332042,0.0189014061755207,0.0184798735336376,0.0186750321399874,0.019453843865379,0.0207834707790826,0.02263142586189,0.0249655735762546,0.0277540368117974,0.0309650612105894,0.0345668812234761,0.0385276242066644,0.0428152795315875,0.0473977487138396,0.0519454387893828,0.2427351789158721,0.2307466403073263,0.2198845833602543,0.2088258455152692,0.1977290820911824,0.1866535068499456,0.1756044460037114,0.1645758224705087,0.1535675140461753,0.1425928691595001,0.1316821738041005,0.1208836855718503,0.1102625744971485,0.0998978757713314,0.0898777322460806,0.080293510319345,0.0712336185472977,0.06277791398416853
0.6581798408302089,0.5695806137506041,0.557461740790337,0.546525326302831,0.5354063836081988,0.5242565501553813,0.5131355413493306,0.5020506765636172,0.4909981997052211,0.4799804341408824,0.4690132558121602,0.4581295134298594,0.4473799816794125,0.4368321894574834,0.4265672419491619,0.4166749340548272,0.4072477597468821,0.398374664032876,0.3901354319559073,0.3825964317301582,0.3758080960245393,0.3698041584652882,0.364602371920784,0.3602062764393612,0.3566075553740204,0.3537885794651652,0.3517248432774885,0.350387108652493,0.3497431635310072,0.3497591735262443,0.3504006486350411,0.3516330730433307,0.3534222580668779,0.3557344816962251,0.3585364766163136,0.361795324417526,0.3654783078921535,0.3695527663995409,0.3739859910243884,0.3787451867264583,0.3837975175448491,0.3887847265972657,0.5695806137506041,0.557461740790337,0.546525326302831,0.5354063836081988,0.5242565501553813,0.5131355413493306,0.5020506765636172,0.4909981997052211,0.4799804341408824,0.4690132558121602,0.4581295134298594,0.4473799816794125,0.4368321894574834,0.4265672419491619,0.4166749340548272,0.4072477597468821,0.398374664032876,0.39013543195590733
0.6684258384195726,0.5799874982044809,0.5678867928266401,0.5569682911194878,0.545868099024925,0.5347373199089711,0.5236355704616285,0.5125702221706603,0.5015376036110112,0.4905401160335425,0.4795936910446589,0.468731202954573,0.4580034176887275,0.4474778196934286,0.4372354358558285,0.4273659540088187,0.4179617401271285,0.4091115998430359,0.400895177324552,0.3933787072481931,0.3866125028889081,0.380630196927313,0.3754494615941114,0.3710737764367937,0.3674947828292912,0.3646948255900674,0.3626493866120688,0.3613292255308479,0.3607021360260707,0.3607342952590376,0.3613912288835847,0.3626384395738255,0.3644417590668981,0.3667674871278151,0.3695823792370123,0.3728535406457364,0.3765482786247204,0.3806339578270933,0.3850778954371697,0.3898473232626543,0.3949094328073293,0.3999054453527522,0.5799874982044809,0.5678867928266401,0.5569682911194878,0.545868099024925,0.5347373199089711,0.5236355704616285,0.5125702221706603,0.5015376036110112,0.4905401160335425,0.4795936910446589,0.468731202954573,0.4580034176887275,0.4474778196934286,0.4372354358558285,0.4273659540088187,0.4179617401271285,0.4091115998430359,0.40089517732455204
0.6718646387353016,0.5836009743260705,0.571525823150495,0.5606297279389596,0.5495520879900387,0.5384438134190748,0.5273644038305287,0.5163211971780083,0.5053105066320439,0.4943347047165283,0.483409666187807,0.4725681733864269,0.4618608632452077,0.4513550567546319,0.4411315896388436,0.4312799411727077,0.4218922639904666,0.4130571587750556,0.4048540850348057,0.3973491222153775,0.3905924633510136,0.3846176577772373,0.3794423300432677,0.3750699441666112,0.37149215328904,0.3686913359334798,0.3666430244001563,0.3653180407450246,0.3646842491595798,0.3647079023329491,0.3653546042109236,0.3665899370117387,0.3683798123814319,0.3706906099650164,0.373489165061709,0.3767426628836539,0.3804184911243694,0.3844840956527435,0.3889068759141482,0.3936541471282091,0.3986931852743507,0.403666752765527,0.5836009743260705,0.571525823150495,0.5606297279389596,0.5495520879900387,0.5384438134190748,0.5273644038305287,0.5163211971780083,0.5053105066320439,0.4943347047165283,0.483409666187807,0.4725681733864269,0.4618608632452077,0.4513550567546319,0.4411315896388436,0.4312799411727077,0.4218922639904666,0.4130571587750556,0.40485408503480574
0.6735933376753955,0.5855127468571504,0.573467528465898,0.5625964349694034,0.5515435151333892,0.540459703022662,0.5294043788667995,0.5183848035410336,0.5073972224168346,0.4964439228701549,0.4855406625576119,0.4747200678899237,0.4640325800022351,0.4535452884193058,0.4433387707030576,0.4335022340698523,0.424127560228519,0.4153030952737434,0.4071080737825861,0.3996083897816434,0.3928540959973829,0.3868786479504427,0.3816996207123033,0.3773204684915174,0.3737328681941765,0.3709192491063235,0.368855214950946,0.3675116742271787,0.3668565878980844,0.3668563120898769,0.3674765581856007,0.3686830180717086,0.3704417142806788,0.3727191381493044,0.3754822375004105,0.3786983112108343,0.3823348622245416,0.3863594536929238,0.3907396047086066,0.395442752630926,0.4004362979326052,0.4053659663319782,0.5855127468571504,0.573467528465898,0.5625964349694034,0.5515435151333892,0.540459703022662,0.5294043788667995,0.5183848035410336,0.5073972224168346,0.4964439228701549,0.4855406625576119,0.4747200678899237,0.4640325800022351,0.4535452884193058,0.4433387707030576,0.4335022340698523,0.424127560228519,0.4153030952737434,0.4071080737825861
0.6778897411925081,0.5899979941055654,0.5779856144628914,0.5671411881347506,0.5561143566192931,0.5450562346072797,0.534026088409701,0.5230310787041861,0.5120673538014168,0.501137083883361,0.4902558746987905,0.4794561589635466,0.4687881414624911,0.458318637504637,0.448127922484451,0.438304887478383,0.4289411003916894,0.4201246123001675,0.4119343959614114,0.4044361275032007,0.3976796918689215,0.3916984286130492,0.3865098465660921,0.3821173786006533,0.3785127187796536,0.3756783450376691,0.3735899344156189,0.3722184872680731,0.3715320697946466,0.3714971526675654,0.3720795681235343,0.3732451331841644,0.3749599986074164,0.3771907865254654,0.3799045781034113,0.3830688084083494,0.386651119881007,0.3906192189376495,0.3949407720330413,0.3995833680728344,0.4045145630286494,0.4093841241836268,0.5899979941055654,0.5779856144628914,0.5671411881347506,0.5561143566192931,0.5450562346072797,0.534026088409701,0.5230310787041861,0.5120673538014168,0.501137083883361,0.4902558746987905,0.4794561589635466,0.4687881414624911,0.458318637504637,0.448127922484451,0.438304887478383,0.4289411003916894,0.4201246123001675,0.41193439596141146
0.6851919178336618,0.5974941101430175,0.585517051844279,0.5747006761993706,0.5637010544438168,0.5526696249301031,0.5416655494964476,0.5306958725249309,0.5197566235803462,0.5088498314640516,0.4979909233811054,0.4872121090409081,0.4765633249092578,0.4661110777839605,0.4559353048786017,0.4461245442192019,0.4367700130514314,0.4279594316264002,0.4197714770833967,0.4122715767107886,0.4055094202714079,0.3995182079905853,0.3943153634128593,0.3899042834319453,0.3862766689378222,0.383415040273643,0.3812951453346915,0.379888077284314,0.3791620115624028,0.3790835400984944,0.3796186251042819,0.3807332200279165,0.3823936171358657,0.3845665845105211,0.3872193536159615,0.390319514435093,0.3938348693876806,0.3977332903849556,0.4019826151981799,0.4065506099032968,0.4114050131653247,0.4162005604287394,0.5974941101430175,0.585517051844279,0.5747006761993706,0.5637010544438168,0.5526696249301031,0.5416655494964476,0.5306958725249309,0.5197566235803462,0.5088498314640516,0.4979909233811054,0.4872121090409081,0.4765633249092578,0.4661110777839605,0.4559353048786017,0.4461245442192019,0.4367700130514314,0.4279594316264002,0.4197714770833967
0.6959352211658619,0.6084352108573716,0.5964952633432088,0.5857078861557377,0.5747362217231807,0.5637321459298356,0.5527547287288131,0.5418108912584261,0.5308965330905616,0.5200135285083956,0.5091771111447276,0.4984192504507652,0.4877895948387811,0.4773543202675519,0.467193000907466,0.4573937945801555,0.4480475388617059,0.4392415929338009,0.4310543076134847,0.4235508310527385,0.4167806288288453,0.4107767349390063,0.4055564635237417,0.4011231546519346,0.3974684987594057,0.3945750449881711,0.3924186021026778,0.3909703495556808,0.3901985687470755,0.3900699725668871,0.3905506556351093,0.3916067127608867,0.3932045849630088,0.3953111956774907,0.3978939381205871,0.4009205706167471,0.4043590709069517,0.4081774936072081,0.4123438668262994,0.4168261545644302,0.4215923005548035,0.4263027493712188,0.6084352108573716,0.5964952633432088,0.5857078861557377,0.5747362217231807,0.5637321459298356,0.5527547287288131,0.5418108912584261,0.5308965330905616,0.5200135285083956,0.5091771111447276,0.4984192504507652,0.4877895948387811,0.4773543202675519,0.467193000907466,0.4573937945801555,0.4480475388617059,0.4392415929338009,0.4310543076134847
0.7105388805952245,0.6232391843600209,0.6113374166679851,0.6005795439660979,0.589636208968422,0.5786598056629597,0.5677093264276044,0.5567915706055137,0.5459023064206459,0.5350432510971366,0.5242294408853396,0.5134925994518739,0.502882079371947,0.4924637151698843,0.482316704070803,0.4725288061433271,0.4631904580135852,0.4543886330246539,0.4462013280028118,0.4386933822829651,0.4319140066434524,0.4258960384449631,0.4206566532871932,0.4161991074456094,0.4125150567727614,0.4095870583528609,0.4073909644502628,0.4058980269628063,0.4050766228398125,0.404893578782857,0.4053151177210125,0.4063074745549169,0.4078372404095937,0.4098714978718776,0.412377808001203,0.4153241057275564,0.418678554451072,0.4224094038168751,0.4264848864939792,0.4308731804271993,0.4355424521117019,0.4401594185443557,0.6232391843600209,0.6113374166679851,0.6005795439660979,0.589636208968422,0.5786598056629597,0.5677093264276044,0.5567915706055137,0.5459023064206459,0.5350432510971366,0.5242294408853396,0.5134925994518739,0.502882079371947,0.4924637151698843,0.482316704070803,0.4725288061433271,0.4631904580135852,0.4543886330246539,0.4462013280028118
