Values_03_17_59,Values_03_26_33,Values_03_35_07,Values_03_43_50,Values_03_53_09,Values_04_03_46,Values_04_29_11
0.777875843,0.62866443,0.478483031,0.342348505,0.233284376,0.151863099,0.108044528
0.7813292,0.634713785,0.486469832,0.352055286,0.244549534,0.164451154,0.119654325
0.785498494,0.642034613,0.496346761,0.364234772,0.258771522,0.180365398,0.134753537
0.790386837,0.65062357,0.508108132,0.378880512,0.275943185,0.199597789,0.153342942
0.795993886,0.660470485,0.52173763,0.395971876,0.296040337,0.222121154,0.175403626
0.802315776,0.671558257,0.537208082,0.415473692,0.319021255,0.247888586,0.200896295
0.809345071,0.683862791,0.554481307,0.437335952,0.344826263,0.27683291,0.229760656
0.817070748,0.697352993,0.573508034,0.461493611,0.373377398,0.308866248,0.261914881
0.825478199,0.711990822,0.594227909,0.487866492,0.404578194,0.343879681,0.297255167
0.83454927,0.727731387,0.616569581,0.516359289,0.438313574,0.38174304,0.335655403
0.844262322,0.744523117,0.640450883,0.546861691,0.474449884,0.422304828,0.376966971
0.854592317,0.762307977,0.665779116,0.579248641,0.512835064,0.465392303,0.421018695
0.865510942,0.781021761,0.69245143,0.613380728,0.553298997,0.510811743,0.467616956
0.876986752,0.800594427,0.720355312,0.649104731,0.59565404,0.558348925,0.516546032
0.888985342,0.820950516,0.749369192,0.68625433,0.639695748,0.607769829,0.567568649
0.901469547,0.84200961,0.779363156,0.724650987,0.68520384,0.658821608,0.6204268
0.914399662,0.863686866,0.810199779,0.764105005,0.731943391,0.711233855,0.674842874
0.927733694,0.885893599,0.841735075,0.80441678,0.779666287,0.764720172,0.7305211
0.941427623,0.908537921,0.873819563,0.845378248,0.828112956,0.818980092,0.78714935
0.955435694,0.931525428,0.906299441,0.886774519,0.877014371,0.873701346,0.84440133
0.969710718,0.954759936,0.939017871,0.928385714,0.926094345,0.928562509,0.901939176
0.984204391,0.978144246,0.971816359,0.969988979,0.975072106,0.983236012,0.95941646
0.998867623,1.001580951,1.004536217,1.011360678,1.023665148,1.037391523,1.016481618
1.013650871,1.024973256,1.037020102,1.05227873,1.071592321,1.09069967,1.072781776
1.028504487,1.048225811,1.069113603,1.092525083,1.118577158,1.142836081,1.127966967
1.043379054,1.071245551,1.10066686,1.131888275,1.164351364,1.193485679,1.181694669
1.058225728,1.093942518,1.13153619,1.170166058,1.208658439,1.242347177,1.233634622
1.07299657,1.116230664,1.161585686,1.207168013,1.251257347,1.289137682,1.283473832
1.087644869,1.138028615,1.190688769,1.242718137,1.291926177,1.333597313,1.330921664
1.102125446,1.159260392,1.218729653,1.276657313,1.33046568,1.37549371,1.375714901
1.116394944,1.179856055,1.245604693,1.308845615,1.366702608,1.414626322,1.417622638
1.130412097,1.199752289,1.27122357,1.339164373,1.400492749,1.450830321,1.456450854
1.144137966,1.218892881,1.295510307,1.36751795,1.431723544,1.483980011,1.492046514
1.157536157,1.237229113,1.318404048,1.393835141,1.460316195,1.513991598,1.524301035
1.170572995,1.254720031,1.339859603,1.418070158,1.486227164,1.540825176,1.553152967
1.183217675,1.271332605,1.359847708,1.440203132,1.509448981,1.564485821,1.578589735
1.195442367,1.287041752,1.378355007,1.460240098,1.530010278,1.585023697,1.60064834
1.207222293,1.301830236,1.395383711,1.478212437,1.547975022,1.60253309,1.61941489
1.218535756,1.315688436,1.410950963,1.49417574,1.563440884,1.617150347,1.635022925
1.229364138,1.328613981,1.425087876,1.508208121,1.576536784,1.629050697,1.647650498
1.239691855,1.340611264,1.437838289,1.520407971,1.58741959,1.638443999,1.657516015
1.249506277,1.351690834,1.449257229,1.530891203,1.596270065,1.64556949,1.664872924
1.258797612,1.361868684,1.459409131,1.539788042,1.603288116,1.650689628,1.670003329
1.267558761,1.371165452,1.46836584,1.547239417,1.608687471,1.65408319,1.673210682
1.275785136,1.37960554,1.476204441,1.553393048,1.612689894,1.656037799,1.674811749
1.283474458,1.387216178,1.483004973,1.558399325,1.61551911,1.656842065,1.675128041
1.290626539,1.394026458,1.488848078,1.562407087,1.617394587,1.656777585,1.674476966
1.297243033,1.400066351,1.493812643,1.565559399,1.618525364,1.656111006,1.673162955
1.303327189,1.405365739,1.4979735,1.567989475,1.61910408,1.655086401,1.671468805
1.308883597,1.40995348,1.50139925,1.569816825,1.619301407,1.653918174,1.669647517
1.313917924,1.413856531,1.50415026,1.571143767,1.619261024,1.652784721,1.667914862
1.318436668,1.417099161,1.5062769,1.572052397,1.619095312,1.651823023,1.666442909
1.322446917,1.419702255,1.507818068,1.572602104,1.61888188,1.65112436,1.665354713
1.325956124,1.421682748,1.508800045,1.572827721,1.618661054,1.650731273,1.664720329
1.328971906,1.423053194,1.50923572,1.572738365,1.618434396,1.650635885,1.664554294
1.331501867,1.42382149,1.50912421,1.572317008,1.618164336,1.650779638,1.664814657
1.333553451,1.423990746,1.508450898,1.571520819,1.617774912,1.651054487,1.665403615
1.33513383,1.42355934,1.507187879,1.570282254,1.617153642,1.651305529,1.666169751
1.336249822,1.422521122,1.505294829,1.568510895,1.616154483,1.65133502,1.666911843
1.336907855,1.420865789,1.502720264,1.566096001,1.614601796,1.650907674,1.667384155
1.337113958,1.418579411,1.499403169,1.562909686,1.61229525,1.649757138,1.667303078
1.336873794,1.415645107,1.495274958,1.558810679,1.609015515,1.647593453,1.666354964
1.336192734,1.412043838,1.490261711,1.553648548,1.60453061,1.644111324,1.664204947
1.335075956,1.407755322,1.48428665,1.547268288,1.598602738,1.638998962,1.660506508
1.333528579,1.402759028,1.477272767,1.53951515,1.590995417,1.631947274,1.654911534
1.331555828,1.397035236,1.469145557,1.530239586,1.581480723,1.622659132,1.647080593
1.329163218,1.390566134,1.459835783,1.519302175,1.569846437,1.610858468,1.636693126
1.326356756,1.383336929,1.449282186,1.5065784,1.555902901,1.596298938,1.623457282
1.323143158,1.375336931,1.437434092,1.491963146,1.539489403,1.578771909,1.6071191
1.319530071,1.366560605,1.424253837,1.475374805,1.5204799,1.558113551,1.58747079
1.315526296,1.357008543,1.409718948,1.456758866,1.498787937,1.53421083,1.564357881
1.311142012,1.346688343,1.393824022,1.436090919,1.474370633,1.507006247,1.537685018
1.306388973,1.335615374,1.376582271,1.413378976,1.447231624,1.476501216,1.507420297
1.30128071,1.323813396,1.358026673,1.388665068,1.417422909,1.442757985,1.473598001
1.295832691,1.31131504,1.338210719,1.362026085,1.385045571,1.405900108,1.436319712
1.290062464,1.298162106,1.317208735,1.333573843,1.350249358,1.366111461,1.395753807
1.283989768,1.284405701,1.295115768,1.30345439,1.313231188,1.323633893,1.35213338
1.277636605,1.270106191,1.272047055,1.271846591,1.27423263,1.278763614,1.30575273
1.271027271,1.255332981,1.248137076,1.238960035,1.233536456,1.231846455,1.256962535
1.26418836,1.24016411,1.223538228,1.205032328,1.191462402,1.18327218,1.206163912
1.257148706,1.224685688,1.198419154,1.170325864,1.148362243,1.133468038,1.15380157
1.2499393,1.208991173,1.172962761,1.135124151,1.104614355,1.082891738,1.100356269
1.242593158,1.193180504,1.147363977,1.099727795,1.060617886,1.03202406,1.046336815
1.235145146,1.177359111,1.121827301,1.064450229,1.016786712,0.981361285,0.9922718
1.227631771,1.161636811,1.096564197,1.0296133,0.973543283,0.931407622,0.938701311
1.220090938,1.146126627,1.07179037,0.995542786,0.931312525,0.882667788,0.886168762
1.212561666,1.130943531,1.047723008,0.962563948,0.890515885,0.835639885,0.83521304
1.205083787,1.116203149,1.024577999,0.930997182,0.851565633,0.790808678,0.786361068
1.197697615,1.102020442,1.002567211,0.901153845,0.814859497,0.748639368,0.74012091
1.190443597,1.088508382,0.981895838,0.873332314,0.780775702,0.709571915,0.696975476
1.183361954,1.075776658,0.962759886,0.84781432,0.749668453,0.674015967,0.657376885
1.176492311,1.063930409,0.945343801,0.824861611,0.721863901,0.642346397,0.62174151
1.169873327,1.053069026,0.929818294,0.804712945,0.697656606,0.614899474,0.5904457
1.163542326,1.043285016,0.91633837,0.787581466,0.677306512,0.591969643,0.563822188
1.15753494,1.034662966,0.905041575,0.773652444,0.661036422,0.57380691,0.542157143
1.15188476,1.027278603,0.8960465,0.763081408,0.649029984,0.560614798,0.52568785
1.146623013,1.021197963,0.889451525,0.755992665,0.641430142,0.552548856,0.514600981
1.141778256,1.016476686,0.885333823,0.752478201,0.638338081,0.549715688,0.509031421
1.137376098,1.013159437,0.883748629,0.752596954,0.639812607,0.552172475,0.509061618
1.133438955,1.011279461,0.884728767,0.756374466,0.645869975,0.559926974,0.514721425
1.129985834,1.010858266,0.88828444,0.763802889,0.656484132,0.572937958,0.525988414
1.127032158,1.011905456,0.894403272,0.774841346,0.671587373,0.5911161,0.542788637
1.124589622,1.014418692,0.903050606,0.789416626,0.691071382,0.614325274,0.564997827
1.122666096,1.018383783,0.914170045,0.807424218,0.714788669,0.642384262,0.592443015
1.121265557,1.023774923,0.927684219,0.82872965,0.742554364,0.675068876,0.624904569
1.120388072,1.030555039,0.943495785,0.853170144,0.774148388,0.712114471,0.66211865
1.120029812,1.038676267,0.961488634,0.880556554,0.80931796,0.753218853,0.70378008
1.120183106,1.048080535,0.98152929,0.910675584,0.847780455,0.798045572,0.749545612
1.120836533,1.058700256,1.003468497,0.943292258,0.889226577,0.846227594,0.799037615
1.121975046,1.070459109,1.027142966,0.97815263,0.933323838,0.897371322,0.851848142
1.123580129,1.083272898,1.052377262,1.014986703,0.979720317,0.951060971,0.907543382
1.125629988,1.097050493,1.078985817,1.053511534,1.028048665,1.006863237,0.965668465
1.128099756,1.111694814,1.106775031,1.093434486,1.077930328,1.064332251,1.025752588
1.130961737,1.127103869,1.135545455,1.134456595,1.128979937,1.123014748,1.087314423
1.134185651,1.143171815,1.165094004,1.176276014,1.180809812,1.182455408,1.149867749
1.137738912,1.159790035,1.19521619,1.218591476,1.233034537,1.242202301,1.212927244
1.141586906,1.176848211,1.225708328,1.261105742,1.285275517,1.301812349,1.276014363
1.145693276,1.194235388,1.256369697,1.303528966,1.337165465,1.360856725,1.338663203
1.150020219,1.211840994,1.287004609,1.345581936,1.388352739,1.418926099,1.400426275
1.154528777,1.229555832,1.317424364,1.386999128,1.438505436,1.475635624,1.460880062
1.159179125,1.247272993,1.347449052,1.427531507,1.487315182,1.530629557,1.519630248
1.163930852,1.264888712,1.376909174,1.466949043,1.534500519,1.583585425,1.576316525
1.16874323,1.282303129,1.405647055,1.50504287,1.579809822,1.634217615,1.630616837
1.17357548,1.299420963,1.433518021,1.541627052,1.623023677,1.682280309,1.682250966
1.178387007,1.316152077,1.460391328,1.576539907,1.663956643,1.727569677,1.730983354
1.18313763,1.33241194,1.486150808,1.609644877,1.70245837,1.769925252,1.776625082
1.187787792,1.348121964,1.510695245,1.640830891,1.738414008,1.809230436,1.819034917
1.19229874,1.363209739,1.533938458,1.670012242,1.771743916,1.845412111,1.858119386
1.196632702,1.377609143,1.555809103,1.697127958,1.802402644,1.87843934,1.893831861
1.200753027,1.391260339,1.576250198,1.722140688,1.830377214,1.908321172,1.926170638
1.204624315,1.404109668,1.59521838,1.745035128,1.85568474,1.935103602,1.955176049
1.208212526,1.416109444,1.612682935,1.765816026,1.878369434,1.958865738,1.980926664
1.211485068,1.427217645,1.6286246,1.784505815,1.89849907,1.979715288,2.003534673
1.214410873,1.437397547,1.643034193,1.801141936,1.916161,1.997783451,2.023140552
1.216960454,1.44661727,1.655911098,1.815773919,1.931457827,2.013219382,2.03990716
1.219105957,1.454849293,1.667261641,1.828460296,1.944502841,2.026184335,2.054013421
1.220821195,1.462069919,1.677097412,1.839265431,1.955415341,2.036845687,2.065647746
1.22208168,1.468258734,1.685433572,1.848256355,1.964315978,2.045370963,2.075001408
1.222864652,1.473398058,1.692287189,1.855499673,1.971322226,2.051922061,2.082262012
1.223149101,1.47747242,1.697675643,1.861058646,1.976544124,2.056649803,2.087607272
1.222915794,1.480468051,1.701615159,1.864990504,1.980080375,2.059688986,2.091199243
1.222147305,1.482372442,1.704119483,1.867344077,1.982014932,2.061154044,2.09317918
1.220828045,1.483173953,1.705198756,1.868157788,1.982414138,2.061135441,2.093663146
1.21894431,1.482861495,1.704858604,1.867458076,1.981324502,2.059696888,2.092738489
1.216484323,1.481424301,1.703099467,1.865258269,1.978771152,2.056873449,2.090461276
1.213438299,1.478851784,1.699916191,1.861557944,1.97475702,2.052670571,2.086854743
1.209798513,1.475133494,1.695297889,1.856342782,1.969262746,2.047064055,2.081908777
1.205559378,1.470259173,1.689228068,1.849584923,1.962247313,2.040000959,2.075580445
1.200717537,1.464218911,1.681685028,1.841243793,1.95364938,2.031401388,2.067795534
1.19527196,1.457003393,1.672642519,1.831267394,1.943389265,2.02116111,2.058451036
1.189224055,1.448604249,1.662070629,1.81959401,1.931371525,2.009154926,2.047418508
1.182577772,1.439014474,1.649936895,1.806154275,1.917488055,1.995240675,2.034548197
1.17533973,1.428228932,1.636207601,1.790873567,1.901621609,1.97926378,2.019673805
1.167519325,1.416244918,1.620849224,1.773674642,1.883649674,1.96106219,2.00261777
1.159128854,1.403062768,1.603830006,1.754480456,1.863448556,1.940471597,1.983196903
1.150183619,1.388686506,1.5851216,1.733217096,1.840897612,1.917330786,1.961228234
1.140702036,1.373124504,1.564700757,1.709816756,1.815883495,1.891486985,1.936534924
1.130705723,1.356390146,1.542551018,1.684220671,1.788304318,1.862801085,1.908952085
1.120219574,1.338502481,1.518664353,1.656381959,1.758073648,1.831152597,1.878332371
1.109271824,1.319486833,1.493042734,1.626268298,1.725124223,1.796444254,1.844551209
1.097894078,1.299375379,1.465699583,1.593864371,1.689411323,1.758606137,1.807511559
1.086121328,1.27820765,1.436661074,1.559174038,1.650915724,1.717599256,1.767148098
1.073991933,1.25603097,1.405967264,1.522222192,1.609646173,1.673418513,1.723430752
1.061547579,1.232900792,1.373673013,1.483056253,1.565641351,1.626095006,1.676367513
1.048833193,1.208880949,1.339848688,1.441747276,1.518971278,1.575697633,1.626006507
1.035896845,1.184043795,1.304580626,1.398390667,1.469738162,1.52233399,1.572437282
1.022789591,1.158470225,1.267971357,1.353106481,1.418076672,1.466150564,1.515791324
1.009565304,1.132249588,1.230139571,1.306039317,1.36415366,1.407332247,1.456241811
0.996280453,1.105479478,1.191219831,1.257357814,1.308167337,1.346101185,1.394002643
0.98299386,1.078265404,1.151362052,1.207253756,1.250345947,1.282715034,1.329326787
0.969766417,1.050720343,1.110730732,1.155940827,1.19094597,1.217464653,1.262504005
0.956660772,1.022964184,1.069503971,1.103653025,1.130249907,1.150671314,1.19385802
0.943740995,0.995123066,1.027872278,1.050642789,1.068563689,1.082683483,1.123743201
0.931072201,0.967328613,0.986037193,0.997178857,1.006213776,1.013873259,1.05254085
0.918720165,0.939717082,0.944209754,0.943543906,0.943543997,0.94463253,0.980655159
0.906750908,0.912428435,0.902608816,0.890032014,0.880912193,0.87536893,0.908508928
0.895230268,0.885605338,0.86145926,0.836945986,0.81868672,0.806501662,0.836539122
0.88422346,0.859392107,0.820990115,0.78459458,0.75724287,0.73845726,0.76519234
0.873794624,0.833933609,0.781432613,0.733289681,0.696959254,0.671665347,0.694920267
0.864006371,0.809374132,0.74301821,0.683343458,0.638214216,0.606554463,0.626175184
0.854919327,0.785856236,0.705976591,0.635065537,0.581382303,0.543547997,0.559405585
0.846591683,0.7635196,0.670533681,0.588760223,0.526830846,0.483060274,0.495051956
0.839078749,0.742499868,0.636909694,0.544723807,0.474916671,0.425492855,0.433542761
0.832432522,0.722927519,0.605317219,0.50324197,0.425982989,0.371231041,0.375290677
0.826701276,0.704926761,0.575959379,0.464587317,0.380356474,0.320640652,0.320689091
0.82192916,0.688614461,0.549028069,0.429017056,0.338344539,0.274065054,0.270108892
0.818155829,0.674099123,0.524702288,0.396770821,0.300232851,0.231822473,0.223895564
0.815416102,0.661479924,0.503146567,0.368068674,0.266283053,0.194203586,0.182366579
0.813739645,0.650845808,0.484509523,0.34310927,0.236730727,0.161469385,0.145809099
0.813150692,0.64227465,0.468922523,0.3220682,0.211783574,0.133849306,0.114477966
0.813667801,0.635832501,0.456498475,0.305096507,0.19161982,0.111539618,0.088593969
0.815303646,0.631572912,0.447330752,0.292319375,0.176386825,0.09470204,0.06834237
0.818064856,0.629536339,0.441492243,0.283835002,0.166199899,0.08346259,0.053871675
0.821951891,0.629749648,0.439034552,0.279713623,0.161141305,0.07791062,0.045292613
0.826958966,0.632225714,0.439987319,0.279996717,0.161259442,0.078098044,0.04267731
0.833074018,0.636963114,0.444357703,0.284696368,0.166568192,0.084038729,0.046058631
0.840278723,0.643945932,0.452129993,0.293794789,0.17704644,0.095708037,0.055429687
0.848548559,0.653143665,0.463265378,0.307244022,0.192637744,0.113042509,0.070743461
0.857852919,0.664511244,0.477701868,0.324965785,0.213250165,0.135939689,0.091912575
0.86815527,0.677989167,0.495354381,0.346851515,0.238756263,0.164258097,0.118809185
0.87941336,0.693503756,0.516114988,0.372762576,0.268993263,0.197817341,0.151265003
0.891579476,0.710967526,0.53985334,0.402530675,0.303763415,0.236398411,0.189071466
0.904600748,0.730279688,0.56641728,0.435958485,0.342834559,0.279744161,0.23198008
0.918419491,0.751326769,0.595633649,0.472820495,0.385940932,0.327560028,0.279702961
0.932973603,0.773983371,0.627309294,0.512864118,0.432784245,0.379515018,0.331913628
0.948196992,0.798113046,0.661232295,0.555811074,0.483035068,0.435243013,0.388248085
0.964020051,0.823569311,0.697173417,0.601359064,0.536334554,0.494344458,0.448306261
0.980370158,0.850196783,0.734887783,0.649183774,0.592296566,0.556388469,0.511653864
0.997172216,0.877832437,0.7741168,0.69894122,0.650510211,0.62091544,0.577824719
1.014349212,0.906306982,0.814590307,0.750270448,0.710542858,0.68744019,0.646323654
1.031822806,0.935446341,0.856028968,0.802796612,0.771943636,0.755455699,0.71663
1.049513922,0.965073236,0.898146883,0.856134423,0.834247447,0.824437474,0.788201745
1.067343366,0.995008846,0.940654416,0.909891962,0.896979509,0.893848577,0.860480397
1.085232432,1.025074536,0.983261207,0.963674846,0.959660398,0.963145292,0.932896573
1.10310351,1.05509363,1.025679336,1.017090707,1.021811578,1.031783437,1.0048763
1.120880688,1.084893211,1.067626617,1.069753928,1.082961359,1.099225244,1.075848001
1.138490324,1.114305902,1.108829948,1.121290587,1.142651207,1.164946751,1.145250104
1.155861597,1.143171635,1.149028679,1.171343511,1.200442294,1.228445556,1.212539162
1.172927031,1.171339337,1.18797793,1.219577348,1.255922179,1.289248806,1.277198334
1.189622962,1.198668528,1.225451784,1.265683538,1.308711438,1.346921221,1.338746058
1.205889969,1.225030795,1.261246277,1.309385064,1.358470094,1.401072936,1.396744685
1.221673242,1.250311087,1.295182125,1.350440837,1.404903637,1.451366923,1.450808819
1.236922894,1.274408836,1.327107079,1.38864959,1.447768433,1.497525735,1.500613091
1.251594201,1.297238839,1.356897861,1.423853127,1.486876338,1.539337304,1.545899083
1.265647773,1.318731895,1.384461594,1.455938809,1.52209829,1.576659551,1.586481096
1.279049654,1.338835175,1.40973667,1.484841155,1.553366729,1.60942355,1.622250502
1.291771338,1.357512296,1.43269301,1.510542459,1.580676674,1.637635067,1.653178414
1.30378972,1.374743108,1.453331676,1.533072355,1.604085353,1.66137431,1.679316498
1.315086964,1.390523168,1.471683824,1.552506285,1.623710313,1.680793776,1.700795746
1.325650302,1.404862927,1.487808997,1.568962873,1.639725987,1.696114196,1.717823163
1.335471761,1.417786639,1.501792782,1.58260022,1.652358762,1.707618589,1.730676364
1.344547835,1.429330991,1.513743877,1.593611204,1.66188063,1.715644547,1.739696141
1.352879095,1.439543519,1.523790624,1.60221788,1.668601582,1.720574939,1.745277202
1.360469753,1.448480812,1.532077099,1.60866512,1.672860925,1.722827283,1.747857282
1.367327192,1.456206568,1.538758843,1.613213666,1.675017775,1.722842073,1.747904969
1.373461466,1.462789533,1.543998358,1.616132775,1.675440987,1.721070431,1.745906569
1.378884783,1.468301384,1.547960485,1.617692679,1.67449883,1.71796143,1.742352437
1.383610986,1.472814612,1.550807775,1.618157055,1.672548696,1.713949497,1.737723178
1.387655039,1.476400438,1.552696002,1.617775743,1.66992717,1.709442264,1.732476145
1.391032533,1.479126844,1.553769926,1.61677791,1.666940737,1.704809235,1.727032649
1.393759224,1.481056749,1.554159423,1.615365857,1.663857405,1.700371614,1.721766263
1.395850601,1.482246377,1.553976104,1.613709645,1.660899496,1.696393575,1.71699256
1.397321519,1.48274388,1.553310488,1.611942696,1.658237785,1.693075231,1.712960586
1.398185877,1.482588216,1.552229835,1.610158487,1.655987175,1.69054749,1.709846299
1.398456366,1.481808343,1.550776669,1.608408413,1.654203998,1.688868927,1.707748147
1.398144289,1.480422728,1.548968046,1.606700894,1.652885026,1.688024752,1.706684888
1.397259449,1.478439187,1.546795569,1.605001724,1.651968188,1.687927879,1.706595716
1.395810114,1.475855057,1.544226155,1.603235641,1.65133498,1.688422048,1.707342626
1.393803059,1.472657695,1.541203517,1.601289088,1.650814464,1.689286907,1.708714989
1.39124368,1.468825285,1.537650317,1.599014049,1.650188757,1.690244883,1.710436145
1.388136173,1.464327926,1.533470933,1.596232865,1.649199832,1.690969658,1.712171846
1.384483783,1.459128974,1.528554744,1.592743879,1.647557428,1.691095988,1.713540304
