Values,Values_02_37_55,Values_02_46_34,Values_02_55_15
-1.3877787807814457e-17,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.3877787807814457e-17
0.0022499665828973,0.0022577706895149,0.0022515831906091,0.0022488213472645147
0.0063481676557006,0.0063924687566144,0.0063575897368498,0.006342032543695695
0.0127237385197668,0.0128578021610622,0.0127529550462888,0.012706218941754102
0.0216329980857658,0.0219391160458264,0.0217012236303497,0.02159523510583155
0.0333904807053638,0.0339858329211355,0.0335259318595773,0.03332110726273655
0.048347572507435,0.0493911952134767,0.0485895450352137,0.04823259836279469
0.0668677489591646,0.068568233239839,0.0672689151421039,0.066690419238836
0.0892996027967125,0.0919230909242607,0.0899284273628795,0.08904026812041416
0.1159489663405746,0.1198269698284747,0.1168921290550801,0.1155850057187247
0.147051488115044,0.1525880160640027,0.1484162009793882,0.14655734053134203
0.182747018055459,0.1904244714588827,0.1846631322709452,0.1820944030006344
0.2230570886730115,0.2334403417908193,0.2256788956820496,0.2222155233832281
0.2678666544215672,0.2816047076457462,0.2713742893422367,0.26680439567230535
0.3169110738798966,0.3347356282278313,0.3215114207387663,0.31559661134376304
0.3697690972556438,0.3924893791776345,0.3756960674513045,0.36817329067603827
0.4258623650699401,0.4543555375993126,0.4333763712627971,0.42396124021657133
0.4844616440304822,0.5196581965555477,0.4938480260239828,0.48223974344686205
0.5446997352344264,0.5875633707660592,0.5562658246419248,0.5421537717551662
0.6055907004401827,0.6570924553792337,0.6196611586223894,0.6027331116071826
0.6660547764436043,0.7271414256192799,0.6829648316412434,0.6629166626763752
0.724948097090606,0.7965053165568895,0.7450343690624087,0.7215809856541612
0.7810961275035833,0.8639073933006005,0.8046848810139214,0.7775720696748353
0.8333295445424882,0.9280323024677004,0.8607224608118625,0.8297392356489941
0.8805211784411175,0.9875623740488464,0.9119790588580524,0.8769700719139357
0.9216225680531684,1.0412161087370144,0.9573477462699452,0.9182252861157018
0.9556986791759288,1.0877877353498588,0.99581725693501,0.9525723320521322
0.9819593927126696,1.1261865612996498,1.026504665037595,0.9792166273167794
0.9997864853947168,1.1554746823445947,1.0486850243282877,0.9975291325332329
1.008754996473609,1.1749014923035848,1.0618167856281748,1.0070690500853205
1.0100771164058415,1.1856107337762516,1.0670715056172249,1.0090280021705986
1.0105126708087728,1.1953519105339463,1.0715159684464726,1.010144755978753
1.010943311206304,1.205142604787308,1.076073865549635,1.0112930076594722
1.0113688444689442,1.2149776882122756,1.0807436146634104,1.0124683876650817
1.0117890720567768,1.2248525598847328,1.0855255704715634,1.0136695892658636
1.0122037898100678,1.234763172366745,1.0904221108288985,1.0148985021352428
1.0126127877373383,1.2447060537595458,1.0954377131401412,1.0161603331973161
1.013015849802945,1.2546783252837204,1.1005790196406962,1.0174637131916735
1.013412753716319,1.2646777139442522,1.1058548902787808,1.0188207873475126
1.0138032707250415,1.2747025598392103,1.1112764418548704,1.0202472884972555
1.0141871654140078,1.284751817678392,1.1168570720376367,1.0217625909015013
1.0145641955129312,1.2948250520872846,1.122612466841549,1.0233897429977572
1.0149341117145154,1.3049224262899737,1.1285605901286586,1.0251554772331217
1.0152966575055804,1.315044683786583,1.1347216536813014,1.0270901950911813
1.015651569013494,1.3251931226717832,1.1411180663905678,1.0292279253826635
1.015998574870196,1.3353695622771486,1.1477743611151312,1.0316062538354922
1.0163373960961468,1.345576301866858,1.154717097793962,1.0342662220003622
1.0166677460064475,1.3558160711709026,1.1619747414442907,1.0372521934828085
1.016989330141406,1.3660919726036864,1.169577513746927,1.0406116855261374
1.0173018462237098,1.3764074150904968,1.1775572170195798,1.0443951640069624
1.0176049841443875,1.3867660395088768,1.1859470295076713,1.0486557999696178
1.0178984259795982,1.397171635846303,1.1947812710849268,1.0534491859217197
1.0181818460402845,1.407628052282186,1.204095138658943,1.058833010248126
1.018454910956584,1.4181390965165883,1.2139244108197915,1.0648666882755604
1.018717279798854,1.4287084297948398,1.224305121560998,1.071610948745624
1.0189686042370043,1.4393394542114049,1.2352732032411302,1.0791273747317218
1.019208528739794,1.4500351940172962,1.2468640993440077,1.0874778983718376
1.0194366908155517,1.4607981718053191,1.259112348041834,1.0967242491944893
1.0196527212957327,1.4716302805992736,1.2720511380645905,1.1069273562912383
1.0198562446625168,1.482532653025263,1.2857118389314193,1.118146705143999
1.0200468794215745,1.4935055288999102,1.3001235082117673,1.1304396505644132
1.0202242385209266,1.5045481227134538,1.3153123791384935,1.1438606879399376
1.0203879298167142,1.5156584926308936,1.3313013326068674,1.158460685835336
1.0205375565864807,1.52683341275608,1.348109358334955,1.1742860839572113
1.0206727180904576,1.5380682505202357,1.3657510107467308,1.1913780615848713
1.0207930101811045,1.5493568511394968,1.384235865934397,1.2097716827867155
1.020898025961036,1.5606914311555402,1.4035679868714588,1.229495026106664
1.0209873564892158,1.5720624830995276,1.4237454048399498,1.2505683078938021
1.021060591535163,1.5834586933233097,1.4447596258072566,1.2730030100770697
1.0211173203806614,1.5948668749937858,1.4665951711879648,1.2968010249106718
1.0211571326683049,1.6062719181680374,1.4892291630468768,1.3219538310255512
1.0211796192959526,1.617656758731295,1.512630964279134,1.3484417169420215
1.021184373356003,1.629002367808933,1.5367618846228612,1.376233069979176
1.0211709911181228,1.640287763034625,1.5615749634496676,1.4052837501206972
1.0211390730538878,1.651490042791663,1.5870148401096251,1.435536569766846
1.021088224901527,1.662584444226433,1.6130177221103017,1.4669209012599322
1.021018058768763,1.673544425483969,1.6395114605539416,1.499352434477342
1.0209281942714707,1.6843417722258087,1.6664157409867373,1.5327331064621774
1.0208182597056796,1.6949467280811683,1.6936423961142246,1.566951223859423
1.020687893250164,1.7053281482519669,1.7210958446848978,1.6018817966909602
1.020536744196674,1.7154536750590552,1.7486736582595894,1.6373870986356303
1.0203644742045708,1.7252899337881138,1.776267254601579,1.6733174644216984
1.0201707585764468,1.734802746782902,1.8037627131128684,1.709512329205801
1.0199552875510227,1.7439573633531722,1.8310417042076916,1.74580150800661
1.0197177676094378,1.7527187027265714,1.857982520887702,1.7820067055787108
1.0194579227907696,1.7610516069887767,1.8844611972229812,1.8179432388448036
1.0191754960124573,1.7689211007345382,1.910352695127623,1.8534219455341372
1.0188702503910343,1.7762926539998458,1.9355321379318644,1.8882512444525859
1.0185419705584358,1.783132444970705,1.9598760669783144,1.9222393053343418
1.0181904639688917,1.7894076189654848,1.9832636959647811,1.955196279997711
1.0178155621913123,1.7950865402679386,2.0055781371505788,1.986936542023463
1.0174171221818429,1.8001390335436638,2.026707573917756,2.0172808797925414
1.016995027531174,1.8045366117949293,2.046546355554694,2.0460585877432185
1.0165491896810388,1.8082526880942933,2.0649959924745893,2.0731094032810655
1.0160795491042407,1.811262768670952,2.081966033290239,2.098285241865818
1.0155860764424594,1.8135446252968808,2.0973748090853253,2.1214516902078624
1.0150687735960502,1.815078445318936,2.1111500346457825,2.1424892268606057
1.014527674759991,1.81584695809574,2.123229261100584,2.16129415027053
1.013962847400165,1.8158355370121573,2.1335601791220915,2.177779205911342
1.0133743931641612,1.8150322766482525,2.142100776297285,2.191873915783941
1.0127624487208724,1.8134280450644047,2.148819356274111,2.203524624587402
1.0121271865232206,1.8110165115214936,2.1536944306240096,2.2126942865865473
1.0114688154885203,1.8077941502790504,2.15671449690342,2.2193620250390103
1.0107875815910907,1.8037602214009087,2.1578777180661417,2.223522501569765
1.010083768361994,1.7989167297453728,2.157191519161896,2.225185135819963
1.0093576972909462,1.7932683635247346,2.154672117201735,2.2243732160197807
1.008609728125781,1.7868224139885556,2.150343999281508,2.2211229389752383
1.0078402590650997,1.779588677918269,2.144239362678973,2.21548241365252
1.0070497268401375,1.7715793447207335,2.136397528845485,2.2075106565945295
1.0062386066822142,1.7628088699779938,2.1268643412013537,2.197276600403579
1.0054074121725958,1.753293837353466,2.115691554589341,2.184858129142891
1.0045566949720046,1.7430528107734162,2.1029362223104093,2.170341147382477
1.0036870444275467,1.73210617879997,2.088660085002694,2.1538186833391433
1.0027990870552912,1.72047599308948,2.072928964317325,2.135390021596956
1.0018934858973365,1.7081858027902277,2.0558121634497053,2.115159857564429
1.0009709397527151,1.6952604866737435,2.0373818761035323,2.0932374642638
1.000032182282146,1.6817260847252966,2.017712605372911,2.0697358622322457
0.9990779809871976,1.6676096308241262,1.996880594243471,2.0447709850256395
0.9981091360651289,1.6529389880424807,1.9749632698558344,2.0184608357427276
0.9971264791412626,1.637742687973019,1.952038704235008,1.9909246336944673
0.9961308718814696,1.622049775362208,1.9281850947615629,1.9622819543773857
0.9951232044879512,1.6058896591832537,1.903480268148989,1.9326518698038548
0.9941043940822416,1.5892919711295184,1.878001212018596,1.9021520996215928
0.99307538297996,1.5722864323486117,1.8518236382724111,1.8708981859740363
0.9920371368625652,1.554902729073388,1.8250215823298868,1.8390027065409056
0.9909906428519636,1.5371703976404338,1.7976670419111374,1.8065745405586593
0.9899369074945048,1.5191187192239082,1.769829658443122,1.773718201890684
