Values,Values_04_33_26,Values_04_44_21,Values_04_55_15,Values_05_06_06,Values_05_17_02,Values_05_27_45,Values_05_38_22,Values_05_48_30,Values_05_58_35,Values_06_08_35,Values_06_18_19,Values_06_28_05,Values_06_38_07,Values_06_48_10,Values_06_58_20,Values_07_08_20,Values_07_19_00,Values_07_29_34,Values_07_39_44,Values_07_49_52,Values_08_00_00,Values_08_10_07,Values_08_20_15,Values_08_30_23,Values_08_40_30,Values_08_50_38,Values_08_54_17
0.4947606668286978,0.4032695960654577,0.3907126253723511,0.3703893694233829,0.3469816080921886,0.3222754599768189,0.2969984481885432,0.271711797970367,0.246887476212762,0.2228974946627477,0.2000041042216425,0.1783610555426535,0.158025883181896,0.1389793771902805,0.1211473645071664,0.1044208940475034,0.0886726901759989,0.0737693883840762,0.0595801671988232,0.0459828601377333,0.0328685788023865,0.020145496071322,0.0077419361550278,-0.0043915189907273,-0.0162814287822695,-0.0279328641530324,-0.0393328776744102,-0.04337064274475281
0.7025874057633267,0.610119583377038,0.597223078369148,0.5766843436595805,0.5530795220578194,0.5281826256489556,0.5027204375965229,0.4772546067019169,0.452257499132722,0.4281013752401502,0.4050485934901807,0.3832529007299804,0.3627717527474909,0.3435858290864736,0.325620863433031,0.3087678795680187,0.2928996924340887,0.2778831834860628,0.2635879606916653,0.2498924836343829,0.236688680883765,0.2238857041331273,0.2114129623429658,0.199222145405391,0.1872877216035253,0.1756054566275506,0.1641888435447074,0.1601486336024404
0.7296043592286066,0.6371510060233606,0.6242315583384852,0.6036988683702844,0.5801074164165284,0.5552266271141509,0.5297819784614328,0.5043342576368953,0.4793551228643949,0.4552162777433617,0.4321796896171269,0.4103988791172462,0.3899312233876257,0.3707574434319938,0.3528034048024897,0.3359603274044027,0.3201012665903106,0.3050933746675736,0.2908065514801705,0.2771195621012867,0.2639246464101412,0.2511312632248761,0.2386691113771284,0.2264901376557602,0.2145690176417971,0.2029016599743303,0.1915016265031099,0.18746779536554908
0.7306361006974174,0.6383379967938573,0.6254386994444123,0.6049413504271077,0.5813907375672316,0.556552775016894,0.5311515811902844,0.5057469340341426,0.4808096649125678,0.4567108445980863,0.433712014361435,0.4119664689143127,0.3915315339989187,0.3723880164635355,0.3544619650654139,0.3376448446764199,0.3218099895036664,0.3068248448103714,0.2925596041813971,0.2788933179371257,0.265718495141557,0.2529448402489048,0.2405022661380649,0.2283428938550498,0.2164415263141181,0.2047941481373047,0.1934143455374499,0.18938785596418292
0.7326700804653558,0.6405461225611981,0.627671146179854,0.6072114687744619,0.583703549798509,0.5589099108357072,0.5335533265795469,0.5081925824547832,0.483297708130766,0.4592391729811348,0.4362781267527015,0.4145676730780493,0.3941651192909167,0.3750513879345286,0.3571527372160981,0.340360899842132,0.3245495090768795,0.3095863216536721,0.2953418427767724,0.2816954262246145,0.2685398695277902,0.2557851434954328,0.2433613970704451,0.231220948142248,0.2193387488177352,0.2077108791406492,0.196350964928036,0.1923317271223492
0.7369393739182815,0.6450056506414699,0.6321582424112722,0.6117379024139575,0.5882739223456338,0.5635255278584949,0.5382141642969369,0.5128976417940839,0.4880452138745901,0.4640267799418069,0.4411031323661586,0.4194272177506619,0.3990563568719948,0.379971616403044,0.3620994886607417,0.3453319954170748,0.3295430876202951,0.31460085056964,0.3003761177795405,0.286748563789702,0.2736112932750456,0.2608745638115848,0.2484687823723884,0.2363464864048547,0.224482799265624,0.2128739159997944,0.201533517228861,0.19752143542805795
0.7442998027054937,0.6525663771247906,0.6397478827210584,0.6193672665802291,0.5959472801905753,0.5712438981053559,0.5459772513316647,0.5207041976921953,0.4958932452907937,0.4719137587881178,0.4490262096225097,0.4273834222453629,0.4070427622571921,0.3879854674161404,0.3701382866962164,0.3533935498172626,0.3376255418198529,0.3227026918838069,0.3084961774137862,0.2948860107258341,0.2817656229150949,0.2690455801834651,0.2566565716436216,0.2445513795827568,0.2327053232819748,0.2211147346037495,0.2097933656168379,0.20578831754272406
0.7551106154823968,0.6635808068834698,0.6507904890540863,0.6304486414211903,0.6070714573961324,0.5824116424799162,0.5571880296291554,0.5319565549232288,0.5071850187623629,0.4832422916871917,0.46038856422199,0.438776575292484,0.4184637667945028,0.3994315732930892,0.3816070208458366,0.3648827634676875,0.3491334341969337,0.3342278193163947,0.3200374543120658,0.3064427058043543,0.2933373510949886,0.2806322883563835,0.2682585152544305,0.2561690870239913,0.2443395464756807,0.2327663866554213,0.2214634494173833,0.21746528753127686
0.7697912284930436,0.67846102764275,0.6656959318070359,0.6453905324607959,0.6220536954739767,0.5974347659974786,0.5722512970600698,0.5470583428819904,0.5223230426209599,0.4984138202843159,0.4755906303705208,0.4540061656148935,0.4337179763854316,0.4147077188357287,0.3969027144417171,0.3801959551595651,0.3644624331374745,0.3495713025435631,0.3353944693997729,0.3218126703719052,0.308720049047911,0.2960278602879527,0.2836674390254657,0.271592144471191,0.2597777736644917,0.2482210079425408,0.2369357991532399,0.23294435378887374
0.7888340745702117,0.6976915672641114,0.6849463954903219,0.6646737503081545,0.6413735371549261,0.6167915649713285,0.5916441273510955,0.5664854476420174,0.5417820607989116,0.5179020005053245,0.4951050363696028,0.4735438580144374,0.4532761578311019,0.4342838377308745,0.4164945308902578,0.3998015779721125,0.3840803382285594,0.3692003416541476,0.3550338751090133,0.3414620598787377,0.3283794259064421,0.3156976106277029,0.3033483171688881,0.2912852426810275,0.279484472324482,0.2679429057223179,0.2566746269435405,0.25268971029835646
