Values,Values_01_02_37,Values_01_12_43,Values_01_22_55,Values_01_33_15,Values_01_43_30,Values_01_53_49,Values_02_04_07,Values_02_14_31,Values_02_24_46,Values_02_35_26,Values_02_46_13,Values_02_56_59,Values_03_07_48,Values_03_18_42
-0.0023255919742659,0.1491218872380476,0.1352956088863058,0.1050434134210975,0.0825917110421936,0.0911197048468756,0.1382543821313184,0.2297917821938067,0.3803617663141555,0.5590229428693835,0.7028095191792192,0.8026543575758589,0.8714204992578989,0.9207783072909064,0.9582421116392937
0.0009478867302009,0.1523086310479956,0.1385039746643758,0.1083035142434809,0.0858914909308924,0.0944049167993237,0.1414563039962499,0.2328296495892578,0.3831238987118648,0.5614523602498338,0.7049685613718115,0.804623111317186,0.873256118365505,0.9225168988349222,0.9599060380774259
0.006594554544628,0.1578696496053719,0.1440844462862956,0.1139369366148839,0.0915658651659514,0.1000655558964434,0.1470341557028857,0.2382438581817355,0.3882628575566549,0.5662574230718412,0.7094945086971862,0.8089395870355653,0.8774102200480198,0.9265359233133894,0.9638051370623849
0.0160113689094456,0.1672061282853757,0.1534394378902927,0.1233454835635301,0.1010157994737837,0.1095018180729281,0.1563875330247407,0.2474335838550847,0.3971779951910578,0.574839419382884,0.717792233859799,0.8170132523410989,0.8852976948102107,0.934256409858472,0.971367138732849
0.0297984828158188,0.1809248994240457,0.1671776157766485,0.1371368188478714,0.1148475757314006,0.1233186823578367,0.1701203755313125,0.2610020159733026,0.4104726556414259,0.5878044220346177,0.7304727320798766,0.8294610809658373,0.8975422295561791,0.9463093615173148,0.983230812640218
0.0484345628107816,0.1995123300968656,0.1857873493511826,0.1557981286472472,0.1335467340743883,0.1420000934633173,0.1887153170995237,0.2794308065000312,0.4286285198550928,0.6056369829282743,0.7480257600541961,0.8467790388371179,0.9146466480520672,0.9632049897105672,0.9999141510952335
0.0725345673346578,0.2235919037191472,0.2098942184205262,0.1799536543182611,0.1577356368196988,0.1661665449633719,0.2127912748026589,0.3033376539335578,0.4522631534850764,0.6289575606727399,0.7710770804172236,0.8695991286450517,0.9372497572981806,0.9855893711027048,1.0220708484882264
0.102743491805131,0.2538182400631458,0.2401550851437205,0.2102587155950186,0.1880674208193038,0.1964689543148361,0.2429972528985864,0.333370047289924,0.4820237220272411,0.6584162900188267,0.8002823418122318,0.8985833867778125,0.9660204565811809,1.014138664286963,1.0503846217248958
0.1397050388159422,0.2908458582403845,0.2772268538708886,0.2473684479361014,0.225194698514371,0.2335573152777769,0.2799809431580876,0.3701738163631554,0.5185554966209253,0.6946614581168564,0.8362955325499491,0.9343923099087048,1.0016261344016466,1.0495274783860151,1.0855375540065662
0.1840052221999943,0.335272830885125,0.321710107141025,0.2918814207446701,0.2697131450856678,0.2780242381833625,0.3243322112568964,0.4143365637629782,0.5624452310016784,0.738282824853739,0.879712239710446,0.9776280462242436,1.04467579043417,1.092371929309607,1.128153091499857
0.23612044071767,0.3875888228971691,0.3740971018224969,0.3442876270654453,0.3221094714057301,0.3303528864895516,0.376530984618061,0.4663354991316457,0.6141689300186016,0.7897592947975516,0.9310171999141544,1.028781815749738,1.0956673267229735,1.1431768092179306,1.1787431012669887
0.2963649726800942,0.4481224762834646,0.434719091939456,0.404915809624692,0.3827087454220253,0.3908642703205578,0.4368945008713655,0.5264846336023461,0.6740389687435772,0.8494059065722027,0.990531119107514,1.088180550439381,1.1549340126168344,1.2022818874357974,1.237654021991169
0.3648421490234508,0.5169923982119455,0.5036972377557201,0.4738843826637789,0.4516253213083369,0.4596681563988066,0.5055281763891321,0.5948855940002002,0.742154822474825,0.9173244030755224,1.0583610299654456,1.1559370289695432,1.222594405219234,1.2698116314886694,1.3050164028520719
0.4414009349100689,0.5940634875677165,0.5808988406453691,0.5510576880024094,0.5287191134252618,0.5366193302917877,0.5822818298878897,0.6713837910557835,0.8183591427837102,0.9933591229945185,1.134355936025634,1.2319052651354796,1.2985074941919823,1.345630126733061,1.380699618117205
0.5256002743604381,0.6789109597149667,0.6659012680372571,0.63600994843774,0.6135595767356122,0.6212815715136775,0.6667136207401487,0.7555323005995292,0.9022015396024288,1.0770605792517816,1.2180701170882828,1.3156435341459702,1.3822354648643909,1.429303597681599,1.4642741690075352
0.6166832987271402,0.7707941752264537,0.7579656790928235,0.7279990279386781,0.7053995017332508,0.7129014486167392,0.7580638084505641,0.8465655637175027,0.9929121766337948,1.1676588376613928,1.3087362182677202,1.4063871689061709,1.4730162210900506,1.520072681109608,1.5549837307353012
0.7135634350697807,0.8686423113155821,0.8560225945837054,0.8259520412672429,0.8031606657300603,0.8103939759780151,0.8552403750927242,0.9433849478600635,1.0893872238387363,1.2640487453975762,1.405250180653144,1.5030331929100376,1.5697477426180992,1.6168365330347254,1.6517290332292631
0.8148242895126099,0.971053749740142,0.9586711889159312,0.9284646908921896,0.9054332187537032,0.9123420118181452,0.9568183917278188,1.044558051335884,1.1901880519613397,1.3647888996270827,1.5061699108723918,1.604138694046141,1.6709861877240304,1.718150685918617,1.7530654966074097
0.918734928486626,1.07631079734303,1.0641939237887803,1.0338159517760768,1.010490426815327,1.0170110236621877,1.061054758659129,1.1483333843791446,1.2935558060477512,1.468115998133562,1.609729336593232,1.7079345914879345,1.7749593979403808,1.8222403168586871,1.8572162852850693
1.023281834468218,1.1824110032632276,1.170587789929846,1.1399993731067992,1.1163200461321026,1.1223805011880774,1.1659196061188457,1.2526717194832837,1.3974426563690392,1.571975875132386,1.7138691550145158,1.8123561065469824,1.8795971193907075,1.9270302443549268,1.9621021007094197
1.1262182521100024,1.2871157715629635,1.2756128574206038,1.244771701865446,1.220673040399214,1.2261927384623743,1.2691450879002195,1.355294853310075,1.49956047767732,1.674071978987462,1.8162850349360145,1.9150907022073584,1.982578709763875,2.030192426695826,2.0653884892246803
1.225130869290071,1.3880161959865454,1.37685806314493,1.3457187627877178,1.3211295854905931,1.3260189436708345,1.368291541072127,1.4537517676685738,1.5974469569162688,1.7719313006005353,1.9144932875659977,2.01364351366837,2.0813983610634192,2.129210999814537,2.1645507101178096
1.3175227536265617,1.4826150259465698,1.4718231473351413,1.4403375138264682,1.4151812924494205,1.4193416244263468,1.460829979598582,1.5455011768814864,1.6885481344367248,1.86298677138129,2.005913037353415,2.1054193150682425,2.1734468981529265,2.2214639294067786,2.2569552527472823
1.4009102503406654,1.5684224750026048,1.5580144555655715,1.5261320005533172,1.5003273843289129,1.5036510036356658,1.5442387006571408,1.6280082648611032,1.7703152054486684,1.9446739791844228,2.087962763500138,2.187818917568064,2.256108073768857,2.304319223119794,2.339955972606798
1.472929843777414,1.6430619096495953,1.6330506522491286,1.6007192607000822,1.574180887865423,1.5765515457697243,1.6161101092602992,1.698851745653591,1.8403117441831205,2.014538395997564,2.15816744147436,2.2583462663996885,2.32686566626302,2.375242046633257,2.4110012258604523
1.5314504389354129,1.7043809526485694,1.6947738911658328,1.661940725335965,1.6345803906812,1.6358741588657952,1.674263350990062,1.7558368665048525,1.89632700204964,2.0703488096638405,2.214272026575294,2.314722031310862,2.383417225933199,2.431908638618224,2.467747943631555
1.5746813763803749,1.750558448075422,1.741356903894984,1.7079695707526863,1.6796978113011156,1.6797845231205684,1.7168532200603237,1.7971048448956333,1.9364858020893525,2.110207530113095,2.2543519124785703,2.354994387189429,2.423785227244352,2.472317838389985,2.5081735124122675
1.6012792304256314,1.7802105152146426,1.77140924447487,1.7374172451609122,1.7081453887005638,1.706890744621276,1.742478547948705,1.8212419621918563,1.9593582788498063,2.1326606677757383,2.276923727738418,2.377650412318742,2.44642911309556,2.4949037657348976,2.5306890488352547
1.610404294061147,1.7924468514220655,1.7840338613829716,1.7493903070518015,1.7190329805801186,1.7163013773185962,1.750241084348272,1.8273393090836345,1.964020458800076,2.1367595176382257,2.2810075666006586,2.381679257900495,2.450309431272847,2.498600891756383,2.5342053411498373
1.6018707164377195,1.7870213807185928,1.7789780760270155,1.743641641655486,1.7121197224034903,1.7077778573263618,1.73989892035652,1.8151472501128896,1.9502097695109752,2.1222171602311035,2.266284790214288,2.366731243759967,2.435048230342733,2.4830056763171555,2.518295639073862
1.5760930181231778,1.7642805491557738,1.756582295572308,1.7205192420635689,1.6877630169667086,1.6816840465614813,1.7118168734031562,1.7850267742979875,1.9182774493160093,2.0893621893576704,2.2330533139981665,2.3330747740992366,2.4008875548556188,2.4483365422587053,2.483156988191595
1.5413444802488472,1.7324241168604202,1.72504118151073,1.6882274153554793,1.654179934052976,1.646248236083084,1.6742294647767566,1.745213628266265,1.8764539484799576,2.046405660178497,2.1894963657452142,2.288866959190488,2.355961855343142,2.402707951003054,2.4368858343944515
1.5048971390399437,1.6986626422593545,1.6915629566320474,1.653981355676012,1.618594194332312,1.6087001458492505,1.6343672246568086,1.7029343914771682,1.831956700239986,2.000545375062424,2.1427857183749186,2.241254990208485,2.3073965756789536,2.353225797679467,2.3865701810862845
1.4663271026715832,1.662519243344912,1.6556705410132768,1.6173082815657802,1.580536945314548,1.5685705409701671,1.591754489649751,1.6577021258622002,1.7842833477798516,1.9512560693957783,2.092368302220381,2.18965909619484,2.254587633945416,2.299263687517949,2.3315629568793557
