Values,Values_02_26_59,Values_02_44_01,Values_03_01_39,Values_03_16_17
0.9577519187156568,0.9350474679003584,0.9235614234389784,0.9155533741383602,0.9105279355283007
0.96196321353916,0.939344964746576,0.9279323205872588,0.9199942974176252,0.9150288100370636
0.9638286434981717,0.9412562790004744,0.9298669831597708,0.9219448208822152,0.9169886897737662
0.9677315877374812,0.9451925662212264,0.9338107021761662,0.9258868133473434,0.9209232781023792
0.975294034745872,0.9527794360649284,0.9413935416428624,0.9334551704202816,0.9284719935346238
0.9871608606190232,0.9646629868240176,0.953263101929564,0.9452991659705696,0.9402857164152315
1.003838522620118,0.9813514217594472,0.96992974244838,0.961931524515416,0.9568794097339862
1.0259777542523396,1.0034970592463783,0.9920477465089876,0.9840086845132484,0.9789115520394401
1.0542674472453073,1.0317904061896097,1.0203096338912503,1.0122253655742075,1.007078938835366
1.0893878048150292,1.0669132644936945,1.0553992115154047,1.047267559355142,1.0420696182050053
1.131965516441847,1.1094939041040626,1.0979467469340294,1.089767702999755,1.0845180637634046
1.1825144782079204,1.160047759660061,1.148469638250822,1.1402453199942415,1.1349457882903933
1.2413848592810954,1.218926468398374,1.2073214191997184,1.1990559896299091,1.1937102798917505
1.308711573147428,1.2862663066867506,1.2746401550841973,1.2663396990192206,1.2609533130564992
1.384369484169069,1.3619433582439928,1.3503035655910038,1.3419759168405587,1.336555976706902
1.4679356253306373,1.445535691806772,1.433891154485232,1.4255456712171362,1.4201007038621083
1.5586613654006678,1.5362954881703006,1.5246562881323058,1.5163035758305363,1.5108432490060388
1.6554563481348743,1.633132940620427,1.621510048499479,1.6131616316699036,1.6076964421780338
1.756886209249017,1.734613935398258,1.72301886830568,1.7146868132051458,1.7092277296282468
1.8611857181695843,1.8389731596661176,1.8274175962080583,1.819114087375381,1.8136721499418222
1.9662886254678928,1.9441439180013844,1.9326392729712725,1.9243761463608704,1.9189620267164402
2.0698750891132187,2.0478055306292684,2.0363624915893053,2.028150727038376,2.0227742507902886
2.1694363195959885,2.147447953948919,2.1360759821009823,2.1279251583397945,2.122594793918925
2.262356703535588,2.240453884379946,2.229160683326929,2.221078400409058,2.2158007196579046
2.3460074441091563,2.324192386978194,2.312983346311913,2.304974624359524,2.299753744326295
2.4178601419789865,2.3961324769235843,2.3850101025486814,2.377076771543012,2.371913792753701
2.475579060238548,2.4539354050768427,2.4428987578130434,2.435038863725998,2.429931330126398
2.517193565116008,2.495627144614428,2.484671314709136,2.4768785743824764,2.4718199871028474
2.5410358339111263,2.5195361837650228,2.5086518492296617,2.5009152065449265,2.495894640857658
2.546264598326644,2.524817387536494,2.513990492509766,2.5062938188570234,2.5012956870860625
2.531940813905715,2.510527838466931,2.499739472873239,2.492061491519124,2.4870655190962068
2.49898976144032,2.477589143737936,2.466815641926743,2.459130109718942,2.454111565829138
2.45504885801644,2.4336354593655547,2.422848790937598,2.415124980354659,2.4100551746478307
2.4068977884590272,2.385443298866349,2.374611270385268,2.366814134100715,2.3616605330586973
2.354581841862182,2.333054385166354,2.3221402494944936,2.3142299485929785,2.308955708155464
2.2975214072288623,2.2758853501110887,2.2648474704735784,2.256779074663586,2.2513428210182096
2.235789152362495,2.2140050844569203,2.2027967734339464,2.194520171997368,2.188875995698912
2.169100268499596,2.1471250508370328,2.135694495955881,2.1271544020817745,2.1212519401372925
2.097348291571784,2.075135301843723,2.063425707403186,2.054561908798425,2.048346665589103
2.0203832816934546,1.9978828284103447,1.9858327537143683,1.9765805772119729,1.969994445755453
1.9381088535706632,1.915268818415249,1.9028127806191848,1.893103842757205,1.8860858909003342
1.8504595279628224,1.8272262523551188,1.814295618126212,1.804058880710424,1.796546413582418
1.757423990188741,1.7337434324641114,1.720267634296002,1.709430796736353,1.7013607184448605
1.6590553174920388,1.634874487623065,1.6207825801636346,1.609273816855448,1.600584291335345
1.5554884400099709,1.5307571023082815,1.515979656636152,1.503729688603842,1.4943620814405418
1.4469576929521288,1.4216303004340265,1.406101605191089,1.3930460642682612,1.3829471188006608
1.3338159473700446,1.307853740250352,1.291514244157833,1.2775962523751554,1.2667204215252303
1.2165534332076338,1.1899265991245969,1.172725490275096,1.1578983376058654,1.1462101585242697
1.0958148825120004,1.0685046424628797,1.0504024210092004,1.034632186709394,1.0221085536487233
0.9724129708169632,0.9444134280280868,0.9253842964056076,0.9086522290161732,0.8952843963667724
0.8473359568558365,0.8186555325814782,0.7986894083774668,0.7809938642258083,0.766789002615095
0.7217475062313331,0.6924097927492573,0.671513750386347,0.6528714964771342,0.6378536354331323
0.596977096144651,0.5670209866744621,0.5452199595983577,0.5256666779178352,0.5098769014916059
0.4745001227012319,0.4439791303179233,0.4213157557240503,0.4009056417192849,0.38440145734832076
0.3559078023010852,0.3248885499917952,0.301422108608037,0.2802265313455441,0.2630804013134931
0.242867989283795,0.211427931468605,0.1872324161042611,0.1653376911824103,0.14763479066551016
0.1370789911974079,0.105303501044194,0.0804649270840746,0.0579693329563164,0.03980466734404747
0.0402191699869292,0.0081981847818961,-0.0171886788413079,-0.040178447157397,-0.058703380739755964
-0.046104555211659,-0.0782801050520071,-0.1041153639863191,-0.1274880715595352,-0.14626886479336387
-0.1204062649197727,-0.1526480118958446,-0.1788303987053051,-0.2024742353022404,-0.22140717392761106
-0.1813660208913828,-0.2135914892267021,-0.2400220160723156,-0.263828421540082,-0.28281391613083146
-0.2278682820316471,-0.2600038132946958,-0.286589131116198,-0.3104562877399464,-0.3294019638134561
-0.2590324913721779,-0.2910156355306296,-0.3176709462682737,-0.3415067869671479,-0.36033010795505876
-0.2742352371110415,-0.3060165222245085,-0.3326679333687694,-0.3563925585634965,-0.3750228947262413
-0.2731239452875537,-0.3046679784873554,-0.3312542289554475,-0.354801665099288,-0.3731817567301907
-0.2556224350811393,-0.2869083202195806,-0.313381841146347,-0.3367011085198783,-0.354787901676987
-0.2219289084005143,-0.2529499932021515,-0.2792772974016477,-0.302332784826064,-0.3200976436075495
-0.1725070673659276,-0.2032700579364413,-0.2294314796672471,-0.2522026515638609,-0.26963097482599907
-0.1080711100861731,-0.1385946158093625,-0.1645834500326894,-0.1870639387214833,-0.20415423290639753
-0.0295653947289192,-0.0598779928309428,-0.0856991109421511,-0.1078952746903002,-0.124657758400541
0.0618604332747738,0.0317224982182762,0.0060544525735308,-0.0158746010040019,-0.032329439636255924
0.1648800461426942,0.134875390029771,0.1093380990598136,0.0876502528542326,0.07147496565072194
0.2780219834090738,0.2481066853782566,0.2226724088482467,0.201193504874123,0.185263891342274
0.399703396485579,0.3698335211759092,0.344471358374092,0.3231651083812479,0.3074436484211955
0.5282652759335776,0.4983991704010592,0.4730771988521076,0.4519055115837482,0.4363530652027771
0.6620084835711051,0.6321087279024705,0.6067959071065018,0.5857208793552117,0.5702984942494901
0.7992299005974182,0.7692648254928759,0.7439325845841047,0.722918184441032,0.7075886217225004
0.938257934502188,0.9082026590127616,0.8828261220285883,0.8618395203258928,0.8465684627659835
1.0774865282301658,1.0473235111238788,1.021882347568272,1.0008948868456862,0.9856518236247066
1.2154066747357175,1.1851258089232757,1.1596047263690028,1.1385925444962552,1.1233513506713195
