Values,Values_06_38_45,Values_06_48_41,Values_06_58_44,Values_07_08_35,Values_07_19_08,Values_07_29_34,Values_07_39_39,Values_07_49_41,Values_07_59_43,Values_08_09_46,Values_08_19_50,Values_08_29_52,Values_08_39_54,Values_08_49_56,Values_08_59_37,Values_09_08_56,Values_09_18_16,Values_09_27_36,Values_09_36_55,Values_09_46_16,Values_09_55_37,Values_10_04_57,Values_10_14_25,Values_10_23_45,Values_10_33_06,Values_10_36_50
0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.2541650781095276,0.25416507810952765
0.0246418155032295,0.02348872092156,0.0225260355422459,0.0217669369822272,0.0211068590291187,0.0205479362718434,0.0201143567041569,0.0198292937078605,0.0197077059209912,0.0197540831678106,0.0199629524191597,0.020321147449124,0.0208107658179925,0.0214119204294619,0.0221048186703895,0.0228710813883805,0.0236944237652976,0.0245608848728033,0.0254587778787155,0.0263784899547846,0.0273122173346918,0.0282536868638988,0.0291978920407545,0.0301408569075222,0.0310794325646557,0.0320111263721776,0.0323814195824303
-0.0208820948936882,-0.0208606484900412,-0.0208990495035377,-0.0209669507300368,-0.0210569412054197,-0.0211575957955674,-0.0212530736530796,-0.0213262181581911,-0.0213615541724782,-0.0213475141307217,-0.0212775154811972,-0.0211498592647702,-0.020966800587022,-0.0207332819062996,-0.0204557191227728,-0.0201410434055864,-0.0197960474761727,-0.0194269990977772,-0.0190394540823898,-0.0186382021054763,-0.0182272921817429,-0.0178101002370191,-0.0173894143772813,-0.0169675231354834,-0.0165462985264367,-0.0161272699162058,-0.015960561463680484
-0.041248895085061,-0.0397357443475763,-0.0386047476591474,-0.0377959744878507,-0.0371584131475821,-0.0366695797552013,-0.0363260360379981,-0.0361204708782387,-0.0360388860101719,-0.0360624511362888,-0.0361704137728411,-0.0363427304294705,-0.0365618053327562,-0.0368132550586965,-0.0370859400504729,-0.0373715842261321,-0.0376642400488186,-0.0379597548996826,-0.0382553110451547,-0.0385490594843369,-0.0388398419404859,-0.0391269855244548,-0.0394101532807681,-0.0396892360392192,-0.0399642741579148,-0.0402354007246656,-0.0403427964538312
-0.0604129404567356,-0.0573876376287335,-0.0550845020673955,-0.0534002798677528,-0.0520360683412971,-0.0509573310713507,-0.0501728472789882,-0.0496851965063409,-0.0494819761433896,-0.0495372331950007,-0.0498161864614021,-0.0502805836161796,-0.0508931069389041,-0.0516201691953696,-0.0524331899497434,-0.0533087917437763,-0.05422838270876,-0.0551774749956971,-0.0561449514758388,-0.0571223879542681,-0.0581034724263974,-0.0590835278390429,-0.0600591290269978,-0.0610277992965135,-0.0619877719269905,-0.0629378036808799,-0.06331482923388194
-0.0765537149556817,-0.0720019731060504,-0.0685291246779024,-0.0659746656021443,-0.0638880880355676,-0.0622218232838403,-0.0609965911039602,-0.0602248250014711,-0.0598957957768425,-0.0599765737453284,-0.0604185374847678,-0.0611654379829674,-0.0621604564764324,-0.0633510198345918,-0.0646913128886077,-0.066143045279897,-0.0676751483427953,-0.0692629444967982,-0.0708871411884402,-0.0725328430128811,-0.0741886703542598,-0.075846012576496,-0.0774984136828197,-0.0791410758100547,-0.0807704624538464,-0.0823839840029893,-0.08302450821440881
-0.0893359186819075,-0.0832448629893012,-0.0786059988887767,-0.0751875022999991,-0.0723836849495566,-0.0701329680818447,-0.0684677112248843,-0.0674101438974709,-0.0669512769275217,-0.067051350471142,-0.0676481021862092,-0.068667516664346,-0.0700335171308828,-0.0716747857238182,-0.0735285010420046,-0.0755416685796134,-0.0776709280800599,-0.0798815727004954,-0.0821462708583408,-0.0844437700902536,-0.0867577175083464,-0.0890756460765332,-0.0913881316112364,-0.0936881056269743,-0.0959703024652112,-0.0982308187506391,-0.09912828010230892
-0.0986310063110281,-0.0909850675457679,-0.0851819602555008,-0.0809041993122149,-0.0773870676798162,-0.0745539759977077,-0.0724486496529538,-0.0711030826822438,-0.0705101055036601,-0.0706232713716729,-0.0713668587732581,-0.0726492887239305,-0.0743754369910251,-0.0764554487855098,-0.0788096935412635,-0.0813706533945563,-0.0840828377998265,-0.0869016512618232,-0.0897918434087032,-0.0927259059306814,-0.0956825967748899,-0.09864566167686,-0.1016027646917597,-0.1045446124609251,-0.1074642471187136,-0.1103564813172227,-0.11150480138573841
-0.1041117824473369,-0.0948922296567082,-0.0879244536835034,-0.0827906005160866,-0.0785627346242356,-0.0751482211806283,-0.0726019051833621,-0.0709655426842495,-0.070233877834659,-0.0703539169782418,-0.0712366421445883,-0.0727730836361574,-0.074849244892059,-0.0773569056785063,-0.0801997891985863,-0.083296004748213,-0.0865780670014916,-0.0899916110641961,-0.0934935706897761,-0.0970502690970045,-0.1006356482634819,-0.1042297273446456,-0.1078173084546311,-0.1113869140233537,-0.1149299270238012,-0.1184399029409859,-0.11983351958728261
-0.105458357150749,-0.0946428207422919,-0.0865074896533849,-0.0805189526045903,-0.0755814516613129,-0.0715852243058609,-0.0685960167364352,-0.0666653758334527,-0.0657900697739683,-0.0659106949026735,-0.0669250793406301,-0.0687070035529549,-0.0711237359206881,-0.0740488234878519,-0.0773694698360374,-0.0809895298296152,-0.0848296316108545,-0.0888257376405936,-0.0929270505363516,-0.0970937979649699,-0.1012951677599707,-0.1055075042919422,-0.1097127907137849,-0.1138974006517212,-0.1180510869432061,-0.1221661716398209,-0.12380005635246277
