Values,Values_00_35_44,Values_00_44_51
2.787642478098086,2.787642478098086,2.787642478098086
0.3570881832454228,0.3539553471936588,0.3571155720644213
0.0202774923245647,0.0179159209129603,0.021583195382758127
-0.011514255035214,-0.014275159185544,-0.010944156126437636
-0.0385161298535753,-0.0416632286871787,-0.03867779266396921
-0.0614741101199189,-0.0649609618570001,-0.06230893318486258
-0.0815508420788282,-0.0853200495465993,-0.08298113526730838
-0.0979454954899575,-0.1019403604871777,-0.09989479483679446
-0.1105913891877293,-0.114755449950808,-0.11298376667606239
-0.1191888812058847,-0.123465711843446,-0.12194883022432017
-0.1234034982184612,-0.1277362508407485,-0.1264553808454407
-0.1229186841000506,-0.1272495470198032,-0.12618607951745273
-0.1174161928518591,-0.1216857375095633,-0.12082110762892169
-0.1066204409004551,-0.1107668369204748,-0.110082348029321
-0.0903096433561737,-0.0942677311005955,-0.09374433120397647
-0.0683345392051715,-0.0720347558023079,-0.07165276215929928
-0.0406293967166726,-0.043996559215499,-0.04373532806158077
-0.0072186310866015,-0.0101705891574567,-0.010008130724854606
0.0317823055510119,0.0293361257259477,0.029423583173131155
0.0761716341891883,0.0743317624557715,0.07437025229856743
0.1256710232776664,0.1245495106539699,0.12456783973131154
0.1799400426317475,0.1796620025391236,0.17969227905649426
0.2385929703957392,0.2392980261939412,0.2393761828897652
0.3012187624803088,0.3030623181040121,0.3032286050266515
0.3673977338085828,0.3705519715637806,0.3708513881860654
0.43672109609763,0.4413755957969907,0.44185822828850213
0.5088013212607967,0.5151631858757694,0.5158844121978752
0.5832761405500855,0.5915695154706362,0.592590040086406
0.6598355282053804,0.6703004005164873,0.6716860806208298
0.7381464613661667,0.7510366364016614,0.7528580643310342
0.8179657593093035,0.8335459653751044,0.8358777838072432
0.8990841936606049,0.9176261959412758,0.9205461139941932
0.9808031025328028,1.0025808983310076,1.0061684157275406
1.0636835120099957,1.088967815303952,1.093302698654068
1.1514765930473392,1.180527827108311,1.1856881853124313
1.247728494857198,1.2807896483279917,1.2868498963026516
1.352767002879128,1.3900622046071476,1.3970922425429477
1.4659047927332818,1.5076436643657842,1.5157094233072295
1.586905521549489,1.6332844182643471,1.6424478265078437
1.715356891730002,1.766554229586787,1.776871860494527
1.8506874611889184,1.9068580251302487,1.9183794734536208
1.9922652783666792,2.053534683270644,2.066300954529529
2.1393135450433256,2.205771591336315,2.219813233994122
2.290936660981623,2.362630058164138,2.3779651677975986
2.446112229724825,2.5230370445830306,2.539669251634997
2.603693995807848,2.6857879935174016,2.703704506506211
2.7624256909813494,2.849561109844021,2.8687309759119266
2.9209579382916804,3.0129352458504712,3.0333079910968364
3.0778768778562635,3.1744201530526315,3.1959249817293793
3.231739465553201,3.332494106127493,3.355039838741768
3.381117187178211,3.4856505893866445,3.50912648992086
3.524644933513513,3.632450678855501,3.6567282730836963
3.661072646568295,3.7715785069318186,3.796514417931153
3.789315665258639,3.9018954341897634,3.927335168782415
3.9084996177053575,4.022488413336545,4.048270933801588
4.017995651213671,4.132707963852798,4.1586707879193545
4.117442567971055,4.232192001593089,4.258176506335407
4.206753679700528,4.3208731175212645,4.346729691820295
4.286107833828072,4.398968687033149,4.4245613894182005
4.355925754920369,4.466955046464726,4.492165478560041
4.416834294586211,4.525528572431432,4.550258763283299
4.469622135795025,4.575557559763914,4.599731757876698
4.515190839402959,4.618029183570807,4.6415945548442625
4.554504882570387,4.6539955779703135,4.676921894351364
4.588543673832285,4.684522331280626,4.706800797101539
4.618257651245677,4.710641717245493,4.7322831141185935
4.644529690434726,4.733311988345557,4.754344326646508
4.668142333325436,4.753383235206294,4.773849086053684
4.689750890207319,4.771569774454819,4.791523428362388
4.709862290146542,4.788428796579748,4.80793336187836
4.7288196185474165,4.804345047725268,4.823469570987111
4.74679249811792,4.819521543752937,4.838338211664993
4.763773722612568,4.833976596563263,4.852558067356008
4.779582713586325,4.847547635136251,4.865964548054848
4.7938763263648765,4.859902305412617,4.878221025772821
4.806167215394445,4.870557058665477,4.888837727753848
4.815849387005255,4.878902887041461,4.89719785274918
4.822229812964927,4.884237127678831,4.9025898259115985
4.824564220135679,4.885799502507017,4.904243836627387
4.82209461050329,4.88280999316813,4.901370219633161
4.814085864889843,4.8745059374752,4.8931970168638035
4.799859000573237,4.860175937718098,4.8790042623130265
4.7788192069873165,4.83918871336897,4.858153087194027
4.750477483917261,4.811015719900769,4.830108453372777
4.714465334244184,4.775246970170008,4.794454961887298
4.670542372746679,4.731599887448615,4.750905595861354
4.618596900284359,4.679921186687315,4.699303435134389
4.558639586528209,4.620181854433941,4.639616453567414
4.490790586165653,4.552465465859109,4.571925669033042
4.415260811869938,4.476950474050117,4.496407299388895
4.332328697316867,4.393887730174253,4.413310187892638
4.242314460572919,4.303575197298318,4.322930455930327
4.145554400476226,4.206332378610584,4.225585894093786
4.042377926528554,4.102477185045277,4.121592806613295
3.933089739498407,3.9923077138278154,4.011247773444003
3.8179588839350607,3.876090731609312,3.894816120378433
3.697215435727811,3.754057702652585,3.7725279379071166
3.571054569217728,3.626408177023433,3.6445814663216947
3.4396468598620533,3.493319450324972,3.511152761870826
3.3031530513716203,3.3549607608896554,3.372409912555332
3.1617412060076457,3.2115099618228493,3.2285297421038934
3.015604153046564,3.06317058641198,3.0797149199406086
2.864975394535798,2.9101874585743457,2.9262096262385673
2.710142037186511,2.752859403369494,2.768312323067633
2.551453810900968,2.5915481016207256,2.606384670707131
2.389327734386663,2.426682632874404,2.4408561280685057
2.2242484397392928,2.258759704324014,2.2722242298315645
2.056764533715105,2.0883399319942977,2.101050902327084
1.8874816349633727,1.9160408050988087,1.9279554459430919
1.7170528807088192,1.7425271216310425,1.753604970325639
1.5461677524161832,1.568499741880346,1.5787031286923219
1.3755400450853317,1.3946834838560085,1.4039779762208586
1.205895720469197,1.2218149019882445,1.230169696037839
1.0379612626262809,1.0506305698855136,1.058018816663193
0.872453014681048,0.8818563492267757,0.8882554066794415
0.7100678344820444,0.7161979860630833,0.721589591881104
0.5514752750010935,0.5543332438817273,0.5587036082136668
0.397311379899079,0.396905666892278,0.40024548761615675
0.2481740886325482,0.2445199701361667,0.2468243764998972
0.1046201684347059,0.0977389749397467,0.09900740783328293
-0.032836467868661,-0.042918051280925,-0.042682012468386425
-0.163725240531005,-0.1769758342935093,-0.17776468737429302
-0.2876183887077296,-0.3040025241121327,-0.30580509127783523
-0.4041296908025355,-0.423608348201702,-0.42641004407371763
-0.5129126502781135,-0.5354437211508576,-0.5392268319802797
-0.6136583730189669,-0.6391970406487979,-0.6439410062272447
-0.7060933504756733,-0.7345923877070687,-0.7402740790055491
-0.7899773415734415,-0.8213873275876905,-0.8279813146673101
-0.8651015192060738,-0.8993709803138188,-0.9068497865345498
-0.9312870151238952,-0.9683624970678764,-0.9766968369803772
-0.9883839606820148,-1.0282100418242208,-1.0373690413204568
-1.0362710822272163,-1.078790338255014,-1.0887417365589989
-1.0748558702459057,-1.1200088017162235,-1.1307191356225474
-1.1040753024869192,-1.151800236727749,-1.1632350081676184
-1.1238970648024422,-1.1741300435257234,-1.186253872091928
-1.1343211811168,-1.186995844692889,-1.1997726072198744
-1.1353819371005904,-1.1904294159174245,-1.2038223756165916
-1.127149962251133,-1.1844987850223474,-1.1984707130293244
-1.1097343232693648,-1.1693103516188974,-1.1838236441177517
-1.0832844785308642,-1.1450108766690297,-1.1600276709999096
-1.0479919494106846,-1.1117891971737976,-1.1272714904724812
-1.00409157912995,-1.0698775359895092,-1.0857873099099962
-0.9518622729777908,-1.0195522997173596,-1.0358516546114511
-0.8916271438450148,-0.9611342873180824,-0.9777855888521043
-0.8237530221509349,-0.8949882667612856,-0.9119543073184544
-0.74864932687837,-0.8215219141078725,-0.8387660904547766
-0.666766331706911,-0.7411841461532038,-0.7586706537608774
-0.5785928932583672,-0.6544629103121308,-0.6721569534595219
-0.4846537346174532,-0.5618825212593266,-0.579750536672649
-0.3855063930176784,-0.4640006494635104,-0.48201053983467723
-0.2817379423806077,-0.3614050687014624,-0.37952644106329225
-0.173961590525364,-0.2547102592045038,-0.27291466189545727
-0.0628132251719452,-0.1445539380251466,-0.16281508893607233
0.0510520549208792,-0.0315935513939011,-0.04988754937931379
0.1669634336254085,0.0834972814091044,0.06519177056114828
0.2842379560595771,0.2000324320874133,0.18173402387604387
0.402184297219729,0.3173171383482593,0.29904162049740257
0.5201068616729893,0.4346522276136839,0.41641250160033827
0.6373103728050248,0.5513388432718335,0.5331449232133053
0.7531051023420742,0.6666838183282118,0.64854289239748
0.8668128548533746,0.7800058042626419,0.7619223617094861
0.9777737549399428,0.8906421951398715,0.8726182193980183
1.0853537902883883,0.9979567922124398,0.9799920175912495
1.1889529485551191,1.1013480392601482,1.0834402654312307
1.2880136620616582,1.200257535925255,1.1824029910970084
1.3820291574177148,1.2941784211446687,1.2763721617238517
1.4705512155044684,1.3826631295727978,1.364899461603426
1.553196798384407,1.4653299780189752,1.4476028840819377
1.6296530078872355,1.541868050385781,1.5241716052332868
1.6996799132506628,1.6120399253193074,1.5943686844579628
1.7631109203155957,1.6756819283789648,1.6580312761006009
1.819850541040112,1.7327017782104457,1.7150682249963243
1.8698696379659856,1.7830737121487483,1.7654551355711752
1.91319843632396,1.826831393422563,1.8092272211321958
1.9499177885092087,1.8640590916257629,1.8464704292147738
1.9801493164512296,1.894881765569836,1.8773114755398421
2.0040451294267307,1.919454746040517,1.901907486429737
2.0217778118986107,1.9379537097134831,1.9204359419753205
2.0335313034631306,1.9505655604853684,1.9330855359915362
2.039493164853233,1.9574807049587133,1.9400484382289933
2.039848561445068,1.9588870461433705,1.9415142809104298
2.034776121467928,1.954965846102452,1.9376660179876302
2.0244456611726407,1.9458894450400623,1.9286776423150551
2.009017630291608,1.9318206875446533,1.914713609487202
1.9886440281120383,1.9129138058620276,1.8959297167798277
1.96347047795053,1.8893164494144743,1.872475125593051
1.9336391239669943,1.8611725272882915,1.8444951938937146
1.8992920237436115,1.8286255406333292,1.8121347958663236
1.8605747447818048,1.7918221167857138,1.7755418411864086
1.817639923212891,1.750915506743256,1.734870756320022
1.7706506005283356,1.706068864525396,1.6902857471800141
1.7197832105515214,1.6574581826791028,1.641963718116475
1.6652301374638936,1.6052748061916793,1.590096770079498
1.6072018035102582,1.5497274844956872,1.5348942380724755
1.5459282698799075,1.4910439459748202,1.4765842526266686
1.481660346766434,1.4294719919345462,1.4154148225264787
1.4146702114820435,1.3652801100197245,1.3516544390334349
1.3452515302553616,1.2987576039264983,1.2855921987631769
1.2737190744548217,1.2302142313331594,1.2175374375027614
1.200407819233083,1.1599793389575437,1.1478188642786091
1.1256715149342154,1.0884004854446154,1.0767831867781712
1.0498807308557871,1.0158415512579648,1.0047932276352383
0.9734203870225604,0.9426803498878056,0.9322255461018324
0.896686810761124,0.8693057748409829,0.8594675995992891
0.8200843783578802,0.7961145394895025,0.786914502032243
0.7440218254718047,0.7235075895891813,0.7149654582569028
0.6689083296541126,0.6518862875845094,0.6440199731845191
0.5951494811734792,0.5816484806098623,0.5744739466199812
0.5231432638424826,0.5131845698956179,0.5067157706177987
0.4532761646072078,0.4468736969405973,0.44112254374169874
0.3859195191162402,0.3830801510432765,0.3780565058595383
0.3214261830560077,0.3221500862640635,0.31786178066166554
