Values,Values_06_46_33,Values_06_55_38,Values_07_04_40,Values_07_13_56,Values_07_22_56,Values_07_31_58,Values_07_40_59,Values_07_50_19,Values_07_59_23,Values_08_08_16,Values_08_17_08,Values_08_25_56,Values_08_34_49,Values_08_43_38,Values_08_52_27,Values_09_01_16,Values_09_09_51,Values_09_18_19,Values_09_26_48,Values_09_35_15,Values_09_43_43,Values_09_49_09
0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.0237806768100199,0.02378067681001992
-0.012752282765303,-0.0102776623166388,-0.0107051514902476,-0.011520400074871,-0.0121577219789471,-0.0123721370569924,-0.0122004328828648,-0.0117918915783799,-0.0112753088780509,-0.0107279080172561,-0.0101958291054535,-0.0097146548911861,-0.0093171911152038,-0.0090341000377866,-0.0088920680384087,-0.0089112523395647,-0.0091030104601984,-0.0094687253776337,-0.0100001212631157,-0.010680958940881,-0.0114896206537267,-0.0124019392846881,-0.013028981449644834
-0.0353233859868576,-0.0304116350001969,-0.0312738012155727,-0.0328972650584685,-0.034169201306546,-0.0346058167126804,-0.0342789554279918,-0.0334832471801065,-0.0324730554577039,-0.0314007887897447,-0.0303574477859537,-0.0294132988722645,-0.0286332797386015,-0.0280782039455658,-0.0278010581516588,-0.0278418812260283,-0.0282232337310224,-0.0289478700627183,-0.0299993843888469,-0.0313455964156786,-0.0329436945933246,-0.0347458539366855,-0.035984098830060735
-0.055541798932421,-0.0482297508511537,-0.0495339094556344,-0.0519588513508949,-0.0538629570437504,-0.0545296848080374,-0.0540642048477055,-0.052902607690217,-0.051421640040405,-0.0498468812481676,-0.048312924966613,-0.0469238333336432,-0.0457760156006575,-0.0449599404433133,-0.0445545227600932,-0.0446194187671161,-0.0451882444776396,-0.0462651158056075,-0.047825639252105,-0.0498219837220403,-0.052190557262609,-0.0548603744334139,-0.05669418220456402
-0.0729249991407971,-0.0632463616944783,-0.0650004017616423,-0.0682211388994656,-0.0707558330487561,-0.0716609483174458,-0.0710732828190309,-0.0695666771013833,-0.0676372299941949,-0.0655817662534943,-0.0635772563399623,-0.0617607115626038,-0.060259394327741,-0.0591929746484538,-0.0586659627282468,-0.0587573990039105,-0.059511826550012,-0.0609347178458582,-0.0629938248051321,-0.0656259346181278,-0.068747058821186,-0.0722635153645392,-0.07467804287639682
-0.0872942285396311,-0.0752786357601489,-0.0774912501356913,-0.0815034554231001,-0.0846682775584474,-0.0858205670994456,-0.0851270883361885,-0.0832959339829404,-0.0809397100498639,-0.0784246691221762,-0.0759690042602721,-0.0737418799307608,-0.071900845007211,-0.0705943697261788,-0.0699522754386468,-0.0700727925860485,-0.0710112868032794,-0.0727745882179076,-0.0753227155841585,-0.0785773170351915,-0.0824343549860675,-0.0867778733086942,-0.08975926066785468
-0.0984064456653741,-0.0840792034240698,-0.0867600204611956,-0.0915608077853142,-0.0953565088653644,-0.0967653740418877,-0.0959825003980159,-0.0938469421205059,-0.091085150028669,-0.0881310918325798,-0.0852430888518637,-0.0826217124184537,-0.0804542835153693,-0.0789177257442637,-0.0781669381104721,-0.0783191872952945,-0.0794405816810182,-0.0815393161569717,-0.0845677854738849,-0.0884327140050205,-0.0930103250018165,-0.0981627687840443,-0.10169813523365637
-0.1059587514972319,-0.0893405315554575,-0.0925002832968161,-0.0980883235991964,-0.102516985015706,-0.1041925685886289,-0.1033368903480821,-0.1009168777034512,-0.0977703440316239,-0.0943973618835596,-0.0910953444240376,-0.0880955727751079,-0.0856146791153719,-0.0838577500390641,-0.083004581900421,-0.0831913663363606,-0.0844949004383713,-0.0869247570480927,-0.0904258030140908,-0.0948900256588564,-0.1001741803125365,-0.1061188612316138,-0.11019630475959658
-0.1096275714062886,-0.0907340795151171,-0.0943848073179808,-0.1007604692075146,-0.1058256457129537,-0.1077789839310765,-0.1068674142567665,-0.1041828457658565,-0.1006721491787071,-0.0968999910132452,-0.0932018954235157,-0.0898392047890214,-0.087057456229772,-0.08508966795865,-0.0841404094110507,-0.0843647306772705,-0.0858500904923937,-0.0886074589402629,-0.0925742571361956,-0.0976278921248575,-0.1036058824678195,-0.1103275597519152,-0.11493615098988777
-0.1090780570570921,-0.0879197749312204,-0.0920750575084645,-0.0992405409580577,-0.1049474028431463,-0.1071905949527585,-0.1062405534989174,-0.1033114616062219,-0.0994571103260914,-0.095305342057533,-0.0912288620454367,-0.0875184716989607,-0.0844482614930645,-0.0822790104167692,-0.0812399947909971,-0.0815051030719439,-0.0831724563025212,-0.0862544470643768,-0.0906811182656639,-0.0963154226651991,-0.1029758325345101,-0.1104606660217601,-0.115590409337762
