Values,Values_00_52_07
-9.418214853164937,-9.342741280354439
-0.9456202543423688,-0.8701303031668675
0.1780763309210983,0.25344548817502305
0.2152820091571929,0.2905045209934767
0.2268727368958118,0.3019433538474608
0.2282328160585795,0.3031471737482423
0.2319052367787128,0.30666012648625984
0.2381875369221588,0.3127808634129294
0.2477091967033218,0.32213990041241514
0.2608592700357292,0.3351272303788488
0.2781238386418627,0.3522297947453612
0.300031585742459,0.3739770386477557
0.3270941916985496,0.4008812934609646
0.3597770214135849,0.4334084424307391
0.3984598322377639,0.47193860290620754
0.4433955617033966,0.5167248845576674
0.4946755163250547,0.5678585457986697
0.5521975280395534,0.6252371159974217
0.6156404614089733,0.6885388677077394
0.6844464626261213,0.7572050311537006
0.757811412808926,0.8304302147019839
0.8346851486228491,0.9071625955587788
0.9137809966090392,0.9861134281691359
0.9935957159687374,1.0657769659899894
1.0724392021782565,1.144460149683384
1.1484708868398297,1.2203189978939428
1.2197521066028807,1.291410973483247
1.2842870840828806,1.3557359701440304
1.340096035914326,1.4113094337501175
1.3852793557353995,1.456226568547023
1.4179990522934538,1.4886438228971093
1.4367607116083985,1.5070608737132307
1.4402284615149965,1.5101357198714718
1.4267651359814073,1.4962249895342516
1.3970393200019826,1.465990205528724
1.3561348887815334,1.4245062577065346
1.3088566605401584,1.376567477982388
1.2556565177633376,1.3226145899729749
1.1953466269880868,1.2614479437792143
1.1274172000066625,1.1925453867918174
1.051351823140227,1.1153779438450437
0.9665013875687536,1.029284074993407
0.8723249354508891,0.9337109746974254
0.768314834769417,0.8281402855637086
0.6540411030725045,0.7121330326249192
0.5291945685055041,0.5853734584033383
0.3936082793806236,0.4476911250745303
0.2472985868764422,0.299102666537767
0.0904947349063398,0.13984196169915253
-0.0763324317793028,-0.029610724921055254
-0.252449424423147,-0.2085074849493536
-0.4368491412081411,-0.39582185458477803
-0.6282514102767812,-0.5902497220070022
-0.8251171589254341,-0.7902241714614548
-1.0256758957788743,-0.9939439182912612
-1.2279656470984317,-1.1994144076588436
-1.4298827577882511,-1.4044988905734426
-1.6292381436990857,-1.6069759517002251
-1.8238159128326168,-1.80459929612913
-2.011430333139533,-1.9951556805477364
-2.189977650306024,-2.176517430605981
-2.3574802369834966,-2.3466870008454435
-2.512121744110467,-2.503832258176062
-2.6522730992138466,-2.6463123727834983
-2.7765101802734176,-2.7726952028601346
-2.8836246918251924,-2.881767766096805
-2.972630130555088,-2.9725417509966063
-3.042764756085908,-3.0442560424590575
-3.0934932275127345,-3.096377969514658
-3.1245080872484183,-3.128604489933158
-3.1357316229554946,-3.1408638596254304
-3.127317893947237,-3.133317572939053
-3.0996539868311146,-3.1063616200465725
-3.053358974545117,-3.060625499083215
-2.9892787082318524,-2.9969670607874055
-2.908474602049512,-2.916461285013815
-2.8122050330411086,-2.8203815514853154
-2.701898821312055,-2.7101728241845717
-2.579121345760764,-2.5874172859241376
-2.4455349530189623,-2.45379409881699
-2.30285613979692,-2.3110358277117613
-2.1528123027101094,-2.1608844084842858
-1.9971005825584576,-2.005049289999362
-1.83735059729931,-1.8451696381591
-1.6750919373019386,-1.6827815418893202
-1.5117265343609825,-1.5192903581417094
-1.3485056780989035,-1.3559479523823286
-1.1865116155845044,-1.1938347186487204
-1.0266441860852296,-1.0338467595430678
-0.8696135153528716,-0.8766891756257366
-0.7159401155223208,-0.7228767456138403
-0.5659635772721526,-0.5727431377854171
-0.4198603695876085,-0.4264591425058996
-0.277670255557546,-0.28405942719239957
-0.1393297054862434,-0.14547620103671224
-0.0047097093317703,-0.010577204645015595
0.1263451881636641,0.12079513709420925
0.2539799306428865,0.24878668691998376
0.3782970678661445,0.37349967909335013
0.4993322623806878,0.4949682249046838
0.6170386017878715,0.6131426552294852
0.7312801824053773,0.7278831667963256
0.841834541177938,0.8389623503452325
0.9484027812139392,0.946075446384548
1.050625718633989,1.0488566545255609
1.148104104529945,1.146899545942985
1.2404209308101422,1.2397795809702827
1.327163964675791,1.327076867775603
1.4079469352594016,1.4083975756151816
1.482428161681136,1.4833927815967112
1.550325803170678,1.5517739219204318
1.6114292932420635,1.613324401340485
1.665606855644758,1.6679072523244556
1.7128092636357863,1.7154690015121778
1.753070201716888,1.7560401010215012
1.7865037150203615,1.789732410364076
1.813299286127736,1.8167342711773555
1.833715095482558,1.8373037347679684
1.848069995477768,1.8517604773238479
1.8567346688818995,1.860476878722582
1.8601223844573895,1.8638686831322573
1.8586796839122035,1.8623855806380307
1.8528772523158608,1.856501966616904
1.8432011608443704,1.8467080716708422
1.830144597404531,1.833501580871856
1.814200142894135,1.8173798025537256
1.7958526098778445,1.7988324052130877
1.7755724167876883,1.7783346968096845
1.753809452251703,1.7563414017536192
1.7309873825697364,1.7332808889033002
1.7074983570136384,1.709549805291797
1.6836980838201874,1.6855080883331863
1.6599012808183595,1.661474360269823
