Values,Values_03_21_40,Values_03_30_55,Values_03_40_08,Values_03_49_24,Values_03_58_37,Values_04_07_58,Values_04_17_15,Values_04_27_12,Values_04_37_48,Values_04_48_43,Values_04_59_25,Values_05_10_05,Values_05_20_48,Values_05_31_29,Values_05_41_45,Values_05_51_47,Values_06_01_44,Values_06_11_27,Values_06_21_15,Values_06_21_52
1.4483408376924507,1.5856611752973144,1.5838224410558916,1.567187565389933,1.5497250573875976,1.5323726384206209,1.5152127194774876,1.4982520243274149,1.4814693263119785,1.4648343472341336,1.448319228395338,1.4319034141551494,1.4155746942709242,1.3993284177341494,1.3831659921982118,1.3670932382439702,1.3511188722231124,1.335253231880943,1.319507274121892,1.3038918306616103,1.3029592813668958
1.5275753838657593,1.6739925784400411,1.6740175783175275,1.6581138474171346,1.6412404169352397,1.6244370985069272,1.6077923400445295,1.591310727361009,1.5749710774137489,1.5587455637616865,1.54261015978907,1.5265486690054817,1.5105532381653146,1.494623286443416,1.478763874460972,1.4629840183485838,1.4472951823421896,1.4317100398819516,1.416241518267049,1.400902104291409,1.3999861035713121
1.6109701022259368,1.766736930626459,1.7688390379878056,1.7538367502364562,1.7377077255110265,1.7216008115115362,1.7056118437685317,1.689743721346712,1.673975763023558,1.658283119444513,1.6426461293589891,1.6270534527354212,1.6115020351199396,1.5959957479133942,1.580543630436288,1.5651581704337827,1.5498538139327496,1.5346457690576325,1.5195491040553644,1.504578108470981,1.5036841379632757
1.6981831899822828,1.8635232017406973,1.867913945402652,1.8539843380885963,1.838755835727076,1.823493276062249,1.808301358960175,1.7931818128585542,1.7781149341174798,1.7630793659323536,1.748060322566196,1.733051790178791,1.7180559278438416,1.7030814171439812,1.688141581670007,1.6732526407297643,1.658432243665207,1.643698323130595,1.6290682524231208,1.61455826723192,1.613691817067475
1.7889090958158236,1.9640096154602733,1.970895189650805,1.958207756567976,1.944034190342768,1.929762199476788,1.915506947433516,1.901269573963648,1.8870318422755383,1.8727763860039384,1.858493772684342,1.844183747401896,1.8298540615678485,1.8155185328115848,1.8011950473441425,1.786903793716232,1.77266582839884,1.7585019846701877,1.7444320945384837,1.7304744754788786,1.7296409587821813
1.88277692555346,2.067781859917658,2.0773591902033943,2.066078591281227,2.053109788986287,2.039970076375648,2.026786797171982,2.013561152000669,2.0002768707861307,1.986921051163452,1.9734900507605733,1.9599897603905645,1.946433858128408,1.932841583584255,1.919235629707139,1.9056403635131085,1.8920804292741265,1.8785797184760344,1.865160660881022,1.8518437799628973,1.8510484290585179
1.979401400287588,2.174403424197263,2.1868557037346825,2.177138242068485,2.165516153228278,2.153642748134096,2.141659376867232,2.129568020872378,2.1173548858093127,2.1050119770540454,2.0925418306356174,2.07995681574409,2.067276818888033,2.054526740122571,2.0417342821645974,2.0289281651134528,2.0161367730987925,2.003387190025001,1.9907045635103984,1.9781117319553083,1.9773594750038013
2.078362023606288,2.283394627876659,2.298886466053212,2.2908762247006824,2.2807313042448505,2.270247055233447,2.259580758125577,2.2487359688945374,2.2377018872983343,2.226475836656406,2.2150668652532657,2.2034940923220105,2.191783835080623,2.1799668383748982,2.168075970449796,2.156144438846119,2.14420448586198,2.132286494019904,2.1204184257630665,2.108625524264234,2.107920844533794
2.179213536302333,2.3942430660663105,2.412915334673534,2.4067400557332217,2.3981874063895265,2.3892002366055274,2.379953762653119,2.37045398586672,2.3606936295449885,2.350675709884428,2.3404160628773267,2.329940763467916,2.319282716987075,2.308478637939365,2.2975666634428302,2.286584577736138,2.2755685613448744,2.264552369429388,2.253566849245374,2.2426397159498426,2.2419864967387104
2.2814847554644806,2.506402818398858,2.5283673731007186,2.5241342244988774,2.517269640316483,2.5098686992536954,2.5021266172559087,2.4940527912458235,2.4856440114556366,2.476909326923897,2.4678715767478945,2.458563928474183,2.449025964721062,2.439300431431015,2.429430781846723,2.419459417424421,2.4094264951972075,2.3993691814190066,2.3893212479402046,2.379312923418538,2.3787142845585345
2.3846827066096146,2.6192993142786003,2.644633795028825,2.6424251996460377,2.6373212841625584,2.6315731700032408,2.6253981638538755,2.618810087553074,2.6118103588031367,2.6044143665089554,2.596652108872096,2.5885639138072056,2.580196061115353,2.571597325325093,2.56281646507818,2.553900488719835,2.544893524039709,2.535836148951007,2.526765067123732,2.5177130341934126,2.5171711683705884
2.488295828310732,2.732333714231866,2.761076678985324,2.7609464207181538,2.7576489928334738,2.753594260699922,2.7490236989120223,2.7439566579663723,2.7383997630261168,2.7323750200506964,2.7259196856408754,2.719081248763328,2.711912638374965,2.7044685908127506,2.696803101542751,2.688967724266235,2.6810105070038177,2.672975400961452,2.6649020150315863,2.656825615838875,2.6563416356234995
2.5917985609778857,2.844889139461016,2.8770358153099367,2.879005661128333,2.877530686163649,2.8751808839621646,2.872223907970429,2.8686858044018035,2.8645790052115183,2.8599323839356665,2.854790502281452,2.849207947964455,2.843244186752387,2.836959788998412,2.8304138627433755,2.8236623957892286,2.816757261962777,2.809745708831472,2.802670190045547,2.795568437389508,2.7951422459260042
2.694656541478014,2.95633798123536,2.9918369366003685,2.9958940262291427,2.996225320883464,2.995560806783012,2.994196196758146,2.992165443643924,2.98948740059645,2.986198034531492,2.9823492110052787,2.9780024967017025,2.9732237229568472,2.9680791101696387,2.962632703079603,2.9569447658364987,2.951070862203875,2.94506142239046,2.9389616516709736,2.932811672038961,2.932441871556364
2.79633265129502,3.066050508563452,3.1048015473735564,3.110896794458885,3.112984744113829,3.113953529388806,3.1141285969989143,3.1135530317322195,3.112252727343144,3.110270944519431,3.107666807443738,3.104508690552364,3.1008685671684764,3.096818073834158,3.092425970021388,3.0877565966610576,3.0828690339670475,3.077816747318091,3.0726475701540155,3.067403912352119,3.0670877644203265
2.8962937552294745,3.1734045445104506,3.215258096220187,3.223305814491535,3.2270673069842486,3.229585131851946,3.231215852938744,3.23201288655733,3.232009774195273,3.231257240636233,3.229821581694341,3.227777762468258,3.225203629198244,3.2221759576976114,3.2187679605793664,3.2150478198702084,3.2110779259771545,3.2069146022471307,3.2026081597666662,3.1982031692015243,3.197936618609484
2.9940180343965865,3.277796005260669,3.322554229598316,3.332433142732305,3.337752862728418,3.341704649179996,3.344677183648032,3.346735337083362,3.3479208684898545,3.348292097422436,3.347922361915847,3.3468929588644185,3.3452872991226,3.343186984842126,3.3406693872980893,3.337806263966697,3.334663081829925,3.3312988198993114,3.3277660932157245,3.324111484578718,3.323889254656089
3.0890027194562766,3.3786499571620934,3.42606970011742,3.4376254164834035,3.4443585613284866,3.449601298429506,3.4537749524400323,3.456956836031793,3.45919742549877,3.460562711302692,3.4611328977364635,3.460995314716959,3.4602385950703365,3.458948824429464,3.457207211733485,3.4550888003617635,3.452661878386904,3.449987857911417,3.4471214652283977,3.4441111285946557,3.4439268899318582
3.18077198611278,3.475431767935476,3.5252293993742865,3.538278337644054,3.546254715230374,3.552621725887627,3.557833300244154,3.5619799782918777,3.565121344499629,3.567331062080985,3.568695971348894,3.569309095832887,3.569263916383414,3.568650634168628,3.567553953762918,3.566051896498733,3.564215299353907,3.5621077693564103,3.5597859364745945,3.557299893327582,3.5571465007468803
3.268884720536182,3.5676578500987777,3.6195158906261664,3.633850537375645,3.642879898597383,3.6501863230533456,3.6562556729415774,3.66119223272586,3.6650649344134703,3.667955018200896,3.6699556651606207,3.671165209187596,3.671681574968051,3.6715986894725527,3.671004394176506,3.66997936665312,3.668596708459844,3.666921972064072,3.665013472551925,3.662922774880996,3.6627925601458218
3.352941826233328,3.654905451201213,3.70848076718124,3.7238760437840095,3.733754398613808,3.741803622375457,3.748540142240826,3.754082172571549,3.7585080378151057,3.761906336961329,3.764376218994506,3.766020896066493,3.766942301667905,3.767237678922466,3.7669976339192446,3.766305168715832,3.7652353568467833,3.763855439184536,3.762225189952936,3.760397446790296,3.760282548069475
3.432592724801675,3.736820938968506,3.7917541625377487,3.80797458728831,3.818491166863884,3.8270818331857432,3.834291491275384,3.8402520851776174,3.8450511428915872,3.848784257922752,3.851556084039398,3.853474224900295,3.854644155321597,3.855166005858216,3.855132763592695,3.8546294162006434,3.8537327115572655,3.852511317671769,3.851026237753373,3.849331377945868,3.8492240825923933
3.5075407081634715,3.813126068585987,3.8690517976219794,3.885859061245458,3.896803529898372,3.905736721327676,3.91322921411828,3.9194260569149777,3.924423526922605,3.928323682068814,3.93123611657825,3.933272278973393,3.934540683729714,3.935143901443426,3.9351769069252702,3.934726329915693,3.933870292778253,3.932678628143092,3.931213336909007,3.929529188045102,3.9294222636031932
3.5775468316243377,3.8836218050217903,3.940179068472384,3.95733960533477,3.9685091038250575,3.977595261251213,3.9851908462798815,3.991452942047364,3.996485834684968,4.000397337393183,4.0033013119599845,4.0053124417539925,4.006541744053206,4.007093764011564,4.007065062832238,4.006543566301572,4.005608471787357,4.004330515586305,4.0027724667625,4.00098975288923,4.000876742688072
3.642432095877715,3.948189401536948,4.005031847469083,4.02232398587782,4.033529603461849,4.042594776867771,4.050130374948033,4.056304001960261,4.061226920007327,4.065011804490948,4.067776000856287,4.069636753173301,4.070707009870438,4.071092808295079,4.070891888441053,4.070193125839572,4.069076496252635,4.067613382937614,4.06586709820782,4.063893528385823,4.06376899230507
3.7020777488833536,4.00678859627318,4.0635938777865865,4.080814190889838,4.091886517047518,4.1007776058967895,4.108111835167853,4.114065398245022,4.118755215807072,4.12229775295509,4.124812947001715,4.126419866911181,4.127232787960813,4.127358742497466,4.12689623754824,4.125934754073812,4.12455475488001,4.122828020269237,4.120818188143379,4.118581410847932,4.118441098049522
3.756423639268373,4.05945296704299,4.115930863427457,4.132899412783901,4.143692902394743,4.152281636340085,4.159298540527108,4.164926093305518,4.169285295106075,4.172495162564688,4.174677233936488,4.175951611253373,4.176433263515185,4.176229708870485,4.175439807805874,4.17415330654072,4.172450870988082,4.1704044375746845,4.168077761690403,4.165527078525506,4.165368026051242
3.805464662843895,4.1062826622624,4.1621815721779445,4.178745830402465,4.189141818249103,4.197327338077712,4.203938685683082,4.209162013548759,4.213120597835651,4.215934625016683,4.217726157866843,4.218615492015361,4.218717633377912,4.218140068007172,4.216981596774284,4.215331896964015,4.213271562729919,4.210872456352615,4.208198253904476,4.205305101639055,4.205125659674053
3.849245452767177,4.147434885053315,4.202546453078156,4.21858379827919,4.228492107172146,4.236202117901974,4.242348263275961,4.247117532688412,4.250633495785509,4.2530160124597005,4.254386525607864,4.254864647698805,4.254564747058579,4.25359375444866,4.252050000522875,4.250022766670923,4.247592310445077,4.244830201251489,4.241799851295782,4.238557158604672,4.238356948996648
3.887853561496671,4.183112632022829,4.237274404471565,4.252693185117346,4.262052374219465,4.269242944134247,4.274892342271048,4.279185421398299,4.282243938789381,4.284185850224552,4.285130786517884,4.2851967745577495,4.284496859222575,4.2831368907028375,4.281214322756037,4.278817721685433,4.276026753761411,4.2729124883669165,4.26953790165502,4.265958496890967,4.265738315651936
3.9214114600662233,4.213552267271348,4.266648402333467,4.281387664725558,4.290164050081147,4.296818211160107,4.301965756321512,4.30578638643767,4.308397875997844,4.309914654519716,4.310453322492057,4.310129405475216,4.309053934159603,4.3073311537553165,4.305057239314263,4.302319730515896,4.299197457231033,4.295760792524663,4.292072116014484,4.288186401937334,4.287948078773394
3.950067731036812,4.239010541123664,4.290970708473194,4.304998751220119,4.313184391780308,4.319309752469245,4.323974161314763,4.327349204381192,4.329546498948074,4.330675319285687,4.330848013904384,4.330176690781149,4.328769677456286,4.326729093532371,4.324149439150286,4.321116923030849,4.317709302080255,4.313996066393908,4.310038849110123,4.30589197244334,4.305638201027521
3.973987852920165,4.259751644080021,4.310548330772533,4.323860296239638,4.331470172599167,4.337095781370816,4.341316263739432,4.344292269634683,4.346127140212808,4.346923396558806,4.346787933252896,4.345828537333304,4.344150153223104,4.3418522614498976,4.339027297688355,4.335759842290631,4.332126350225877,4.328195250388838,4.324027288781923,4.319676022740633,4.319410174825102
3.99334496667518,4.27603482743333,4.325679315865727,4.338294046582309,4.34536266695279,4.350535366687756,4.354367824699457,4.357007155843866,4.358546418298528,4.359079850242065,4.358707733588749,4.357532658340783,4.35565552315844,4.353172667626418,4.350174082074961,4.346742428553547,4.342952638429073,4.338871908874859,4.334559966510629,4.330069500213271,4.32979543519377
4.008310983022287,4.288103034711745,4.336640335838616,4.348596717202744,4.355174369919978,4.359954863754068,4.363467838075804,4.36584456579728,4.367165979384946,4.367516608507326,4.3669890308705055,4.365679806247549,4.363685152219976,4.361097783358138,4.358004876088507,4.354486893694012,4.350617030497759,4.346461089422792,4.342077653823873,4.33751844962032,4.337240329166662
4.019048339137807,4.29617288619131,4.343675902702634,4.35502888811795,4.361177728624404,4.365636544141246,4.368907091763465,4.37110284432572,4.37229097639212,4.372545021758667,4.371948853933874,4.370592229402271,4.3685660887407805,4.365959063595958,4.362855165974239,4.359332393224305,4.35546199995937,4.35130824198393,4.346928444941928,4.342373287090064,4.3420954021602185
4.025702652207987,4.300426255134081,4.346989423674242,4.357805902406341,4.363596022740937,4.367809520453209,4.3709191679092685,4.37301907093857,4.374161264330042,4.374407168620623,4.37383106913959,4.372515224803003,4.370544756780716,4.36800379266835,4.364972855488841,4.361527228651466,4.357736039466101,4.353661856541786,4.349360645102135,4.344881962497758,4.344608577555962
4.0283964527743255,4.30100357976555,4.346736208555729,4.357090838645274,4.36259642678087,4.366642957775387,4.369673833669271,4.371762645251051,4.372945188230934,4.373269850977681,4.372800586478146,4.3716115600800105,4.369781600400338,4.367389959158394,4.364513381624515,4.361224216052476,4.3575892957787055,4.353669379382038,4.349518984026398,4.345186486868238,4.344921703485459
4.027224119137059,4.297998976323738,4.343018464248626,4.352989560669928,4.358285222655639,4.362241505394763,4.3652727218949385,4.367431231613008,4.368735798331857,4.3692210819917685,4.368940120949403,4.367958508560146,4.366348393397528,4.364183842384287,4.361537581102999,4.358478837023439,4.355072010652428,4.351375950247157,4.347443656339386,4.343322283496188,4.343069922835622
