Values_11_33_14,Values_11_41_05,Values_11_48_55,Values_11_56_46,Values_12_04_38,Values_12_12_29,Values_12_20_24,Values_12_26_03
1.928994608,1.923849609,1.9260076,1.931040637,1.937126381,1.943040794,1.948116007,1.951115287
1.880097377,1.875485188,1.878027533,1.883292969,1.889522531,1.895536072,1.900689956,1.903739943
1.824945729,1.820940076,1.823920816,1.829455071,1.835853343,1.841983672,1.847229273,1.85033739
1.763442403,1.760126505,1.763606448,1.769451012,1.776046753,1.782314536,1.787667298,1.790842407
1.6955061,1.692973128,1.697020212,1.703222043,1.710048266,1.716477542,1.721955632,1.725208259
1.621075238,1.619428672,1.624118286,1.630730177,1.637824536,1.644443087,1.650067746,1.653410305
1.540111666,1.539465528,1.544880759,1.551961676,1.559366833,1.566206547,1.572002434,1.575449469
1.452604315,1.453083255,1.459315056,1.466930411,1.474694368,1.481791584,1.487787113,1.491355527
1.358572765,1.360311986,1.367459238,1.375681096,1.383857467,1.391253282,1.39748093,1.4011902
1.258070731,1.261215731,1.269385184,1.278292367,1.286940583,1.294681097,1.301177668,1.305050042
1.151189449,1.155895553,1.165201632,1.174879714,1.184065135,1.192201624,1.199008454,1.2030691
1.038060953,1.044492633,1.05505708,1.065598249,1.075392161,1.083981162,1.091144246,1.095421368
0.918861229,0.927191184,0.93914253,0.9506453,0.961124788,0.970228072,0.977798108,0.982322993
0.793813216,0.804221206,0.81769405,0.830262806,0.841510485,0.851194914,0.859227235,0.864034248
0.663189622,0.675861041,0.690995123,0.704739488,0.716843078,0.727180326,0.735734726,0.740861224
0.527315491,0.542439667,0.559378727,0.574412737,0.58746447,0.598530602,0.607671038,0.613157211
0.386570447,0.404338674,0.423229082,0.43967016,0.453766015,0.465640915,0.475435076,0.481323702
0.241390524,0.261993807,0.282982958,0.300950681,0.316189437,0.328956078,0.339474821,0.345810939
0.092269451,0.115895979,0.139130451,0.15874511,0.175227211,0.188970768,0.200287415,0.207117905
-0.060240735,-0.033408393,-0.007784915,0.013596028,0.031422268,0.046229067,0.058418557,0.06579163
-0.215529889,-0.18531785,-0.157166887,-0.133903115,-0.11463309,-0.098676786,-0.085538883,-0.077574287
-0.372930938,-0.339177313,-0.308368127,-0.283109842,-0.262299215,-0.245108573,-0.230947187,-0.222342095
-0.53172215,-0.494280583,-0.460692913,-0.433335537,-0.410892167,-0.392385312,-0.377127135,-0.367833325
-0.691130628,-0.649874016,-0.613401004,-0.583849481,-0.559687901,-0.539787581,-0.523362474,-0.513333351
-0.850337085,-0.805161452,-0.765712715,-0.733884067,-0.70792763,-0.686563017,-0.66890553,-0.658097086
-1.008481922,-0.959310388,-0.916815199,-0.8826412,-0.854824335,-0.831932938,-0.812983954,-0.801355807
-1.164672555,-1.111459336,-1.065869879,-1.029299804,-0.999570358,-0.975100035,-0.954808499,-0.942325003
-1.317991873,-1.260726246,-1.212020868,-1.173024271,-1.141345904,-1.115256938,-1.093581672,-1.080213082
-1.467507626,-1.406217764,-1.354404175,-1.312973644,-1.279328233,-1.251595438,-1.228507003,-1.21423068
-1.612282471,-1.547039067,-1.492157393,-1.448311226,-1.412701227,-1.38331605,-1.358798613,-1.343600256
-1.751384363,-1.682303922,-1.62442955,-1.578214267,-1.540664976,-1.509637535,-1.483690726,-1.467565591
-1.883896909,-1.811144611,-1.750390712,-1.701883346,-1.662444995,-1.629806014,-1.602446689,-1.585400776
-2.008929335,-1.932721339,-1.869240988,-1.818551054,-1.777300669,-1.743103222,-1.714367115,-1.696418281
-2.125625683,-2.046230756,-1.980218535,-1.927489596,-1.884532544,-1.848853569,-1.818796738,-1.799975697
-2.233172934,-2.150913287,-2.082606272,-2.028017017,-1.983488146,-1.946429631,-1.915129657,-1.895480829
-2.330807802,-2.246059014,-2.17573705,-2.119501776,-2.073566086,-2.035255862,-2.002812716,-1.982394871
-2.41782205,-2.331011971,-2.258997129,-2.201365559,-2.154218306,-2.114810372,-2.081346885,-2.060233541
-2.493566245,-2.405172797,-2.33182794,-2.273084282,-2.224950444,-2.184624748,-2.150286621,-2.128566146
-2.557452018,-2.467999821,-2.393726199,-2.334187391,-2.285320433,-2.244282045,-2.209237329,-2.187012707
-2.608952958,-2.519008737,-2.444242576,-2.384255656,-2.334935536,-2.293413168,-2.257851166,-2.235239389
-2.64760437,-2.557771136,-2.482979193,-2.422917777,-2.373448176,-2.331692001,-2.295821561,-2.272952622
-2.67300219,-2.583912232,-2.509586332,-2.4498462,-2.400550953,-2.358829723,-2.322876894,-2.299892368
-2.684801409,-2.597108144,-2.523758757,-2.464752588,-2.415971348,-2.374568827,-2.338773893,-2.315825105
-2.682714349,-2.597083177,-2.525232109,-2.46738343,-2.419466637,-2.378677375,-2.343291304,-2.320537102
-2.666509171,-2.583607462,-2.513779814,-2.457516287,-2.41081951,-2.370944069,-2.336224427,-2.313828605
-2.636008935,-2.55649537,-2.489210924,-2.434957112,-2.389834919,-2.351174624,-2.31738107,-2.295509493
-2.59109152,-2.515605019,-2.451369265,-2.399539066,-2.356338563,-2.319189944,-2.286579399,-2.265396912
-2.531690617,-2.460839135,-2.40013418,-2.351123138,-2.310177366,-2.274826439,-2.243648091,-2.223315296
-2.457797977,-2.392147462,-2.335423074,-2.289600793,-2.25122219,-2.217938753,-2.188429043,-2.169099051
-2.36946696,-2.309530792,-2.257195863,-2.214898759,-2.179372883,-2.148405013,-2.120782764,-2.10259802
-2.266817387,-2.213046614,-2.165461294,-2.126985915,-2.094565638,-2.066134565,-2.040596416,-2.02368571
-2.150041546,-2.102816237,-2.060284995,-2.025882133,-1.996782491,-1.971078016,-1.947794302,-1.932270053
-2.019411156,-1.979033142,-1.941798992,-1.911668769,-1.88606263,-1.863239234,-1.842350454,-1.828306357
-1.875284939,-1.841972205,-1.810212284,-1.784500379,-1.762515079,-1.742688844,-1.724302811,-1.711811921
-1.718116412,-1.691999338,-1.665821984,-1.644617121,-1.626332166,-1.609578598,-1.593768369,-1.582881666
-1.548461387,-1.529580978,-1.509024422,-1.49235721,-1.477803109,-1.464155933,-1.450958563,-1.441704056
-1.366984653,-1.355292837,-1.340325541,-1.328168692,-1.31732697,-1.306777926,-1.296194089,-1.288576461
-1.174465239,-1.169827235,-1.160349882,-1.152619809,-1.145424185,-1.137923828,-1.129918308,-1.123919121
-0.971799707,-0.973998373,-0.969847433,-0.966407175,-0.962745881,-0.958205358,-0.952708395,-0.948286851
-0.760002887,-0.768744915,-0.769697668,-0.770361045,-0.7700802,-0.768373962,-0.765283412,-0.762377639
-0.540205579,-0.555129316,-0.560910156,-0.565447024,-0.568354966,-0.569324318,-0.568508576,-0.567037412
-0.313648815,-0.334333425,-0.344621238,-0.352763658,-0.358636105,-0.362093504,-0.363395093,-0.363260318
-0.081674368,-0.10765005,-0.122086396,-0.133535536,-0.142121396,-0.147855358,-0.151095094,-0.15218405
0.154288609,0.123529714,0.105331868,0.090898348,0.079870687,0.072090222,0.067108619,0.064920091
0.392740823,0.357733359,0.336180665,0.319100972,0.305917085,0.29633309,0.289818078,0.286662481
0.632133726,0.593427856,0.568937644,0.549558213,0.534511022,0.52337362,0.515540763,0.511555657
0.870893652,0.829044105,0.802035776,0.780703879,0.764087206,0.751647983,0.742714901,0.738039593
1.107448548,1.063004321,1.033891326,1.010948178,0.993050674,0.979557269,0.969738767,0.964511095
1.340256472,1.293751451,1.262934107,1.238708682,1.219808338,1.205499498,1.195003066,1.189356391
1.567834789,1.519779542,1.487638891,1.462442641,1.442802071,1.427903337,1.41692516,1.410985671
1.788788859,1.739663801,1.706556667,1.680679309,1.660541936,1.645262106,1.633983739,1.627868177
2.001838908,1.952088972,1.918344326,1.892050775,1.871638039,1.856166515,1.844752323,1.838566191
2.205843768,2.15587465,2.121791302,2.095319804,2.074829425,2.059334492,2.047929921,2.041766243
2.399820246,2.349996211,2.315841791,2.289403212,2.269008491,2.25363653,2.242367221,2.236305853
2.582957132,2.533600268,2.499611374,2.473389525,2.453239595,2.438115165,2.427086866,2.421194354
2.754623131,2.706013872,2.672397168,2.646550003,2.626770874,2.611997542,2.601296723,2.595626634
2.914368401,2.866747057,2.833681088,2.808342527,2.789038735,2.774700472,2.764395502,2.758989158
3.061919824,3.015488828,2.983126244,2.958408374,2.939664989,2.925827957,2.91597067,2.910858164
3.197170515,3.152097076,3.120567003,3.096562383,3.078447166,3.065161673,3.055789147,3.050990536
3.320164464,3.276583357,3.245993643,3.222777511,3.205342998,3.192645453,3.183781846,3.179308404
3.431077423,3.389093695,3.359532885,3.337165076,3.320450452,3.308365173,3.300023472,3.295878917
3.530195299,3.489886776,3.461425692,3.439952196,3.423984863,3.412525658,3.404709263,3.400890907
3.617891326,3.579310869,3.552003814,3.531457961,3.516254792,3.505426275,3.498130388,3.494630162
3.69460315,3.657780713,3.631666379,3.612069715,3.597638029,3.587436722,3.580649545,3.577454908
3.760810808,3.725755403,3.700857612,3.682220598,3.668558962,3.658974225,3.652678015,3.649772781
3.817016325,3.783718023,3.760046481,3.742369147,3.729468122,3.720483022,3.714655074,3.712020173
3.863725434,3.832157524,3.80970875,3.792981457,3.780824398,3.772416598,3.767030223,3.764644442
3.901431677,3.871553071,3.85031163,3.834516061,3.82308007,3.815222815,3.810248361,3.808089097
3.930603003,3.902360921,3.882301026,3.867411466,3.856668558,3.849331795,3.844737743,3.842781773
3.951670844,3.925003727,3.906091223,3.892076139,3.881994623,3.87514626,3.870900391,3.869124667
3.965021562,3.939862113,3.922056775,3.908880656,3.89942669,3.893033956,3.889104551,3.887486973
3.970990154,3.947268356,3.930526371,3.918151722,3.909290961,3.903321792,3.899678806,3.898198958
3.969856075,3.947501989,3.931778468,3.920167823,3.911867047,3.906291404,3.902907531,3.901547308
3.961841055,3.940787216,3.926038531,3.915156331,3.907384921,3.902175939,3.899027476,3.897771561
3.947108772,3.927291997,3.913477774,3.903291945,3.896023081,3.891157929,3.888225358,3.887061496
3.925766279,3.907128738,3.894213316,3.884696403,3.877907852,3.873368222,3.870636435,3.869555455
3.897867011,3.880356461,3.868309673,3.859439405,3.853113808,3.848885947,3.846344059,3.845339626
3.86341522,3.846984343,3.83578152,3.8275407,3.821665286,3.817739525,3.815380243,3.814448316
3.822371634,3.806976467,3.796597593,3.788973278,3.783538956,3.779908714,3.77772725,3.776865264
3.774660107,3.760257618,3.750685623,3.743667558,3.738667392,3.735327656,3.733320216,3.732525996
3.720175023,3.706719908,3.697938142,3.691516487,3.686943585,3.683888913,3.682050798,3.681321245
3.658789196,3.646230054,3.638219012,3.632381446,3.628226326,3.625448442,3.623771832,3.623101434
3.590362025,3.578637084,3.571370555,3.566098859,3.562346419,3.559831502,3.55830303,3.557682268
3.514747713,3.503780349,3.497221168,3.492487482,3.489113709,3.486839516,3.485437742,3.484851463
3.43180337,3.421497697,3.415593357,3.411356322,3.408324952,3.406257933,3.404950872,3.404376733
3.341396908,3.331633739,3.326312177,3.32251322,3.319772549,3.317865156,3.316608024,3.3160151
3.243414656,3.234048189,3.229214056,3.225774106,3.223254219,3.221442611,3.220175959,3.219523635
3.137768694,3.128624243,3.124156009,3.120972948,3.118583606,3.116785968,3.115434393,3.114671646
3.024403934,3.015277024,3.011025239,3.007972369,3.005601805,3.003717487,3.002189082,3.001254256
2.903304979,2.89396206,2.889749059,2.886674836,2.884189671,2.882099316,2.880286012,2.879107183
2.77450282,2.764683774,2.760305032,2.757034255,2.754280698,2.751847499,2.749626397,2.748122365
2.63808137,2.627503905,2.62273115,2.619067707,2.615874115,2.612946267,2.610182004,2.608263967
2.494183857,2.482549713,2.477135803,2.472866986,2.46904779,2.465462114,2.462010258,2.459584123
2.343018993,2.330021813,2.32370725,2.318609516,2.313970406,2.309557068,2.305268431,2.302237714
2.184866834,2.170201388,2.162722221,2.156568194,2.150912376,2.145500507,2.140226228,2.136495416
2.020084173,2.003456546,1.994553314,1.987119701,1.980254941,1.973678906,1.967276058,1.962754298
1.84910926,1.830247524,1.819674798,1.810750844,1.802496938,1.794602954,1.786940403,1.781545306
1.67246564,1.651130474,1.638666513,1.628062543,1.618258833,1.608911558,1.599875754,1.593537136
1.490764828,1.466759567,1.452215575,1.439771159,1.428283679,1.417372438,1.406872815,1.399536146
1.304707592,1.277887168,1.261115668,1.246706984,1.233434841,1.220879111,1.208852804,1.200482175
1.11508357,1.085361914,1.066263798,1.049809773,1.034690412,1.020444292,1.006859881,0.997440323
0.922769041,0.890124551,0.868654433,0.850121361,0.833134432,0.817189821,0.802049917,0.791588934
0.728722648,0.693201467,0.669371091,0.64877547,0.629945095,0.612333435,0.595675949,0.584204191
0.53397899,0.495695943,0.469575472,0.446984949,0.426380281,0.407172764,0.389070816,0.376641845
0.339640068,0.298777202,0.270494362,0.246026739,0.223760804,0.203067058,0.183627531,0.170316716
0.146864617,0.103667451,0.073404584,0.047224979,0.023451876,0.00141722,-0.019221947,-0.033319348
-0.043144472,-0.088372826,-0.120383619,-0.148067306,-0.173156667,-0.196355258,-0.218028879,-0.23280034
-0.229154408,-0.276060964,-0.309544342,-0.338487402,-0.364670813,-0.388829785,-0.411350136,-0.426669048
-0.409918062,-0.458109173,-0.49275441,-0.522682438,-0.549712855,-0.574607966,-0.597770149,-0.613499399
-0.584190409,-0.633242066,-0.668711872,-0.699328675,-0.726941328,-0.752334031,-0.775921741,-0.791917522
-0.750745339,-0.80021413,-0.836154039,-0.867149979,-0.895069794,-0.920713847,-0.944505258,-0.96062093
-0.90839231,-0.95782659,-0.993874526,-1.024934932,-1.052883946,-1.078531944,-1.102305487,-1.118395324
-1.055992315,-1.104943163,-1.140738786,-1.171552113,-1.199256587,-1.224666166,-1.248205955,-1.264128639
-1.192472645,-1.240504214,-1.275697724,-1.305963142,-1.333160113,-1.358099609,-1.381200326,-1.396822066
-1.316840029,-1.363538956,-1.397799048,-1.427233231,-1.453676301,-1.47792968,-1.50040079,-1.51559797
-1.428191807,-1.473175412,-1.506196174,-1.534539094,-1.560003304,-1.583374251,-1.605043436,-1.619704748
-1.525724925,-1.568648007,-1.600154595,-1.627174218,-1.651459914,-1.673775018,-1.694490785,-1.708518817
-1.608742668,-1.64930279,-1.679055809,-1.704551624,-1.727487293,-1.748598307,-1.76823178,-1.781544053
-1.676659175,-1.714600405,-1.742398978,-1.76620438,-1.787648472,-1.807433679,-1.825879594,-1.838409103
-1.729001914,-1.764117058,-1.789800628,-1.811784199,-1.831625994,-1.849990748,-1.867167739,-1.878863014
-1.765412363,-1.797543782,-1.820992745,-1.841058535,-1.859218152,-1.876094684,-1.891944921,-1.9027697
-1.785645239,-1.814684393,-1.835819676,-1.853906594,-1.870334257,-1.885680844,-1.900169144,-1.910101698
-1.789566616,-1.815452495,-1.834234231,-1.850314689,-1.864989356,-1.878788977,-1.891901482,-1.900933678
-1.777151295,-1.799867915,-1.816293363,-1.830371302,-1.843298801,-1.855557376,-1.86729989,-1.875436048
-1.748479743,-1.76805289,-1.78215375,-1.794262179,-1.805472955,-1.816217276,-1.826613364,-1.833868975
-1.703734844,-1.720228249,-1.732067524,-1.742265704,-1.751812281,-1.761087742,-1.770176666,-1.776577021
-1.643198682,-1.656709777,-1.666378311,-1.674748695,-1.682702976,-1.690571165,-1.698405746,-1.703984521
-1.567249425,-1.577904862,-1.585517684,-1.592162729,-1.598613198,-1.605149454,-1.611793909,-1.616591765
-1.476358375,-1.484309437,-1.490002033,-1.495040977,-1.500089911,-1.505380901,-1.510908734,-1.514971949
-1.371087125,-1.376505182,-1.380429805,-1.383995499,-1.387756255,-1.391897651,-1.396389639,-1.399768828
-1.252084733,-1.255156866,-1.257478984,-1.259714887,-1.262309341,-1.265403641,-1.26894598,-1.271694911
-1.120084774,-1.121009692,-1.12190468,-1.12296207,-1.124518279,-1.126672838,-1.129355473,-1.131530027
-0.975902096,-0.974886458,-0.974536609,-0.974572095,-0.975222227,-0.976547537,-0.978462733,-0.980120011
-0.820429105,-0.817684328,-0.816276257,-0.815449649,-0.815328231,-0.815936488,-0.817177642,-0.818375246
-0.654631385,-0.650371012,-0.648093501,-0.646566061,-0.645808573,-0.645812542,-0.646473275,-0.647268757
-0.479542477,-0.473980132,-0.471022432,-0.468955531,-0.467697348,-0.467209535,-0.46738304,-0.467833528
-0.296257663,-0.289605592,-0.286156168,-0.283710327,-0.282085993,-0.281218098,-0.280996739,-0.281158715
-0.105926613,-0.098394753,-0.094640433,-0.0919747,-0.090117491,-0.088980107,-0.08845522,-0.088384429
0.090255194,0.0984597,0.102334276,0.105062689,0.107020989,0.108318496,0.109056649,0.109305192
0.291056334,0.299729329,0.303542056,0.306177985,0.308107188,0.309456703,0.310318901,0.310690863
0.495220573,0.504160947,0.507732572,0.510123093,0.51189469,0.513189376,0.51408741,0.514529091
0.701479217,0.710489036,0.713643583,0.715638321,0.717125693,0.718260112,0.719106856,0.719565204
0.908564511,0.91744941,0.920014892,0.921466589,0.922545443,0.923415893,0.924125545,0.92454829
1.115223866,1.123793895,1.125603437,1.126368906,1.126918048,1.127423188,1.127911773,1.128247718
1.320234588,1.328305633,1.32919913,1.329140671,1.329043189,1.329085016,1.329271189,1.329470691
1.522418701,1.529814579,1.529640904,1.528628223,1.527773111,1.527258316,1.527064484,1.527080144
1.720657401,1.72721259,1.725832346,1.723744956,1.722029145,1.720870821,1.720224566,1.720012099
1.913904606,1.919467542,1.916756231,1.913486219,1.910816946,1.908936577,1.907772315,1.90729157
2.101199094,2.105635816,2.101487247,2.096942266,2.093239623,2.090569228,2.088830001,2.088046063
2.281674711,2.284872597,2.279202278,2.273308528,2.268508021,2.264992307,2.262631574,2.261515861
2.454568239,2.456439511,2.449187726,2.441892681,2.435947574,2.431545909,2.428529179,2.427060446
2.619224595,2.619709237,2.610843527,2.602118148,2.595001378,2.589689396,2.585995563,2.584160705
2.775099186,2.774166981,2.763683736,2.753523935,2.745229399,2.739000086,2.734622309,2.73241689
2.9217574,2.919408815,2.907333781,2.895760957,2.886304017,2.879168138,2.874114177,2.871542622
3.058871348,3.055137123,3.041524709,3.028585242,3.018002363,3.009988166,3.004280115,3.001355516
3.186214114,3.181153524,3.16608488,3.151848593,3.140196098,3.131348286,3.125021691,3.121765252
3.303651866,3.297349741,3.280929735,3.265487376,3.252839392,3.243217417,3.236319846,3.232759975
3.411134224,3.403696944,3.386050217,3.369510154,3.355955879,3.345631683,3.338220828,3.334391963
3.508683312,3.500234072,3.481500463,3.463984809,3.449625302,3.438680655,3.430822123,3.426763352
3.596381897,3.587055603,3.567385265,3.549025711,3.53397042,3.522494051,3.514258976,3.510012578
3.674360978,3.664299126,3.643847667,3.624781312,3.609144583,3.597229287,3.588691949,3.584301921
3.742787139,3.732133032,3.711056996,3.691422418,3.675320202,3.663060118,3.654295693,3.649806385
3.801849906,3.790744486,3.769197415,3.749131237,3.732678176,3.720166371,3.71124895,3.706703857
3.851749435,3.840327911,3.8184572,3.798091276,3.78139831,3.768724793,3.759725752,3.75516653
3.892684453,3.881073858,3.859018458,3.838477801,3.82165037,3.808900587,3.79988736,3.79535309
3.924841462,3.913159109,3.891048134,3.870449589,3.853586452,3.840840287,3.831875548,3.827402248
3.948383155,3.936735957,3.914688098,3.894139718,3.877332356,3.864663606,3.855804833,3.851425205
3.963442481,3.951926963,3.9300506,3.909651632,3.892984157,3.880460417,3.871759788,3.86750315
3.970106002,3.958808842,3.937202683,3.917044031,3.900593488,3.888276354,3.879780892,3.875673266
3.968429055,3.957427956,3.936182016,3.916347008,3.900183952,3.888129438,3.879881316,3.875945603
3.958381737,3.947746432,3.926943162,3.907508488,3.891697695,3.879956766,3.8719937,3.86824989
3.939946304,3.929739527,3.909454928,3.890491574,3.875092772,3.863711881,3.856067509,3.852532886
3.91295726,3.903235587,3.883540199,3.865114306,3.850182845,3.839204419,3.831908641,3.828597953
3.877213155,3.868027618,3.848987253,3.831160764,3.816748114,3.806210913,3.799290116,3.796215665
3.832927227,3.824323713,3.805999941,3.788831037,3.774985129,3.76492447,3.758401651,3.755573336
3.777902125,3.769921846,3.752372519,3.735916098,3.722681713,3.713129752,3.707024706,3.704450102
3.707227375,3.699906239,3.683184584,3.667491416,3.654909437,3.645894525,3.640223276,3.637907266
3.618773642,3.612140387,3.596292312,3.581406515,3.569511788,3.561056736,3.555830174,3.553774158
3.513489407,3.50756528,3.492628258,3.478586158,3.467406568,3.459528033,3.454751599,3.452953428
3.392390107,3.387190462,3.373194537,3.360025443,3.349582656,3.342291929,3.337966487,3.336421138
3.256731878,3.252268192,3.239237378,3.226964702,3.217275182,3.210579217,3.206702128,3.205402508
3.108158214,3.104440436,3.092394467,3.081037156,3.07211346,3.06601612,3.062582492,3.061520337
2.948470747,2.945509809,2.934466173,2.924040409,2.9158927,2.910396174,2.907400217,2.906567056
2.779654132,2.777464317,2.767440249,2.757961157,2.750598711,2.745704894,2.743141234,2.742529292
2.603763178,2.602364153,2.593378476,2.584861709,2.578294317,2.574006088,2.571870934,2.57147393
2.422868138,2.42228648,2.414361089,2.406824158,2.401063303,2.397385561,2.395677656,2.395491432
2.238979824,2.239249955,2.232410879,2.225874132,2.220933854,2.217874285,2.216595568,2.216618527
2.053990316,2.055154812,2.049432802,2.043920016,2.039817447,2.037386975,2.036542961,2.036776292
1.869619851,1.871729195,1.867159846,1.862698441,1.859454004,1.857666944,1.857266817,1.857714533
1.687376271,1.690488123,1.687111607,1.683732516,1.68136983,1.680243769,1.680300231,1.680969036
1.508526638,1.512704741,1.510565209,1.508302472,1.506848013,1.506403487,1.506932409,1.507831437
1.334082055,1.339394909,1.338539664,1.337429817,1.336912401,1.337172401,1.338192337,1.339332794
1.164794624,1.171314029,1.171792549,1.171873873,1.172324019,1.173313401,1.174845011,1.176239766
1.001167553,1.008967104,1.010829994,1.01214169,1.01359091,1.015335746,1.017401176,1.019064317
0.843470224,0.852623838,0.855921749,0.858503077,0.860983139,0.863510049,0.866132293,0.868078689
0.691779454,0.702359951,0.707142514,0.711031927,0.714574118,0.7179096,0.721111879,0.723356748
0.545965914,0.558043674,0.564358459,0.569592756,0.574227153,0.578396938,0.582202099,0.584760597
0.405892477,0.419534175,0.427425685,0.43403918,0.439793941,0.44482236,0.449252305,0.452139142
0.270912687,0.28618012,0.295688845,0.303712581,0.310613272,0.316522669,0.321597823,0.324826903
0.14171697,0.158665891,0.169827339,0.179288273,0.187357182,0.19416732,0.199906099,0.203490175
0.014407853,0.033087098,0.045931085,0.056851508,0.06610714,0.073834748,0.080253161,0.08420356
-0.100084684,-0.079634728,-0.065085423,-0.052689046,-0.042232928,-0.033574945,-0.02646397,-0.022137755
-0.379409215,-0.357155635,-0.340884262,-0.327000385,-0.315334049,-0.305736095,-0.297922362,-0.293212526
