Values,Values_23_41_22,Values_23_49_34,Values_23_57_48,Values_00_06_51,Values_00_16_20,Values_00_24_52,Values_00_34_09,Values_00_43_10,Values_00_52_37,Values_01_01_25,Values_01_10_40,Values_01_19_07,Values_01_27_29,Values_01_35_41,Values_01_44_11,Values_01_52_50,Values_02_01_10,Values_02_09_48,Values_02_18_21,Values_02_26_52,Values_02_35_23,Values_02_43_49,Values_02_52_05,Values_03_00_25,Values_03_08_42,Values_03_17_00,Values_03_25_14,Values_03_33_32,Values_03_41_45,Values_03_47_11
0.8765536197283644,0.9832767585901162,1.027826566809151,1.0573741897128324,1.0792427957151554,1.0961890647832626,1.109903022756489,1.1214576165323198,1.1315370712815422,1.1405822208918877,1.1488808917938893,1.1566237177823058,1.1639388755026934,1.1709139630898595,1.1776099396937023,1.1840700909251862,1.1903258383118938,1.1964005270078368,1.2023119097079602,1.2080737862335131,1.2136970949313233,1.219190647588159,1.2245616322254824,1.2298159644791988,1.2349585398863974,1.2399934209266117,1.2449239806376784,1.2497530168947868,1.2544828463246316,1.2591153836795346,1.2621203417262346
0.925555166741769,1.031884634377738,1.0764330509532138,1.1060467800419134,1.1280029712618278,1.1450451879462058,1.1588568851871577,1.170507553413059,1.180679672007448,1.1898132689457948,1.1981958759384037,1.2060181059240989,1.2134082572164884,1.220454119445544,1.2272168729950212,1.2337400326099164,1.2400552452775266,1.2461860721400946,1.2521504698438386,1.257962429336381,1.2636330674219731,1.2691713622995802,1.2745846571802897,1.2798790125405068,1.2850594592554625,1.2901301864235282,1.2950946856876044,1.2999558661408717,1.3047161487943049,1.309377546438805,1.3124007246461005
0.9313688242936576,1.0374716876500794,1.0819412556455568,1.1115095434333482,1.1334355428147684,1.15045652245611,1.164252311333278,1.1758902225799357,1.1860514286661,1.1951751723656625,1.2035485139638356,1.211361785195363,1.218743119328488,1.2257802121601793,1.2325341938729415,1.239048555585789,1.2453549366465633,1.2514768999722092,1.2574324093354707,1.2632354656722955,1.2688971971305982,1.2744265937141184,1.2798310103832875,1.285116519021782,1.2902881614206687,1.2953501370331253,1.3003059472708225,1.3051585104079897,1.309910256058302,1.3145632050504046,1.3175808592043983
0.9317855956426976,1.0376910337049745,1.082068446726339,1.11157186606883,1.13344673152749,1.1504251595588355,1.1641838980950188,1.175788365714462,1.1859185687332578,1.1950130277643385,1.203358352681423,1.2111445927241091,1.218499703325522,1.225511268025759,1.2322403458918505,1.2387303826670553,1.2450129883205057,1.251111706226432,1.257044486570482,1.2628253202308064,1.2684653273269488,1.2739734909510505,1.2793571597247946,1.2846223994517916,1.289774245927939,1.2948168926064572,1.2997538348533784,1.3045879848376245,1.3093217660076133,1.3139571929722909,1.3169635219215883
0.934058262853914,1.0397766128252892,1.084057335910233,1.1134890385366605,1.1353050727755871,1.1522327856592558,1.1659460640956618,1.1775085753464376,1.1875992540611915,1.1966559616350283,1.2049649000923726,1.2127158654806245,1.220036655928756,1.2270147572994985,1.2337111679576906,1.2401692956655086,1.2464207261443636,1.2524889866047009,1.2583920156306008,1.2641437948960286,1.269755436411355,1.2752359154964492,1.280592572919052,1.2858314663369723,1.2909576230230166,1.2959752275165786,1.3008877659048552,1.305698140757548,1.3104087656549728,1.3150216451204189,1.3180134212305916
0.93909079722933,1.0446313588301817,1.0888112116490682,1.1181650138791666,1.139915326943569,1.1567850472484915,1.1704453824256258,1.181958367299157,1.1920019436203546,1.2010133662704907,1.2092784652639146,1.216986808323852,1.224266053887617,1.2312036028295243,1.2378604020497888,1.2442798280592555,1.250493447172665,1.2565247738076768,1.2623917371410425,1.2681083108733922,1.2736855993346845,1.2791325698255471,1.2844565544393547,1.2896636013793046,1.29475872767025,1.2997461068594724,1.3046292133784825,1.309410937570868,1.3140936803150265,1.318679433046254,1.321653712835827
0.9474190275760468,1.0527887331606491,1.096864571596068,1.126135856958859,1.1478152777680504,1.164621496002019,1.1782231701865955,1.1896807933756737,1.1996713779763402,1.2086316172189164,1.2168470012938513,1.224506893195236,1.2317388293615827,1.238630139217579,1.2452417287228668,1.2516169513994255,1.257787360665672,1.263776463259643,1.2696021829222917,1.2752784884011954,1.2808164785614662,1.2862251142116294,1.2915117197041608,1.2966823342065317,1.3017419644671837,1.306694772623618,1.3115442206956738,1.3162931857515103,1.3209440546649722,1.325498804263219,1.3284530916369957
0.9594191455687134,1.0646224513218665,1.1085922709319636,1.137778076849255,1.1593832142397846,1.1761222326717131,1.1896613261315665,1.201059512186507,1.21099292472339,1.2198977339836763,1.228059119966809,1.2356662640058018,1.2428465988235038,1.2496873971330695,1.2562495360026114,1.2625763559208456,1.2686994056942071,1.274642191300796,1.2804226368295546,1.2860547108981026,1.2915495109067208,1.2969159944593165,1.3021614808330595,1.307292002279054,1.3123125569066705,1.317227296654214,1.3220396719618694,1.326752547118247,1.3313682951901151,1.3358888783293072,1.3388211311970166
0.9755755700930652,1.08061448230891,1.1244774604595076,1.1535764762580245,1.175105686748232,1.1917755709315772,1.2052499055433503,1.216586279360721,1.2264599886098322,1.2353067145942571,1.2434113551004369,1.2509629328273102,1.2580887958919162,1.264876176317066,1.2713859358429411,1.2776614135049342,1.2837341634510129,1.2896276994989342,1.2953599535424067,1.300944900549213,1.3063936420910909,1.311715137467461,1.3169167051326782,1.32200437410009,1.326983137006945,1.3318571383008282,1.3366298191382824,1.341304032952213,1.3458821405896246,1.3503660908096409,1.3532747109132304
0.996407371708067,1.1012813646842574,1.145037964829845,1.1740506060548144,1.1955040358489912,1.2121046365617985,1.2255137857221974,1.2367876753385256,1.24660079790573,1.2553883771321246,1.2634350561202057,1.270929722688382,1.2779996607707638,1.2847320793065264,1.2911878399661545,1.2974102936334084,1.3034310114612375,1.3092735253881156,1.3149557842166306,1.3204917773573883,1.3258926177688033,1.331167272892858,1.3363230661296868,1.341366028419353,1.3463011515495318,1.351132576610303,1.3558637391634742,1.3604974850698568,1.3650361658692278,1.369481719499862,1.3723655563795036
1.022422691120257,1.1271286483545964,1.1707807212990555,1.1997091911164832,1.2210888006247833,1.2376217564937364,1.2509670353276965,1.2621794553711072,1.271932735795696,1.2806616734250953,1.2886506850300157,1.296088548804915,1.3031025067021238,1.3097797640356064,1.3161811994959036,1.322350190890181,1.3283183397445135,1.3341092080372312,1.3397407721622765,1.3452270455923765,1.3505791613700986,1.3558061029708433,1.360915205918952,1.3659125096245852,1.3708030109981697,1.3755908532269934,1.380279471260322,1.384871707935097,1.3893699096315373,1.393776007243573,1.3966343594316246
1.0540904614442643,1.158622638594671,1.2021735215140443,1.2310218597683609,1.2523314309317293,1.268800151856014,1.2820845877260612,1.2932382034542522,1.30293397558042,1.311606306387232,1.3195394168384438,1.3269220030585516,1.333881289448991,1.340504499244813,1.3468525471767534,1.3529688548340524,1.358885069141335,1.3646247955889124,1.370206050313426,1.3756428818707145,1.3809464534330482,1.386125773704981,1.3911881987828485,1.3961397843295411,1.4009855395633557,1.405729616411998,1.410375455359722,1.4149259019102942,1.4193833025513938,1.423749586004674,1.426582199506472
1.091797210932088,1.196147237076462,1.2396018410372882,1.268375948832713,1.2896210630119174,1.306030682541332,1.3192589545724838,1.330358015813432,1.340000135336936,1.348619357282985,1.3564997408938824,1.3638299308489283,1.3707371610611163,1.3773086964946697,1.383605508903494,1.3896710822450653,1.3955371254134885,1.4012273022896733,1.4067596822054402,1.412148361042474,1.4174045433102511,1.422537273255019,1.4275539370752424,1.432460615524708,1.4372623383486236,1.4419632738740855,1.4465668752674288,1.451075997374295,1.4554929930261569,1.4598197945984182,1.4626268564317124
