Values,Values_10_18_12,Values_10_29_10,Values_10_39_21,Values_10_49_27,Values_10_59_32,Values_11_09_34,Values_11_20_20,Values_11_31_02,Values_11_41_27,Values_11_51_53,Values_12_02_21,Values_12_12_46,Values_12_23_10,Values_12_33_13,Values_12_42_44,Values_12_52_25,Values_13_02_46,Values_13_14_20,Values_13_26_28,Values_13_37_54,Values_13_50_00,Values_14_02_18,Values_14_14_24,Values_14_26_08,Values_14_38_28,Values_14_50_48,Values_15_01_34,Values_15_10_59,Values,Values_15_20_57,Values_15_30_34,Values_15_40_10,Values_15_49_43,Values_15_59_17,Values_16_08_49,Values_16_18_23,Values_16_27_54,Values_16_37_26,Values_16_46_59,Values_16_56_30,Values_17_06_02,Values_17_15_35,Values_17_25_05,Values_17_34_36,Values_17_44_05,Values_17_53_36,Values_18_03_07,Values_18_12_37,Values_18_22_08,Values_18_31_37,Values_18_41_06,Values_18_50_35,Values_19_00_06,Values_19_09_36,Values_19_19_06,Values_19_28_34,Values_19_38_02,Values_19_47_30,Values_19_57_00,Values_20_06_30,Values_20_16_00,Values_20_25_29,Values_20_34_58,Values_20_44_25,Values_20_53_53,Values_21_03_22,Values_21_12_51,Values_21_22_19,Values_21_31_47,Values_21_41_15,Values_21_50_42,Values_22_00_13,Values_22_09_44,Values_22_19_19,Values_22_28_47,Values_22_38_13,Values_22_47_40,Values_22_57_08,Values_23_06_36,Values_23_16_04,Values_23_25_30,Values_23_34_56,Values_23_44_24,Values_23_53_52,Values_00_03_17,Values_00_12_43,Values_00_22_10,Values_00_31_36,Values_00_41_01,Values_00_50_27,Values_00_59_52,Values_01_09_18,Values_01_18_45,Values_01_28_10,Values_01_37_33,Values_01_46_59,Values_01_56_25,Values_02_05_51,Values_02_15_13,Values_02_24_07,Values_02_33_00
1.002812021,1.288141551,1.404311393,1.451879274,1.49848912,1.564964098,1.682018777,1.840068206,1.97465694,2.077731185,2.155757346,2.217974276,2.277486086,2.344925424,2.419337084,2.483078048,2.527791046,2.558732005,2.582555535,2.602687351,2.620070675,2.634612457,2.646053145,2.654311298,2.659535431,2.66203803,2.662209744,2.660453305,2.657144129,2.656156585,2.652611961,2.647135823,2.640946145,2.634230156,2.627138299,2.619790537,2.612282015,2.604687915,2.597067481,2.589467294,2.581923889,2.574465824,2.567115298,2.559889414,2.552801147,2.5458601,2.539073076,2.532444537,2.525976949,2.519671068,2.513526162,2.507540204,2.501710034,2.496031499,2.49049958,2.485108513,2.479851891,2.474722771,2.469713766,2.464817133,2.460024862,2.455328745,2.450720458,2.446191623,2.441733872,2.437338913,2.432998582,2.428704905,2.42445016,2.420226932,2.416028181,2.411847311,2.407678243,2.40351549,2.399354242,2.395190442,2.391020878,2.386843259,2.382656292,2.378459753,2.374254547,2.370042748,2.36582763,2.361613672,2.357406543,2.353213055,2.349041096,2.344899531,2.340798071,2.336747119,2.332757594,2.328840725,2.325007846,2.321270171,2.317638582,2.314123417,2.310734284,2.307479895,2.30436793,2.301404941,2.298596286,2.295946097
1.002607989,1.286641416,1.402582837,1.450037575,1.496597791,1.563029567,1.679981153,1.837869338,1.972333125,2.075309367,2.153229391,2.215318577,2.274692381,2.341984428,2.416174026,2.479685643,2.524211597,2.555013516,2.578745418,2.598832833,2.616216815,2.630798811,2.642311121,2.650663491,2.655996818,2.658618046,2.658914375,2.657286757,2.654109983,2.653154749,2.649713893,2.644377995,2.638333376,2.631767946,2.624832769,2.617648313,2.610310091,2.602893506,2.59545788,2.588049738,2.580705433,2.573453234,2.566314956,2.559307234,2.55244251,2.545729798,2.53917528,2.532782762,2.526554051,2.520489235,2.514586934,2.508844493,2.503258157,2.497823222,2.492534166,2.487384775,2.482368254,2.47747733,2.472704347,2.468041353,2.463480181,2.459012522,2.454629992,2.450324192,2.446086763,2.441909445,2.437784119,2.433702867,2.429658016,2.425642199,2.421648412,2.417670081,2.413701128,2.40973605,2.40577,2.401798869,2.39781937,2.393829121,2.389826726,2.385811843,2.381785246,2.377748868,2.373705832,2.369660459,2.365618248,2.36158584,2.357570944,2.353582243,2.349629267,2.345722245,2.341871924,2.338089382,2.334385813,2.330772321,2.327259699,2.32385823,2.320577499,2.317426229,2.314412149,2.311541887,2.308820913,2.3062535
1.002397122,1.285028417,1.400713745,1.448049453,1.494557822,1.560944711,1.677790196,1.835514358,1.969850951,2.07272581,2.150535779,2.212494123,2.271729073,2.338876756,2.412848309,2.476137363,2.520487816,2.551167862,2.574831187,2.594902685,2.612320206,2.626978364,2.638600044,2.647085227,2.652566612,2.65534534,2.655805115,2.654345176,2.651339807,2.650426279,2.647119065,2.641963054,2.6361036,2.629729354,2.622992028,2.616012602,2.608886941,2.601690634,2.594483031,2.587310538,2.580209255,2.573207081,2.566325361,2.559580177,2.552983347,2.546543213,2.540265241,2.534152507,2.528206071,2.522425288,2.516808056,2.511351031,2.506049809,2.500899083,2.495892784,2.491024214,2.486286154,2.481670975,2.477170729,2.472777233,2.468482148,2.464277047,2.460153471,2.456102988,2.452117234,2.448187965,2.444307096,2.440466743,2.43665927,2.43287734,2.429113964,2.425362568,2.421617059,2.417871898,2.414122183,2.410363733,2.406593173,2.402808019,2.39900676,2.39518893,2.391355171,2.387507278,2.38364823,2.379782199,2.375914534,2.372051723,2.368201321,2.36437186,2.360572725,2.356814003,2.353106316,2.349460629,2.345888049,2.342399609,2.339006066,2.335717696,2.332544109,2.329494087,2.326575451,2.323794955,2.32115822,2.318669698
1.002179583,1.283302166,1.398702945,1.445913451,1.492367738,1.558708162,1.675444673,1.833002335,1.967209989,2.069980542,2.147676996,2.209501957,2.268597894,2.335604614,2.409362919,2.472437094,2.516624129,2.547199511,2.570816789,2.590899741,2.60838197,2.623150001,2.63491615,2.643569803,2.64923499,2.652206868,2.652865642,2.651608928,2.648810623,2.647947388,2.644801114,2.639861195,2.634223501,2.628077463,2.621575459,2.614838971,2.607964192,2.601026855,2.594086286,2.587188705,2.580369892,2.573657301,2.567071729,2.560628624,2.554339106,2.548210764,2.542248281,2.536453928,2.530827959,2.525368933,2.520073975,2.514939004,2.509958923,2.505127786,2.500438948,2.495885195,2.491458866,2.487151953,2.482956198,2.478863177,2.474864363,2.470951199,2.467115139,2.463347704,2.459640515,2.455985329,2.452374077,2.448798896,2.44525217,2.441726571,2.438215108,2.43471119,2.431208688,2.42770201,2.424186183,2.420656939,2.417110802,2.413545177,2.409958433,2.406349977,2.402720319,2.399071121,2.39540523,2.391726685,2.388040702,2.384353639,2.380672927,2.37700698,2.373365069,2.369757184,2.366193862,2.362686,2.35924466,2.355880856,2.352605354,2.349428469,2.346359883,2.343408481,2.34058222,2.337888017,2.335331684,2.332917887
1.001955537,1.281462183,1.396549052,1.443627871,1.49002581,1.556318277,1.67294303,1.83033196,1.964409402,2.067073147,2.144652983,2.206342385,2.265299529,2.33216872,2.405718846,2.468586181,2.512621821,2.543109086,2.5667015,2.586821192,2.60439651,2.619304722,2.631246565,2.640100146,2.645980478,2.649176634,2.650065362,2.649042764,2.646482463,2.645676967,2.642715282,2.638022779,2.632638447,2.626752519,2.620518035,2.614056964,2.607465787,2.600820336,2.594179856,2.587590321,2.581087121,2.5746972,2.568440738,2.562332485,2.556382797,2.55059845,2.544983286,2.539538724,2.534264163,2.529157325,2.524214527,2.519430922,2.514800693,2.510317235,2.505973309,2.501761174,2.497672711,2.49369953,2.489833055,2.486064609,2.482385476,2.478786956,2.475260414,2.471797313,2.468389245,2.465027962,2.461705396,2.458413691,2.455145235,2.451892694,2.448649061,2.44540771,2.442162463,2.438907659,2.435638244,2.432349852,2.4290389,2.425702675,2.422339424,2.418948431,2.41553008,2.412085911,2.408618651,2.405132222,2.401631733,2.398123437,2.394614672,2.391113765,2.387629914,2.384173047,2.380753659,2.377382623,2.374070999,2.370829827,2.367669926,2.364601692,2.361634921,2.35877864,2.356040975,2.353429044,2.350948877,2.348605383
1.001725151,1.279507894,1.394250465,1.441190762,1.48753005,1.553773141,1.670283394,1.827501539,1.96144794,2.064002748,2.141463112,2.203014946,2.261833589,2.328568274,2.401915044,2.464583397,2.508479006,2.538893347,2.562479909,2.582658602,2.600351548,2.615425716,2.627569426,2.636648985,2.642770177,2.646215972,2.647359752,2.646596219,2.644298835,2.643557061,2.64079894,2.636378912,2.631273127,2.625672618,2.619731074,2.613570911,2.607288856,2.600960787,2.594645809,2.588389592,2.582227078,2.57618464,2.570281789,2.564532522,2.558946385,2.553529301,2.548284236,2.543211721,2.53831028,2.533576778,2.529006709,2.524594449,2.520333457,2.516216468,2.512235646,2.508382728,2.504649143,2.501026116,2.497504762,2.494076154,2.490731385,2.487461619,2.484258125,2.481112307,2.478015725,2.474960114,2.471937404,2.468939734,2.465959487,2.462989312,2.460022174,2.457051404,2.454070765,2.451074522,2.448057531,2.445015326,2.441944216,2.438841374,2.435704929,2.432534047,2.429329002,2.426091224,2.422823338,2.419529174,2.416213755,2.412883262,2.409544966,2.406207144,2.402878956,2.39957031,2.396291693,2.393053998,2.389868323,2.386745772,2.383697254,2.380733286,2.377863808,2.375098022,2.372444252,2.369909837,2.367501052,2.365223063
1.001488596,1.277438636,1.391805366,1.438599926,1.484878213,1.551070565,1.667463568,1.824508995,1.958323933,2.060768,2.13810618,2.1995184,2.258198587,2.324800941,2.397948437,2.460424955,2.504190662,2.534545238,2.558142001,2.578398024,2.5962283,2.611488609,2.623854205,2.633179269,2.639560272,2.64327416,2.644691071,2.644204432,2.642187643,2.641513818,2.638972621,2.634842592,2.630032812,2.624735097,2.61910374,2.613261561,2.607305476,2.601311353,2.595338099,2.589431027,2.583624579,2.57794451,2.572409622,2.567033127,2.561823731,2.556786486,2.551923466,2.54723431,2.542716664,2.53836654,2.53417862,2.530146514,2.526262978,2.5225201,2.518909471,2.515422324,2.512049656,2.508782329,2.505611163,2.502526996,2.499520746,2.496583447,2.493706283,2.490880601,2.488097931,2.485349994,2.482628713,2.479926223,2.477234894,2.47454736,2.471856554,2.469155761,2.466438683,2.463699514,2.460933024,2.458134652,2.455300605,2.452427952,2.449514718,2.446559969,2.443563882,2.4405278,2.437454269,2.434347052,2.431211114,2.428052593,2.424878728,2.421697776,2.418518897,2.415352011,2.412207637,2.40909672,2.406030431,2.403019973,2.400076374,2.397210299,2.394431858,2.391750448,2.389174609,2.386711917,2.384368898,2.382150983
1.001246045,1.275253661,1.389211718,1.435852911,1.482067796,1.54820809,1.664481033,1.821351864,1.955035292,2.057367083,2.134580393,2.195850713,2.254391931,2.320862854,2.39381393,2.456104553,2.499748699,2.530054005,2.553673322,2.574020236,2.592001792,2.607461872,2.620062239,2.629644812,2.636296822,2.640289343,2.641989433,2.641789372,2.640062572,2.639458915,2.637141566,2.633310421,2.628805248,2.623818594,2.618505302,2.612988531,2.607365324,2.601711479,2.596085651,2.590532744,2.58508666,2.579772508,2.574608352,2.569606607,2.564775136,2.560118119,2.555636752,2.5513298,2.547194054,2.543224706,2.53941566,2.535759798,2.532249208,2.52887538,2.525629369,2.522501943,2.519483705,2.516565192,2.513736957,2.510989635,2.508313992,2.505700954,2.503141634,2.500627341,2.498149583,2.495700078,2.493270747,2.490853728,2.488441388,2.486026345,2.48360151,2.481160131,2.47869586,2.476202828,2.473675733,2.471109936,2.46850156,2.465847589,2.463145966,2.460395679,2.457596835,2.454750716,2.451859817,2.448927863,2.445959794,2.442961732,2.439940917,2.436905623,2.433865036,2.430829122,2.427808465,2.424814089,2.421857267,2.418949322,2.416101427,2.413324409,2.410628564,2.408023493,2.405517959,2.403119773,2.400835711,2.398671466
1.000997673,1.272952131,1.386467259,1.432947014,1.479096041,1.545182984,1.661332951,1.818027296,1.951579511,2.053797705,2.130883369,2.192009053,2.250409926,2.316748634,2.389504465,2.451613452,2.495142085,2.52540537,2.549055223,2.56950107,2.587641301,2.603307398,2.616147445,2.625991178,2.632916806,2.637189766,2.639174232,2.639261456,2.637824918,2.637291428,2.635197764,2.631664874,2.627463147,2.622785793,2.617788125,2.612593565,2.607299215,2.601980735,2.596696478,2.591490899,2.586397333,2.581440221,2.57663689,2.571998963,2.567533476,2.56324377,2.559130196,2.555190691,2.551421245,2.547816284,2.544368996,2.5410716,2.537915581,2.53489189,2.531991112,2.529203611,2.526519651,2.523929494,2.521423477,2.518992074,2.516625935,2.514315911,2.512053075,2.509828718,2.507634353,2.505461708,2.503302725,2.501149559,2.498994587,2.496830434,2.494650002,2.492446523,2.490213618,2.487945382,2.485636464,2.483282173,2.480878578,2.478422608,2.475912156,2.473346162,2.470724698,2.468049016,2.465321597,2.462546157,2.459727643,2.456872198,2.453987093,2.451080645,2.4481621,2.445241498,2.442329508,2.439437258,2.436576142,2.433757619,2.430993015,2.428293328,2.425669041,2.423129956,2.420685051,2.418342362,2.4161089,2.413990597
1.00074366,1.270533127,1.383569506,1.429879275,1.475959931,1.541992248,1.658016162,1.814532059,1.947953663,2.0500571,2.127012133,2.187989794,2.246247782,2.312451421,2.385011079,2.446940592,2.490357012,2.52058176,2.544265177,2.564811841,2.583110917,2.598981218,2.612057219,2.622156771,2.629349423,2.633895297,2.636155891,2.636521542,2.635365823,2.634900145,2.633022463,2.629777075,2.625867264,2.621486798,2.616791365,2.61190456,2.606923463,2.601923539,2.596962787,2.592085184,2.587323478,2.582701448,2.578235696,2.573937083,2.569811864,2.565862589,2.562088833,2.558487776,2.555054685,2.551783307,2.548666197,2.545695003,2.542860694,2.540153771,2.537564431,2.535082713,2.532698619,2.530402203,2.52818365,2.526033328,2.523941822,2.521899956,2.519898798,2.517929662,2.515984092,2.514053862,2.512130956,2.510207575,2.508276136,2.506329295,2.504359977,2.502361427,2.500327272,2.498251601,2.496129055,2.493954929,2.491725276,2.489437012,2.48708802,2.484677237,2.482204735,2.479671781,2.477080873,2.474435762,2.471741434,2.469004084,2.466231046,2.46343071,2.460612406,2.457786267,2.45496307,2.45215406,2.44937076,2.446624771,2.443927573,2.44129033,2.438723699,2.43623767,2.433841413,2.431543166,2.429350145,2.42726849
1.000484188,1.267995649,1.380515751,1.42664648,1.472656197,1.538632615,1.654527189,1.810862544,1.944154412,2.046142033,2.122963125,2.183788519,2.241899633,2.307962917,2.38032299,2.442072714,2.485377087,2.51556259,2.539277167,2.559919867,2.57837022,2.594434364,2.607733502,2.618074121,2.625517623,2.630319199,2.632837904,2.633463252,2.632568901,2.632166253,2.630489088,2.627510057,2.623869986,2.619763082,2.615345289,2.610740275,2.606045015,2.601334714,2.596666978,2.592085282,2.58762179,2.583299634,2.579134731,2.575137232,2.571312674,2.567662902,2.564186802,2.560880898,2.557739839,2.554756802,2.551923826,2.549232096,2.54667218,2.544234237,2.541908179,2.53968382,2.537550989,2.535499621,2.533519823,2.531601928,2.529736519,2.527914447,2.526126829,2.524365043,2.522620711,2.520885686,2.519152039,2.517412049,2.515658211,2.513883253,2.512080163,2.510242241,2.508363162,2.50643706,2.504458613,2.502423154,2.500326772,2.49816642,2.49594002,2.493646555,2.491286148,2.488860122,2.48637104,2.483822722,2.481220234,2.478569855,2.475879011,2.473156191,2.470410829,2.467653169,2.464894106,2.462145009,2.459417532,2.456723413,2.454074275,2.451481429,2.448955686,2.446507193,2.444145281,2.44187835,2.439713778,2.437657867
1.000219443,1.265338622,1.377303056,1.423245159,1.469181313,1.535100557,1.65086224,1.807014761,1.940178012,2.042048801,2.118732198,2.179400025,2.237358548,2.303273434,2.375427689,2.436994522,2.480183561,2.510324581,2.534062122,2.554789052,2.573375049,2.589613838,2.603113978,2.613671337,2.621339821,2.626370139,2.629119142,2.629975589,2.629313181,2.628966365,2.627466547,2.624722412,2.621319376,2.617451929,2.613276142,2.608915642,2.604467213,2.600005738,2.595588395,2.591258151,2.587046599,2.582976262,2.579062429,2.575314615,2.571737736,2.568333032,2.565098819,2.562031088,2.559124003,2.556370306,2.553761655,2.551288909,2.548942367,2.546711973,2.544587479,2.542558587,2.540615061,2.538746812,2.536943962,2.535196889,2.533496248,2.531832981,2.530198314,2.528583744,2.52698102,2.525382123,2.523779254,2.52216482,2.520531441,2.518871961,2.517179482,2.515447413,2.513669534,2.511840076,2.509953817,2.508006186,2.505993366,2.50391241,2.501761337,2.499539232,2.497246322,2.494884037,2.492455052,2.489963299,2.48741396,2.484813433,2.482169263,2.479490059,2.476785378,2.474065587,2.471341704,2.46862522,2.465927911,2.46326164,2.460638149,2.458068871,2.455564736,2.453136007,2.45079213,2.448541617,2.446391953,2.444349544
0.999949615,1.262560895,1.373928258,1.419671583,1.465531503,1.53139228,1.647017208,1.802984348,1.936020312,2.037773242,2.114314628,2.174818332,2.232616558,2.298371948,2.370311042,2.431688843,2.474755578,2.504842112,2.528588407,2.549380545,2.568078347,2.58446369,2.598133406,2.608873706,2.616731785,2.621954376,2.624896362,2.625945791,2.625476316,2.625175821,2.623822806,2.621272278,2.618063566,2.614391272,2.610411441,2.606247539,2.60199607,2.59773154,2.593510674,2.589375931,2.585358367,2.581479953,2.577755425,2.574193765,2.570799378,2.567573032,2.564512609,2.561613719,2.558870195,2.556274499,2.553818065,2.551491581,2.54928523,2.547188883,2.54519227,2.543285109,2.541457219,2.539698596,2.537999475,2.536350368,2.534742083,2.533165726,2.531612697,2.530074673,2.528543584,2.527011597,2.525471092,2.523914657,2.522335088,2.520725402,2.519078874,2.517389079,2.515649964,2.513855925,2.512001903,2.51008349,2.508097035,2.506039751,2.503909822,2.501706497,2.499430164,2.497082416,2.494666086,2.492185265,2.489645288,2.487052704,2.484415203,2.481741536,2.479041395,2.476325274,2.473604316,2.470890125,2.468194587,2.465529662,2.462907185,2.46033867,2.457835125,2.455406876,2.453063429,2.450813344,2.448664151,2.446622291
0.999674895,1.259661244,1.370387964,1.415921767,1.461702737,1.52750373,1.642987672,1.798766567,1.931676758,2.033310734,2.109705112,2.170036686,2.227664674,2.293246154,2.364957396,2.4261368,2.469070434,2.4990876,2.522822346,2.543653438,2.56243108,2.578926173,2.592725032,2.603605395,2.611608647,2.616978091,2.62006688,2.621262353,2.620937987,2.620672181,2.619428688,2.617021545,2.613955405,2.610424788,2.606585549,2.602560866,2.598446875,2.594317652,2.590229453,2.586224248,2.582332604,2.578576011,2.574968755,2.5715194,2.56823198,2.565106936,2.562141884,2.559332219,2.556671613,2.554152426,2.551766042,2.549503149,2.547353976,2.545308481,2.543356517,2.541487958,2.539692803,2.53796125,2.536283751,2.534651046,2.53305418,2.531484499,2.529933647,2.528393541,2.526856355,2.525314491,2.523760568,2.522187409,2.520588041,2.518955714,2.517283934,2.515566508,2.513797614,2.511971884,2.510084491,2.508131263,2.506108781,2.504014493,2.501846815,2.499605221,2.497290325,2.494903934,2.492449093,2.489930094,2.487352463,2.48472293,2.482049357,2.479340651,2.47660665,2.473857979,2.471105897,2.468362112,2.465638593,2.462947371,2.460300337,2.457709043,2.455184516,2.452737092,2.450376268,2.448110587,2.445947546,2.443893544
0.999395481,1.256638384,1.366678548,1.411991466,1.457690736,1.523430592,1.638768893,1.794356305,1.927142393,2.028656193,2.104897768,2.165047566,2.222492898,2.287882516,2.359349683,2.42031799,2.463103849,2.493031893,2.516728771,2.537565507,2.556383191,2.572942952,2.586822082,2.59779123,2.605886989,2.611349811,2.614531334,2.615818158,2.615583409,2.615338829,2.614161784,2.611840185,2.608857228,2.605407134,2.601645392,2.597694764,2.593650929,2.589587487,2.585560223,2.581610647,2.577768898,2.574056082,2.570486147,2.567067381,2.563803596,2.560695081,2.55773936,2.554931796,2.552266093,2.549734696,2.547329125,2.545040248,2.542858512,2.540774128,2.538777226,2.536857977,2.53500669,2.533213881,2.531470327,2.52976709,2.528095533,2.526447319,2.5248144,2.523188999,2.521563584,2.519930852,2.518283711,2.516615271,2.514918847,2.513187978,2.51141646,2.509598395,2.507728259,2.505800984,2.503812048,2.501757584,2.499634478,2.497440481,2.495174305,2.492835718,2.490425615,2.487946075,2.4854004,2.482793125,2.480130008,2.477417985,2.474665112,2.471880467,2.469074041,2.466256589,2.463439476,2.460634496,2.457853678,2.455109091,2.452412636,2.449775853,2.447209736,2.444724562,2.442329751,2.44003375,2.437843945,2.435766611
0.999111573,1.253490964,1.362796159,1.407876178,1.45349097,1.519168291,1.634355814,1.789748067,1.922411852,2.023804073,2.099886136,2.159842675,2.217090237,2.282266315,2.353469521,2.414210657,2.456830242,2.486644671,2.510271582,2.531073968,2.549884594,2.566456344,2.580359272,2.591358515,2.599486976,2.60498286,2.608196484,2.609513636,2.609306864,2.609068594,2.607910375,2.605610589,2.602645616,2.599209149,2.59545613,2.591508766,2.587462199,2.583389516,2.579346033,2.575372848,2.571499748,2.56774756,2.564130031,2.56065532,2.557327193,2.554145966,2.551109258,2.548212603,2.545449929,2.542813964,2.540296554,2.537888933,2.535581944,2.533366215,2.531232305,2.529170824,2.527172517,2.525228334,2.523329474,2.521467411,2.519633905,2.517821004,2.516021029,2.514226559,2.512430411,2.510625622,2.508805433,2.50696329,2.505092841,2.503187966,2.501242803,2.499251805,2.497209806,2.4951121,2.492954534,2.49073361,2.488446584,2.486091573,2.483667651,2.481174934,2.478614654,2.475989212,2.473302214,2.470558475,2.467764014,2.464926003,2.462052709,2.459153394,2.456238203,2.453318021,2.450404309,2.447508925,2.444643934,2.441821403,2.439053203,2.43635081,2.433725123,2.431186297,2.428743602,2.426405309,2.424178613,2.422069576
0.998823375,1.250217577,1.358736711,1.403571141,1.449098657,1.514711986,1.629743051,1.784935973,1.917479357,2.018748359,2.094663163,2.154412938,2.211444707,2.276381688,2.347297304,2.407791858,2.450222992,2.479894841,2.503414314,2.524136243,2.542886161,2.559410572,2.573274341,2.584238842,2.592334474,2.597797799,2.600977978,2.602259865,2.602015163,2.601767302,2.600577261,2.59823177,2.595216003,2.591722877,2.587906597,2.583888684,2.579763658,2.575604068,2.571464774,2.567386517,2.563398826,2.559522367,2.555770828,2.552152406,2.548670997,2.545327134,2.542118732,2.53904169,2.536090366,2.533257963,2.530536846,2.527918799,2.525395228,2.52295734,2.520596271,2.518303198,2.516069424,2.513886434,2.51174594,2.509639905,2.507560554,2.505500373,2.503452102,2.501408719,2.499363425,2.49730963,2.495240947,2.493151186,2.491034367,2.488884745,2.486696844,2.484465511,2.482185983,2.479853968,2.477465732,2.4750182,2.472509052,2.469936826,2.467301005,2.464602106,2.461841743,2.459022681,2.456148864,2.453225425,2.450258667,2.447256021,2.444225978,2.441177995,2.438122376,2.435070128,2.432032797,2.429022291,2.42605068,2.423129999,2.420272045,2.417488182,2.414789156,2.412184936,2.409684569,2.40729608,2.405026386,2.402881256
0.998531096,1.246816762,1.354495892,1.399071334,1.444508762,1.510056569,1.624924889,1.779913742,1.912338706,2.013482547,2.089221192,2.14874848,2.205543322,2.270211653,2.340812283,2.401037612,2.443254695,2.472750928,2.496120693,2.516710714,2.535340712,2.551752992,2.565509545,2.576369875,2.584363111,2.58972478,2.592803007,2.593981545,2.593630934,2.593357143,2.59208338,2.589623331,2.586486986,2.582866233,2.57891434,2.574752011,2.57047307,2.566149503,2.561835741,2.557572232,2.553388344,2.549304713,2.545335117,2.541487961,2.537767453,2.534174532,2.530707607,2.52736314,2.524136109,2.521020387,2.518009038,2.515094564,2.512269098,2.509524569,2.50685282,2.504245717,2.501695216,2.499193427,2.496732649,2.494305393,2.491904397,2.489522625,2.487153265,2.484789717,2.482425588,2.480054677,2.477670981,2.475268693,2.47284222,2.470386212,2.467895599,2.465365649,2.462792031,2.460170897,2.457498967,2.454773625,2.451993011,2.449156118,2.44626288,2.443314244,2.440312243,2.437260032,2.434161925,2.431023391,2.427851039,2.424652575,2.421436726,2.41821315,2.41499231,2.411785335,2.408603848,2.405459787,2.402365209,2.399332087,2.39637211,2.393496485,2.390715757,2.388039649,2.385476927,2.383035293,2.380721317,2.378540394
0.998234947,1.243287015,1.350069162,1.394371475,1.439715999,1.50519666,1.619895264,1.774674682,1.906983249,2.00799963,2.083551936,2.142838601,2.199372072,2.263738121,2.333992627,2.393923035,2.435897401,2.465181445,2.488355169,2.508757458,2.52720396,2.543435291,2.5570131,2.567697037,2.575516238,2.580705768,2.583612796,2.584619754,2.584095655,2.583779765,2.582371118,2.579729044,2.576404191,2.572587145,2.568430045,2.56405264,2.559547989,2.554987497,2.550425198,2.545901314,2.541445158,2.537077465,2.532812256,2.528658309,2.524620322,2.520699827,2.51689591,2.513205781,2.509625222,2.506148943,2.502770874,2.499484386,2.496282478,2.493157923,2.490103382,2.487111499,2.484174966,2.481286579,2.478439271,2.475626141,2.472840463,2.470075695,2.46732548,2.464583642,2.461844186,2.459101297,2.456349346,2.453582902,2.450796751,2.447985934,2.445145786,2.442271995,2.439360666,2.436408403,2.433412391,2.430370483,2.427281294,2.42414429,2.420959866,2.417729421,2.414455417,2.411141417,2.407792115,2.40441333,2.40101199,2.397596081,2.394174575,2.390757335,2.387354988,2.383978781,2.380640411,2.377351838,2.374125092,2.370972066,2.367904314,2.364932855,2.362067994,2.359319166,2.356694799,2.354202222,2.351847591,2.349635862
0.997935145,1.23962679,1.345451753,1.389466024,1.434714822,1.500126597,1.614647756,1.769211661,1.901405872,2.00229207,2.077646444,2.136671738,2.192915897,2.256941893,2.326815462,2.386422456,2.428122817,2.457155231,2.480083422,2.500238937,2.518435422,2.534414605,2.547740528,2.558175097,2.565748728,2.570696568,2.573364853,2.574134412,2.573372324,2.572999004,2.571407184,2.568519936,2.56494355,2.560867036,2.556441197,2.551784699,2.546989764,2.542127201,2.537250677,2.532400262,2.527605312,2.52288679,2.518259102,2.513731557,2.509309507,2.504995243,2.500788696,2.496687988,2.492689857,2.488790003,2.484983351,2.481264267,2.477626721,2.474064424,2.470570934,2.467139733,2.463764297,2.46043814,2.45715485,2.453908118,2.450691752,2.44749969,2.444326008,2.441164929,2.438010825,2.434858231,2.431701856,2.42853661,2.425357623,2.422160292,2.418940327,2.415693808,2.412417253,2.409107696,2.405762763,2.402380766,2.398960781,2.395502732,2.39200747,2.388476836,2.384913717,2.381322079,2.377706995,2.374074632,2.370432236,2.366788077,2.363151374,2.359532199,2.355941347,2.352390187,2.348890492,2.345454247,2.342093453,2.338819915,2.335645044,2.332579657,2.329633798,2.326816584,2.324136077,2.321599189,2.319211621,2.316977837
0.997631909,1.235834509,1.340638679,1.384349183,1.429499429,1.49484043,1.609175563,1.763517086,1.89559896,1.996351757,2.071495065,2.130235418,2.186158628,2.249802634,2.319256897,2.378509492,2.419902499,2.448641764,2.471272828,2.491120644,2.508999249,2.524654558,2.5376559,2.547769595,2.555028595,2.559668614,2.562034911,2.562506378,2.561447702,2.561003145,2.559184978,2.555996767,2.552113883,2.547723477,2.542974811,2.53798533,2.532846347,2.527628058,2.52238379,2.517153526,2.511966758,2.506844786,2.501802532,2.496849971,2.491993249,2.487235558,2.482577811,2.478019168,2.47355745,2.46918945,2.464911191,2.460718112,2.456605224,2.452567231,2.448598621,2.444693743,2.440846863,2.437052208,2.433304008,2.429596515,2.425924036,2.422280942,2.418661691,2.415060844,2.411473079,2.407893217,2.404316241,2.400737329,2.397151894,2.393555624,2.389944541,2.386315056,2.382664042,2.378988908,2.375287677,2.371559066,2.367802568,2.364018529,2.360208216,2.35637388,2.352518804,2.348647335,2.344764901,2.340878006,2.336994201,2.333122034,2.329270972,2.3254513,2.321673988,2.317950539,2.314292813,2.310712836,2.307222591,2.303833813,2.300557777,2.297405104,2.29438558,2.291508002,2.288780055,2.286208221,2.283797723,2.281552506
