Values,Values_10_18_12,Values_10_29_10,Values_10_39_21,Values_10_49_27,Values_10_59_32,Values_11_09_34,Values_11_20_20,Values_11_31_02,Values_11_41_27,Values_11_51_53,Values_12_02_21,Values_12_12_46,Values_12_23_10,Values_12_33_13,Values_12_42_44,Values_12_52_25,Values_13_02_46,Values_13_14_20,Values_13_26_28,Values_13_37_54,Values_13_50_00,Values_14_02_18,Values_14_14_24,Values_14_26_08,Values_14_38_28,Values_14_50_48,Values_15_01_34,Values_15_10_59,Values,Values_15_20_57,Values_15_30_34,Values_15_40_10,Values_15_49_43,Values_15_59_17,Values_16_08_49,Values_16_18_23,Values_16_27_54,Values_16_37_26,Values_16_46_59,Values_16_56_30,Values_17_06_02,Values_17_15_35,Values_17_25_05,Values_17_34_36,Values_17_44_05,Values_17_53_36,Values_18_03_07,Values_18_12_37,Values_18_22_08,Values_18_31_37,Values_18_41_06,Values_18_50_35,Values_19_00_06,Values_19_09_36,Values_19_19_06,Values_19_28_34,Values_19_38_02,Values_19_47_30,Values_19_57_00,Values_20_06_30,Values_20_16_00,Values_20_25_29,Values_20_34_58,Values_20_44_25,Values_20_53_53,Values_21_03_22,Values_21_12_51,Values_21_22_19,Values_21_31_47,Values_21_41_15,Values_21_50_42,Values_22_00_13,Values_22_09_44,Values_22_19_19,Values_22_28_47,Values_22_38_13,Values_22_47_40,Values_22_57_08,Values_23_06_36,Values_23_16_04,Values_23_25_30,Values_23_34_56,Values_23_44_24,Values_23_53_52,Values_00_03_17,Values_00_12_43,Values_00_22_10,Values_00_31_36,Values_00_41_01,Values_00_50_27,Values_00_59_52,Values_01_09_18,Values_01_18_45,Values_01_28_10,Values_01_37_33,Values_01_46_59,Values_01_56_25,Values_02_05_51,Values_02_15_13,Values_02_24_07,Values_02_33_00
0.9682839,0.825067315,0.950009498,1.042005328,1.120279414,1.224369255,1.405354062,1.592438236,1.674640869,1.714097661,1.742114492,1.765557848,1.789802273,1.829947511,1.883947506,1.943787861,2.010563692,2.081574857,2.152446157,2.219341538,2.279643827,2.33203416,2.37632347,2.413117316,2.443441294,2.468442098,2.489203741,2.506662196,2.521583493,2.524857568,2.534574631,2.546107271,2.556543518,2.566159114,2.575162658,2.58371093,2.591920913,2.599879151,2.607649034,2.615276429,2.622794039,2.630224735,2.637584116,2.644882436,2.652126068,2.65931859,2.666461605,2.67355534,2.680599089,2.687591543,2.694531014,2.701415611,2.708243342,2.715012194,2.721720165,2.728365279,2.73494557,2.741459054,2.747903676,2.754277245,2.760577358,2.76680131,2.772945998,2.779007827,2.784982613,2.790865494,2.796650858,2.802332288,2.80790253,2.813353495,2.818676296,2.823861315,2.828898318,2.833776601,2.83848517,2.843012954,2.847349037,2.851482906,2.855404705,2.859105487,2.862577456,2.865814186,2.86881082,2.871564232,2.874073156,2.876338274,2.878362262,2.880149792,2.881707489,2.883043848,2.884169101,2.885095057,2.8858349,2.886402958,2.886814462,2.887085278,2.887231641,2.887269898,2.887216252,2.887086537,2.886896009,2.886659175
0.968420194,0.816008207,0.924151551,1.008384103,1.082551227,1.184661597,1.365354732,1.552809987,1.635054969,1.673957532,1.701001584,1.723663503,1.748042011,1.789124155,1.844401698,1.905249878,1.972406207,2.043309031,2.113813449,2.180241812,2.240065587,2.292010537,2.335905828,2.3723603,2.402395496,2.427151319,2.447704629,2.464984888,2.479752569,2.482992903,2.492610071,2.50402531,2.51435737,2.523879571,2.532798584,2.541269659,2.549408567,2.5573009,2.565009296,2.572579032,2.580042343,2.587421732,2.594732504,2.601984681,2.609184443,2.616335218,2.623438481,2.630494355,2.637502047,2.64446017,2.651366978,2.65822052,2.665018761,2.671759646,2.67844114,2.685061239,2.691617957,2.698109292,2.704533182,2.710887431,2.717169642,2.723377121,2.729506784,2.735555064,2.741517811,2.747390206,2.75316669,2.758840902,2.764405654,2.76985293,2.775173915,2.780359075,2.785398256,2.790280835,2.794995901,2.799532457,2.803879659,2.808027056,2.811964845,2.81568412,2.819177109,2.822437398,2.825460123,2.828242132,2.830782115,2.833080692,2.835140456,2.836965978,2.838563769,2.839942189,2.841111327,2.842082838,2.842869742,2.843486205,2.84394729,2.844268697,2.844466502,2.844556899,2.844555946,2.844479342,2.84434222,2.844158975
0.968567566,0.807152712,0.898176304,0.974242635,1.043942138,1.143740868,1.323833421,1.511481987,1.593709189,1.631998737,1.657996224,1.67981719,1.704319799,1.746368569,1.802973358,1.864858439,1.932387471,2.003155369,2.073264533,2.139203052,2.19853217,2.25002092,2.293514832,2.329624426,2.359366051,2.383872093,2.404211841,2.421308057,2.435915611,2.439120547,2.448632346,2.459922525,2.470142327,2.479562772,2.488388712,2.496773968,2.504833187,2.512651078,2.520289586,2.527793441,2.535194443,2.542514753,2.5497694,2.556968181,2.564117098,2.571219426,2.578276516,2.585288385,2.59225415,2.599172348,2.606041163,2.612858586,2.619622531,2.626330897,2.63298161,2.63957263,2.646101943,2.652567524,2.658967292,2.66529904,2.671560362,2.677748565,2.683860571,2.689892826,2.6958412,2.701700902,2.707466405,2.713131391,2.71868872,2.724130429,2.729447764,2.734631253,2.739670808,2.744555877,2.749275614,2.753819091,2.758175524,2.762334519,2.766286321,2.770022064,2.773534004,2.77681574,2.779862406,2.782670835,2.785239683,2.787569518,2.789662867,2.791524218,2.793159979,2.794578399,2.79578944,2.796804622,2.797636823,2.798300061,2.798809248,2.799179936,2.799428057,2.799569661,2.799620672,2.799596662,2.799512646,2.799382911
0.968726133,0.798534592,0.872193791,0.939729284,1.004616532,1.101771242,1.280938241,1.468586158,1.550730767,1.588347658,1.613224809,1.634144932,1.658758701,1.701797429,1.759772819,1.82271759,1.890603564,1.961200447,2.030875772,2.096291346,2.155099701,2.206111975,2.24918825,2.284939107,2.31437449,2.338618453,2.358732224,2.375631601,2.390065755,2.393232035,2.40262798,2.413778958,2.42387206,2.433176117,2.441894273,2.450179018,2.45814396,2.465872999,2.473427443,2.480851523,2.488176641,2.495424641,2.502610296,2.509743193,2.516829161,2.523871329,2.530870925,2.53782786,2.54474116,2.551609281,2.558430335,2.565202251,2.571922884,2.578590083,2.585201727,2.591755734,2.598250053,2.604682627,2.611051344,2.617353973,2.62358809,2.629750985,2.635839571,2.64185029,2.647779014,2.653620959,2.659370613,2.665021678,2.670567041,2.675998771,2.681308155,2.686485763,2.691521557,2.696405034,2.701125402,2.705671784,2.710033451,2.714200055,2.718161886,2.721910114,2.725437022,2.728736227,2.73180287,2.734633775,2.737227576,2.739584806,2.741707939,2.743601398,2.74527151,2.746726431,2.74797602,2.749031681,2.749906172,2.750613383,2.751168096,2.751585734,2.751882094,2.752073101,2.752174555,2.752201908,2.752170062,2.752093196
0.968896004,0.790188093,0.846320779,0.905006999,0.964760515,1.058944562,1.236848909,1.424287429,1.506281057,1.543166547,1.566851743,1.58681241,1.611521461,1.655565334,1.714945747,1.778964126,1.847180829,1.917558576,1.986748659,2.051595295,2.109844261,2.160347861,2.202979001,2.238346679,2.26745314,2.291413194,2.311279413,2.327960286,2.342199122,2.345321443,2.35458463,2.365573945,2.375517713,2.384682671,2.393270356,2.401432022,2.409280328,2.416898434,2.424347075,2.43167003,2.438898345,2.446053576,2.45315026,2.460197793,2.46720184,2.474165392,2.48108956,2.487974149,2.494818093,2.501619767,2.508377209,2.515088279,2.521750771,2.528362475,2.534921218,2.541424869,2.547871328,2.554258494,2.560584216,2.566846224,2.573042058,2.579168977,2.585223865,2.591203139,2.597102651,2.602917603,2.608642472,2.614270957,2.619795946,2.625209517,2.630502971,2.635666898,2.640691286,2.645565663,2.650279271,2.654821273,2.659180976,2.663348073,2.66731289,2.671066631,2.674601608,2.677911458,2.680991335,2.683838066,2.686450277,2.688828479,2.690975115,2.69289456,2.694593084,2.696078773,2.697361406,2.698452297,2.699364105,2.700110617,2.700706506,2.701167081,2.701508029,2.701745158,2.701894156,2.701970364,2.701988574,2.701962859
0.969077276,0.78214766,0.820679815,0.870252284,0.924581253,1.015480409,1.191777824,1.378785662,1.460557997,1.496656508,1.519082941,1.538028917,1.562814724,1.607869114,1.668677372,1.733771743,1.802280016,1.872375973,1.941014036,2.005230265,2.062866141,2.112814477,2.154959377,2.189906585,2.218649269,2.242291954,2.261877844,2.278307681,2.292318669,2.29538921,2.304494835,2.315289767,2.325051438,2.334044571,2.34246919,2.350475404,2.358175005,2.365650492,2.372962088,2.380153174,2.387254484,2.39428732,2.401266012,2.408199784,2.415094153,2.421951986,2.42877428,2.435560744,2.442310222,2.449021006,2.455691061,2.462318177,2.468900081,2.475434502,2.481919205,2.488352003,2.494730738,2.501053254,2.507317344,2.513520685,2.519660764,2.525734788,2.531739592,2.537671543,2.543526449,2.54929947,2.554985044,2.560576837,2.566067712,2.571449726,2.576714163,2.58185161,2.586852054,2.59170503,2.596399796,2.600925532,2.605271571,2.609427634,2.613384077,2.617132133,2.620664145,2.623973775,2.627056198,2.629908255,2.632528579,2.63491768,2.637077986,2.639013851,2.640731513,2.642239012,2.643546074,2.64466395,2.645605227,2.646383613,2.647013695,2.647510691,2.647890193,2.648167908,2.648359423,2.648479974,2.648544246,2.648566206
0.969270034,0.774447638,0.795398099,0.835653795,0.884305759,0.971625473,1.145970414,1.332316896,1.41379795,1.449059887,1.47016877,1.48805076,1.512892784,1.558951782,1.621196492,1.687355074,1.756100418,1.825835065,1.893836555,1.957342998,2.014294597,2.063624333,2.105226007,2.139700426,2.16803019,2.191308372,2.210567964,2.226701399,2.240439451,2.243447412,2.252361302,2.262916943,2.272451695,2.281228331,2.289445438,2.297252069,2.304759229,2.312048832,2.319180661,2.326197757,2.333130588,2.340000247,2.346820889,2.353601594,2.360347755,2.36706213,2.373745618,2.380397838,2.387017555,2.393602985,2.400152018,2.406662377,2.413131722,2.419557715,2.425938056,2.432270491,2.438552798,2.44478275,2.450958072,2.45707637,2.463135056,2.469131265,2.475061757,2.480922823,2.486710196,2.492418964,2.498043495,2.503577391,2.509013453,2.514343683,2.519559323,2.524650919,2.529608431,2.534421376,2.539079001,2.543570488,2.547885178,2.552012809,2.555943759,2.55966929,2.563181773,2.566474904,2.569543887,2.572385594,2.574998682,2.577383678,2.579543024,2.581481077,2.58320407,2.584720028,2.586038653,2.587171163,2.588130102,2.588929125,2.58958276,2.590106155,2.590514823,2.590824388,2.591050345,2.591207829,2.591311422,2.591374978
0.969474351,0.767121964,0.770606216,0.801410549,0.844179067,0.927652134,1.099704604,1.285153735,1.366276719,1.400661836,1.420406129,1.437183821,1.462060551,1.50910585,1.572778982,1.639973376,1.708883823,1.778158732,1.845419256,1.908116503,1.964293016,2.012921977,2.053905533,2.087837858,2.115689386,2.138540418,2.157412743,2.173189802,2.186595508,2.189526685,2.198203961,2.208461454,2.217710637,2.226212371,2.234163874,2.241713218,2.248970705,2.256017742,2.262913743,2.269701476,2.276411201,2.283063848,2.289673445,2.29624896,2.302795694,2.309316321,2.315811664,2.322281272,2.32872384,2.335137519,2.341520136,2.34786935,2.354182754,2.360457944,2.366692553,2.372884252,2.379030742,2.385129718,2.391178818,2.397175559,2.403117259,2.409000951,2.414823293,2.420580471,2.426268111,2.431881192,2.437413978,2.442859967,2.448211862,2.453461576,2.458600268,2.463618414,2.468505913,2.473252235,2.477846593,2.482278149,2.486536236,2.490610596,2.494491625,2.498170609,2.501639955,2.504893398,2.507926187,2.510735239,2.513319257,2.515678813,2.517816388,2.519736373,2.521445027,2.522950396,2.524262189,2.525391625,2.526351237,2.527154656,2.527816376,2.528351499,2.52877548,2.529103871,2.529352082,2.529535156,2.529667565,2.529763047
0.969690286,0.760203852,0.746436716,0.767729766,0.804461795,0.883856196,1.053289274,1.237604698,1.318309511,1.3517908,1.370139424,1.385784962,1.410675414,1.458675666,1.523750513,1.5919336,1.660917989,1.729614277,1.796008024,1.857775003,1.913064346,1.960889879,2.00116092,2.034463312,2.061753615,2.084097885,2.102505556,2.11785025,2.130848482,2.133684933,2.142068947,2.151954075,2.160843792,2.168997054,2.176609759,2.183829066,2.190764655,2.197497507,2.204086742,2.210574928,2.216992185,2.223359341,2.229690345,2.235994105,2.242275868,2.248538259,2.254782057,2.261006766,2.267211035,2.273392967,2.27955034,2.285680757,2.291781754,2.297850864,2.303885647,2.309883699,2.315842637,2.321760062,2.32763351,2.333460387,2.339237893,2.344962934,2.350632034,2.356241239,2.361786031,2.367261243,2.372660992,2.377978633,2.38320673,2.388337066,2.393360677,2.398267932,2.403048637,2.407692183,2.412187725,2.416524382,2.420691464,2.424678708,2.428476521,2.432076216,2.43547024,2.438652381,2.441617948,2.444363928,2.446889094,2.449194093,2.451281477,2.453155708,2.454823108,2.456291779,2.457571478,2.458673459,2.459610277,2.460395576,2.46104384,2.461570149,2.461989918,2.462318643,2.462571655,2.462763903,2.462909748,2.463022796
0.969917887,0.753725481,0.723022588,0.73482437,0.765427078,0.840553726,1.007061623,1.19001239,1.270249684,1.302817701,1.319760119,1.334261946,1.35914764,1.408058446,1.474488143,1.543592502,1.612539368,1.680516817,1.745895686,1.806588727,1.860856562,1.907754545,1.947198206,1.979763367,2.006390899,2.028130975,2.045979349,2.06079886,2.073297956,2.076017805,2.084039521,2.093461889,2.101902156,2.109617352,2.116802082,2.123602655,2.1301282,2.136459354,2.142655027,2.148757668,2.154797331,2.160794812,2.166764048,2.172713943,2.178649744,2.184574075,2.190487711,2.196390147,2.202280017,2.208155405,2.214014056,2.21985354,2.225671345,2.231464947,2.237231838,2.242969536,2.248675565,2.25434742,2.259982519,2.265578136,2.271131326,2.276638838,2.282097026,2.287501761,2.292848338,2.298131403,2.303344882,2.30848194,2.313534958,2.318495545,2.323354574,2.328102266,2.3327283,2.337221957,2.341572308,2.345768408,2.349799531,2.3536554,2.357326432,2.360803971,2.364080515,2.367149923,2.370007587,2.372650588,2.375077805,2.377289993,2.379289816,2.381081846,2.382672511,2.384070014,2.385284199,2.386326397,2.387209225,2.387946368,2.388552336,2.38904221,2.389431383,2.389735302,2.389969231,2.390148018,2.390285904,2.390396349
0.970157185,0.747717681,0.700495645,0.702910173,0.727356938,0.798077016,0.961383376,1.142750372,1.222486084,1.254153602,1.269704632,1.283071572,1.307938978,1.357703618,1.425420411,1.495357468,1.564134716,1.631231755,1.695425386,1.754878198,1.807967852,1.853792596,1.892273441,1.923974534,1.949819134,1.970839726,1.9880169,2.002201576,2.014093353,2.016670791,2.024248787,2.033101817,2.040986552,2.048158035,2.054809585,2.061086704,2.06709804,2.072923965,2.078623269,2.084238366,2.08979933,2.095327009,2.100835402,2.10633348,2.111826555,2.117317311,2.122806569,2.128293864,2.133777857,2.139256645,2.144727975,2.150189402,2.155638386,2.161072358,2.166488748,2.171884995,2.177258523,2.182606712,2.187926842,2.193216034,2.198471167,2.2036888,2.208865082,2.213995664,2.219075614,2.224099339,2.229060529,2.233952112,2.238766236,2.24349429,2.24812694,2.252654221,2.257065645,2.261350357,2.265497316,2.269495499,2.273334129,2.277002912,2.280492278,2.283793613,2.286899483,2.289803839,2.292502188,2.294991738,2.297271513,2.299342419,2.301207279,2.302870821,2.30433963,2.305622055,2.306728079,2.307669153,2.308457996,2.309108374,2.309634852,2.310052536,2.310376815,2.310623101,2.310806587,2.310942019,2.311043501,2.311124329
0.970408196,0.742209634,0.678984849,0.672202822,0.690538114,0.756769703,0.916635839,1.096218673,1.175438891,1.206245689,1.220450345,1.232715761,1.257559153,1.308110145,1.377025586,1.447685658,1.516141208,1.582175949,1.644992861,1.703017635,1.754751143,1.799336386,1.836699393,1.867391025,1.892314916,1.912483903,1.928861741,1.942286148,1.953446955,1.955852499,1.962893777,1.971055774,1.978263853,1.984770973,1.990769141,1.996403079,2.001781014,2.006983132,2.012068189,2.017078656,2.022044724,2.026987378,2.031920772,2.036854026,2.041792593,2.046739285,2.051695039,2.056659483,2.061631358,2.066608817,2.071589648,2.076571419,2.081551586,2.086527551,2.091496692,2.096456368,2.1014039,2.10633654,2.111251412,2.116145456,2.121015346,2.125857416,2.130667568,2.135441187,2.140173064,2.144857323,2.14948736,2.154055816,2.158554559,2.162974706,2.167306675,2.171540271,2.175664808,2.179669264,2.183542465,2.187273294,2.190850919,2.19426503,2.197506079,2.200565509,2.203435982,2.206111568,2.208587926,2.210862437,2.212934315,2.214804671,2.216476536,2.217954854,2.219246421,2.220359787,2.221305125,2.222094058,2.222739453,2.223255194,2.223655935,2.223956833,2.22417329,2.22432069,2.224414154,2.224468317,2.224497128,2.224513688
0.970670923,0.737228588,0.658614621,0.642914559,0.655257481,0.71698115,0.873213859,1.050837959,1.129553911,1.159571484,1.17250959,1.183735404,1.208560021,1.259821544,1.32982774,1.401081139,1.469044689,1.533817184,1.595047187,1.651437004,1.701617464,1.744778679,1.780851507,1.810371986,1.83422203,1.853392717,1.868829134,1.881354356,1.891647391,1.893848436,1.900250195,1.907586685,1.91398429,1.919693736,1.924905665,1.929764023,1.934376659,1.938823644,1.943163783,1.947439706,1.951681812,1.955911328,1.960142654,1.964385152,1.968644503,1.97292373,1.977223956,1.981544974,1.985885659,1.990244277,1.994618694,1.999006532,2.003405269,2.007812295,2.012224947,2.016640507,2.021056189,2.025469099,2.029876188,2.034274186,2.038659531,2.043028286,2.047376063,2.051697935,2.055988363,2.06024113,2.064449292,2.068605143,2.07270022,2.076725323,2.080670573,2.084525511,2.088279217,2.091920478,2.09543797,2.098820473,2.1020571,2.105137533,2.108052261,2.110792813,2.113351973,2.115723978,2.117904681,2.119891688,2.12168446,2.123284369,2.124694722,2.125920739,2.126969488,2.127849786,2.128572053,2.129148136,2.1295911,2.129914992,2.130134584,2.130265114,2.130322009,2.130320634,2.130276034,2.130202717,2.130114456,2.130024126
0.970945352,0.732799582,0.639503167,0.615250881,0.621797139,0.67906021,0.831518827,1.007042419,1.085295356,1.114631286,1.12642159,1.136701901,1.161527251,1.2134184,1.284390397,1.356089701,1.423375713,1.486671519,1.546089539,1.600622231,1.649037621,1.69057577,1.72517247,1.753347472,1.775958824,1.793973599,1.808316225,1.819793544,1.829072565,1.831034284,1.836686758,1.843054248,1.848498643,1.85326824,1.85755222,1.861493732,1.865200271,1.86875185,1.872207406,1.875609812,1.87898978,1.882368877,1.88576185,1.889178403,1.892624539,1.896103576,1.899616905,1.903164556,1.906745606,1.910358485,1.914001189,1.91767143,1.921366735,1.925084504,1.928822043,1.932576558,1.936345148,1.940124759,1.943912142,1.947703788,1.951495855,1.955284099,1.959063788,1.962829632,1.966575706,1.970295398,1.973981362,1.977625498,1.981218955,1.984752168,1.988214923,1.991596456,1.994885589,1.998070896,2.001140892,2.004084254,2.006890046,2.009547956,2.012048539,2.014383443,2.016545618,2.018529514,2.020331234,2.021948673,2.023381601,2.024631722,2.025702687,2.026600062,2.02733126,2.027905428,2.028333298,2.028627001,2.028799851,2.028866098,2.028840674,2.028738917,2.0285763,2.028368166,2.028129482,2.027874611,2.027617122,2.027369627
0.971231452,0.72894521,0.621760861,0.589407181,0.590429331,0.643348569,0.791950884,0.965271552,1.043137231,1.071938916,1.08274239,1.092206438,1.117069549,1.169508316,1.241307623,1.313291138,1.379703091,1.441298207,1.498669554,1.551113071,1.597541599,1.637248419,1.670174639,1.696822365,1.718023584,1.734719009,1.747810287,1.758086306,1.766200776,1.767887356,1.772677755,1.77792895,1.782273733,1.785957724,1.789168504,1.792048368,1.794704458,1.797216764,1.799644422,1.802030633,1.80440651,1.806794063,1.809208485,1.811659917,1.81415478,1.816696777,1.81928765,1.821927737,1.824616383,1.827352241,1.830133482,1.832957945,1.835823236,1.838726781,1.84166586,1.844637603,1.84763898,1.850666759,1.853717459,1.856787296,1.859872108,1.862967292,1.866067721,1.869167683,1.872260812,1.875340042,1.878397569,1.88142484,1.884412572,1.887350787,1.890228896,1.893035802,1.895760047,1.898389977,1.900913945,1.903320528,1.905598759,1.90773836,1.909729987,1.911565447,1.913237912,1.914742099,1.916074432,1.917233156,1.91821843,1.919032363,1.919679026,1.92016441,1.920496344,1.920684381,1.92073963,1.920674567,1.920502807,1.920238852,1.919897824,1.919495188,1.919046473,1.918567007,1.918071665,1.917574648,1.917089288,1.916627893
0.971529175,0.725685393,0.605488722,0.565565479,0.561411334,0.610173853,0.754900598,0.92596106,1.003553548,1.032010995,1.04203303,1.050847199,1.075805574,1.128713391,1.201192553,1.273288943,1.338624786,1.398291896,1.453378942,1.503498194,1.54771514,1.585379915,1.616439577,1.641377326,1.660996883,1.676210164,1.687893804,1.696816907,1.703618487,1.704994695,1.708812178,1.712802555,1.715904283,1.718359993,1.720355486,1.722032105,1.723496604,1.724828969,1.726088574,1.727319015,1.728551889,1.729809731,1.731108277,1.732458194,1.733866409,1.735337094,1.736872418,1.7384731,1.740138812,1.741868482,1.743660498,1.745512858,1.747423266,1.749389186,1.751407874,1.753476374,1.755591509,1.757749838,1.759947618,1.762180745,1.764444689,1.766734431,1.769044398,1.771368393,1.773699552,1.776030293,1.7783523,1.780656518,1.782933179,1.785171857,1.787361553,1.789490816,1.79154789,1.793520892,1.795398018,1.797167763,1.798819152,1.80034198,1.801727045,1.80296637,1.804053405,1.804983206,1.805752584,1.806360216,1.806806724,1.807094706,1.807228733,1.807215299,1.807062732,1.806781058,1.806381835,1.805877945,1.805283356,1.804612865,1.80388182,1.803105833,1.802300501,1.801481137,1.800662512,1.79985864,1.799082583,1.798346305
0.971838457,0.723037194,0.590777021,0.543891315,0.53498049,0.579842754,0.720740382,0.889533161,0.967007652,0.99535505,1.004846255,1.013214885,1.038348913,1.091655487,1.164663546,1.236697474,1.300756151,1.358272019,1.410842122,1.458407126,1.500193023,1.535610676,1.564613935,1.587665927,1.605539907,1.619116514,1.629245074,1.636673001,1.642023141,1.643056147,1.645797614,1.648393092,1.650118992,1.651214597,1.651863694,1.652206532,1.652349411,1.652372289,1.652334797,1.652280965,1.652242934,1.652243835,1.652300016,1.652422752,1.652619548,1.652895118,1.653252122,1.653691717,1.654213954,1.654818075,1.655502716,1.656266055,1.657105905,1.65801977,1.659004869,1.660058145,1.661176244,1.662355482,1.66359181,1.664880754,1.666217362,1.667596145,1.669011018,1.670455246,1.671921401,1.673401334,1.674886162,1.676366278,1.677831392,1.679270595,1.680672457,1.682025157,1.683316636,1.684534792,1.685667677,1.686703732,1.687632011,1.688442427,1.689125974,1.68967495,1.690083152,1.690346047,1.69046091,1.690426929,1.690245271,1.689919105,1.689453584,1.688855786,1.688134611,1.687300634,1.686365925,1.68534383,1.684248724,1.683095737,1.681900471,1.680678707,1.67944612,1.678217998,1.677008998,1.675832921,1.674702526,1.673629389
0.972159216,0.721014666,0.577704058,0.524530914,0.511349526,0.552634397,0.689815964,0.856386655,0.933941042,0.962456858,0.97171225,0.979877026,1.005291598,1.058939765,1.132328324,1.204126887,1.266715677,1.321869419,1.371703814,1.416498865,1.455648707,1.488628903,1.515401065,1.536407158,1.552387804,1.564189882,1.572633092,1.578441218,1.582219423,1.582880792,1.584457181,1.585542433,1.585778761,1.585401686,1.584592696,1.583490768,1.582201632,1.580805159,1.579361218,1.577914284,1.576497068,1.575133341,1.573840113,1.572629319,1.571509095,1.570484747,1.569559474,1.568734907,1.56801151,1.56738886,1.566865859,1.566440869,1.566111807,1.565876203,1.56573122,1.565673666,1.565699972,1.565806169,1.565987847,1.56624011,1.566557526,1.566934073,1.567363096,1.56783726,1.56834852,1.568888105,1.569446519,1.570013567,1.570578403,1.571129615,1.571655327,1.572143345,1.572581321,1.572956944,1.573258156,1.573473378,1.573591742,1.573603329,1.573499393,1.573272573,1.572917083,1.572428876,1.571805769,1.571047541,1.570155984,1.569134915,1.567990148,1.56672942,1.565362273,1.563899897,1.562354934,1.560741247,1.559073659,1.557367668,1.555639158,1.553904091,1.55217822,1.550476808,1.548814378,1.547204493,1.545659576,1.544190773
0.972491351,0.719628726,0.56633513,0.507608692,0.490702338,0.528794202,0.662438245,0.826887141,0.904762099,0.933767512,0.943123934,0.951361718,0.977186832,1.031137078,1.104766655,1.176166275,1.237108606,1.289710486,1.336613736,1.378447175,1.414780224,1.44515703,1.469547959,1.488372788,1.502337383,1.512252433,1.518905725,1.522995497,1.525107713,1.525375406,1.525718052,1.525204869,1.523865283,1.521930601,1.519579687,1.516950012,1.514146581,1.51124908,1.508317551,1.505396887,1.502520364,1.499712394,1.496990672,1.494367811,1.491852605,1.489450971,1.487166666,1.485001814,1.482957294,1.481033025,1.479228163,1.477541242,1.475970263,1.47451275,1.473165775,1.471925965,1.470789491,1.469752041,1.468808791,1.467954361,1.467182777,1.466487428,1.465861029,1.46529559,1.464782401,1.464312025,1.463874317,1.463458466,1.463053052,1.46264615,1.462225441,1.461778371,1.461292319,1.460754802,1.460153687,1.459477426,1.458715281,1.457857563,1.456895849,1.455823189,1.454634288,1.453325654,1.451895723,1.450344937,1.448675784,1.446892804,1.445002538,1.443013445,1.44093577,1.438781374,1.436563519,1.434296625,1.431995997,1.429677529,1.4273574,1.425051764,1.422776452,1.420546689,1.418376848,1.41628023,1.414268888,1.412353504
0.972834743,0.718887076,0.556721717,0.493225187,0.473190356,0.508528451,0.638875844,0.801357753,0.879835181,0.909690738,0.919522457,0.928141496,0.954531672,1.008766001,1.082512274,1.153365681,1.212509009,1.26239927,1.306208789,1.344922843,1.378292477,1.405933998,1.427827435,1.444369354,1.45622883,1.464178025,1.468970634,1.471277503,1.471663937,1.471524179,1.470590688,1.468425677,1.465458915,1.461917008,1.457975836,1.453771093,1.44940686,1.444962488,1.440498096,1.436058916,1.43167874,1.427382593,1.423188828,1.419110724,1.415157718,1.411336332,1.407650866,1.40410392,1.400696773,1.397429657,1.394301955,1.391312337,1.388458845,1.385738953,1.383149591,1.380687151,1.378347484,1.376125878,1.374017032,1.372015022,1.370113276,1.368304536,1.366580837,1.364933491,1.363353081,1.361829476,1.360351861,1.358908794,1.357488283,1.356077895,1.354664887,1.353236369,1.351779488,1.350281628,1.348730636,1.347115046,1.345424314,1.343649044,1.341781204,1.339814321,1.337743657,1.335566344,1.3332815,1.330890292,1.328395968,1.325803843,1.32312124,1.32035739,1.317523285,1.314631492,1.31169593,1.308731602,1.305754318,1.302780379,1.299826269,1.296908332,1.29404247,1.29124386,1.288526707,1.285904023,1.283387468,1.280987228
0.973189256,0.718794159,0.548900911,0.481455467,0.458929634,0.49199976,0.619348629,0.780070798,0.859470537,0.890571019,0.901283532,0.910618089,0.937750502,0.992275343,1.066034882,1.136217748,1.193441026,1.240498268,1.281093338,1.316573421,1.346876391,1.371693742,1.391015847,1.40521502,1.414921603,1.420867061,1.423768982,1.424269127,1.422910781,1.422359608,1.420138715,1.416309591,1.411705677,1.406548387,1.401010225,1.395224807,1.38929505,1.383299786,1.377299057,1.371338323,1.365451796,1.359665039,1.353996999,1.348461567,1.343068775,1.3378257,1.33273714,1.327806126,1.323034286,1.318422117,1.313969176,1.309674211,1.30553525,1.301549655,1.297714149,1.294024831,1.290477169,1.287065988,1.28378545,1.280629036,1.27758952,1.274658955,1.271828656,1.269089207,1.266430463,1.263841585,1.261311087,1.258826904,1.256376486,1.253946921,1.251525076,1.249097772,1.246651969,1.244174977,1.24165468,1.23907976,1.236439931,1.233726154,1.23093085,1.228048086,1.225073737,1.222005617,1.218843575,1.215589552,1.212247594,1.208823832,1.205326403,1.201765337,1.198152398,1.194500882,1.190825373,1.187141473,1.183465498,1.179814161,1.176204244,1.172652273,1.169174211,1.165785174,1.162499175,1.159328926,1.156285669,1.15337907
