Values,Values_23_41_22,Values_23_49_34,Values_23_57_48,Values_00_06_51,Values_00_16_20,Values_00_24_52,Values_00_34_09,Values_00_43_10,Values_00_52_37,Values_01_01_25,Values_01_10_40,Values_01_19_07,Values_01_27_29,Values_01_35_41,Values_01_44_11,Values_01_52_50,Values_02_01_10,Values_02_09_48,Values_02_18_21,Values_02_26_52,Values_02_35_23,Values_02_43_49,Values_02_52_05,Values_03_00_25,Values_03_08_42,Values_03_17_00,Values_03_25_14,Values_03_33_32,Values_03_41_45,Values_03_47_11
-0.0478358534650747,-0.032445871970726,-0.040517302370575,-0.0516239309192189,-0.0631149652892831,-0.0744193377128912,-0.0853061770293297,-0.0956839530756687,-0.1055302088568415,-0.1148557622593841,-0.123686101687763,-0.1320519701615708,-0.1399847876169865,-0.1475145708100163,-0.1546691133755759,-0.16147378110788,-0.1679515910865704,-0.1741234074942626,-0.1800081721108029,-0.1856231312400954,-0.1909840428845723,-0.1961053588996082,-0.2010003819954505,-0.2056813996703167,-0.2101597979714791,-0.2144461580403553,-0.2185503381991146,-0.2224815440026122,-0.2262483883415723,-0.2298589433326529,-0.2321599935683715
-0.0366485998435525,-0.0198311227733837,-0.0287230523969895,-0.0408783680461848,-0.0534134593353536,-0.0657223832635686,-0.0775639247266589,-0.0888444791021242,-0.0995431979291332,-0.1096740131394778,-0.1192659636669999,-0.1283532845513937,-0.1369706249248239,-0.1451509047927365,-0.1529244964935479,-0.1603190477704873,-0.1673595968389221,-0.1740688040795734,-0.1804672150359671,-0.1865735154877626,-0.1924047624531075,-0.1979765862952828,-0.2033033643559757,-0.2083983687383839,-0.2132738916196522,-0.2179413514552318,-0.2224113831716503,-0.2266939150499201,-0.2307982346140056,-0.2347330454449878,-0.23724115224257317
-0.0209959780273977,-0.0027629293319208,-0.012483708842537,-0.0256825194089364,-0.0392477751849619,-0.0525428647295297,-0.0653187062323351,-0.0774810243710961,-0.0890113657464697,-0.0999272102089298,-0.1102613785940711,-0.1200517122277155,-0.1293361355741981,-0.1381504782715988,-0.1465276746020879,-0.1544976241713659,-0.1620873487702806,-0.1693212634638078,-0.1762214742274279,-0.1828080624755116,-0.1890993407024919,-0.1951120750510898,-0.2008616759016677,-0.2063623597153494,-0.2116272860350078,-0.2166686734383192,-0.2214978978933879,-0.2261255765067488,-0.2305616392122307,-0.2348153905098884,-0.23752725990186138
-0.0007116419185132,0.0189276352991533,0.0083676456427308,-0.0058712692281305,-0.020454159046043,-0.0347180890653452,-0.0484086870861651,-0.0614324736436772,-0.0737742176090733,-0.0854554078401775,-0.0965128972174403,-0.1069882609300112,-0.1169227545888386,-0.1263551310413753,-0.1353208752018851,-0.1438521126412531,-0.1519778144233255,-0.1597241113349172,-0.1671146284554413,-0.1741708005634613,-0.1809121533125499,-0.1873565468350901,-0.1935203836628983,-0.1994187848806556,-0.2050657389854561,-0.2104742277051674,-0.215656332596414,-0.2206233257096411,-0.2253857471100105,-0.229953471555948,-0.23286603944237935
0.0242839543450375,0.0453225745290869,0.0339109611967723,0.0186336448183909,0.0030444969618493,-0.0121717580275653,-0.0267581606389061,-0.0406235712938932,-0.0537568566489832,-0.0661840066896567,-0.0779461770100169,-0.0890888181892888,-0.0996565825146476,-0.1096911665314091,-0.1192305994777423,-0.1283092106602228,-0.1369578888198664,-0.1452044434991997,-0.1530739790116403,-0.1605892422707984,-0.1677709304850939,-0.1746379564370833,-0.181207674161292,-0.1874960696983205,-0.1935179220153541,-0.1992869388330939,-0.204815871567868,-0.2101166129850113,-0.2152002805995859,-0.2200772883230205,-0.22318767649244742
0.0539703594046729,0.0764036672164405,0.0641259813490607,0.047810477118789,0.0312255885301455,0.0150730518744897,-0.0003904455015329,-0.0150777407041312,-0.0289827296381041,-0.0421364301477027,-0.0545845931640028,-0.0663767004329513,-0.0775608758824707,-0.0881817865893497,-0.0982800041155754,-0.1078920422012318,-0.1170506776331677,-0.125785363017567,-0.1341226427976606,-0.1420865351755584,-0.1496988673984721,-0.156979563418544,-0.1639468878030152,-0.1706176514177223,-0.1770073846416572,-0.1831304833708303,-0.1890003324271695,-0.1946294102891317,-0.200029378434642,-0.2052111579971615,-0.20851661197177399
0.0882194671132019,0.1120447048188545,0.0988845521002907,0.0815298735665045,0.0639592881311464,0.0468864635590558,0.0305647686442398,0.0150756447642177,0.0004191720936703,-0.0134412595062892,-0.0265563118306628,-0.0389796676864166,-0.0507630063871803,-0.0619539978357255,-0.0725957572629345,-0.0827269655018117,-0.0923822587858771,-0.1015926974834337,-0.1103862269989731,-0.118788095581981,-0.1268212183635233,-0.1345064881628696,-0.1418630381505201,-0.1489084628246027,-0.1556590037801074,-0.1621297060803856,-0.1683345502740094,-0.1742865643069111,-0.1799979188831949,-0.1854800091829322,-0.18897781738195885
0.1267937219734913,0.1520095989715128,0.1379488087246401,0.119553148446052,0.101006906073243,0.0830302375206613,0.0658699297366631,0.0495998353030444,0.0342129461960664,0.0196664555129132,0.0059044518563292,-0.00713113199787,-0.0194956221985649,-0.0312397280079247,-0.0424091117821796,-0.0530446048846904,-0.0631826743203392,-0.0728559522820502,-0.0820937449558857,-0.0909224881300867,-0.0993661412196515,-0.1074465220403857,-0.1151835887843088,-0.122595676681646,-0.1296996966080622,-0.1365113020327429,-0.1430450297993569,-0.1493144193365956,-0.1553321141230339,-0.1611099485278449,-0.16479734348736974
0.1693505501801625,0.1959567300820403,0.1809756078095878,0.1615368006592117,0.1420254790127092,0.1231624225344711,0.1051843283797092,0.0881554580222895,0.0720605763686788,0.0568500339917266,0.0424623084439007,0.0288347525283632,0.0159082956396825,0.0036291499504637,-0.0080508980946791,-0.0191748132244902,-0.0297808632065582,-0.0399032143462302,-0.0495724913894389,-0.058816272951842,-0.0676595168360375,-0.0761249196373137,-0.0842332186206715,-0.0920034444823933,-0.0994531330946617,-0.1065985032518737,-0.1134546063820841,-0.1200354531815658,-0.1263541212770789,-0.132422847256754,-0.13629689087742788
0.2154526588978292,0.2434491872637608,0.227526851345137,0.2070429102380329,0.1865782202652914,0.166847846508373,0.1480746202128051,0.1303110647358638,0.1135325014712068,0.0976817515496229,0.0826912987831681,0.0684937101894864,0.0550260689231695,0.0422314686146228,0.0300591415460402,0.0184640089323394,0.0074060349506564,-0.0031504401219235,-0.0132373142564338,-0.0228832610282493,-0.0321141875813574,-0.0409536199589692,-0.0494230254887272,-0.05754208206882,-0.0653289033569012,-0.072800227541868,-0.0799715761568054,-0.0868573882666192,-0.0934711344242853,-0.0998254139620968,-0.10388287002643401
0.2645834793172563,0.2939701814277671,0.2770849811578186,0.2555546880050992,0.2341500988447775,0.2135737084561771,0.1940304208096698,0.1755587238799798,0.1581232011826884,0.1416584181687223,0.1260904635602981,0.111346905190743,0.0973608765156179,0.0840723140834509,0.0714278960804698,0.0593804527709782,0.04788821710332,0.0369140808373339,0.026424922281985,0.0163910248454548,0.0067855850426209,-0.0024156994634706,-0.011234973363326,-0.0196925099348795,-0.0278069499807261,-0.0355955018496477,-0.043074109519438,-0.0502575944647485,-0.0571597760022525,-0.0637935739103588,-0.06803077228321856
0.3161668942489792,0.3469427766567725,0.3290727853951726,0.3064963154009266,0.2841676793676742,0.2627693989994864,0.2424840960469074,0.2233337753254319,0.2052709130765571,0.188221057338446,0.1721034855472869,0.1568405487947062,0.1423613286429116,0.1286025699244964,0.115508401877688,0.1030295924184361,0.0911226856218547,0.0797491750099501,0.0688747698285382,0.0584687673132611,0.0485035252898312,0.0389540226978832,0.0297974943813208,0.0210131275003579,0.0125818085570518,0.0044859119126627,-0.0032908777227086,-0.0107637149564953,-0.0179467205353541,-0.0248530893557203,-0.02926578728070103
0.3695889928666771,0.4017516845581288,0.3828752583777217,0.3592548120282822,0.3360209569007216,0.3138282803771722,0.2928324761813957,0.2730364738901255,0.2543792047208664,0.2367764081327776,0.2201401243500994,0.2043872701810541,0.1894427777120056,0.1752401719894068,0.16172104563914,0.1488341399982521,0.1365343594786634,0.1247818560755837,0.113541230617435,0.102780856580701,0.0924723159366578,0.0825899313101807,0.0731103785093303,0.0640123652109171,0.0552763636888927,0.0468843876832871,0.0388198053244558,0.0310671815661077,0.023612144812821,0.0164412734673625,0.011858026797609113
0.4242223073479789,0.4577675749641267,0.4378639646369987,0.4132043798912349,0.3890876346107691,0.3661318732765407,0.3444609408154072,0.3240559688742262,0.3048408484620267,0.2867206983125777,0.2695998922277676,0.253389700080024,0.2380108151798047,0.2233935240453395,0.2094769042897531,0.1962077151625295,0.1835392786372677,0.1714304691853581,0.1598448464805935,0.1487499286637998,0.1381165901747764,0.1279185647667229,0.118132035284753,0.1087352943055588,0.0997084623528582,0.091033252966548,0.0826927759534017,0.0746713718416193,0.0669544719031564,0.0595284792240202,0.054780468301836145
0.4794451138403895,0.5143664825390527,0.4934164833492649,0.4677257991577531,0.4427524191928308,0.4190690265866036,0.3967624525688401,0.375789199493845,0.3560565809906722,0.3374582728370177,0.3198905576303205,0.3032588560181154,0.2874795454058045,0.2724796671238536,0.2581958165769418,0.2445728254884896,0.231562499545351,0.2191225075764579,0.2072154423247326,0.1958080411975442,0.1848705449398409,0.174376170831391,0.1643006793120682,0.1546220163292242,0.1453200168838677,0.1363761581981834,0.1277733532234283,0.1194957770706225,0.111528720400276,0.1038584650024109,0.09895241719523845
0.5346679267478,0.5709564281738742,0.5489430523065526,0.5222329981380737,0.4964334620078377,0.4720622041334073,0.449163680052869,0.4276668534527456,0.4074609014907324,0.3884272379535351,0.3704536427422834,0.3534395012918865,0.3372968141166483,0.3219493854132896,0.3073313740887759,0.2933857500221269,0.2800628782784706,0.2673193020578749,0.2551167283686518,0.2434211944974793,0.2322023865480716,0.2214330822884703,0.2110886943357329,0.2011468940579718,0.1915873003708431,0.1823912209621662,0.173541436038918,0.1650220167290036,0.1568181718431142,0.1489161179786936,0.14385979041505798
0.5893338808019192,0.6269779470931877,0.603887096680488,0.5761734809728338,0.5495826312336191,0.5245675775539619,0.5011249042438936,0.4791530882091759,0.4585216135741149,0.4390988316872566,0.4207636313112325,0.4034091991687299,0.3869431179182627,0.3712859797510985,0.3563695670406265,0.3421350652828435,0.3285314842865078,0.3155143296267155,0.3030445103732332,0.2910874497800691,0.2796123629309818,0.2685916688792814,0.2580005102454656,0.2478163586340992,0.2380186886912619,0.2285887074187046,0.2195091282005947,0.2107639812195607,0.2023384536350637,0.1942187542573286,0.18902099273340134
0.6429591036798438,0.6819445990221031,0.6577657291609418,0.6290687159620472,0.6017257352983548,0.5761150629288312,0.5521798627977546,0.5297851857518963,0.5087792973377012,0.4890167218095181,0.4703671018096622,0.4527172905790172,0.4359704356128653,0.4200439612786751,0.4048673485431214,0.3903800879691086,0.3765299289193249,0.3632714347721856,0.3505648102803045,0.3383749553142288,0.3266707011207937,0.3154241916069909,0.3046103793696552,0.2942066127189348,0.2841922951124062,0.2745486026754805,0.265258248616445,0.2563052857548878,0.2476749402055131,0.2393534707042598,0.2340242377932719
0.6950923436902169,0.7354027440164079,0.7101294810179266,0.6804737285787268,0.6524219344298637,0.6262675356971119,0.6018947672858455,0.5791323778379175,0.5578059512382691,0.537755474046418,0.5188410318037066,0.5009430441640751,0.4839602329511064,0.4678069193672091,0.4524103736154721,0.4377084924443373,0.423647868279192,0.4101822241373129,0.3972711587132898,0.3848791424122702,0.3729747120359166,0.3615298213012752,0.3505193135085736,0.3399204904101611,0.3297127572536634,0.3198773287184733,0.3103969839023856,0.3012558611207778,0.2924392852335215,0.2839336217449486,0.2784839899474892
0.745348229742473,0.7869648975014255,0.7605956186414389,0.7300102980778695,0.7012967788719827,0.674653697954876,0.6499009997088905,0.6268283776114122,0.605237367030616,0.5849527792063383,0.5658248860162305,0.5477276135602941,0.5305552968430695,0.5142192398666823,0.4986446080197242,0.48376781618828,0.4695344108581222,0.4558973814977716,0.4428158220846901,0.4302538691241289,0.4181798549248631,0.4065656277088661,0.3953860013274969,0.3846183063740047,0.3742420211934731,0.3642384665448081,0.3545905514219051,0.3452825603459497,0.3362999745246306,0.327629320889133,0.3220714331661962
0.7935171718457047,0.8364197165197086,0.8089580570140578,0.7774767389776227,0.7481518368228088,0.7210775501552078,0.6960044334367517,0.6726805582875095,0.6508821753522577,0.6304183744468348,0.6111294212948645,0.592882733234817,0.5755683284142489,0.5590946010078344,0.5433847320057138,0.528373775846731,0.5140063499015303,0.500234820066672,0.4870178781462229,0.4743194220630798,0.4621076682642202,0.450354442060247,0.4390346050159576,0.4281255888710499,0.417607013004847,0.4074603682361087,0.3976687538236286,0.3882166575396478,0.3790897709032321,0.3702748333596549,0.364621830060585
0.8389715633497862,0.883138320473716,0.8545935349317195,0.822253910888727,0.792370549756522,0.7649241074652801,0.7395910256579384,0.7160754347649508,0.694127227303874,0.6735393335383042,0.6541418925045339,0.6357958455143998,0.6183869955351348,0.6018209548995036,0.5860190535437986,0.5709151144248861,0.5564529463686443,0.5425844027067568,0.5292678746921592,0.5164671146542744,0.5041503084685073,0.4922893370564243,0.4808591822959799,0.4698374444827095,0.4592039468673352,0.4489404091079486,0.439030175875991,0.4294579900634099,0.420209802383689,0.4112726109401049,0.40553852191665635
0.88216006144681,0.9275682784419194,0.8979557486021371,0.8647994475789721,0.8344125035939739,0.806653686607095,0.7811211079721974,0.7574729530269619,0.7354318809061849,0.714774349967126,0.6953203323280098,0.6769243771947856,0.6594682062471536,0.6428547976247523,0.6270037747920515,0.6118478636962508,0.5973301867524164,0.5834021945576198,0.5700220763423117,0.5571535273951731,0.5447647829399951,0.5328278520238175,0.5213179030119778,0.5102127654883585,0.4994925226119855,0.4891391748361043,0.4791363606244095,0.4694691232072414,0.4601237148935847,0.4510874323141139,0.44528706064503826
0.926875639716158,0.9735022665306184,0.942843370862698,0.9089152856766316,0.8780806465680112,0.8500689264180663,0.8243962790528281,0.8006732972711297,0.7785947482827434,0.7579204391331937,0.7384602165937241,0.7200623716409851,0.702604708329012,0.6859877350194155,0.6701295215566699,0.6549618339969142,0.640427229361767,0.6264768616889816,0.6130688113417291,0.6001667985884026,0.5877391806201394,0.5757581593324311,0.5641991476732057,0.5530402570322661,0.5422618782784807,0.5318463364497668,0.5217776041545967,0.5120410623479403,0.5026232997412873,0.4935119440407055,0.4876606918193715
0.9767037096439,1.0245281717754604,0.9928484150793544,0.9581948345146934,0.9269678453629936,0.8987610681306623,0.8730055976683609,0.8492630992235545,0.8271999759170573,0.8065593156417029,0.7871409477891713,0.7687870776170952,0.7513717765085843,0.7347932577742164,0.7189681937687874,0.7038275265090445,0.6893133644188888,0.6753766650076487,0.6619754855392157,0.6490736451081293,0.6366396868429274,0.6246460613049012,0.6130684751136686,0.6018853649905349,0.591077468423832,0.5806274700995002,0.5705197086138094,0.5607399317794559,0.551275091551655,0.5421131716053258,0.5362268054352312
1.0319264429444894,1.0809332642389249,1.0482606011771682,1.0129277116281683,0.9813620670087014,0.9530156031351488,0.9272316887092348,0.9035219833161572,0.8815242059391865,0.8609647472827032,0.8416335794956354,0.823367023695925,0.8060356182439073,0.7895354617759311,0.7737819852040375,0.7587054386241682,0.7442475926032076,0.7303593006324497,0.7169986742182893,0.7041296961672252,0.691721150270869,0.6797457822181836,0.6681796320446831,0.6570014960822832,0.6461924882652883,0.635735679120316,0.6256157964537862,0.6158189757277523,0.6063325509426811,0.5971448789151842,0.5912394095702012
1.0920866226013577,1.1422660396228077,1.1086309746817695,1.072664771179163,1.0408123390144548,1.0123788686343071,0.9866177952305236,0.9629899650733909,0.941104252234336,0.9206704657008496,0.9014689345002972,0.8833303270369459,0.8661218631971924,0.8497377128662391,0.8340922212075268,0.8191150744271442,0.8047478095249904,0.7909412605508332,0.77765366174962,0.7648492151445289,0.7524969902518812,0.7405700645760062,0.7290448415494033,0.717900501728914,0.7071185558194126,0.6966824770907487,0.6865773967414107,0.6767898499133231,0.6673075629952754,0.6581192749808628,0.652210975029437
1.1571808517138005,1.2085289565462,1.1739650558769503,1.137411557732817,1.1053223864390027,1.0768517976057157,1.0511616016949663,1.0276613251464255,1.0059310123769276,0.9856641088087816,0.9666315734400422,0.9486586858811852,0.9316095783209534,0.9153766839392224,0.899873417640575,0.8850290255879136,0.8707849088160472,0.8570919582565999,0.8439085901756199,0.8311992715388369,0.8189333925674851,0.8070843890635829,0.7956290476330753,0.7845469475577582,0.7738200066801114,0.7634321081655339,0.7533687912830918,0.7436169936598646,0.7341648354940609,0.725001438392825,0.7191068771735241
1.2270175277460384,1.2795366622796978,1.2440808662993523,1.2069862095193076,1.1747084904830196,1.146247779363262,1.1206731229002505,1.0973425410448845,1.0758074494555236,1.055745255639844,1.0369178829239707,1.0191455195042616,1.0022894571512495,0.9862405904352743,0.970911559048521,0.956231288463887,0.9421411343337488,0.9285921122115584,0.9155428701329924,0.9029581756445614,0.8908077642727208,0.8790654461033618,0.8677084002018037,0.8567166086769911,0.8460723966353537,0.8357600542558747,0.8257655237675562,0.8160761385749858,0.8066804048953815,0.7975678184963826,0.7917038928710373
1.30139259743978,1.3550915927445952,1.3187846582610137,1.2811953019737627,1.2487754207173014,1.220368666129064,1.1949507766849128,1.171828420739553,1.1505247827226106,1.1307016708155542,1.1121123708503218,1.094572311517709,1.077940208271082,1.062105621171998,1.046980569097077,1.032493771424151,1.0185866217131907,1.0052103190354986,0.9923237831700984,0.979892107573491,0.9678853870923848,0.9562778113927906,0.9450469506082944,0.9341731831964828,0.9236392312312588,0.9134297788054652,0.9035311560220732,0.8939310756529688,0.8846184127391372,0.8755830196691502,0.8697669892211635
1.3800932040464955,1.4349875539490655,1.397874530180557,1.3598375157428464,1.3273201639012997,1.2990085677348553,1.2737852470757702,1.2509060348088508,1.2298664877741925,1.2103133706882052,1.1919917956651884,1.174712798870076,1.158332800340363,1.1427402354881124,1.1278466558154971,1.1135806841520275,1.099883827718623,1.0867075189652695,1.0740109794708714,1.0617596435203491,1.0499239686398822,1.0384785186337209,1.027401242602005,1.0166728982664697,1.0062765839272392,0.9961973542511636,0.9864219021283884,0.9769382935548632,0.9677357457586891,0.958804441080018,0.9530539619593904
1.462855897497911,1.5189678501447044,1.4810985771894538,1.4426618384325067,1.4100901908948622,1.381912191826656,1.3569179017591848,1.3343132121809798,1.3135668694836844,1.2943112709497506,1.2762838851580134,1.259291757703699,1.243189310491302,1.2278640694288323,1.213227270719973,1.1992075448389086,1.185746580687588,1.172796084821791,1.1603156007426052,1.1482709081179585,1.1366328199516775,1.125376258134918,1.114479528073142,1.1039237392259813,1.093692335103883,1.0837707075381762,1.0741458772851804,1.0648062278483932,1.0557412827157049,1.0469415185199844,1.041274672649211
1.549396003400446,1.606754517441768,1.56818415060761,1.529396881307914,1.496812842802889,1.4688043064320864,1.4440703343008194,1.4217681624186882,1.4013407627166607,1.3824069626962368,1.3646971838059352,1.348014917257692,1.332212899664579,1.3171779671648156,1.302821190869176,1.289071307427379,1.275870247576452,1.2631700235846148,1.2509305111922815,1.2391178298586916,1.2277031305852089,1.21666166701781,1.2059720680056476,1.1956157571555075,1.1855764822833648,1.1758399292926125,1.1663934024326728,1.1572255577979602,1.1483261802791656,1.13968599650008,1.1341213102103964
1.6393886727677762,1.6980292278697746,1.6588187483179424,1.619731804484564,1.5871763155776255,1.5593707976934748,1.5349255017116925,1.5129506951578016,1.492864832580843,1.4742740903771172,1.456902503972256,1.4405504790163224,1.4250693938964532,1.410345618328311,1.3962902060433964,1.382832092423968,1.3699135022732238,1.35748677620266,1.345512123003634,1.3339559866044093,1.3227898287456068,1.3119891987744894,1.3015330065203774,1.2914029427039873,1.2815830092864002,1.2720591341027885,1.2628188516998762,1.2538510372642646,1.2451456839051172,1.2366937158757407,1.2312501615350298
1.7324760131568926,1.792440225410989,1.752656911995983,1.71332323344918,1.680836624770166,1.6532656988434948,1.6291348254910127,1.6075093957416955,1.587784823689247,1.5695556714430448,1.552540311222096,1.536536562050563,1.5213947834940815,1.5070011045354903,1.4932667060087736,1.4801208083034332,1.4675059746276005,1.4553748878819164,1.4436880817014563,1.4324123000618991,1.4215192791421736,1.410984819024028,1.400788059307838,1.3909109022378232,1.3813375454034773,1.3720540982853386,1.363048264603991,1.35430907743867,1.3458266774672738,1.3375921269898594,1.3322890988165066
1.8282625708573668,1.889597576703312,1.8493153916970333,1.8097904111674448,1.777412784159882,1.7501064167485558,1.7263134767665456,1.7050569729216476,1.6857109701183448,1.667859565546204,1.6512162480377863,1.6355767754686468,1.6207908378204772,1.6067445497791195,1.5933493596616313,1.5805348525524654,1.5682439666360397,1.5564297328101266,1.5450529930130283,1.5340807586064178,1.5234849958478394,1.513241702743807,1.5033301898385472,1.4937325079145425,1.4844329844955928,1.4754178434570264,1.4666748898167263,1.4581932468045442,1.4499631356873293,1.4419756911147583,1.4368329455733395
1.92631668352643,1.989074242573689,1.9483740803585623,1.9087160829218044,1.876487688251752,1.849474637936568,1.826041318947022,1.8051712434158589,1.7862190223108998,1.7687595412011516,1.7525022357756086,1.7372413500650892,1.7228262603771118,1.7091432923416128,1.696104297032792,1.6836392970285794,1.6716916345138562,1.6602146864586076,1.6491695791164542,1.6385235514225682,1.628248748527607,1.618321307042944,1.608720643410121,1.5994288880076075,1.590430426881106,1.581711525549636,1.5732600171534432,1.5650650422249943,1.5571168307205123,1.5494065192053137,1.5444440689376295
