Values_11_33_14,Values_11_41_05,Values_11_48_55,Values_11_56_46,Values_12_04_38,Values_12_12_29,Values_12_20_24,Values_12_26_03
0.004239725,0.00106273,-0.005639373,-0.010707682,-0.014748478,-0.01820667,-0.021249453,-0.023212197
0.082809207,0.078671713,0.071172649,0.065559574,0.061129671,0.057370476,0.054078313,0.051957528
0.165349422,0.160205293,0.15188683,0.145715652,0.140890001,0.136827959,0.133287715,0.131011068
0.251369219,0.245177583,0.236020762,0.229279507,0.224051579,0.21968432,0.215896479,0.213465485
0.340355909,0.333082374,0.323072464,0.315751053,0.310114796,0.305439676,0.301404079,0.298819675
0.431778302,0.423396249,0.412523574,0.404614441,0.39856475,0.3935792,0.389295298,0.386557986
0.525089749,0.515581698,0.503842536,0.49534134,0.48887462,0.483576581,0.479043785,0.476153839
0.619731246,0.609090266,0.596487819,0.587394239,0.580509054,0.574897515,0.570115629,0.567073357
0.715134603,0.703365756,0.689911172,0.680229775,0.672927584,0.667003197,0.66197294,0.658779009
0.810725726,0.797847517,0.78356095,0.773302119,0.765588085,0.759353858,0.754077455,0.750733267
0.905928056,0.89197386,0.876885546,0.866066451,0.857950299,0.851412351,0.84589419,0.842402302
1.000166204,0.985185632,0.969336963,0.957982545,0.94947946,0.942647818,0.936895156,0.93325974
1.092869835,1.076930013,1.060374569,1.048518523,1.039650059,1.032539475,1.026563173,1.02279049
1.183477864,1.166664574,1.149469088,1.137154803,1.127949771,1.120580547,1.114395809,1.110494702
1.271443011,1.25386165,1.236106868,1.2233883,1.213883612,1.206282386,1.199909487,1.195891867
1.356236755,1.338013072,1.319794464,1.306736894,1.296978331,1.289178813,1.282643789,1.278525092
1.437354743,1.418635284,1.400063562,1.386744216,1.376787079,1.368830698,1.362165965,1.357965582
1.514322639,1.495274861,1.476476262,1.46298473,1.452894341,1.444830775,1.438075654,1.433817302
1.586702413,1.567514395,1.548630668,1.535069097,1.524921112,1.516808665,1.510009789,1.5057218
1.654099001,1.634978698,1.61616675,1.602649749,1.592530244,1.58443604,1.577647608,1.573363134
1.716167242,1.697341205,1.678772343,1.665426573,1.655431859,1.647431813,1.640715658,1.636472763
1.772618915,1.754330426,1.736189149,1.723152529,1.713388668,1.705567205,1.698992656,1.694834269
1.823229672,1.805736225,1.788218513,1.775639012,1.766220978,1.758670467,1.752313965,1.748287691
1.867845606,1.851415679,1.834726715,1.822760696,1.813811162,1.806631027,1.800575475,1.79673323
1.906389121,1.891298199,1.875649513,1.864459573,1.856107287,1.849402773,1.843736587,1.840134048
1.938863795,1.925389605,1.910995588,1.900747891,1.893125616,1.887006192,1.881822035,1.878517887
1.965357858,1.953774821,1.940848608,1.931709698,1.924951711,1.919529079,1.914922264,1.911977233
1.986045973,1.976618883,1.965367629,1.957500712,1.951739857,1.947125587,1.943192145,1.940667809
2.001189019,1.994166016,1.984785584,1.978346342,1.973710665,1.97001345,1.966847859,1.96480525
2.011131657,2.006736595,1.999405758,1.994537724,1.991146725,1.988469306,1.986161918,1.984659914
2.016297562,2.014721926,2.009596177,2.006425781,2.004386368,2.002822164,2.001456369,2.000549906
2.017182298,2.018576885,2.015782035,2.014413438,2.013815667,2.013445209,2.013094391,2.012832542
2.014343955,2.018810589,2.018436348,2.018946237,2.019858984,2.020746245,2.021470634,2.021894595
2.008391775,2.015975395,2.018069193,2.020501733,2.022968452,2.025157218,2.027000734,2.028141801
1.9999731,2.010654602,2.01521595,2.01957813,2.023612897,2.02712333,2.03011057,2.031988182
1.989759066,2.003449339,2.010425046,2.016682681,2.022266732,2.027092316,2.03122582,2.033845767
1.978429513,1.994965105,2.004245704,2.012320372,2.019399365,2.025504416,2.03076239,2.034115296
1.966657586,1.98579846,1.99721618,2.006983357,2.015465592,2.022783531,2.02911819,2.033178371
1.955094483,1.976524268,1.989852865,2.001141529,2.01089733,2.019329904,2.026666592,2.031391395
1.944354755,1.967683829,1.982640539,1.995234438,2.006096887,2.015514495,2.023751729,2.029081445
1.935002465,1.959774092,1.976023879,1.989664629,2.00143178,2.011675022,2.020685558,2.026543976
1.927538426,1.953238025,1.970400201,1.98479227,1.997230906,2.008113425,2.017746421,2.024042072
1.922388666,1.948456113,1.966113264,1.980930805,1.993781726,2.005094333,2.015178611,2.021806707
1.919894162,1.945738816,1.963447831,1.978343222,1.991327962,2.002843977,2.013192333,2.020037376
1.920301852,1.945319825,1.96262468,1.977238504,1.990067265,2.001548922,2.011963361,2.018902351
1.92375693,1.947349909,1.963795708,1.977767797,1.990148322,2.001354005,2.011631729,2.018537869
1.930296419,1.951891207,1.967038883,1.980019964,1.991666972,2.002358987,2.012298894,2.019045628
1.93984408,1.958911932,1.972352905,1.9840163,1.99466106,2.004613603,2.014023,2.020488233
1.952206796,1.968281551,1.979651626,1.989704439,1.999104014,2.008110943,2.016812175,2.022882458
1.967072611,1.979766696,1.988758474,1.996951686,2.004897377,2.012779403,2.020616049,2.026190538
1.984010728,1.993028159,1.999401312,2.005538254,2.011862803,2.01847373,2.025316063,2.030310032
2.002473777,2.007619495,2.011208353,2.01515111,2.019734274,2.024965944,2.030715351,2.035063095
2.021802712,2.022987778,2.023705857,2.025379249,2.028151454,2.031937139,2.036529277,2.04018623
2.041234683,2.03847711,2.036318361,2.035711335,2.036655212,2.038971266,2.042377769,2.045321733
2.059914131,2.053335426,2.048372208,2.045536569,2.044686307,2.045552011,2.047780667,2.050012078
2.076907306,2.066724996,2.059102954,2.054149575,2.05158816,2.051063754,2.05215715,2.053698371
2.091220194,2.077736891,2.067667112,2.060759858,2.056614374,2.054797435,2.054830138,2.055723826
2.101819748,2.085409432,2.07315837,2.064506141,2.058941421,2.055961779,2.055036239,2.055342862
2.107658072,2.088750409,2.074628205,2.064475556,2.05768656,2.053700058,2.051941453,2.051736111
2.107699073,2.086762631,2.071110471,2.059727348,2.051930694,2.047112134,2.044662436,2.044031154
2.100946893,2.078472105,2.061649288,2.049320424,2.040745521,2.035281179,2.032292769,2.031328452
2.086475322,2.062957969,2.045329319,2.032343806,2.023224047,2.017304131,2.013933279,2.012731545
2.063457236,2.039383138,2.021307295,2.007948834,1.998513249,1.992324671,1.988725203,1.987380286
2.031193049,2.007024492,1.988843552,1.97538176,1.96584751,1.959567281,1.955884728,1.954485659
1.989137095,1.965301396,1.947332235,1.934015331,1.924581313,1.918370858,1.914737327,1.913364547
1.936920841,1.913801308,1.896328798,1.883377889,1.874219679,1.868220247,1.864750223,1.86347277
1.874371886,1.852301267,1.8355735,1.823178564,1.814444811,1.80877413,1.805561339,1.804434713
1.801527734,1.780784146,1.76500964,1.753327226,1.745137538,1.739887771,1.737003177,1.736067936
1.718643507,1.699448717,1.684795485,1.673948046,1.666392312,1.661629285,1.659120235,1.658401339
1.626192952,1.608712764,1.595309044,1.585385722,1.578524742,1.574288361,1.572178796,1.571685677
1.524862374,1.509208811,1.497145146,1.48820376,1.482070981,1.478376658,1.476668292,1.476395565
1.415537463,1.401772342,1.391104663,1.383174592,1.377778669,1.374619562,1.373293814,1.373222527
1.29928339,1.287422854,1.278176154,1.271261741,1.266589626,1.263939393,1.262959875,1.263059157
1.177318941,1.167338473,1.15951065,1.15359476,1.149614975,1.147430785,1.146746072,1.146975007
1.050985859,1.042825322,1.036390793,1.031438155,1.02810393,1.026329416,1.025875854,1.026185427
0.921714887,0.915283189,0.910195917,0.906155929,0.903407916,0.901975825,0.901680139,0.902015086
0.79099021,0.786169287,0.78236497,0.779173739,0.776942082,0.77577642,0.775557931,0.775858372
0.660314085,0.656962004,0.654359296,0.651940789,0.650146436,0.64916399,0.648936328,0.649139092
0.531173337,0.529126504,0.527627284,0.525893587,0.524448835,0.523560037,0.523232311,0.523271932
0.405009183,0.404083776,0.40357261,0.402423445,0.401231817,0.400341047,0.399818518,0.399627908
0.283191485,0.283184351,0.283527454,0.282849188,0.281804854,0.280810321,0.279994705,0.279505579
0.166998078,0.16768748,0.168731527,0.168396014,0.167383019,0.166176457,0.164966037,0.164109203
0.057599416,0.05874599,0.060317209,0.060180818,0.05907244,0.057538864,0.055828613,0.054534236
-0.043951698,-0.042603376,-0.040699442,-0.040796258,-0.042137738,-0.044119962,-0.046438046,-0.048240064
-0.13672583,-0.135444769,-0.133422505,-0.133654804,-0.135377663,-0.137936243,-0.140972415,-0.143351858
-0.219918847,-0.218984082,-0.217075835,-0.217632752,-0.219894562,-0.223162044,-0.227027597,-0.230053073
-0.292850973,-0.292546876,-0.290999697,-0.292081902,-0.295047355,-0.29915919,-0.303964698,-0.307702479
-0.354963844,-0.355574413,-0.354645564,-0.356461655,-0.360299528,-0.365391455,-0.37124451,-0.375757094
-0.405816368,-0.407618726,-0.407570143,-0.41033211,-0.415211487,-0.421416347,-0.428418874,-0.433763316
-0.445080031,-0.448337455,-0.449429438,-0.453347443,-0.459433382,-0.46687753,-0.475122826,-0.481348944
-0.472534113,-0.47748896,-0.479973419,-0.485250166,-0.492699053,-0.50149856,-0.511068224,-0.518216767
-0.488061066,-0.494927971,-0.499041574,-0.505866547,-0.514821384,-0.525078238,-0.536039164,-0.544140069
-0.491642158,-0.500601819,-0.506559357,-0.515103224,-0.525689073,-0.537487574,-0.549889165,-0.558959989
-0.483353329,-0.494547139,-0.502535379,-0.512944775,-0.52526456,-0.538668065,-0.552539814,-0.562584419
-0.463361127,-0.476886827,-0.487059051,-0.49945192,-0.513582739,-0.528630881,-0.543980397,-0.55498796
-0.431918557,-0.44782698,-0.460298347,-0.474759974,-0.490750008,-0.507456479,-0.524268026,-0.53621239
-0.389360645,-0.407653597,-0.422497398,-0.439077195,-0.456943288,-0.475294205,-0.493527791,-0.506367175
-0.336099604,-0.356728824,-0.373973676,-0.392682765,-0.412408704,-0.432361606,-0.451952611,-0.465629678
-0.272619503,-0.295486678,-0.315114669,-0.335924295,-0.357459803,-0.378943265,-0.399802614,-0.414244883
-0.199470438,-0.224428223,-0.246374042,-0.269214833,-0.292475305,-0.315389186,-0.337404063,-0.352524651
-0.117262275,-0.144116302,-0.168267387,-0.193029516,-0.217896517,-0.242112861,-0.265147957,-0.280846659
-0.026658076,-0.055169973,-0.081367749,-0.107902052,-0.134224636,-0.159589244,-0.183488561,-0.19965325
0.07163261,0.041741146,0.013698861,-0.014421265,-0.042018162,-0.068352885,-0.092942117,-0.109450487
0.17686042,0.145902437,0.116257764,0.086772098,0.058109365,0.031003578,0.005914071,-0.010807579
0.288242626,0.256559566,0.22558958,0.194988166,0.165491194,0.137830471,0.112442077,0.095643204
0.404969214,0.372923394,0.340933795,0.309490335,0.279408783,0.251421721,0.225943385,0.209206228
0.52620851,0.494174491,0.461491974,0.429497353,0.39909295,0.371015285,0.345658765,0.329122058
0.651112304,0.6194673,0.586430782,0.554185333,0.523725081,0.495793724,0.47076838,0.454567318
0.778820542,0.747934109,0.714885044,0.682690029,0.652438783,0.624885396,0.600392665,0.584655412
0.908465666,0.878689042,0.845961166,0.814109782,0.784322473,0.75736682,0.733594562,0.718438723
1.039176802,1.010832316,0.978741267,0.947509541,0.918423379,0.892266723,0.869383686,0.854912901
1.170084,1.143455063,1.112288341,1.08192637,1.053753391,1.02857227,1.00672295,0.993023769
1.300322754,1.275644944,1.245652752,1.216376729,1.189297092,1.165237798,1.144537973,1.131677208
1.42903906,1.406492806,1.377880258,1.349865728,1.324022142,1.301196243,1.281729455,1.269752157
1.555395194,1.535100511,1.508021652,1.481398412,1.456892027,1.435373204,1.417188438,1.406116668
1.678576406,1.660590006,1.635144018,1.609992952,1.586880991,1.566703426,1.549814157,1.539646644
1.797798604,1.78211362,1.758343424,1.734695498,1.712990795,1.694149239,1.678533965,1.669246724
1.91231705,1.898865439,1.87675881,1.854596301,1.83426881,1.816720372,1.802324641,1.793872553
2.021436012,2.010093552,1.989586689,1.968846591,1.9498268,1.933494395,1.920234271,1.912553565
2.12451918,2.115112842,2.0960962,2.076675637,2.058859721,2.043637008,2.031403795,2.024415327
2.221000607,2.213317942,2.195644005,2.177407345,2.160663783,2.146421326,2.13508733,2.128700494
2.310395812,2.304195887,2.287688462,2.270475743,2.254653025,2.24124537,2.230670388,2.224787455
2.392312617,2.38733796,2.371802485,2.355438696,2.340373719,2.327646987,2.317685181,2.312205851
2.46646123,2.46245019,2.447684516,2.431989225,2.417515923,2.40531553,2.39582233,2.390648252
2.532663034,2.529361956,2.515167035,2.499963878,2.485921623,2.474099715,2.464938395,2.459977425
2.590857525,2.588032154,2.574222101,2.559347621,2.545588985,2.534011221,2.525058813,2.520228801
2.641106856,2.638552432,2.624963462,2.610274879,2.596672352,2.585223692,2.576375958,2.571607882
2.683597484,2.68114706,2.667644877,2.653026413,2.639477773,2.62806701,2.619242236,2.614482544
2.718638502,2.716169116,2.702654422,2.688021892,2.674453994,2.663016829,2.654158297,2.649370356
2.74665634,2.744092779,2.730504682,2.715808186,2.702179012,2.690679572,2.681756617,2.676921235
2.768185682,2.765501717,2.751818917,2.737043547,2.723342493,2.711773272,2.702780934,2.697895966
2.783856614,2.781073687,2.76731348,2.752478081,2.73872453,2.727104818,2.71806217,2.713141261
2.794378205,2.791561726,2.77777693,2.762931074,2.749171409,2.737544366,2.728491668,2.723562256
2.800518926,2.797772428,2.78404651,2.769265912,2.755569198,2.74399781,2.734992704,2.730093418
2.803084503,2.800542045,2.786982766,2.772363483,2.758816141,2.747378323,2.73849133,2.733668969
2.802893947,2.800711232,2.787443257,2.773095045,2.759794855,2.748578035,2.739887657,2.735193938
2.800754658,2.799099405,2.786256325,2.772295587,2.759345408,2.748440934,2.740028644,2.735516918
2.797437533,2.796479671,2.784195943,2.770738693,2.75824028,2.747737967,2.739683399,2.735405528
2.793653073,2.793555317,2.781958583,2.769113838,2.757162109,2.747145246,2.739521835,2.735525387
2.790029406,2.790938737,2.780142955,2.768006916,2.756684967,2.74722604,2.740097329,2.736423239
2.787093076,2.789133551,2.779233296,2.767884613,2.757259733,2.748417049,2.741833833,2.738514615
2.785253285,2.788520529,2.779586717,2.769083034,2.759203871,2.751019217,2.745017609,2.742076178
2.784790124,2.78934769,2.781424885,2.771800784,2.762695737,2.755193124,2.74979357,2.747242679
2.785847115,2.791724798,2.784830136,2.776096481,2.767773316,2.760958767,2.756165984,2.754008254
2.788428195,2.795622237,2.789745908,2.781890512,2.774337099,2.768199411,2.764003145,2.762231605
2.792399092,2.800874106,2.795981216,2.788970674,2.782156705,2.776669027,2.773045499,2.771644569
2.797492866,2.80718519,2.803218786,2.797001251,2.790880734,2.786002786,2.782916674,2.781863456
2.803319242,2.814141407,2.811026362,2.805535008,2.800049316,2.79573005,2.793136813,2.792402597
2.809377286,2.821223208,2.818870661,2.81402757,2.809108806,2.805289306,2.803137687,2.802689547
2.815070876,2.827821399,2.826133451,2.821853657,2.817428117,2.814044547,2.812279098,2.812081484
2.819726412,2.833254855,2.832129231,2.828324695,2.824316231,2.821302683,2.819866161,2.819882401
2.822612173,2.8367896,2.836124055,2.832707374,2.829040514,2.826331612,2.825167165,2.825360815
2.822958789,2.837658761,2.837355055,2.834242785,2.830845489,2.828378678,2.827431743,2.827767752
2.81998029,2.835082981,2.83505032,2.832165814,2.828971825,2.826689302,2.825909188,2.826354857
2.812895264,2.828290862,2.828448768,2.825724534,2.822675298,2.820525585,2.819866747,2.820392494
2.800947682,2.81653912,2.816819745,2.814199329,2.811245533,2.809184716,2.808607755,2.809187702
2.783427018,2.799132087,2.799482047,2.796921523,2.794024301,2.792017003,2.791489435,2.792101861
2.759687285,2.775440275,2.7758221,2.773291248,2.770423133,2.768443284,2.767940157,2.768567848
2.729164683,2.744917679,2.745310981,2.742794252,2.739939974,2.737971455,2.737475852,2.738106397
2.691393528,2.707117501,2.707519973,2.705017325,2.702174506,2.700211724,2.699715231,2.700341288
2.646020172,2.661705971,2.662134271,2.659661939,2.65684175,2.654890188,2.654393336,2.655012895
2.592814615,2.60847391,2.608964471,2.606555676,2.603783462,2.601860207,2.601372912,2.601989558
2.531679535,2.547345701,2.547955416,2.545660994,2.542976831,2.54111106,2.540653026,2.541276176
2.462656465,2.478385321,2.479192026,2.47708088,2.474539997,2.47277334,2.472374362,2.473019455
2.385928919,2.401799163,2.402901752,2.401060994,2.398733931,2.397120626,2.396820719,2.397509283
2.301822303,2.317935437,2.319453424,2.317988036,2.315960393,2.314567086,2.31441632,2.315175871
2.210800568,2.227280055,2.229352364,2.228384181,2.226755797,2.225660868,2.225718799,2.22658248
2.113459653,2.130449081,2.133231855,2.132897702,2.131781105,2.131073378,2.131407964,2.132413871
2.010517919,2.028177959,2.031841235,2.032290065,2.031808079,2.031584819,2.032270747,2.03346089
1.902803912,1.921307955,1.926031115,1.927420084,1.927702523,1.928066681,1.929183061,1.930601941
1.791241907,1.810770375,1.816736398,1.819225887,1.820405367,1.821462082,1.823089537,1.824782348
1.676835812,1.697569271,1.704957934,1.70870565,1.710912616,1.712765073,1.714982305,1.716992836
1.560652055,1.58276341,1.591743702,1.596898092,1.600255258,1.603000075,1.605880064,1.608248375
1.443802098,1.467448264,1.478170406,1.484863699,1.489480195,1.493202581,1.496808609,1.499568627
1.327425165,1.352738721,1.365326246,1.373667545,1.379633095,1.384402055,1.388783818,1.391961002
1.212671704,1.239753076,1.254295481,1.264364319,1.271743822,1.277607732,1.282797781,1.286407021
1.100687929,1.129598658,1.14614512,1.157985921,1.166814801,1.173797646,1.179808425,1.183852318
0.992601703,1.02335927,1.041913871,1.05553169,1.065812334,1.073910873,1.080732555,1.085200212
0.88950981,0.922084408,0.942603203,0.957961052,0.969660581,0.978842654,0.986441956,0.991308412
0.79246659,0.826780084,0.849170226,0.866188167,0.879237709,0.889441799,0.897761859,0.902988167
0.702473812,0.73840094,0.762521934,0.781078011,0.795373524,0.806509628,0.815470977,0.821004967
0.620471599,0.657843347,0.68351035,0.703443307,0.718847915,0.730799661,0.740302234,0.746079925
0.547330198,0.585939119,0.612928085,0.634041705,0.650389397,0.6630173,0.672943375,0.678890933
0.483842551,0.523449677,0.551504045,0.573572855,0.590673345,0.603819008,0.614036895,0.620073049
0.430717193,0.471060138,0.499898683,0.522674716,0.540319185,0.553810207,0.564178501,0.570217271
0.38857246,0.429374249,0.458699687,0.481919934,0.499887369,0.513542713,0.523914873,0.529868471
0.357928992,0.398907174,0.428415095,0.451809305,0.469873109,0.483508668,0.493737703,0.499519458
0.339208814,0.380084406,0.409472141,0.4327706,0.45070519,0.464139289,0.474082332,0.47960951
0.33271893,0.37322481,0.402199854,0.425140836,0.442727944,0.455786551,0.465309122,0.470505505
0.33867574,0.378564155,0.406851823,0.429188412,0.446222844,0.458744279,0.467724071,0.472522204
0.357135676,0.396184564,0.423534613,0.445040655,0.461335306,0.473174279,0.481504314,0.485847316
0.388124899,0.426142819,0.452334815,0.472809816,0.488199767,0.499230609,0.50682167,0.510664563
0.431425617,0.468255109,0.493102362,0.512375154,0.526720715,0.536839685,0.543621925,0.546932421
0.486718422,0.522237734,0.545589724,0.563520838,0.576709488,0.585836133,0.591759845,0.594518584
0.55417729,0.58830042,0.61004366,0.626526349,0.638473513,0.646551022,0.651586555,0.653786798
0.630697244,0.663372207,0.683429375,0.69838911,0.709037642,0.716032108,0.72016884,0.721815567
0.709288201,0.740494591,0.758823185,0.772216783,0.781536138,0.78743556,0.79068065,0.791789514
0.786062031,0.815808233,0.832399188,0.844213951,0.852199355,0.857012582,0.859389617,0.859985789
0.860601683,0.888919991,0.90379397,0.914044725,0.920714525,0.924468649,0.926014953,0.926131127
0.932115838,0.959055812,0.972257257,0.980981307,0.986372541,0.989108859,0.989871693,0.989545447
0.999745539,1.025367393,1.036958273,1.044209976,1.048373654,1.050143464,1.050176201,1.049447425
1.062849185,1.087217792,1.097271576,1.103117026,1.106113511,1.106974091,1.106332672,1.105241253
1.12081536,1.143995326,1.152591623,1.15710381,1.158998643,1.159009698,1.157749604,1.156333513
1.17320849,1.195260682,1.202480985,1.20573585,1.206596351,1.205817197,1.203991165,1.202285088
1.219733462,1.240713047,1.246637722,1.248711233,1.248604005,1.247091589,1.244748119,1.242782643
1.26026525,1.280221164,1.284927687,1.285893987,1.284883345,1.282691098,1.279873738,1.277675069
1.294836795,1.313812373,1.317374669,1.31730517,1.315452404,1.312629835,1.309377127,1.306967251
1.323627418,1.341661864,1.344150495,1.343113751,1.340477063,1.337069928,1.333415869,1.330813045
1.346937729,1.36406805,1.365550996,1.363613114,1.360248023,1.3562989,1.352273735,1.349493192
1.365159096,1.381422192,1.381965929,1.379191301,1.37515133,1.37070042,1.366331606,1.363386341
1.378738676,1.394173306,1.393843983,1.390296137,1.385633608,1.3807196,1.376032803,1.372934372
1.388143834,1.402792291,1.401656805,1.397399237,1.392166045,1.386826947,1.381846963,1.378606206
1.393828532,1.407737924,1.405864812,1.400961689,1.395209967,1.389483815,1.384235355,1.380863007
1.396204803,1.409427908,1.406887989,1.401404683,1.395187318,1.389112728,1.383621031,1.380128201
1.395619634,1.408215353,1.405082121,1.399085549,1.39245653,1.386073083,1.380364356,1.376762874
1.392343928,1.404377393,1.400727177,1.394285969,1.387300578,1.380649055,1.374750744,1.371053381
1.386556366,1.398098755,1.39401068,1.38719519,1.379910052,1.373032519,1.366973444,1.36319403
1.378380809,1.389508969,1.385064788,1.377946998,1.370420033,1.363359841,1.357170217,1.353323674
1.367784043,1.378579876,1.373863591,1.366516843,1.358807076,1.351608716,1.345320059,1.341422349
1.354960122,1.365510139,1.360607823,1.353106725,1.34527422,1.337983272,1.331628337,1.327696423
1.339171947,1.349565726,1.344564271,1.336983679,1.32908872,1.321751196,1.31536347,1.311415013
1.322538455,1.332870446,1.327859552,1.320276355,1.312380908,1.305044372,1.298658863,1.294712627
1.271481174,1.281840993,1.276904131,1.269389481,1.261550855,1.254259453,1.247908928,1.243982686
