Values_11_33_14,Values_11_41_05,Values_11_48_55,Values_11_56_46,Values_12_04_38,Values_12_12_29,Values_12_20_24,Values_12_26_03
-0.902482424,-0.900943433,-0.886593233,-0.871201029,-0.856766064,-0.843963501,-0.832985407,-0.826172374
-0.872746927,-0.869087506,-0.853215269,-0.83644149,-0.820724899,-0.806728158,-0.794634083,-0.787062188
-0.835154539,-0.829152137,-0.811644037,-0.793407427,-0.776350189,-0.761118944,-0.747884138,-0.739543344
-0.789987598,-0.781467412,-0.762248426,-0.742502112,-0.724075985,-0.70759753,-0.693222069,-0.684118676
-0.737565578,-0.726403456,-0.705438858,-0.684171308,-0.664379398,-0.64666888,-0.631177639,-0.621334138
-0.678241498,-0.664365581,-0.641661326,-0.618896327,-0.597772772,-0.57887265,-0.562314585,-0.551769068
-0.612398459,-0.595789419,-0.571391336,-0.547186913,-0.52479564,-0.504774316,-0.487221022,-0.47602612
-0.540446343,-0.521136138,-0.49512787,-0.469574122,-0.446006656,-0.424956293,-0.406499849,-0.394721221
-0.462818693,-0.440887811,-0.413387545,-0.386603431,-0.361975801,-0.34000936,-0.320759513,-0.308473909
-0.379969798,-0.355543078,-0.326699141,-0.298828315,-0.273277159,-0.250524758,-0.230605536,-0.217898508
-0.292372013,-0.265613183,-0.235598687,-0.206804544,-0.180482557,-0.157087304,-0.136633188,-0.12359654
-0.200513335,-0.171618499,-0.140625267,-0.111085425,-0.084156362,-0.060269828,-0.039421661,-0.026150737
-0.104895237,-0.074085623,-0.042317675,-0.012218139,0.015148398,0.039370843,0.060470036,0.073879093
-0.006030755,0.026454949,0.058788027,0.08925872,0.116892469,0.141296241,0.162505326,0.175958226
0.095557225,0.129470568,0.162160054,0.192816449,0.220551394,0.244986999,0.266170511,0.279577263
0.199337517,0.234427671,0.267271645,0.297936469,0.325615255,0.349942115,0.370973588,0.384250636
0.304772123,0.340792642,0.373601173,0.404109719,0.431587393,0.455677045,0.476441769,0.489513751
0.411317758,0.448032448,0.480631835,0.510835473,0.537982428,0.561721006,0.582118125,0.594919186
0.518427512,0.555615244,0.587851201,0.61761992,0.644323973,0.667613906,0.687557826,0.70003249
0.62555277,0.663011134,0.694750876,0.723974846,0.750142441,0.772903389,0.792324497,0.80442809
0.732145475,0.769693263,0.80082653,0.829416727,0.854973318,0.877142377,0.895987132,0.90768579
0.837660811,0.8751394,0.905578517,0.933466505,0.95835621,0.979887483,0.998117946,1.009388269
0.941560345,0.978834103,1.00851323,1.035650246,1.059834887,1.08069854,1.098291449,1.109119865
1.04331563,1.080271514,1.109145255,1.135500755,1.158958458,1.179139374,1.19608488,1.206466785
1.142412234,1.178958777,1.207000353,1.232560196,1.25528367,1.274779845,1.291080026,1.30101878
1.238354145,1.274420008,1.301619172,1.326383605,1.348378264,1.36719907,1.382866322,1.392372169
1.330668425,1.366200717,1.392561582,1.416543171,1.43782522,1.455989639,1.47104504,1.480134013
1.418910044,1.453872538,1.479411454,1.502633081,1.523227668,1.54076258,1.555234312,1.563927161
1.502666725,1.537038106,1.561781685,1.584274695,1.604214202,1.621152803,1.635074672,1.643395862
1.581563716,1.615335929,1.639319279,1.661121838,1.680444352,1.696824727,1.710234823,1.718211616
1.655268346,1.688445084,1.71171028,1.732865949,1.751613942,1.767477816,1.780417325,1.788078959
1.723494263,1.756089608,1.7786844,1.799240934,1.817460129,1.83285179,1.845363956,1.852740918
1.786005264,1.818042461,1.840019173,1.86002751,1.877765925,1.892731301,1.904860521,1.91198391
1.842618618,1.874128947,1.895543545,1.91505694,1.932364072,1.946949932,1.958740967,1.965641928
1.893207823,1.924229526,1.945140771,1.964214042,1.981140145,1.995393389,2.006890666,2.013599889
1.937704714,1.968281924,1.988750589,2.007439408,2.024034824,2.038001843,2.04924881,2.055796074
1.976100858,2.006282499,2.026370571,2.044730771,2.061045293,2.074771346,2.085809879,2.092223624
2.008448179,2.038286794,2.058056644,2.076143498,2.092225715,2.10575433,2.116624149,2.122931082
2.034858738,2.064409239,2.083922716,2.101790177,2.1176868,2.131059157,2.141797269,2.148021977
2.055503621,2.084821946,2.104139401,2.121839281,2.137594436,2.150848751,2.161488896,2.167653487
2.070610866,2.099752565,2.118931803,2.136512902,2.152167401,2.165338302,2.175910422,2.182034186
2.0804624,2.109481175,2.128576352,2.146083561,2.161674159,2.174792078,2.185321816,2.191420916
2.085389952,2.114336188,2.133396694,2.150870092,2.166428761,2.17951936,2.190027607,2.196114823
2.085769944,2.114689288,2.133758653,2.151232636,2.16678589,2.179869548,2.190372069,2.196456589
2.082017383,2.110949416,2.130064296,2.147566789,2.163135089,2.176226481,2.186733636,2.19282093
2.074578812,2.103555885,2.122745169,2.140296956,2.15589424,2.169002037,2.179518627,2.185610406
2.063924415,2.092970693,2.112254795,2.129869016,2.145502383,2.158629105,2.169154356,2.175248629
2.0505394,2.079670167,2.09906054,2.116742392,2.132411974,2.14555401,2.156081723,2.162172961
2.034914822,2.06413609,2.083635,2.101381667,2.117080708,2.130228526,2.140747389,2.146826807
2.017538044,2.04684648,2.066447068,2.084247904,2.099963056,2.113101602,2.123595676,2.129651609
1.998883039,2.028266229,2.047952868,2.065789835,2.081501675,2.09461096,2.105060312,2.111078704
1.97940079,2.008837822,2.028586763,2.046435117,2.062118868,2.075174724,2.085556211,2.091521175
1.959510008,1.988972363,2.008752653,2.02658185,2.042208291,2.055183267,2.06547142,2.07136587
1.939588446,1.969041141,1.988815773,2.006590575,2.022127089,2.034991463,2.04515945,2.050965765
1.919965034,1.949367983,1.969095238,1.98677696,2.002188691,2.014911542,2.024932171,2.030632867
1.90091308,1.930222597,1.949857518,1.967405372,1.982656446,1.995206752,2.005053455,2.010631842
1.88264474,1.911815127,1.931311071,1.948683554,1.963738299,1.97608601,1.985733786,1.991174571
1.865306944,1.894292101,1.913602298,1.930758568,1.945582698,1.957699741,1.967126008,1.972415824
1.848978914,1.877733905,1.896812982,1.91371417,1.92827588,1.940137061,1.949322382,1.954450224
1.833671391,1.862153906,1.880959314,1.897569728,1.911840674,1.923424439,1.932353103,1.937310654
1.819327602,1.847499284,1.865992584,1.882280774,1.896236894,1.907525936,1.916186376,1.920968208
1.805825984,1.833653572,1.851801556,1.86774121,1.88136338,1.892345074,1.900730115,1.905333776
1.792984592,1.820440868,1.838216487,1.853787141,1.867061659,1.877728327,1.885835268,1.89026125
1.780567089,1.807631612,1.825014707,1.84020227,1.853121156,1.863470166,1.871300714,1.87555232
1.768290135,1.794949764,1.811927587,1.826724685,1.839285821,1.849319544,1.856879607,1.860962732
1.755831965,1.78208117,1.798648721,1.813054861,1.825261983,1.834987616,1.842286996,1.846209839
1.742841869,1.768682859,1.784843028,1.798864616,1.810727171,1.82015646,1.827208467,1.830981198
1.728950302,1.754392964,1.770156514,1.783806724,1.79533963,1.804488519,1.811309525,1.814943932
1.713779268,1.738840953,1.754226347,1.76752488,1.77874819,1.787636411,1.794245391,1.797754518
1.696952681,1.721657833,1.736690932,1.749663667,1.760602177,1.769252813,1.775670872,1.779068672
1.678106349,1.702486009,1.71719964,1.729878202,1.740561003,1.749000035,1.755249957,1.758550972
1.656897311,1.680988493,1.695421912,1.707843161,1.718303158,1.726559009,1.732664832,1.735883907
1.633012251,1.656857205,1.671055453,1.683260908,1.6935343,1.701637384,1.707624009,1.71077604
1.606174801,1.62982016,1.64383332,1.65586851,1.665994252,1.673976526,1.679869359,1.682969093
1.576151577,1.599647399,1.613529753,1.625443511,1.635462737,1.643357261,1.649181889,1.652243744
1.542756879,1.566155586,1.579964676,1.59180836,1.601763777,1.60960427,1.615386163,1.618424092
1.50585605,1.52921127,1.543006863,1.554833512,1.564768758,1.57258915,1.578353374,1.581380745
1.465367551,1.488732864,1.502575826,1.51443925,1.524398215,1.532232176,1.538003123,1.54103262
1.421263857,1.444691473,1.458642558,1.470596363,1.480622461,1.488502924,1.494304037,1.497347569
1.373571324,1.397110705,1.411229277,1.423325828,1.433461241,1.441419901,1.447273391,1.450342006
1.322369223,1.346065673,1.36040837,1.372697722,1.382982604,1.391049391,1.39697596,1.400079755
1.267788099,1.291681363,1.306300743,1.318829529,1.329301196,1.337503749,1.343522289,1.346670326
1.210007663,1.234130567,1.249073751,1.261884083,1.272576198,1.280939322,1.287066631,1.290266847
1.149254349,1.173631536,1.188938902,1.202067289,1.213009061,1.221554209,1.227804699,1.231063822
1.085798689,1.110445491,1.126149445,1.139625775,1.150841205,1.159585979,1.165971413,1.169294886
1.019952565,1.044874066,1.060997952,1.074844566,1.086351761,1.095309469,1.101838722,1.105230635
0.952066403,0.977256735,0.993813912,1.008044821,1.019855407,1.029034681,1.035713549,1.0391766
0.882526293,0.907968217,0.924961359,0.939581619,0.951700281,0.961104793,0.96793586,0.971471334
0.81175101,0.83741581,0.854836462,0.869841759,0.882265932,0.89189421,0.898876785,0.902484569
0.740188872,0.766036584,0.783865004,0.799241466,0.811961202,0.821806572,0.828936703,0.832615338
0.668314345,0.694294341,0.712499649,0.728223907,0.741221926,0.751272587,0.758543163,0.762289925
0.596624328,0.62267624,0.641216883,0.657256389,0.670508328,0.68074756,0.688148496,0.691959524
0.52563402,0.551688991,0.570513513,0.586827115,0.600301972,0.61070848,0.618226985,0.622097436
0.455872326,0.481854539,0.50090265,0.517441408,0.531102164,0.541650549,0.549271472,0.553195703
0.387876748,0.413705195,0.432909086,0.44961731,0.463421724,0.474083062,0.481789292,0.485761064
0.322187769,0.34777819,0.367064066,0.38388053,0.397782068,0.40852458,0.4162975,0.420310193
0.259342749,0.284609666,0.303899429,0.320758738,0.334707607,0.34549739,0.353317354,0.357364179
0.199869399,0.224728172,0.243941206,0.260775242,0.27471949,0.285521295,0.293368109,0.297442315
0.144278917,0.168647746,0.187702723,0.204442138,0.218328789,0.229106791,0.236960191,0.241055244
0.09305891,0.116860703,0.135677364,0.152253057,0.166029222,0.176747783,0.184587872,0.188697615
0.046666224,0.069830281,0.08833111,0.104675643,0.118289589,0.128913967,0.136721608,0.140840381
0.005519835,0.027983284,0.046095043,0.062143948,0.075546081,0.086043069,0.093800222,0.097922943
-0.030006043,-0.008297098,0.009357971,0.025050912,0.038194644,0.04853313,0.056223115,0.060345323
-0.059588505,-0.038678138,-0.02154064,-0.006258879,0.006583614,0.016735031,0.024342721,0.028460582
-0.08296198,-0.062883915,-0.046317264,-0.031495978,-0.018993226,-0.009054548,-0.001542604,0.002567665
-0.099923632,-0.08070103,-0.064750272,-0.050432242,-0.038302951,-0.028599542,-0.02119507,-0.017095107
-0.110337977,-0.091983519,-0.076685104,-0.062906203,-0.051179026,-0.041730137,-0.034443143,-0.030355761
-0.114140638,-0.096656874,-0.082038525,-0.068827522,-0.057525896,-0.048347451,-0.04118629,-0.037113423
-0.111341095,-0.094721029,-0.08080184,-0.068180379,-0.057322515,-0.048427155,-0.041398629,-0.037341983
-0.102024371,-0.086252245,-0.073042961,-0.061025712,-0.050624701,-0.04202189,-0.035131384,-0.03109255
-0.086351551,-0.071403776,-0.058907256,-0.047502197,-0.037566213,-0.029262409,-0.022514043,-0.018494598
-0.064559075,-0.050405278,-0.038617078,-0.027825899,-0.018358488,-0.01035735,-0.003754135,0.000244264
-0.03695675,-0.023560881,-0.012469948,-0.002288544,0.00671103,0.014408402,0.020864407,0.024839951
-0.003924435,0.008754092,0.019164658,0.028745633,0.037281997,0.044676813,0.050984357,0.054935036
0.034092603,0.046097782,0.055849932,0.064844469,0.072925728,0.080021247,0.086179765,0.09010334
0.076589667,0.087967816,0.097087738,0.105513859,0.113151174,0.119952465,0.125961976,0.129855979
0.123009892,0.133808637,0.142325964,0.150205114,0.15741229,0.163925998,0.169787031,0.173648794
0.172752719,0.183020069,0.190967123,0.198323584,0.205116674,0.211350815,0.217064371,0.22089107
0.225183466,0.234966999,0.242378088,0.249238428,0.255635368,0.261599154,0.267166686,0.270955419
0.279643829,0.288989995,0.295900781,0.302293349,0.308313634,0.314017322,0.319440754,0.32318863
0.33546312,0.344416668,0.350863612,0.356818092,0.362482481,0.367937262,0.373219026,0.37692327
0.391969991,0.40057352,0.406593405,0.412140421,0.417470699,0.422688607,0.427831703,0.431489773
0.448504371,0.456797992,0.462427524,0.467598312,0.47261708,0.477610936,0.482618999,0.486228706
0.504429283,0.512450393,0.517725883,0.522552011,0.527282516,0.532065885,0.536943271,0.540502893
0.559142244,0.566925384,0.57188249,0.576395629,0.58086163,0.585448795,0.590200656,0.593709051
0.612085873,0.619662669,0.624336197,0.628567934,0.632793585,0.637199527,0.641831883,0.645288588
0.662757408,0.670156563,0.674580313,0.678561994,0.682571745,0.686812124,0.69133192,0.694737232
0.710716798,0.717964136,0.722170776,0.72593337,0.729751877,0.733843004,0.738258144,0.741613177
0.755593122,0.76271165,0.766732613,0.770306591,0.773958622,0.777917415,0.782236775,0.785543495
0.797089099,0.804099095,0.80796448,0.811379692,0.814890032,0.818733955,0.82296736,0.826228595
0.83498355,0.841902644,0.845641128,0.848926681,0.852320012,0.856066991,0.860225162,0.863444581
0.869131716,0.875974983,0.879613712,0.882797838,0.886098613,0.889766924,0.893861393,0.897043462
0.899463439,0.906243479,0.909807965,0.912917872,0.916150166,0.919758297,0.923801291,0.9269512
0.925979269,0.932706291,0.936220291,0.939282008,0.942469348,0.94603584,0.950040134,0.953163703
0.948744653,0.955426553,0.958911948,0.961950152,0.965115335,0.968658596,0.97263734,0.975740908
0.967882407,0.974524859,0.978001525,0.981039369,0.984204261,0.987742364,0.991708894,0.994799188
0.98356376,0.990170308,0.993656002,0.996714931,0.999900264,1.003450736,1.007418364,1.010502361
0.995998275,1.002570449,1.006080695,1.009180277,1.012405436,1.015985037,1.019966838,1.02305162
1.005422987,1.011960441,1.015508446,1.018666206,1.021949033,1.025573536,1.029582131,1.032674733
1.012091143,1.018591817,1.022188416,1.025419695,1.028776291,1.032460273,1.036507617,1.039614882
1.016260896,1.022721215,1.026374841,1.02969268,1.03313724,1.036893884,1.04099106,1.044119498
1.018184326,1.024599422,1.028316132,1.031731187,1.035275853,1.03911677,1.043273808,1.04642946
1.018097127,1.024461096,1.028244627,1.031765128,1.035419874,1.039354952,1.043580659,1.046768984
1.016209275,1.022515457,1.026367338,1.029999084,1.033771642,1.037808927,1.042110749,1.045336511
1.012696966,1.018938246,1.022857952,1.026604356,1.030500175,1.034645784,1.039029691,1.042296875
1.00769606,1.013865181,1.01785033,1.021712499,1.025734755,1.029992827,1.034463231,1.037774971
1.001297227,1.0073871,1.011433688,1.015410558,1.019560194,1.023932878,1.028492587,1.031851111
0.993542931,0.999546951,1.003649615,1.007738115,1.012013932,1.016501412,1.021151604,1.024558209
0.984426355,0.990338688,0.994490995,0.998686249,1.003085026,1.007685584,1.012425828,1.01588086
0.97389228,0.979708136,0.983902882,0.988198436,0.992715088,0.997425195,1.00225349,1.005756351
0.961839912,0.967555776,0.971785287,0.976173354,0.980801112,0.985615552,0.990528396,0.994077568
0.948127544,0.95374137,0.957997793,0.962469511,0.967200126,0.972112141,0.97710462,0.980697696
0.932578935,0.938090292,0.942365866,0.946911552,0.951735504,0.956736952,0.961802851,0.965436587
0.914991173,0.920401342,0.924688642,0.929298035,0.934204752,0.939286279,0.944418199,0.948088566
0.895143806,0.900455819,0.904747955,0.909410447,0.914388512,0.919539723,0.924729204,0.928431451
0.872808908,0.878027535,0.88231831,0.887023138,0.892060487,0.89727011,0.902507756,0.906236471
0.847761768,0.852893447,0.857177458,0.861913876,0.86699797,0.872254011,0.877529609,0.881278778
0.819791838,0.824844556,0.829117237,0.833874638,0.838992614,0.844282495,0.849585117,0.85334818
0.788713567,0.793696687,0.797954301,0.802722299,0.807861088,0.813171758,0.818489856,0.822259754
0.754376753,0.759300799,0.76354037,0.768308838,0.773455248,0.778773279,0.784094758,0.787863974
0.716676056,0.721552462,0.725771652,0.73053072,0.735671492,0.740983141,0.746295419,0.750056006
0.675559352,0.680400176,0.684597118,0.689337131,0.694458962,0.699750218,0.705040267,0.708783872
0.631034638,0.635852255,0.640025349,0.644736792,0.64982633,0.655082939,0.660337311,0.664055192
0.583175268,0.587982048,0.592129724,0.596803123,0.601846947,0.607054421,0.612259269,0.615942306
0.532123346,0.536931322,0.541051791,0.545677596,0.550662178,0.5558058,0.560946892,0.564585599
0.478091191,0.482911732,0.487002721,0.491571185,0.496482853,0.501547671,0.506610406,0.510194946
0.421360837,0.426204326,0.430262826,0.434763881,0.439588777,0.444559613,0.449529043,0.45304925
0.362281624,0.367157156,0.371179176,0.375602325,0.38032638,0.385187841,0.390048706,0.393494116
0.301265994,0.306181086,0.310161438,0.314495658,0.319104578,0.323841089,0.32857787,0.331937764
0.23878365,0.243743986,0.247676092,0.251909772,0.256389043,0.260984896,0.265581884,0.268845347
0.175354321,0.180363519,0.18423926,0.188360149,0.192695074,0.197134499,0.201575893,0.204731888
0.111539372,0.116598777,0.120408378,0.124403582,0.128579328,0.13284659,0.13711661,0.140154068
0.047932551,0.053041065,0.056773017,0.060629009,0.064630693,0.068710206,0.072793227,0.075701153
-0.014849837,-0.009695903,-0.006054877,-0.002352209,0.001460576,0.005337035,0.009217744,0.011985334
-0.076179025,-0.070986071,-0.067451018,-0.063916309,-0.060307101,-0.056648569,-0.052985007,-0.050368241
-0.135423887,-0.130201123,-0.126788829,-0.12343715,-0.12004591,-0.116619593,-0.113187364,-0.110731461
-0.191960773,-0.186720294,-0.18344923,-0.180295991,-0.177136693,-0.173956137,-0.170768598,-0.168483016
-0.245182858,-0.239939704,-0.236829948,-0.233890799,-0.230976871,-0.228054726,-0.225124238,-0.223017723
-0.294508807,-0.289281012,-0.286354157,-0.283644881,-0.280989087,-0.278336969,-0.275674737,-0.273755201
-0.339390611,-0.334199232,-0.331478285,-0.329014707,-0.326629041,-0.324257405,-0.321873338,-0.320147752
-0.379320465,-0.374189607,-0.371698889,-0.369496789,-0.367392388,-0.365310429,-0.363213023,-0.361687323
-0.413836643,-0.408793467,-0.406558502,-0.404633548,-0.402820632,-0.401036213,-0.399232461,-0.397911474
-0.442528298,-0.437603023,-0.435650441,-0.434018135,-0.432505973,-0.431025582,-0.429520918,-0.428408314
-0.465039226,-0.46026511,-0.458622549,-0.457298197,-0.4560951,-0.45492384,-0.453722116,-0.452820384
-0.481070591,-0.476483902,-0.475179911,-0.474178614,-0.473291958,-0.472433576,-0.471537075,-0.470847522
-0.490382682,-0.486022646,-0.4850866,-0.484423257,-0.483859537,-0.483316482,-0.482725971,-0.48224875
-0.492795781,-0.4887045,-0.488166511,-0.487855849,-0.487620759,-0.487394274,-0.48710909,-0.486843253
-0.488190209,-0.484412553,-0.484303385,-0.484359997,-0.484458536,-0.484548783,-0.484566954,-0.484510537
-0.476505671,-0.473089134,-0.473440112,-0.473878511,-0.474315105,-0.47472132,-0.475039714,-0.475189837
-0.457739988,-0.454734501,-0.45557741,-0.456412083,-0.457190736,-0.457911399,-0.458525911,-0.458878906
-0.431947322,-0.429405015,-0.430771993,-0.432017463,-0.433141904,-0.434174943,-0.435080695,-0.435632251
-0.399235988,-0.397210902,-0.399134307,-0.40080519,-0.402279037,-0.403622028,-0.404813598,-0.405558919
-0.359765954,-0.358313687,-0.360825949,-0.362936993,-0.364763914,-0.366414301,-0.367885949,-0.368819928
-0.313746095,-0.312923387,-0.316056822,-0.318622936,-0.320806796,-0.3227621,-0.324508015,-0.325625407
-0.261431292,-0.26129553,-0.265082122,-0.268118372,-0.270663366,-0.27292139,-0.27493592,-0.27623152
-0.203119417,-0.203728062,-0.208199201,-0.211720775,-0.214631528,-0.217190538,-0.219468409,-0.220937222
-0.139148258,-0.140558191,-0.145744358,-0.149766481,-0.153048118,-0.155906993,-0.158443511,-0.160080903
-0.069892429,-0.072159202,-0.078089597,-0.082627397,-0.086285558,-0.089443901,-0.092235105,-0.094036941
