Values,Values_14_53_36,Values_15_01_37,Values_15_09_35,Values_15_17_38,Values_15_25_36,Values_15_33_35,Values_15_41_34,Values_15_49_35,Values_15_57_35,Values_16_05_35,Values_16_13_33,Values_16_21_36,Values_16_29_37,Values_16_37_38,Values_16_45_36,Values_16_53_35,Values_17_01_34,Values_17_09_34,Values_17_17_33,Values_17_25_31,Values_17_33_31,Values_17_41_33,Values_17_49_31,Values_17_57_32,Values_18_05_30,Values_18_13_29,Values_18_21_31,Values_18_29_29,Values_18_37_32,Values_18_45_33,Values_18_53_31,Values_19_01_32,Values_19_09_30,Values_19_17_31,Values_19_25_29,Values_19_33_29,Values_19_41_28,Values_19_49_29,Values_19_57_31,Values_20_05_29,Values_20_13_28,Values_20_21_27,Values_20_29_29,Values_20_37_28,Values_20_45_27,Values_20_53_26,Values_21_01_27,Values_21_09_26,Values_21_17_24,Values_21_25_22,Values_21_33_22,Values_21_41_20,Values_21_49_21,Values_21_57_20,Values_22_05_19,Values_22_13_21,Values_22_21_21,Values_22_29_20,Values_22_37_19,Values_22_45_18,Values_22_53_18,Values_23_01_16,Values_23_09_18,Values_23_17_20,Values_23_25_22,Values_23_33_28,Values_23_41_44,Values_23_45_52
0.8675308809148357,1.015741583750695,1.0723948837118351,1.1067108705337023,1.131316074787264,1.149223376030441,1.162437591279802,1.1724472343275951,1.1803071734417647,1.1867339274086537,1.1922009863136596,1.1970157463352018,1.20137507995097,1.2054032779009558,1.2091772922279045,1.2127434220943132,1.2161284285777236,1.2193470690867687,1.2224073074007902,1.2253139529805126,1.2280711625481862,1.230684052172301,1.233159579630537,1.2355068297687375,1.2377368387138523,1.239862101916292,1.2418959107820542,1.2438516473389718,1.245742138134577,1.2475791335348632,1.2493729439590486,1.2511322358556427,1.2528639700175677,1.2545734536005286,1.256264473424887,1.2579394797125367,1.2595997940121553,1.2612458210341693,1.262877250083094,1.264493237043252,1.2660925621650438,1.2676737620666088,1.2692352365746158,1.2707753324443758,1.272292406747776,1.2737848730171353,1.275251233239026,1.2766900985619911,1.2781002012687277,1.2794804001790452,1.2808296812816895,1.2821471550328407,1.2834320514537898,1.2846837138631164,1.2859015919083336,1.2870852343076642,1.2882342816496155,1.2893484594301967,1.290427571452589,1.2914714936716432,1.292480168478198,1.293453599441663,1.2943918464805375,1.2952950214350067,1.2961632839954025,1.296996837957819,1.2977959277716344,1.298560835340406,1.2989305683837684
0.9165482909677958,1.064197161414938,1.1207075435364242,1.1550229713650004,1.1796943116130734,1.1977052644279071,1.211043696403148,1.221187686837414,1.2291856318503835,1.235750023404434,1.2413518287205347,1.246296845259562,1.2507809201285884,1.2549276837447711,1.25881367124857,1.262484938091952,1.2659681341037012,1.2692780132711474,1.27242262719066,1.2754069511840196,1.2782353736230392,1.2809132956631628,1.2834480010150944,1.2858489288234722,1.288127486061239,1.290296544955137,1.2923697706037751,1.294360908441067,1.2962831327606668,1.2981485223374472,1.2999676944500325,1.3017495998332662,1.3035014608790298,1.3052288241955377,1.3069356948913593,1.3086247215664082,1.3102974056362506,1.3119543146203236,1.3135952850197965,1.3152196057010592,1.316826177007547,1.3184136440011722,1.3199805044507378,1.3215251936059642,1.3230461485469636,1.3245418552006174,1.3260108811222877,1.32745189691202,1.3288636888213372,1.3302451647227649,1.3315953552459177,1.3329134115237833,1.3341986006872038,1.3354502999482474,1.3366679899424136,1.3378512477450366,1.3389997399137434,1.3401132157407916,1.3411915008435416,1.3422344911785498,1.3432421474770304,1.344214490122585,1.345151594442925,1.3460535863915573,1.346920638574849,1.3477529665970536,1.3485508256892489,1.34931450758463,1.3496836325127153
0.9223781806191976,1.0697082356739165,1.1261012594593434,1.1603550917258405,1.1849893896667951,1.2029787665133271,1.216305378205638,1.226443411927395,1.2344386910343288,1.2410020674442448,1.246603497773081,1.2515481807280286,1.2560316296130936,1.2601773099770568,1.2640616989741833,1.2677308606379805,1.2712114932618377,1.274518421031718,1.277659774804105,1.2806406092726552,1.2834653861009109,1.2861395696852131,1.2886704948273442,1.2910676390777762,1.293342435825092,1.2955077732816291,1.29757732415686,1.2995648353375506,1.301483478523645,1.303345327677058,1.3051609944924711,1.306939424397028,1.3086878354263671,1.3104117711461056,1.3121152350570402,1.3138008755371615,1.3154701950092351,1.3171237630146986,1.3187614188569416,1.3203824547556235,1.321985774750596,1.3235700277652365,1.3251337154495777,1.3266752768413443,1.3281931526319517,1.329685832125015,1.3311518859814178,1.332589987615819,1.333998925796742,1.335377610618962,1.336725074649173,1.3380404706862512,1.3393230672723246,1.3405722427940283,1.341787478842852,1.3429683532493428,1.3441145331425253,1.3452257682181334,1.3463018843437826,1.3473427775864888,1.348348408660376,1.3493187978154932,1.3502540201395623,1.351154201248742,1.3520195133229136,1.3528501714581929,1.3536464303026754,1.3544085809379856,1.354776965885452
0.9228112083344154,1.0698640668623127,1.1261444476164044,1.1603272912586742,1.1849080346209488,1.2028551849407272,1.216146877272704,1.2262544468249728,1.2342218213015463,1.2407586779855813,1.2463343017089843,1.2512535536107248,1.2557118246080494,1.2598325922159752,1.2636924254203294,1.267337522764675,1.270794733801424,1.2740790323226794,1.277198684099793,1.2801588551899676,1.282964089727355,1.2856199034221474,1.2881336516243511,1.2905148042107972,1.2927747627769977,1.294926364643982,1.296983217858399,1.298958995987358,1.300866793280418,1.302718605834635,1.3045249698922845,1.3062947598090653,1.3080351281436358,1.3097515591777371,1.3114480034537743,1.313127062521014,1.314790197696459,1.3164379426137425,1.318070105291783,1.3196859507125154,1.3212843591770231,1.3228639588676343,1.3244232332449597,1.3259606053200197,1.3274745015866392,1.3289633986973166,1.3304258559711102,1.331860536592509,1.3332662200476528,1.33464180796126,1.335986325130457,1.3372989171926553,1.338578846060147,1.3398254839578607,1.3410383067306473,1.3422168868329716,1.3433608863506377,1.3444700502368958,1.3455441998899969,1.3465832271567453,1.3475870887592736,1.3485558011653875,1.349489435873921,1.3503881150908286,1.351252007751303,1.3520813258603654,1.3528763211177943,1.3536372817898177,1.3540050985188559
0.9251001132864732,1.0718899611151425,1.128059509413027,1.1621688625073163,1.1866912148545394,1.20458968853141,1.217838824057849,1.2279074090536306,1.235837713307386,1.2423384349133022,1.247878353647915,1.2527621394767154,1.2571851920247306,1.261271119176349,1.265096688347434,1.2687083271601325,1.272133118152967,1.2753862526446238,1.2784761846581725,1.2814082300157443,1.2841870390002983,1.2868181884034722,1.289309051339644,1.2916690764592371,1.2939096112843185,1.2960434133618846,1.2980839926416576,1.300044913239694,1.301939154705036,1.3037785981687884,1.3055736684265344,1.3073331345491193,1.309064051617287,1.3107718150763863,1.312460295492652,1.3141320230813458,1.3157883959644068,1.3174298920506953,1.3190562703597049,1.3206667528406708,1.322260181997475,1.3238351527716494,1.3253901193253477,1.3269234787690305,1.3284336346183212,1.3299190430592351,1.33137824510451,1.332809887493417,1.3342127348747257,1.335585675429795,1.3369277217261126,1.3382380082331933,1.3395157866289022,1.3407604197287797,1.3419713747012858,1.3431482159791337,1.3442905982139255,1.3453982594545155,1.3464710146745829,1.3475087497326077,1.3485114157604643,1.3494790240000516,1.3504116410587026,1.3513093845585449,1.3521724191345976,1.353000952753698,1.3537952333197818,1.3545555455276876,1.3549230618011499
0.930148859189684,1.076688199289488,1.1327487010114283,1.1667826882985075,1.1912428429828894,1.2090875183947982,1.2222880231655229,1.2323108552510107,1.2401968271304562,1.2466538219796963,1.252150254179205,1.2569907247738972,1.2613707512214665,1.2654141699463255,1.2691980347061245,1.2727690796093984,1.2761546863578317,1.2793703179104208,1.2824246579450371,1.2853232004826176,1.2880707176635111,1.2906728511164276,1.2931369847711929,1.2954725300105154,1.29769075697821,1.2998043147690888,1.3018265829971962,1.303770982156122,1.3056503423658812,1.3074763956,1.3092594223677,1.311008055528559,1.3127292240177293,1.3144282082076102,1.3161087749237947,1.3177733617017118,1.31942328442405,1.3210589483760666,1.3226800486471282,1.324285751006257,1.3258748486123415,1.3274458930421222,1.3289973002944715,1.3305274338223554,1.33203466737715,1.333517430740544,1.334974241420524,1.3364037251563925,1.3378046277647997,1.3391758204762598,1.3405163005454743,1.341825188560963,1.343101723576468,1.3443452568917766,1.3455552451415551,1.3467312430988467,1.3478728965372877,1.3489799353299354,1.3500521669080616,1.351089470161257,1.352091789773687,1.3530591310146176,1.353991554953023,1.3548891740706013,1.3557521482273418,1.3565806809511725,1.357375016016763,1.3581354342753025,1.3585030217772844
0.938493267588527,1.0847910899208368,1.1407440279290513,1.1747017282424288,1.1990975101783583,1.216885327003008,1.2300334760609395,1.240006333093964,1.247843391866795,1.2542518395980171,1.259699829782557,1.2644919880154952,1.2688240341001351,1.272820109517386,1.2765576229839437,1.2800836753435505,1.2834259986004566,1.2866003686327825,1.2896157296409845,1.2924777741012508,1.2951914058878156,1.2977623316387583,1.3001979376380852,1.302507582274171,1.3047024368616236,1.3067950164519944,1.3087985421034534,1.3107262611873551,1.3125908247480031,1.3144037867004763,1.316175255768912,1.3179137029471797,1.319625907475396,1.3213170133244714,1.3229906644782918,1.3246491888476493,1.326293805164568,1.327924833058754,1.3295418923675264,1.3311440828940002,1.3327301400321805,1.3342985647779757,1.3358477288043582,1.337375956660357,1.3388815878793996,1.340363022068176,1.3418187500457268,1.3432473738694384,1.3446476182712013,1.3460183356445812,1.347358506358201,1.348667235813347,1.3499437493615989,1.3511873859042536,1.3523975908269594,1.353573908671887,1.354715975887702,1.355823513832084,1.3568963221475083,1.3579342725893917,1.358937303299682,1.3599054135424196,1.3608386588698995,1.361737146692714,1.3626010322069997,1.3634305146497336,1.3642258338465727,1.3649872670136174,1.36535537245489
0.9505095252291372,1.0965712363659654,1.1524177122599075,1.1862990637705773,1.2106298118231336,1.2283596339758849,1.2414538980882437,1.2513749374745593,1.2591610061746377,1.2655186711315072,1.270915896025638,1.2756573971448573,1.279939157798068,1.2838856804965857,1.287574779237033,1.2910539655947186,1.294351358806183,1.2974830768691497,1.3004583455280112,1.303283068416578,1.3059622857470123,1.30850176625381,1.3109088890407328,1.313192944473342,1.3153649857714942,1.317437371722174,1.3194231408635002,1.3213353428118195,1.323186425127055,1.3249877401754564,1.3267492028241403,1.3284791018732474,1.3301840484621998,1.3318690337390064,1.3335375643834364,1.3351918460917656,1.3368329896018365,1.3384612196416503,1.3400760729884935,1.3416765769494838,1.3432614037464576,1.344828999364104,1.34637768756171,1.3479057511176995,1.3494114930936556,1.350893281184704,1.3523495782185255,1.3537789616305165,1.3551801344286032,1.3565519297788486,1.3578933109778455,1.359203368221352,1.360481313277323,1.3617264728783691,1.362938281481005,1.364116273789037,1.365260077376924,1.366369405584149,1.3674440507982677,1.368483878203089,1.3694888199829875,1.3704588699980345,1.3713940788971706,1.372294549641493,1.3731604333900032,1.373991925717878,1.3747892631310783,1.3755527198381718,1.3759218381846343
0.9666820485062598,1.1125095967325704,1.1682502715180338,1.2020559252318914,1.2263222889046632,1.2439946646051383,1.2570354463047977,1.2669049251868305,1.274640140466692,1.280947075073563,1.2862935433094542,1.2909843930935647,1.2952159107255163,1.2991129965538348,1.3027539030380468,1.306186581219182,1.309439561134884,1.3125293207461806,1.3154653791190252,1.3182538566833777,1.32089992970555,1.3234094233055875,1.3257896989994125,1.3280499649232114,1.3302011391808524,1.3322554054486122,1.3342255999983166,1.3361245548527991,1.33796449481678,1.339756552505942,1.3415104321461353,1.3432342251892,1.3449343612477085,1.3466156669589529,1.3482815016936691,1.3499339405113826,1.3515739791880748,1.3532017418941042,1.354816677854865,1.3564177384081892,1.3580035300104036,1.3595724417928527,1.3611227483931112,1.3626526901402294,1.3641605333819873,1.3656446140163052,1.3671033672809036,1.3685353466186634,1.369939234121356,1.3713138446723303,1.3726581255435248,1.3739711528470548,1.375252125940839,1.3765003605956956,1.3777152815645408,1.378896414945383,1.3800433806689336,1.3811558852777757,1.3822337151112167,1.3832767299693651,1.384284857245061,1.3852580865362922,1.3861964647047271,1.3871000913511051,1.387969114658732,1.3888037275742624,1.3896041642888648,1.3903706969800589,1.390741344010771
0.9875299079791008,1.1331217659127186,1.1887567692413523,1.2224879529986443,1.2466917176531749,1.264308676633185,1.2772980869620172,1.2871181238291247,1.294804586320547,1.3010628730909184,1.3063606610844332,1.3110029473414442,1.3151863404001218,1.3190361573047096,1.3226311060850202,1.3260195916643591,1.3292305659386812,1.3322808740856438,1.3351803317167386,1.3379352752503055,1.3405510123829951,1.3430334165924342,1.3453898209430126,1.3476293383138438,1.3497627372166725,1.3518020109946154,1.3537597783250197,1.3556486387481943,1.3574805802943373,1.3592665029905808,1.3610158889644428,1.3627366223449977,1.3644349427480715,1.3661155052955445,1.3677815164269105,1.3694349162140698,1.371076582264407,1.3727065359942294,1.374324137757554,1.375928262352229,1.377517450527497,1.379090035139638,1.3806442427047108,1.382178272438208,1.3836903555705806,1.3851787979954846,1.3866420092958716,1.3880785209543334,1.3894869962386138,1.3908662338710829,1.3922151672263492,1.3935328604467965,1.3948185025661204,1.396071400439964,1.3972909711168773,1.3984767340350757,1.399628303370366,1.4007453806976229,1.4018277480761292,1.4028752616291047,1.4038878456034736,1.4048654869202812,1.405808230179652,1.4067161730895994,1.407589462268765,1.4084282893913074,1.4092328876362878,1.4100035284012125,1.4103762092359793
