Values,Values_02_32_36,Values_02_48_22,Values_03_03_55,Values_03_19_42,Values_03_35_14,Values_03_50_51,Values_04_06_05,Values_04_21_17,Values_04_37_09,Values_04_53_42,Values_05_10_20,Values_05_27_00,Values_05_43_42,Values_06_00_14,Values_06_16_44
0.8674656444032227,1.0161547494069785,1.0704540691176043,1.1031872816799948,1.1262861540363187,1.142809537679301,1.1548683152898718,1.164002630211773,1.1712742439141202,1.1773816510953743,1.182768314844567,1.1877063720928809,1.1923555739710343,1.1968030836386785,1.2010900084313467,1.20522917115613
0.9164829941219236,1.064611403574936,1.1187718269925508,1.1515035074091942,1.1746668677328798,1.1912924791765318,1.203474396404986,1.2127423556930668,1.220151677745813,1.2263968600508883,1.2319188578367577,1.2369882038498965,1.2417635976851382,1.2463314982239226,1.2507325385946293,1.2549792322844322
0.9223129878728744,1.070122067310135,1.124169928758446,1.156842792799441,1.1799716857203029,1.1965781467423826,1.2087503427763604,1.2180140120842993,1.2254218722657888,1.2316667948327016,1.2371887609002852,1.242257752026191,1.2470321873310657,1.2515984171653376,1.2559970740113178,1.2602407363319803
0.9227461504366204,1.0702772290090337,1.124217359857982,1.1568226390865457,1.179901289596524,1.196468666314314,1.2086086812123655,1.2178440783310525,1.2252256225230695,1.231445006085132,1.236941564381821,1.2419849867344306,1.2467336288635893,1.2512739221977247,1.2556466670747486,1.2598646558907214
0.9250352024530012,1.072302363723372,1.126136602690061,1.1586719929759892,1.1816958217971578,1.1982179437693796,1.2103184191708989,1.219517280546424,1.2268635575234637,1.2330479413803972,1.2385092753366629,1.243517094524285,1.2482298190069463,1.2527340811838936,1.257070961680401,1.2612535707795738
0.9300841076481776,1.0770997555407276,1.1308299104529065,1.1632937138094157,1.1862591450033275,1.202731140832901,1.2147862515211378,1.223942036642059,1.2312459733367116,1.2373879010718274,1.242806299263568,1.2477706640429178,1.2524395862780189,1.2568999990838148,1.2611933566455324,1.2653331729875241
0.938428685719275,1.0852017311635236,1.1388292955075687,1.1712207160627357,1.1941257433186674,1.2105447414847474,1.222550954946916,1.231659621525994,1.2389167891641106,1.2450115514181637,1.2503821184595003,1.255298034481087,1.259918142934087,1.2643297549778272,1.268574770972201,1.2726671755461312
0.950445120998275,1.0969809156151156,1.1505069907142704,1.1828260363593477,1.205670101012556,1.2220350887907383,1.2339910086323826,1.243050843384461,1.250259277961589,1.2563047245166672,1.2616251863307637,1.2664903159340866,1.2710592676218158,1.2754197865531869,1.279614272172389,1.2836572284658179
0.9666178270247516,1.1129182910287467,1.1663435278203576,1.1985908631587308,1.2213746498736164,1.2376862323900146,1.249592333481037,1.2586036715071118,1.2657635828302212,1.271759825056067,1.2770302274354783,1.2818445863868826,1.286362403449446,1.2906718937558463,1.2948159902432377,1.2988097479549954
0.987465870857648,1.133529480230161,1.186853989374416,1.219030796511983,1.2417560544114516,1.258016248021613,1.2698746500407208,1.2788396339355363,1.2859531541060203,1.2919023055916945,1.2971247490671194,1.3018904373065647,1.3063592349837283,1.3106198443561707,1.3147157487910208,1.3186625699665213
